_phrase_,grammar_symbol,value
"('MAOMÜRGI', 'ANTISEERUM')",drug_name,drug_name
"('RAXONE',)",drug_name,drug_name
"('PRUBEVEN',)",drug_name,drug_name
"('NAN', 'SOYA', '(DS032-A)')",drug_name,drug_name
"('CARSIL', 'drg.', '35mg', 'N80')",drug_name,drug_name
"('EUPHORBIUM', 'COMPOSITUM')",drug_name,drug_name
"('SUMATRIPTAN', 'ACTAVIS')",drug_name,drug_name
"('FILGRASTIM', 'RATIOPHARM')",drug_name,drug_name
"('RALOXA', '60', 'MG')",drug_name,drug_name
"('VENLAGAMMA', '150', 'MG')",drug_name,drug_name
"('STRONTSIUM(89Sr)KLORIID',)",drug_name,drug_name
"('PANCOD',)",drug_name,drug_name
"('NEBILET', 'PLUS')",drug_name,drug_name
"('ORLISTAT', 'TEVA', '120MG')",drug_name,drug_name
"('FASTUM',)",drug_name,drug_name
"('E-COR', '5')",drug_name,drug_name
"('MUSE', '250mcg')",drug_name,drug_name
"('GELOPLASMA',)",drug_name,drug_name
"('ETORICOXIB', 'ZENTIVA', '120', 'MG')",drug_name,drug_name
"('AGENERASE',)",drug_name,drug_name
"('ESLOREX', '10', 'MG')",drug_name,drug_name
"('MITOMYCIN-C', 'KYOWA')",drug_name,drug_name
"('PREGABALIN', 'PFIZER')",drug_name,drug_name
"('ZIPION', '45MG')",drug_name,drug_name
"('METRODIN', 'HP')",drug_name,drug_name
"('SUDAFED', 'EXPECTORANT')",drug_name,drug_name
"('NAN', 'LACTOSE', 'FREE')",drug_name,drug_name
"('NAVOBAN', '5', 'MG/5', 'ML')",drug_name,drug_name
"('ONDANSETRON', 'ACCORD', '2MG/ML')",drug_name,drug_name
"('RYZODEG',)",drug_name,drug_name
"('ATRAM', '25')",drug_name,drug_name
"('BELLOSETA',)",drug_name,drug_name
"('TROMBEX', '75', 'MG')",drug_name,drug_name
"('DURACEF',)",drug_name,drug_name
"('SANDOSTATIN',)",drug_name,drug_name
"('VALERIANAHEEL',)",drug_name,drug_name
"('ENALAPRIL', '1A', 'PHARMA', '10', 'MG')",drug_name,drug_name
"('PHENHYDAN',)",drug_name,drug_name
"('AMMONII', 'CAUSTICI')",drug_name,drug_name
"('DASABUVIR',)",drug_name,drug_name
"('ECOSAL',)",drug_name,drug_name
"('Suukaudsed', 'parasiidivastased', 'preparaadid')",drug_name,drug_name
"('ALOMIDE',)",drug_name,drug_name
"('ESMOCARD', '10', 'MG/ML')",drug_name,drug_name
"('TOUJEO',)",drug_name,drug_name
"('DERMAFUSIN',)",drug_name,drug_name
"('DIFLAZON',)",drug_name,drug_name
"('LIFODROX',)",drug_name,drug_name
"('AVONIL', 'POWDER')",drug_name,drug_name
"('ZINNAT',)",drug_name,drug_name
"('FERRUM', 'LEK')",drug_name,drug_name
"('ADRENALINE',)",drug_name,drug_name
"('RANISAN',)",drug_name,drug_name
"('PRAM', '10MG')",drug_name,drug_name
"('EPIRUBICIN', 'EBEWE')",drug_name,drug_name
"('CARSIL',)",drug_name,drug_name
"('ZOFISTAR', '30MG')",drug_name,drug_name
"('ALENDRON-HEXAL',)",drug_name,drug_name
"('TEMODAL',)",drug_name,drug_name
"('POLLINEX', 'GRASSES+RYE', 'Extension', 'Course')",drug_name,drug_name
"('VOLTAREN', '100')",drug_name,drug_name
"('ALBENZA',)",drug_name,drug_name
"('CYTARABINE', 'KABI')",drug_name,drug_name
"('CETROTIDE',)",drug_name,drug_name
"('EXTAVIA',)",drug_name,drug_name
"('GLONOIN-HOMACCORD', 'AMPULEN')",drug_name,drug_name
"('CEFTRIAXON', 'TORREX', '0,5G')",drug_name,drug_name
"('DOBUTAMINE',)",drug_name,drug_name
"('Tõrvapasta',)",drug_name,drug_name
"('OMEPRAZOL', '1A', 'PHARMA', '20', 'MG')",drug_name,drug_name
"('SALOFALK', '250', 'SUPPOSITORIES')",drug_name,drug_name
"('PRESCANDEN', '8MG')",drug_name,drug_name
"('ARIMIDEX',)",drug_name,drug_name
"('IFENIN',)",drug_name,drug_name
"('MIBG', '(I', '123)', 'INJECTION')",drug_name,drug_name
"('GLUCOPHAGE', 'XR')",drug_name,drug_name
"('MUSE',)",drug_name,drug_name
"('MESAR', '10MG')",drug_name,drug_name
"('NOLICIN',)",drug_name,drug_name
"('SIMGAL',)",drug_name,drug_name
"('ACETERIN', 'EXPRESS')",drug_name,drug_name
"('PRASOSIN',)",drug_name,drug_name
"('VALSOL',)",drug_name,drug_name
"('NEOPROFEN',)",drug_name,drug_name
"('OMEPRAZOL', 'SANDOZ', '40', 'MG')",drug_name,drug_name
"('PERINDOPRIL', 'TEVA')",drug_name,drug_name
"('FRAXIPARINE', 'FORTE')",drug_name,drug_name
"('PERINDOBAX',)",drug_name,drug_name
"('METOZOK', '200', 'MG')",drug_name,drug_name
"('ETAMSILAT',)",drug_name,drug_name
"('KANUMA',)",drug_name,drug_name
"('OLFEN', 'DEPOCAPS')",drug_name,drug_name
"('BODIGO', '120', 'MG')",drug_name,drug_name
"('MANINIL', '5')",drug_name,drug_name
"('CARZAN', '32MG')",drug_name,drug_name
"('Aptamil', 'Soya', '(Nutrilon', 'Soya)')",drug_name,drug_name
"('HERBION', 'ISLANDI', 'KÄOKÕRV')",drug_name,drug_name
"('GLIMEPIRIDE', 'ANDISSA', '1', 'MG')",drug_name,drug_name
"('OTRIVIN', 'TOTAL')",drug_name,drug_name
"('CIPROFLOXACIN', 'SANDOZ', '250MG')",drug_name,drug_name
"('IPECAC',)",drug_name,drug_name
"('PANTUL',)",drug_name,drug_name
"('GLIMEPIRID', 'HEXAL', '3', 'MG', 'TABLETID')",drug_name,drug_name
"('ANXEL',)",drug_name,drug_name
"('VOLTAREN', 'EMULGEL')",drug_name,drug_name
"('MONOSAN', '40', 'MG')",drug_name,drug_name
"('NEOPHE',)",drug_name,drug_name
"('SOLAZIN',)",drug_name,drug_name
"('SINGULAIR', 'MINI', '4MG')",drug_name,drug_name
"('CAPD/DPCA', '4', 'STAY', 'SAFE')",drug_name,drug_name
"('MIKRO-30',)",drug_name,drug_name
"('MARCAINE', 'SPINAL', 'HEAVY', '5MG/ML')",drug_name,drug_name
"('DAXAS',)",drug_name,drug_name
"('LEKOKLAR', '250MG/5ML')",drug_name,drug_name
"('LANTUS', 'SOLOSTAR')",drug_name,drug_name
"('SOFREL', '25MG')",drug_name,drug_name
"('ZELDOX',)",drug_name,drug_name
"('MYCOSYST', '50', 'MG')",drug_name,drug_name
"('NEOTIGASON',)",drug_name,drug_name
"('FLUPIRTINE', 'ZENTIVA', '100', 'MG')",drug_name,drug_name
"('KLATEX',)",drug_name,drug_name
"('KLORPROMAN', '100mg')",drug_name,drug_name
"('TOBI', '300mg/5ml', 'NEBULISER', 'SOLUTION')",drug_name,drug_name
"('KEYTRUDA',)",drug_name,drug_name
"('IOSALIDE',)",drug_name,drug_name
"('99M', 'TC-MDP')",drug_name,drug_name
"('FRISOLAC', 'GOLD', 'PEP', 'AC')",drug_name,drug_name
"('COLDREX', 'HOTREM', 'LEMON')",drug_name,drug_name
"('LETROZOL-RATIOPHARM',)",drug_name,drug_name
"('LORAZEPAM',)",drug_name,drug_name
"('ZALDIAR',)",drug_name,drug_name
"('DOTAREM',)",drug_name,drug_name
"('CERUCAL',)",drug_name,drug_name
"('VALACICLOVIR', 'ELVIM')",drug_name,drug_name
"('ARTHRYL',)",drug_name,drug_name
"('PALLADONE-XL', '24', 'MG')",drug_name,drug_name
"('VALSARTAN', 'MEDOCHEMIE')",drug_name,drug_name
"('CLOPIDOGREL', '1A', 'PHARMA')",drug_name,drug_name
"('KLACID', '250', 'MG')",drug_name,drug_name
"('IRINOTECAN', 'TEVA')",drug_name,drug_name
"('PRENEWEL', '8', 'MG/', '2,5', 'MG')",drug_name,drug_name
"('AMPHO-MORONAL',)",drug_name,drug_name
"('GAMMASOLDE',)",drug_name,drug_name
"('DONESYN', '10', 'MG')",drug_name,drug_name
"('VALSARTAN', 'HYDROCHLOROTHIAZIDE', 'LICONSA', '80MG/12.5MG')",drug_name,drug_name
"('IRINOTECAN', 'VIPHARM', '20', 'MG/ML')",drug_name,drug_name
"('UROSTAD',)",drug_name,drug_name
"('RIVASTIGMINE', 'ORION')",drug_name,drug_name
"('LANTUS',)",drug_name,drug_name
"('ADRIBLASTINA', 'RAPID', 'DISSOLUTION', '10MG')",drug_name,drug_name
"('ECHOVIST', '300')",drug_name,drug_name
"('ISOKET', '20')",drug_name,drug_name
"('KINIDIN', 'DURULES')",drug_name,drug_name
"('IRPREZIDE',)",drug_name,drug_name
"('FELODIPIN', '1A', 'PHARMA', '10', 'MG')",drug_name,drug_name
"('NURABAX', '300', 'MG')",drug_name,drug_name
"('ZEEL', 'N')",drug_name,drug_name
"('PROPOFOL', 'NORAMEDA')",drug_name,drug_name
"('DORZOLAMIDE', 'TEVA')",drug_name,drug_name
"('METHYPRED',)",drug_name,drug_name
"('ROBINIA', 'COMP.')",drug_name,drug_name
"('Ketocal',)",drug_name,drug_name
"('CONVULEX', 'RETARD', '500MG')",drug_name,drug_name
"('ACC', '100', 'MG')",drug_name,drug_name
"('FRANIROSE',)",drug_name,drug_name
"('PREMELLE', 'SEKVENS')",drug_name,drug_name
"('PAROXETIN', 'ACTAVIS', '20', 'MG')",drug_name,drug_name
"('AZOMYR',)",drug_name,drug_name
"('BATRAFEN', 'S')",drug_name,drug_name
"('CITALOPRAM', 'BMM', 'PHARMA')",drug_name,drug_name
"('XEFO',)",drug_name,drug_name
"('CIPRAMIL', '20', 'MG')",drug_name,drug_name
"('MONTELUKAST', 'GENERICON', '10MG')",drug_name,drug_name
"('ACETYLCYSTEIN', '200', 'STADA', 'TABS')",drug_name,drug_name
"('GLYCOPYRRONIUM-NEOSTIGMINE',)",drug_name,drug_name
"('GRIPPOSTAD', 'C')",drug_name,drug_name
"('LATOXAP', '0,05MG/5MG/ML')",drug_name,drug_name
"('KENACORT-A',)",drug_name,drug_name
"('ADDIPHOS',)",drug_name,drug_name
"('SOLUPRICK', 'POSITIIVNE', 'KONTROLL')",drug_name,drug_name
"('LEXOTANIL',)",drug_name,drug_name
"('GLUCOSE', 'BRAUN', '5%-INFUSIONSLÖSUNG')",drug_name,drug_name
"('CLIMARA',)",drug_name,drug_name
"('MITOMYCIN', '2', 'MEDAC')",drug_name,drug_name
"('TRIS',)",drug_name,drug_name
"('VIPDOMET',)",drug_name,drug_name
"('PENTILIN', 'FORTE')",drug_name,drug_name
"('APOTEL',)",drug_name,drug_name
"('THERAFLU',)",drug_name,drug_name
"('FELDENE',)",drug_name,drug_name
"('YONDELIS',)",drug_name,drug_name
"('DOCETAXEL', 'ACCORD', '80', 'MG')",drug_name,drug_name
"('ZONEGRAN',)",drug_name,drug_name
"('BIOVIT', 'VITAMIN', 'E')",drug_name,drug_name
"('PICOPREP',)",drug_name,drug_name
"('STERIPET',)",drug_name,drug_name
"('LANSOPRAZOL', 'ACTAVIS')",drug_name,drug_name
"('XENICAL',)",drug_name,drug_name
"('ZOFISTAR', '7,5MG')",drug_name,drug_name
"('CORPRIL',)",drug_name,drug_name
"('AMOKSIKLAV',)",drug_name,drug_name
"('OLICARD', '60', 'MG')",drug_name,drug_name
"('MONOTENS', 'H')",drug_name,drug_name
"('OXYNORM',)",drug_name,drug_name
"('CANCIDAS',)",drug_name,drug_name
"('OMNIPAQUE', '180', 'MG', 'I/ML')",drug_name,drug_name
"('MILONA-14',)",drug_name,drug_name
"('PRESUCOMB', '10MG/10MG')",drug_name,drug_name
"('CONCERTA', 'XL')",drug_name,drug_name
"('NATRIJA', 'HLORIDS', '10%')",drug_name,drug_name
"('CERTICAN', '0,1', 'MG', 'DISPERGEERUVAD', 'TABLETID')",drug_name,drug_name
"('CEFUROXIME', 'MIP', '750', 'MG')",drug_name,drug_name
"('VIKLAREN',)",drug_name,drug_name
"('Kurgupreparaadid',)",drug_name,drug_name
"('OLA503',)",drug_name,drug_name
"('ROSUVASTATIN', 'MOMAJA')",drug_name,drug_name
"('TYGACIL',)",drug_name,drug_name
"('ADRENALIN', 'HCL')",drug_name,drug_name
"('VISTAPREP',)",drug_name,drug_name
"('BUFAR', 'EASYHALER')",drug_name,drug_name
"('NEULEPTIL',)",drug_name,drug_name
"('BROMAZEPAM', 'LANNACHER')",drug_name,drug_name
"('STRATTERA',)",drug_name,drug_name
"('MEAXIN',)",drug_name,drug_name
"('BILTRICIDE',)",drug_name,drug_name
"('PEMETREXED', 'GENTHON', '1000', 'MG')",drug_name,drug_name
"('RIVASTIGMINE', '3M', 'HEALTH', 'CARE', 'LTD.')",drug_name,drug_name
"('DICLOMELAN', 'RETARD', '100', 'MG')",drug_name,drug_name
"('ESTRADOT', '75')",drug_name,drug_name
"('METRONIDAZOLE', 'FRESENIUS')",drug_name,drug_name
"('ESCITALOPRAM', 'ORION')",drug_name,drug_name
"('SEBIPROX',)",drug_name,drug_name
"('ULTIVA',)",drug_name,drug_name
"('BENZETACIL',)",drug_name,drug_name
"('ABIRATERONE', 'ACETATE')",drug_name,drug_name
"('ELTROXIN',)",drug_name,drug_name
"('MENODORON',)",drug_name,drug_name
"('MOMETASONE', 'CIPLA')",drug_name,drug_name
"('AMLODIGAMMA', '5MG')",drug_name,drug_name
"('BOSENTAN', 'SANDOZ')",drug_name,drug_name
"('OSPEXIN', '250', 'MG', 'CAPSULES')",drug_name,drug_name
"('EFAVIRENZ', 'TEVA')",drug_name,drug_name
"('ORFIRIL', 'LONG', '1000', 'MG')",drug_name,drug_name
"('FLUORESCEIN',)",drug_name,drug_name
"('MILTEX',)",drug_name,drug_name
"('MOXONIDIN', 'ACTAVIS', '0,3', 'MG')",drug_name,drug_name
"('ROSUVASTATIN', 'TEVA', '40', 'MG')",drug_name,drug_name
"('AMMONII', 'CAUSTICUM')",drug_name,drug_name
"('NOVO-KETOCONAZOLE',)",drug_name,drug_name
"('KETOCONAZOLE', 'HRA')",drug_name,drug_name
"('SOLUPRICK', 'positiivne', 'kontroll')",drug_name,drug_name
"('MYCOMAX',)",drug_name,drug_name
"('TOLUCOMBI',)",drug_name,drug_name
"('BLEMAREN', 'N')",drug_name,drug_name
"('IMATINIB', 'TEVA', 'PHARMA', '100MG')",drug_name,drug_name
"('METOZOK',)",drug_name,drug_name
"('MOMETIL',)",drug_name,drug_name
"('CICLOSPORIN', 'SANDOZ', '100', 'MG')",drug_name,drug_name
"('Thioctacid',)",drug_name,drug_name
"('ZANTAC',)",drug_name,drug_name
"('BIOGRASTIM',)",drug_name,drug_name
"('RISENDROS', '35MG')",drug_name,drug_name
"('INSUMAN', 'COMB', '50')",drug_name,drug_name
"('ELMETACIN', 'SPRAY')",drug_name,drug_name
"('QUELLADA', 'CREME', 'RINSE')",drug_name,drug_name
"('NARAMIG',)",drug_name,drug_name
"('COSMOFER',)",drug_name,drug_name
"('NUMIENT',)",drug_name,drug_name
"('DUAKLIR', 'GENUAIR')",drug_name,drug_name
"('SOL.', 'LIDOCAINI', 'HYDROCHLORIDI', '1%')",drug_name,drug_name
"('SANORAL', 'HCT')",drug_name,drug_name
"('OLMETEC', 'PLUS')",drug_name,drug_name
"('LENDRATE',)",drug_name,drug_name
"('LOPERAMIDE-GRINDEKS',)",drug_name,drug_name
"('ADDITIVA', 'VITAMIN', 'C', 'ZITRONE')",drug_name,drug_name
"('PLATINOL',)",drug_name,drug_name
"('TOCTINO',)",drug_name,drug_name
"('SH-BIC', '35')",drug_name,drug_name
"('VIVACTRA', 'PLUS')",drug_name,drug_name
"('ZOLAFREN',)",drug_name,drug_name
"('UROGRAFIN', '60')",drug_name,drug_name
"('OXALIPLATIN', 'CSC')",drug_name,drug_name
"('IRINOTECAN', 'FRESENIUS')",drug_name,drug_name
"('DALACIN', 'C')",drug_name,drug_name
"('PAMIDRONATE', 'DISODIUM', '3MG/ML')",drug_name,drug_name
"('EXEMESTANE', 'INTAS')",drug_name,drug_name
"('PARACETAMOL', 'STADA')",drug_name,drug_name
"('DENTOCAINE', '40MG/0,005', 'MG/ML')",drug_name,drug_name
"('METFORMIN', 'TEVA')",drug_name,drug_name
"('PRAVASTATIN', 'PLIVA')",drug_name,drug_name
"('STELAZINE',)",drug_name,drug_name
"('GENTAMICIN', 'TROGE')",drug_name,drug_name
"('ENALAPRIL', 'HCT', '1A', 'PHARMA', '20/6', 'MG')",drug_name,drug_name
"('PRIVIGEN',)",drug_name,drug_name
"('ADRENALINI', 'HYDROTARTAS')",drug_name,drug_name
"('NIFEDIPIN-RATIOPHARM', '5', 'KAPSLID')",drug_name,drug_name
"('ETOPOSIDE',)",drug_name,drug_name
"('ATROPIN', 'POS', '1%')",drug_name,drug_name
"('KETANEST',)",drug_name,drug_name
"('CO-NORTIVAN', '160/25MG')",drug_name,drug_name
"('DIPHERELINE', '3,75', 'MG')",drug_name,drug_name
"('MEDIGEN-TC',)",drug_name,drug_name
"('MOXOGAMMA', '0,3', 'MG')",drug_name,drug_name
"('ELICEA', '10', 'MG')",drug_name,drug_name
"('CLOPHELIN',)",drug_name,drug_name
"('ADALAT', 'OROS', '5mg')",drug_name,drug_name
"('CLIMEN',)",drug_name,drug_name
"('RISPOLEPT', 'CONSTA', '37,5MG')",drug_name,drug_name
"('EXTENCILLIN',)",drug_name,drug_name
"('ANEXATE',)",drug_name,drug_name
"('CONBRIZA',)",drug_name,drug_name
"('NEOMYCINUM', 'JELFA')",drug_name,drug_name
"('LACTULOSE-RATIOPHARM', '667', 'MG/ML')",drug_name,drug_name
"('ACIC-OPHTAL',)",drug_name,drug_name
"('FURAZOLIDON',)",drug_name,drug_name
"('CEREBRUM', 'COMPOSITUM')",drug_name,drug_name
"('AMIOBUTOLS',)",drug_name,drug_name
"('YAZ',)",drug_name,drug_name
"('HELIXATE', 'NEXGEN')",drug_name,drug_name
"('ANGIOCIS',)",drug_name,drug_name
"('ENALAPRIL', 'HCT', '1A', 'PHARMA', '20/12,5MG')",drug_name,drug_name
"('ROSUCARD', '20MG')",drug_name,drug_name
"('CORTIMENT',)",drug_name,drug_name
"('VINCRISTIN', 'LIQUID-RICHTER')",drug_name,drug_name
"('TELMISARTAN', 'TEVA')",drug_name,drug_name
"('IPECA',)",drug_name,drug_name
"('BROMOCRIPTIN-RICHTER',)",drug_name,drug_name
"('PRESCANDEN', '4MG')",drug_name,drug_name
"('PAEDIALGON', 'KINDERSUPP.')",drug_name,drug_name
"('BJORGEINA',)",drug_name,drug_name
"('SOLUPRICK',)",drug_name,drug_name
"('IRINOTECAN', 'KABI', '20', 'MG/ML')",drug_name,drug_name
"('HYPNOGEN',)",drug_name,drug_name
"('LACIDIPINE', 'TEVA')",drug_name,drug_name
"('ZOLSANA',)",drug_name,drug_name
"('NEBITEN', '5MG')",drug_name,drug_name
"('ACILESOL',)",drug_name,drug_name
"('LAMITRIN', 'TABLETS', '50MG')",drug_name,drug_name
"('SAMSCA',)",drug_name,drug_name
"('DIECYCLEN',)",drug_name,drug_name
"('MEBENDAZOLE-GRINDEKS',)",drug_name,drug_name
"('OLANZAPINE', 'MEDANA', '5MG')",drug_name,drug_name
"('IMODIUM',)",drug_name,drug_name
"('CEFTAZIDIME', 'MIP', '1G')",drug_name,drug_name
"('CYCLOSERIN',)",drug_name,drug_name
"('CLOZAPINE', 'SANDOZ', '50MG')",drug_name,drug_name
"('VENOMENHAL', 'BIENE')",drug_name,drug_name
"('PARAMAX', 'RAPID')",drug_name,drug_name
"('PHOTOBARR',)",drug_name,drug_name
"('MINIPRES', '1mg')",drug_name,drug_name
"('DIAPREL', 'MR')",drug_name,drug_name
"('CANOCORD', '32', 'MG')",drug_name,drug_name
"('NOVOMIX', '50', 'PENFILL')",drug_name,drug_name
"('HAEMOCTIN', 'SDH', '1000')",drug_name,drug_name
"('LARTOKAZ', '150', 'MG/12,5', 'MG')",drug_name,drug_name
"('SEPTOLETE', 'OMNI')",drug_name,drug_name
"('MUCOFALK', 'ORANGE', 'GRANULES')",drug_name,drug_name
"('FINASTERID', 'ACTAVIS')",drug_name,drug_name
"('DISTAMINE',)",drug_name,drug_name
"('KADCYLA',)",drug_name,drug_name
"('ACLEXA',)",drug_name,drug_name
"('OLMESARTAN', 'MEDOXOMIL', 'ACCORD')",drug_name,drug_name
"('ELANTAN', 'LONG')",drug_name,drug_name
"('PANTOBAX',)",drug_name,drug_name
"('XARELTO',)",drug_name,drug_name
"('NEUROSCAN',)",drug_name,drug_name
"('MIKOGAL',)",drug_name,drug_name
"('ZYRTEC',)",drug_name,drug_name
"('CERTICAN', '1', 'MG', 'TABLETID')",drug_name,drug_name
"('VALPROATE', 'SODIUM', 'SANDOZ', '500MG')",drug_name,drug_name
"('EQUISET', 'FIX')",drug_name,drug_name
"('POTACTASOL',)",drug_name,drug_name
"('CILAZAPRIL-TEVA', '2,5', 'MG')",drug_name,drug_name
"('STANDACILLIN', '1g')",drug_name,drug_name
"('PABAL',)",drug_name,drug_name
"('AMINOPLASMAL', 'B.', 'BRAUN', '5%', 'E')",drug_name,drug_name
"('ENAHEXAL', 'COMP', '20/6')",drug_name,drug_name
"('RESTASIS',)",drug_name,drug_name
"('MIXOTONE',)",drug_name,drug_name
"('BOTULISM-ANTITOXIN', 'BEHRING')",drug_name,drug_name
"('KLIANE',)",drug_name,drug_name
"('MITOMYCIN', 'ACCORD')",drug_name,drug_name
"('GABAGAMMA', '400MG')",drug_name,drug_name
"('INNOHEP', '20000', 'ANTI-XA', 'IU/ML', 'VIALS', '2', 'ML')",drug_name,drug_name
"('ACIC', '5%')",drug_name,drug_name
"('EPISALVAN',)",drug_name,drug_name
"('CEFEPIME', 'NORAMEDA')",drug_name,drug_name
"('EILEEN',)",drug_name,drug_name
"('PROPAFENONE', 'ORION', '300', 'MG')",drug_name,drug_name
"('CEFTAZIDIME', 'HOSPIRA')",drug_name,drug_name
"('MINESSE',)",drug_name,drug_name
"('MESTINON',)",drug_name,drug_name
"('HYPOTHIAZID',)",drug_name,drug_name
"('OLMESARTAN', 'MEDOXOMIL/HCT', 'SIGILLATA')",drug_name,drug_name
"('GEMCITABINE', 'ACCORD')",drug_name,drug_name
"('NASENBALSAM',)",drug_name,drug_name
"('ALEPTOLAN',)",drug_name,drug_name
"('AFINITOR',)",drug_name,drug_name
"('DESLORATADINE', 'ZENTIVA', '5', 'MG')",drug_name,drug_name
"('99m', 'Tc-MIBI')",drug_name,drug_name
"('AMEKRIN',)",drug_name,drug_name
"('VORICONAZOLE', 'SANDOZ')",drug_name,drug_name
"('PRESTARIUM', 'COMBI')",drug_name,drug_name
"('CEFOTAXIME',)",drug_name,drug_name
"('DESITIN', 'OINTMENT')",drug_name,drug_name
"('ICLUSIG',)",drug_name,drug_name
"('MYCOPHENOLATE', 'MOFETIL', 'ACTAVIS')",drug_name,drug_name
"('PROTAPHANE', 'FLEXPEN')",drug_name,drug_name
"('ORIPAVINE', 'BASE')",drug_name,drug_name
"('QUETIAPINE', 'INVENT', 'FARMA', '100', 'MG')",drug_name,drug_name
"('TOPIRAMATE', 'ORION')",drug_name,drug_name
"('SCHWEF-HEEL',)",drug_name,drug_name
"('OLMEDOXLATA',)",drug_name,drug_name
"('NOVYNETTE',)",drug_name,drug_name
"('BROMERGON', '10', 'MG', 'TABLETS')",drug_name,drug_name
"('METADON', 'DAK', '1', 'MG/ML')",drug_name,drug_name
"('ANDROFIN',)",drug_name,drug_name
"('ULGAFEN',)",drug_name,drug_name
"('AMISAN', '200', 'MG')",drug_name,drug_name
"('LYDASUM',)",drug_name,drug_name
"('KARDIOPLEGIA', 'K')",drug_name,drug_name
"('HUMATROPE',)",drug_name,drug_name
"('NITROLINGUAL-PUMPSPRAY',)",drug_name,drug_name
"('FUCIDIN', 'H')",drug_name,drug_name
"('SIMULECT',)",drug_name,drug_name
"('FARMOPROINA', '(PROCAINE', 'BENZYLPENICILLINE)')",drug_name,drug_name
"('AMOXICILLIN', 'GLOB', 'LIMITED')",drug_name,drug_name
"('ISOPTIN', 'RETARD', '120', 'MG')",drug_name,drug_name
"('EXEMESTANE', 'SANOSWISS')",drug_name,drug_name
"('NALADOR',)",drug_name,drug_name
"('ESTRIMAX',)",drug_name,drug_name
"('SIBILLA',)",drug_name,drug_name
"('ALVESCO', '40', 'INHALAATOR')",drug_name,drug_name
"('LIPROLOG', 'BASAL', 'PEN')",drug_name,drug_name
"('DEPRIMAKS',)",drug_name,drug_name
"('OLANZAPINE', 'SYNTHON', '7,5', 'MG')",drug_name,drug_name
"('NAKLOFEN', 'DUO')",drug_name,drug_name
"('MONTELUKAST', 'FAIR-MED', '4MG')",drug_name,drug_name
"('ALMINOX', 'DAK')",drug_name,drug_name
"('ARPLEXAM',)",drug_name,drug_name
"('PROGALIN',)",drug_name,drug_name
"('BRONCHOSTAD',)",drug_name,drug_name
"('ESMYA',)",drug_name,drug_name
"('SOLIZAB',)",drug_name,drug_name
"('ABSENOR',)",drug_name,drug_name
"('LIENTAN',)",drug_name,drug_name
"('TOBREX', '2X')",drug_name,drug_name
"('OMNIPAQUE', '240', 'MG', 'I/ML')",drug_name,drug_name
"('KELOCYANOR',)",drug_name,drug_name
"('FERRETAB', 'COMP.')",drug_name,drug_name
"('PAROXETINE', 'AUROBINDO', '30MG')",drug_name,drug_name
"('CAPD/DPCA', '11', 'A.N.D.Y.', 'PLUS')",drug_name,drug_name
"('ACULAR',)",drug_name,drug_name
"('Silmasalvid',)",drug_name,drug_name
"('HYPAQUE', 'MEGLUMINE', '76%')",drug_name,drug_name
"('PROFENID', 'i.m.')",drug_name,drug_name
"('VISION', 'BLUE')",drug_name,drug_name
"('TORENDO', 'Q-TAB', '2', 'MG')",drug_name,drug_name
"('LAMORIN', '50', 'MG', 'DISPERSIBLE', 'TABLETS')",drug_name,drug_name
"('MXL', '90', 'MG')",drug_name,drug_name
"('SPIROCOMP-RATIOPHARM',)",drug_name,drug_name
"('NOVOEIGHT',)",drug_name,drug_name
"('DOXYCYCLINE', 'VITABALANS')",drug_name,drug_name
"('INFANRIX',)",drug_name,drug_name
"('MENTHOLATUM', 'BALM')",drug_name,drug_name
"('THELIN',)",drug_name,drug_name
"('7-AMINONITRAZEPAM',)",drug_name,drug_name
"('IMLYGIC',)",drug_name,drug_name
"('STAYVEER',)",drug_name,drug_name
"('IPRAALOX',)",drug_name,drug_name
"('BUPIVACAINE-GRINDEKS',)",drug_name,drug_name
"('ALPHA', 'D3-TEVA')",drug_name,drug_name
"('SOTAHEXAL',)",drug_name,drug_name
"('LAMIVUDINE/ZIDOVUDINE', 'SANDOZ')",drug_name,drug_name
"('ZOXON', '4')",drug_name,drug_name
"('VIZAMYL',)",drug_name,drug_name
"('VITAMIIN', 'E')",drug_name,drug_name
"('PHARMATEX',)",drug_name,drug_name
"('CO-DALNESSA',)",drug_name,drug_name
"('FSME-IMMUN', '0,5', 'ml')",drug_name,drug_name
"('IRINOTECAN', 'EBEWE', '20', 'MG/ML')",drug_name,drug_name
"('NIPRUSS',)",drug_name,drug_name
"('DUOSOL', 'KOOS', '4MMOL/L', 'KAALIUMIGA')",drug_name,drug_name
"('METOJECT', 'PEN')",drug_name,drug_name
"('RILUZOLE', 'STADA', '50MG')",drug_name,drug_name
"('UROFLOW', '1', 'MG')",drug_name,drug_name
"('UVAE', 'URSI', 'FOLIA')",drug_name,drug_name
"('TRANSCOP',)",drug_name,drug_name
"('RIVASTIGMINE', 'TEVA')",drug_name,drug_name
"('FLUCONAZOL', 'ACTAVIS', '150', 'mg')",drug_name,drug_name
"('HUMALOG',)",drug_name,drug_name
"('OXACILINA', 'ANTIBIOTICE')",drug_name,drug_name
"('SUXILEP',)",drug_name,drug_name
"('DICLOBERL', 'RETARD')",drug_name,drug_name
"('VIMIZIM',)",drug_name,drug_name
"('SEVELAMER', 'CARBONATE', 'ZENTIVA')",drug_name,drug_name
