_phrase_,grammar_symbol,value
"('colecalciferol', 'radaydrug', '1000', 'rü')",drug_name,drug_name
"('mifamurtide',)",drug_name,drug_name
"('flixonase',)",drug_name,drug_name
"('reteplasum',)",drug_name,drug_name
"('arnica-salbe-heel', 's')",drug_name,drug_name
"('despra', '10', 'mg')",drug_name,drug_name
"('opticrom',)",drug_name,drug_name
"('hemodialytics',)",drug_name,drug_name
"('levetiracetam', 'sun')",drug_name,drug_name
"('duspatalin',)",drug_name,drug_name
"('angiocis',)",drug_name,drug_name
"('penicillin', 'g', 'actavis')",drug_name,drug_name
"('tsentraalse', 'toimega', 'rasvumusvastased', 'ained')",drug_name,drug_name
"('idebenonum',)",drug_name,drug_name
"('peratsin', 'decanoate')",drug_name,drug_name
"('tarnasol',)",drug_name,drug_name
"('retinolum+tocopherolum',)",drug_name,drug_name
"('isadrin',)",drug_name,drug_name
"('eloxatin', '5mg/ml')",drug_name,drug_name
"('sortis', '80', 'mg')",drug_name,drug_name
"('imidaprilum',)",drug_name,drug_name
"('quinbolone',)",drug_name,drug_name
"('china-homaccord', 's')",drug_name,drug_name
"('naramig',)",drug_name,drug_name
"('perheksiliin',)",drug_name,drug_name
"('alkurooniumkloriid',)",drug_name,drug_name
"('rifampicinum',)",drug_name,drug_name
"('inhibace',)",drug_name,drug_name
"('grofibrat',)",drug_name,drug_name
"('metropolol',)",drug_name,drug_name
"('mycophenolate', 'mofetil-ratiopharm', '500mg')",drug_name,drug_name
"('sulfatolamide',)",drug_name,drug_name
"('fluprednidenum',)",drug_name,drug_name
"('cilazapril-teva', '5', 'mg')",drug_name,drug_name
"('sildenafil', 'sandoz')",drug_name,drug_name
"('fenglutaarimiid',)",drug_name,drug_name
"('alirocumabum',)",drug_name,drug_name
"('dronedaronum',)",drug_name,drug_name
"('ibandronic', 'acid', 'teva')",drug_name,drug_name
"('zinc', 'acetate', 'dihydrate')",drug_name,drug_name
"('pneumokokkvaktsiinid',)",drug_name,drug_name
"('hyprosan',)",drug_name,drug_name
"('reagila',)",drug_name,drug_name
"('tadalafil',)",drug_name,drug_name
"('oripavine',)",drug_name,drug_name
"('spagluumhape',)",drug_name,drug_name
"('tumour', 'detection')",drug_name,drug_name
"('ferrosi', 'fumaras')",drug_name,drug_name
"('pravastatin', 'sandoz', '20mg')",drug_name,drug_name
"('neuraminidase', 'inhibitors')",drug_name,drug_name
"('lidocainum+eugenolum',)",drug_name,drug_name
"('stugeron',)",drug_name,drug_name
"('iscover',)",drug_name,drug_name
"('veraseal',)",drug_name,drug_name
"('picamilonum',)",drug_name,drug_name
"('dinitrogenii', 'oxidum')",drug_name,drug_name
"('sulglicotide',)",drug_name,drug_name
"('irinotecan', 'polpharma', '20', 'mg/ml')",drug_name,drug_name
"('flebogamma', 'dif')",drug_name,drug_name
"('remantadin',)",drug_name,drug_name
"('sh-el', '02')",drug_name,drug_name
"('klacid', 'sr', '500', 'mg')",drug_name,drug_name
"('strontsium(89sr)kloriid',)",drug_name,drug_name
"('busilvex',)",drug_name,drug_name
"('addamel', 'n')",drug_name,drug_name
"('methoxyflurane',)",drug_name,drug_name
"('ibuprofen', 'abbott')",drug_name,drug_name
"('pylorid',)",drug_name,drug_name
"('almotriptanum',)",drug_name,drug_name
"('mephenoxalone',)",drug_name,drug_name
"('tamsulosin+dutasteride',)",drug_name,drug_name
"('sinomist',)",drug_name,drug_name
"('emollients', 'and', 'protectives')",drug_name,drug_name
"('mifepristonum+misoprostolum',)",drug_name,drug_name
"('tertatolool',)",drug_name,drug_name
"('dibutüülftalaat',)",drug_name,drug_name
"('hepatitis', 'b,', 'purified', 'antigen')",drug_name,drug_name
"('mitteselektiivsed', 'monoamiini', 'tagasihaarde', 'inhibiitorid')",drug_name,drug_name
"('meladrasiin',)",drug_name,drug_name
"('diodone',)",drug_name,drug_name
"('opioidide', 'ja', 'spasmolüütikumide', 'kombinatsioonid')",drug_name,drug_name
"('carzan', '4mg')",drug_name,drug_name
"('crizotinib',)",drug_name,drug_name
"('tiratricolum',)",drug_name,drug_name
"('looduslikud', 'ja', 'poolsünteetilised', 'östrogeenid')",drug_name,drug_name
"('teised', 'kasvajavastased', 'ained')",drug_name,drug_name
"('carisoprodolum',)",drug_name,drug_name
"('actrapid', 'penfill')",drug_name,drug_name
"('pidotimod',)",drug_name,drug_name
"('askorbiinhape', '(vitamiin', 'c)')",drug_name,drug_name
"('sevoflurane',)",drug_name,drug_name
"('natrii', 'tetradecylis', 'sulfas')",drug_name,drug_name
"('apomorphinum',)",drug_name,drug_name
"('alecensa',)",drug_name,drug_name
"('valdren', '15mg')",drug_name,drug_name
"('cantharis', 'blasen', 'inject')",drug_name,drug_name
"('valsartan+amlodipine',)",drug_name,drug_name
"('telmisartan', 'laser', '40mg')",drug_name,drug_name
"('lorcainidum',)",drug_name,drug_name
"('iobenzamic', 'acid')",drug_name,drug_name
"('methylene', 'blue')",drug_name,drug_name
"('irbesartan', 'hydrochlorothiazide', 'sigillata')",drug_name,drug_name
"('sertral', '50', 'mg')",drug_name,drug_name
"('miostat',)",drug_name,drug_name
"('aurum', '(198au)', 'colloidale')",drug_name,drug_name
"('novothyral',)",drug_name,drug_name
"('aminoglutethimidum',)",drug_name,drug_name
"('rivastigminum',)",drug_name,drug_name
"('hisfedin',)",drug_name,drug_name
"('calcio', 'gluconate', 'salf')",drug_name,drug_name
"('triamterenum',)",drug_name,drug_name
"('nitisinonum',)",drug_name,drug_name
"('pentilin', 'forte')",drug_name,drug_name
"('dichlorobenzylalcoholum',)",drug_name,drug_name
"('aletris-heel',)",drug_name,drug_name
"('corticosteroids', 'for', 'systemic', 'use,', 'combinations')",drug_name,drug_name
"('vesilahustuvad', 'hepatotroopsed', 'röntgenkontrastained')",drug_name,drug_name
"('zinc', 'lactate+tocopherol+ascorbic', 'acid+betacarotene+sodium', 'selenate')",drug_name,drug_name
"('neurolite', 'kit')",drug_name,drug_name
"('moclobemidum',)",drug_name,drug_name
"('altis',)",drug_name,drug_name
"('flurazepam',)",drug_name,drug_name
"('sulfatolamiid',)",drug_name,drug_name
"('thybon', '20', 'henning')",drug_name,drug_name
"('rabeprazole', 'doc', 'generici')",drug_name,drug_name
"('panadol', 'pronto')",drug_name,drug_name
"('pramipexole', 'sandoz', '0,18mg')",drug_name,drug_name
"('fenatsemiid',)",drug_name,drug_name
"('b-rühma', 'vitamiinid', 'mineraalainetega')",drug_name,drug_name
"('proxyphyllinum',)",drug_name,drug_name
"('afrin', 'menthol')",drug_name,drug_name
"('ostiral', '60mg')",drug_name,drug_name
"('nardil',)",drug_name,drug_name
"('salitsüülhappe', 'derivaadid')",drug_name,drug_name
"('natrii', 'chloridum+calcii', 'chloridum', 'dihydricum+magnesii', 'chloridum+glucosum+natrii', 'hydrogenocarbonas')",drug_name,drug_name
"('nittyfor',)",drug_name,drug_name
"('liprolog', 'mix25', 'pen')",drug_name,drug_name
"('seroalbuminum', 'humanum', 'iodinatum', '(125i)')",drug_name,drug_name
"('equoral',)",drug_name,drug_name
"('isoaminilum',)",drug_name,drug_name
"('neovir',)",drug_name,drug_name
"('sertralin', 'genericon', '50mg')",drug_name,drug_name
"('montelukast', 'teva')",drug_name,drug_name
"('stelara',)",drug_name,drug_name
"('paracetamol', 'actavis')",drug_name,drug_name
"('flumazenilum',)",drug_name,drug_name
"('edesia',)",drug_name,drug_name
"('bromelaiinid',)",drug_name,drug_name
"('tursevastased', 'ained', 'ja', 'teised', 'nasaalsed', 'preparaadid', 'paikseks', 'kasutamiseks')",drug_name,drug_name
"('thiaminum+pyridoxinum',)",drug_name,drug_name
"('teised', 'mittesteroidsed', 'põletiku-', 'ja', 'reumavastased', 'ained')",drug_name,drug_name
"('palonosetronum',)",drug_name,drug_name
"('co-olimestra',)",drug_name,drug_name
"('trastuzumabum', 'emtansinum')",drug_name,drug_name
"('gedocarnil',)",drug_name,drug_name
"('acefylline', 'piperazine')",drug_name,drug_name
"('orudis',)",drug_name,drug_name
"('mycophenolate', 'mofetil', 'astron')",drug_name,drug_name
"('procarbazine', 'hydrochloride', 'capsules')",drug_name,drug_name
"('phanquinone',)",drug_name,drug_name
"('thioridazin-neurax', '25', 'mg')",drug_name,drug_name
"('prometax',)",drug_name,drug_name
"('novorapid', 'flexpen')",drug_name,drug_name
"('pinasepaam',)",drug_name,drug_name
"('zinplava',)",drug_name,drug_name
"('quinidine', 'sulphate', 'tablets,', 'usp')",drug_name,drug_name
"('novorapid',)",drug_name,drug_name
"('nutriflex', 'lipid', 'plus')",drug_name,drug_name
"('telmisartan/hydrochlorothiazide', 'accord')",drug_name,drug_name
"('calcium', 'lactate')",drug_name,drug_name
"('oripavine', 'base')",drug_name,drug_name
"('pharmaton', 'capsules')",drug_name,drug_name
"('fat/carbohydrates/proteins/minerals/vitamins,', 'combinations')",drug_name,drug_name
"('paracetamolum+phenylephrinum+acidum', 'ascorbicum')",drug_name,drug_name
"('calcipotriol', 'sandoz')",drug_name,drug_name
"('phenylpropanolaminum+carbinoxaminum',)",drug_name,drug_name
"('hypaque', 'meglumine', '76%')",drug_name,drug_name
"('celigamma', '400')",drug_name,drug_name
"('mixtard', '30')",drug_name,drug_name
"('rizatriptanum',)",drug_name,drug_name
"('roswera', '20', 'mg')",drug_name,drug_name
"('heparin', 'sodium+benzocaine+benzyl', 'nicotinate')",drug_name,drug_name
"('androgen,', 'progestogen', 'and', 'estrogen', 'in', 'combination')",drug_name,drug_name
"('tenoksikaam',)",drug_name,drug_name
"('compleven',)",drug_name,drug_name
"('dextromethorphan',)",drug_name,drug_name
"('topotecan', 'hospira')",drug_name,drug_name
"('avamys',)",drug_name,drug_name
"('nicergolinum',)",drug_name,drug_name
"('roswera', '10', 'mg')",drug_name,drug_name
"('linopirdiin',)",drug_name,drug_name
"('methylpentynolum',)",drug_name,drug_name
"('aminoalkyl', 'ethers')",drug_name,drug_name
"('norfloxacin-ratiopharm', '400', 'mg')",drug_name,drug_name
"('agropyron', 'globuli', 'velati')",drug_name,drug_name
"('natamycinum',)",drug_name,drug_name
"('other', 'aminoglycosides')",drug_name,drug_name
"('metforminum+canagliflozinum',)",drug_name,drug_name
"('tetracyclines',)",drug_name,drug_name
"('matrifen',)",drug_name,drug_name
"('teised', 'oftalmoloogias', 'kasutatavad', 'diagnostilised', 'ained')",drug_name,drug_name
"('imodium', 'instant')",drug_name,drug_name
"('thioctacid', '600', 't')",drug_name,drug_name
"('oxandrolone',)",drug_name,drug_name
"('aminoalküüleetrid',)",drug_name,drug_name
"('sabalis', 'serrulatae', 'fructus')",drug_name,drug_name
"('vincristinum',)",drug_name,drug_name
"('methylrosanilinii', 'chloridum')",drug_name,drug_name
"('magnesii', 'sulfas')",drug_name,drug_name
"('vilanterol+fluticasone', 'furoate')",drug_name,drug_name
"('ifosfamidum',)",drug_name,drug_name
"('flunisolide',)",drug_name,drug_name
"('cerivastatinum',)",drug_name,drug_name
"('adrenalin',)",drug_name,drug_name
"('cystadane',)",drug_name,drug_name
"('phenoxybenzaminum',)",drug_name,drug_name
"('rexetin',)",drug_name,drug_name
"('celebrex',)",drug_name,drug_name
"('galantamine', 'orion', '8mg')",drug_name,drug_name
"('beclometasonum',)",drug_name,drug_name
"('iobenguanum', '(131i)')",drug_name,drug_name
"('efloran',)",drug_name,drug_name
"('nikofuranoos',)",drug_name,drug_name
"('mannosulfanum',)",drug_name,drug_name
"('other', 'hypnotics', 'and', 'sedatives')",drug_name,drug_name
"('caspofungin', 'teva', 'generics')",drug_name,drug_name
"('hizentra',)",drug_name,drug_name
"('daklinza',)",drug_name,drug_name
"('retinol',)",drug_name,drug_name
"('meklotsükliin',)",drug_name,drug_name
"('ulipristalum',)",drug_name,drug_name
"('laia', 'toimespektriga', 'penitsilliinid')",drug_name,drug_name
"('sodium', 'glycerophosphate,', 'hydrated')",drug_name,drug_name
"('cadralazine',)",drug_name,drug_name
"('tehneetsium(99mtc)makrosalb',)",drug_name,drug_name
"('nasivin', '0,025%')",drug_name,drug_name
"('inkontinentsi', 'abivahendid')",drug_name,drug_name
"('talinolool',)",drug_name,drug_name
"('capecitabine', 'fresenius', 'kabi', '500', 'mg')",drug_name,drug_name
"('herbal', 'medicinal', 'products')",drug_name,drug_name
"('atominex', '60', 'mg')",drug_name,drug_name
"('androgeenid', 'ja', 'östrogeenid')",drug_name,drug_name
"('ertapenem', 'fresenius', 'kabi')",drug_name,drug_name
"('lormetazepamum',)",drug_name,drug_name
"('xorox',)",drug_name,drug_name
"('vanatex',)",drug_name,drug_name
"('lapatinibum',)",drug_name,drug_name
"('gabapentine', 'stichting', '400mg')",drug_name,drug_name
"('bazedoxifenum',)",drug_name,drug_name
"('bismuthi', 'subcitras')",drug_name,drug_name
"('tsüpermetriin',)",drug_name,drug_name
"('citrosteril',)",drug_name,drug_name
"('duphaston',)",drug_name,drug_name
"('dopamine', 'agonists')",drug_name,drug_name
"('glydium',)",drug_name,drug_name
"('enap',)",drug_name,drug_name
"('gonal-f',)",drug_name,drug_name
"('bemegridum',)",drug_name,drug_name
"('other', 'cicatrizants')",drug_name,drug_name
"('antibiotics,', 'combinations')",drug_name,drug_name
"('echovist', '300')",drug_name,drug_name
"('flowers',)",drug_name,drug_name
"('brufen',)",drug_name,drug_name
"('rutoside+dihydroergocristine+esculine',)",drug_name,drug_name
"('glyxambi',)",drug_name,drug_name
"('primovist',)",drug_name,drug_name
"('muscle', 'relaxants,', 'directly', 'acting', 'agents')",drug_name,drug_name
"('simfibrate',)",drug_name,drug_name
"('kemoterapeutikumid', 'paikseks', 'kasutamiseks')",drug_name,drug_name
"('isradipine',)",drug_name,drug_name
"('drugs', 'for', 'urinary', 'frequency', 'and', 'incontinence')",drug_name,drug_name
"('dulaglutidum',)",drug_name,drug_name
"('beetalaktaamantibiootikumid,', 'penitsilliinid')",drug_name,drug_name
"('glib-ratiopharm', 's', '3,5')",drug_name,drug_name
"('diclofenac+misoprostol',)",drug_name,drug_name
"('sufenta',)",drug_name,drug_name
"('doxorubicin', 'accord', '2', 'mg/ml')",drug_name,drug_name
"('indometacin',)",drug_name,drug_name
"('exenatidum',)",drug_name,drug_name
"('rimazolium', 'metilsulfate')",drug_name,drug_name
"('gentamütsiinile',)",drug_name,drug_name
"('oxazepam', 'actavis')",drug_name,drug_name
"('priamlo', '4mg/10mg')",drug_name,drug_name
"('choline', 'derivatives')",drug_name,drug_name
"('buprenorphinum+naloxonum',)",drug_name,drug_name
"('sulfamethizolum',)",drug_name,drug_name
"('ultravist', '240')",drug_name,drug_name
"('chlorpromazinum',)",drug_name,drug_name
"('pitofenone+metamizole', 'sodium+fenipiverine')",drug_name,drug_name
"('antiinflammatory', 'products', 'for', 'vaginal', 'administration')",drug_name,drug_name
"('argentum', 'nitricum', 'comp')",drug_name,drug_name
"('levodonna',)",drug_name,drug_name
"('sulfadiazinum+trimethoprimum',)",drug_name,drug_name
"('allergiliste', 'haiguste', 'diagnoosimise', 'ained')",drug_name,drug_name
"('claritine', 'fast')",drug_name,drug_name
"('other', 'drugs', 'for', 'obstructive', 'airway', 'diseases,', 'inhalants')",drug_name,drug_name
"('sulfadiazine+trimethoprim',)",drug_name,drug_name
"('suvartar', 'hct', '160', 'mg/12,5', 'mg')",drug_name,drug_name
"('romapal', '2mg/0,625', 'mg')",drug_name,drug_name
"('venlafaxine',)",drug_name,drug_name
"('zyprexa',)",drug_name,drug_name
"('angiotensiin', 'ii', 'antagonistid', 'ja', 'diureetikumid')",drug_name,drug_name
"('urea', '(14c)')",drug_name,drug_name
"('epipen', 'adrenaline')",drug_name,drug_name
"('hepeel',)",drug_name,drug_name
"('glycerine', 'sup.', 'bebe')",drug_name,drug_name
"('benzonal',)",drug_name,drug_name
"('sulfamethizole',)",drug_name,drug_name
"('iopydol',)",drug_name,drug_name
"('gabagamma', '400mg')",drug_name,drug_name
"('chlorambucilum',)",drug_name,drug_name
"('methyl', 'salicylate+apitoxin+allylisothiocyanate')",drug_name,drug_name
"('amyx', '4')",drug_name,drug_name
"('celiprolol',)",drug_name,drug_name
"('metyrapone',)",drug_name,drug_name
"('ferucarbotranum',)",drug_name,drug_name
"('dixyrazinum',)",drug_name,drug_name
"('metoprolol', 'actavis')",drug_name,drug_name
"('diclac', '50', 'mg')",drug_name,drug_name
"('nitsergoliin',)",drug_name,drug_name
"('factor', 'viii', 'coagulationis', 'humanus')",drug_name,drug_name
"('bimatoprost/timolol', 'sandoz')",drug_name,drug_name
"('renitec',)",drug_name,drug_name
"('keskmise', 'või', 'pika', 'toimeajaga', 'ja', 'lühikese', 'toimeajaga', 'insuliinide', 'ja', 'nende', 'analoogide', 'kombinatsioonid')",drug_name,drug_name
"('ibudolor',)",drug_name,drug_name
"('infanrix', 'hexa')",drug_name,drug_name
"('kortikosteroidide', 'kombinatsioonid', 'akne', 'raviks')",drug_name,drug_name
"('pritorplus', '80/12,5', 'mg')",drug_name,drug_name
"('oxycodone', 'lannacher', '80', 'mg')",drug_name,drug_name
"('ferrum', 'ustum', 'comp')",drug_name,drug_name
"('alprazolam',)",drug_name,drug_name
"('brompheniramine+phenylpropanolamine',)",drug_name,drug_name
"('videral',)",drug_name,drug_name
"('fosamprenavir',)",drug_name,drug_name
"('octanate', '1000')",drug_name,drug_name
"('hbvaxpro',)",drug_name,drug_name
"('insuman', 'basal')",drug_name,drug_name
"('latamoksef',)",drug_name,drug_name
"('lysodren',)",drug_name,drug_name
"('permin',)",drug_name,drug_name
"('morphine',)",drug_name,drug_name
"('chemotherapeutics', 'for', 'topical', 'use')",drug_name,drug_name
"('metoprolol',)",drug_name,drug_name
"('frondava',)",drug_name,drug_name
"('isoaminiil',)",drug_name,drug_name
"('sinemet', '25/100')",drug_name,drug_name
"('taxespira',)",drug_name,drug_name
"('kortikosteroidide', 'kombinatsioonid', 'süsteemseks', 'kasutamiseks')",drug_name,drug_name
"('glimepiride', 'andissa', '2', 'mg')",drug_name,drug_name
"('terapeutilised', 'radiofarmatseutikumid')",drug_name,drug_name
"('enap-h',)",drug_name,drug_name
"('docetaxel', 'accord', '20', 'mg')",drug_name,drug_name
"('nalidixic', 'acid')",drug_name,drug_name
"('aldehydes', 'and', 'derivatives')",drug_name,drug_name
"('cimicifuga-homaccord', 'ampulen')",drug_name,drug_name
"('thyroxin',)",drug_name,drug_name
"('codipront', 'siirup')",drug_name,drug_name
"('fotil', 'forte')",drug_name,drug_name
"('cerebryl', '48', 'mg/ml')",drug_name,drug_name
"('bortezomib', 'pharmidea')",drug_name,drug_name
"('pollinex', 'grasses+rye')",drug_name,drug_name
"('sulfadiazinum-heil',)",drug_name,drug_name
"('zantac',)",drug_name,drug_name
"('temozolomide', 'sandoz')",drug_name,drug_name
"('tropisetronum',)",drug_name,drug_name
"('monopro',)",drug_name,drug_name
"('papaverin',)",drug_name,drug_name
"('naloxon',)",drug_name,drug_name
"('fluor',)",drug_name,drug_name
"('ipriflavonum',)",drug_name,drug_name
"('prasepaam',)",drug_name,drug_name
"('anagallis', 'comp')",drug_name,drug_name
"('gonadotropins', 'and', 'other', 'ovulation', 'stimulants')",drug_name,drug_name
"('dexamethason',)",drug_name,drug_name
"('furosemide', 'accord')",drug_name,drug_name
"('põletiku-', 'ja', 'reumavastased', 'ained')",drug_name,drug_name
"('tamsulosin',)",drug_name,drug_name
"('lonazolacum',)",drug_name,drug_name
"('nexmezol', '40', 'mg')",drug_name,drug_name
"('dacarbazine',)",drug_name,drug_name
"('teised', 'seenevastased', 'ained', 'paikseks', 'kasutamiseks')",drug_name,drug_name
"('amoxicillin-mip', '1000mg')",drug_name,drug_name
"('teised', 'mitteselektiivsed', 'kaltsiumikanali', 'blokaatorid')",drug_name,drug_name
"('bephenium', 'hydroxynaphthoate')",drug_name,drug_name
"('lipid', 'modifying', 'agents,', 'combinations')",drug_name,drug_name
"('sulfatolamidum',)",drug_name,drug_name
"('candisil', 'hct')",drug_name,drug_name
"('insuman', 'implantable')",drug_name,drug_name
"('moroksüdiin',)",drug_name,drug_name
"('etilefrinum',)",drug_name,drug_name
"('hepatiidivaktsiinid',)",drug_name,drug_name
"('aminohapped', 'ja', 'nende', 'derivaadid')",drug_name,drug_name
"('kinidini', 'durules')",drug_name,drug_name
"('lorinden', 'c')",drug_name,drug_name
"('sodium', 'iodide', '(i131)', 'capsule', 't')",drug_name,drug_name
"('xylocaine',)",drug_name,drug_name
"('imatinib',)",drug_name,drug_name
"('ilosone',)",drug_name,drug_name
"('melarsoprolum',)",drug_name,drug_name
"('nabumetonum',)",drug_name,drug_name
"('froben', 'sr')",drug_name,drug_name
"('sprycel',)",drug_name,drug_name
"('janumet',)",drug_name,drug_name
"('pregneen-4-derivaadid',)",drug_name,drug_name
"('pravahexal', '10')",drug_name,drug_name
"('protopic',)",drug_name,drug_name
"('diuretics', 'and', 'potassium-sparing', 'agents', 'in', 'combination')",drug_name,drug_name
"('purethal', 'grasses', '+', 'triticum')",drug_name,drug_name
"('klion', '0,5%', 'solution', 'for', 'injection')",drug_name,drug_name
"('parkopan', '2')",drug_name,drug_name
"('ained', 'kaariese', 'profülaktikaks')",drug_name,drug_name
"('imatinib', 'grindeks')",drug_name,drug_name
"('levofloxacin',)",drug_name,drug_name
"('corticosteroids,', 'other', 'combinations')",drug_name,drug_name
"('meropenem', 'actavis')",drug_name,drug_name
"('theobromine',)",drug_name,drug_name
"('teised', 'aknevastased', 'preparaadid', 'süsteemseks', 'kasutamiseks')",drug_name,drug_name
"('müdriaatikumid', 'ja', 'tsüklopleegilised', 'ained')",drug_name,drug_name
"('123-i', 'ibzm', 'injection')",drug_name,drug_name
"('pegloticase',)",drug_name,drug_name
"('dofetiliid',)",drug_name,drug_name
"('prescanden', 'hct', '8', 'mg/12,5', 'mg')",drug_name,drug_name
"('barbiturates', 'and', 'derivatives')",drug_name,drug_name
"('protopy',)",drug_name,drug_name
"('paracetamolum+chlorphenaminum+acidum', 'ascorbicum')",drug_name,drug_name
"('ciprinol;',)",drug_name,drug_name
"('ticlopidine',)",drug_name,drug_name
"('salofalk', '250', 'suppositories')",drug_name,drug_name
"('bonefos',)",drug_name,drug_name
"('amineptinum',)",drug_name,drug_name
"('sulfoonamidid',)",drug_name,drug_name
"('tizanidine-teva',)",drug_name,drug_name
"('cabemet',)",drug_name,drug_name
"('duoresp', 'spiromax')",drug_name,drug_name
"('teised', 'immunoglobuliinid')",drug_name,drug_name
"('teise', 'põlvkonna', 'tsefalosporiinid')",drug_name,drug_name
"('livostin',)",drug_name,drug_name
"('kinder', 'biovital', 'gel')",drug_name,drug_name
"('lokren',)",drug_name,drug_name
"('beta', 'blocking', 'agents', 'and', 'other', 'diuretics')",drug_name,drug_name
"('ulcomet', '200')",drug_name,drug_name
"('jox',)",drug_name,drug_name
"('azathioprine',)",drug_name,drug_name
"('evotaz',)",drug_name,drug_name
"('carustine',)",drug_name,drug_name
"('dicynon',)",drug_name,drug_name
"('tsüklobensapriin',)",drug_name,drug_name
"('imatinib', 'bioorganics', '400mg')",drug_name,drug_name
"('imovax', 'd.t.adult')",drug_name,drug_name
"('glucarpidasum',)",drug_name,drug_name
"('bridion',)",drug_name,drug_name
"('eritritüültetranitraat',)",drug_name,drug_name
"('amisulpride', 'actavis')",drug_name,drug_name
"('neofordex',)",drug_name,drug_name
"('isofluranum',)",drug_name,drug_name
"('voriconazole', 'teva')",drug_name,drug_name
"('paracetamol/codeine', 'vitabalans')",drug_name,drug_name
"('cardace',)",drug_name,drug_name
"('ceftriaksons-grindeks',)",drug_name,drug_name
"('phensuximidum',)",drug_name,drug_name
"('human', 'menopausal', 'gonadotrophin')",drug_name,drug_name
"('nortivan', '40', 'mg')",drug_name,drug_name
"('dimemorfaan',)",drug_name,drug_name
"('metformin+alogliptin',)",drug_name,drug_name
"('tazarotenum',)",drug_name,drug_name
"('natrii', 'iodidum', '(131i)')",drug_name,drug_name
"('soluprick', 'negatiivne', 'kontroll')",drug_name,drug_name
"('ethisterone',)",drug_name,drug_name
"('disperin',)",drug_name,drug_name
"('cefaloridinum',)",drug_name,drug_name
"('sargramostim',)",drug_name,drug_name
"('dexamethasonum+gramicidinum+framycetinum',)",drug_name,drug_name
"('vaxigriptetra',)",drug_name,drug_name
"('ophthalmological', 'and', 'otological', 'preparations')",drug_name,drug_name
"('pioglitazone', 'mepha', '30', 'mg')",drug_name,drug_name
"('klotrimasool', 'gsk')",drug_name,drug_name
"('acadione',)",drug_name,drug_name
"('crospovidone',)",drug_name,drug_name
"('teised', 'infektsioonivastased', 'preparaadid')",drug_name,drug_name
"('melipramin',)",drug_name,drug_name
"('kytril',)",drug_name,drug_name
"('roxatidine',)",drug_name,drug_name
"('procaine+menthol+benzocaine',)",drug_name,drug_name
"('peginterferonum', 'alfa-2a')",drug_name,drug_name
"('oxiklorin',)",drug_name,drug_name
"('reserpiin+hüdroklorotiasiid+dihüdroergotoksiin',)",drug_name,drug_name
"('cardiac', 'stimulants', 'excl.', 'cardiac', 'glycosides')",drug_name,drug_name
"('pergolide',)",drug_name,drug_name
"('entacaponum',)",drug_name,drug_name
"('maxellax', '13,7', 'g')",drug_name,drug_name
"('galsulfasum',)",drug_name,drug_name
"('fenoxazolinum',)",drug_name,drug_name
"('teised', 'paelusside', 'vastased', 'ained')",drug_name,drug_name
"('penicillin', 'g', 'sodium', 'sandoz')",drug_name,drug_name
"('pinacidilum',)",drug_name,drug_name
"('deksametasoon+neomütsiin',)",drug_name,drug_name
"('tryptophanum',)",drug_name,drug_name
"('beclonasal', 'forte', 'aqua')",drug_name,drug_name
"('cyclodool',)",drug_name,drug_name
"('metoprolol', 'polpharma', '100')",drug_name,drug_name
"('adrenergilised', 'ja', 'dopaminergilised', 'ained')",drug_name,drug_name
"('orsanil',)",drug_name,drug_name
"('atarax',)",drug_name,drug_name
"('mycomax', '100')",drug_name,drug_name
"('zovirax', 'tablets', '200', 'mg')",drug_name,drug_name
"('risperidone', 'accord', '0,5', 'mg')",drug_name,drug_name
"('alphacef',)",drug_name,drug_name
"('granisetron', 'teva')",drug_name,drug_name
"('pectinum',)",drug_name,drug_name
"('bivaxol', '5', 'mg')",drug_name,drug_name
"('miltefosine',)",drug_name,drug_name
"('kinoliinid',)",drug_name,drug_name
"('cerebrum', 'compositum')",drug_name,drug_name
"('natrii', 'hydrogenocarbonas')",drug_name,drug_name
"('fazadinium', 'bromide')",drug_name,drug_name
"('avena', 'sativa', 'comp.')",drug_name,drug_name
"('estasolaam',)",drug_name,drug_name
"('preparations', 'inhibiting', 'uric', 'acid', 'production')",drug_name,drug_name
"('biguaniidid', 'ja', 'amidiinid')",drug_name,drug_name
"('actonel', '5', 'mg')",drug_name,drug_name
"('alfaksaloon',)",drug_name,drug_name
"('zendractin',)",drug_name,drug_name
"('cetylpyridinium', 'chloride+benzocaine')",drug_name,drug_name
"('etisteroon',)",drug_name,drug_name
"('colestyramine',)",drug_name,drug_name
"('antihemorrhagics',)",drug_name,drug_name
"('colouring', 'agents')",drug_name,drug_name
"('opium',)",drug_name,drug_name
"('clopidogrel', 'ratiopharm')",drug_name,drug_name
"('dihydrotachysterolum',)",drug_name,drug_name
"('alkoholisõltuvuse', 'raviks', 'kasutatavad', 'ained')",drug_name,drug_name
"('corticosteroids',)",drug_name,drug_name
"('surestick',)",drug_name,drug_name
"('sorafenib',)",drug_name,drug_name
"('tacrolimus',)",drug_name,drug_name
"('sulfamethoxypyridazine',)",drug_name,drug_name
"('other', 'psychostimulants', 'and', 'nootropics')",drug_name,drug_name
"('ampicillinum',)",drug_name,drug_name
"('etüülloflasepaat',)",drug_name,drug_name
"('pseudoephedrinum+dexbrompheniraminum',)",drug_name,drug_name
"('treosulfanum',)",drug_name,drug_name
"('skf', '213')",drug_name,drug_name
