_regex_pattern_,grammar_symbol,value,_group_,_priority_
opiodur 75mcg/h,drug_name,drug_name,0,0
papaverini hydrochloridum,drug_name,drug_name,0,0
trolnitrate,drug_name,drug_name,0,0
vagisan,drug_name,drug_name,0,0
spasmomen,drug_name,drug_name,0,0
"aminohapped, k\.a nende kombinatsioonid polüpeptiididega",drug_name,drug_name,0,0
kloorheksidiin\+tetrakaiin\+askorbiinhape,drug_name,drug_name,0,0
acidum aminolevulinicum,drug_name,drug_name,0,0
fludarabine,drug_name,drug_name,0,0
kloormadinoon,drug_name,drug_name,0,0
tetrametriin,drug_name,drug_name,0,0
levtryx,drug_name,drug_name,0,0
reserpine\+hydrochlorothiazide\+dihydroergotoxin,drug_name,drug_name,0,0
other antispasmodics in combination with analgesics,drug_name,drug_name,0,0
butylscopolamin,drug_name,drug_name,0,0
perindopril/amlodipine teva,drug_name,drug_name,0,0
amphotericin,drug_name,drug_name,0,0
olmesartan medoxomil teva 10mg,drug_name,drug_name,0,0
uinutite ja rahustite \(v\.a barbituraatide\) kombinatsioonid,drug_name,drug_name,0,0
diflorasonum,drug_name,drug_name,0,0
rasilez hct,drug_name,drug_name,0,0
venlafaxine elvim,drug_name,drug_name,0,0
thioctic acid,drug_name,drug_name,0,0
oxamniquinum,drug_name,drug_name,0,0
multiferon,drug_name,drug_name,0,0
susoctocog alfa,drug_name,drug_name,0,0
camphor\+salicylic acid\+turpentine oil\+venenum viperae berus,drug_name,drug_name,0,0
pipamperoon,drug_name,drug_name,0,0
jatrosom,drug_name,drug_name,0,0
chlorproethazine,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])ez-gas($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
mequinolum,drug_name,drug_name,0,0
d\.t\. vax,drug_name,drug_name,0,0
abacavir/lamivudine zentiva,drug_name,drug_name,0,0
pravastatin 1a pharma 40 mg,drug_name,drug_name,0,0
antibiootikumid,drug_name,drug_name,0,0
vindesine,drug_name,drug_name,0,0
lynestrenolum,drug_name,drug_name,0,0
collagenase,drug_name,drug_name,0,0
oxametacin,drug_name,drug_name,0,0
formocresol,drug_name,drug_name,0,0
thiopropazate,drug_name,drug_name,0,0
teised immunostimulaatorid,drug_name,drug_name,0,0
dimethylaminomethylphenylthioiodophenylamine\(123i\),drug_name,drug_name,0,0
ringer`s solution braun,drug_name,drug_name,0,0
metüülpentünool,drug_name,drug_name,0,0
etomidatum,drug_name,drug_name,0,0
pravastatin nycomed 10 mg,drug_name,drug_name,0,0
liskantin,drug_name,drug_name,0,0
ibuprofen 600 bulk tabl,drug_name,drug_name,0,0
alklofenak,drug_name,drug_name,0,0
glycobiarsolum,drug_name,drug_name,0,0
leukotriene receptor antagonists,drug_name,drug_name,0,0
bromokriptin,drug_name,drug_name,0,0
celiprol 400,drug_name,drug_name,0,0
angiotensin ii antagonists and diuretics,drug_name,drug_name,0,0
teised aknevastased preparaadid paikseks kasutamiseks,drug_name,drug_name,0,0
oxaliplatin pharmaswiss,drug_name,drug_name,0,0
pipamperonum,drug_name,drug_name,0,0
dexamethasonum\+tobramycinum,drug_name,drug_name,0,0
naproxenum\+esomeprazolum,drug_name,drug_name,0,0
eslorex 10 mg,drug_name,drug_name,0,0
josamycinum,drug_name,drug_name,0,0
diclofenac-ratiopharm uno,drug_name,drug_name,0,0
rimantadinum olainfarm,drug_name,drug_name,0,0
pentasa,drug_name,drug_name,0,0
etretinate,drug_name,drug_name,0,0
methyli salicylas\+mesilasmürk\+allylisothiocyanatum,drug_name,drug_name,0,0
tehneetsium\(99mtc\)eksametasiim,drug_name,drug_name,0,0
aminoakridiin,drug_name,drug_name,0,0
abirateronum,drug_name,drug_name,0,0
technetium \(99mtc\) nanocolloidalbumin,drug_name,drug_name,0,0
eprosinool,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])agreta($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
beclomet easyhaler,drug_name,drug_name,0,0
glibornuriid,drug_name,drug_name,0,0
montelukast olainfarm 5 mg,drug_name,drug_name,0,0
sonidegibum,drug_name,drug_name,0,0
alfentanilum,drug_name,drug_name,0,0
mometasonum,drug_name,drug_name,0,0
iodocholesterolum \(131i\),drug_name,drug_name,0,0
ancestim,drug_name,drug_name,0,0
rifapentinum,drug_name,drug_name,0,0
nicotinyl alcohol \(pyridylcarbinol\),drug_name,drug_name,0,0
other vasodilatators used in cardiac diseases,drug_name,drug_name,0,0
rilmenidine,drug_name,drug_name,0,0
spironolacton- ratiopharm 50mg,drug_name,drug_name,0,0
oxacilina antibiotice,drug_name,drug_name,0,0
producta allergenica,drug_name,drug_name,0,0
glypressin,drug_name,drug_name,0,0
nac-ratiopharm,drug_name,drug_name,0,0
valsartan,drug_name,drug_name,0,0
bevantololum,drug_name,drug_name,0,0
cellcristin,drug_name,drug_name,0,0
nimodipinum,drug_name,drug_name,0,0
fluticasonum\+azelastinum,drug_name,drug_name,0,0
dimethylcarbate,drug_name,drug_name,0,0
trelegy ellipta,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])smecta($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
kvinboloon,drug_name,drug_name,0,0
plaquenil,drug_name,drug_name,0,0
viavardis,drug_name,drug_name,0,0
montelukast gsk 5 mg,drug_name,drug_name,0,0
"norditropin flexpro 10mg/1,5ml",drug_name,drug_name,0,0
epoetin alfa hexal,drug_name,drug_name,0,0
ambroxol sopharma,drug_name,drug_name,0,0
fluorokinoloonid,drug_name,drug_name,0,0
bismuth preparations,drug_name,drug_name,0,0
letizen,drug_name,drug_name,0,0
homatropini methylbromidum,drug_name,drug_name,0,0
norifaz,drug_name,drug_name,0,0
phenazepamum,drug_name,drug_name,0,0
voltaren aktigo,drug_name,drug_name,0,0
docosanolum,drug_name,drug_name,0,0
benzbromaron-rph,drug_name,drug_name,0,0
neo-mercazole,drug_name,drug_name,0,0
citocartin 100,drug_name,drug_name,0,0
palexia,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])roxera($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
metformin\+sitagliptin,drug_name,drug_name,0,0
oksaliplatiin ebewe,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])olfen($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
oltar 6mg,drug_name,drug_name,0,0
expexin,drug_name,drug_name,0,0
lopinavirum\+ritonavirum,drug_name,drug_name,0,0
epitsilliin,drug_name,drug_name,0,0
prednisolonum\+chloramphenicolum,drug_name,drug_name,0,0
bitolterol,drug_name,drug_name,0,0
diazolin,drug_name,drug_name,0,0
prostaglandin analogues,drug_name,drug_name,0,0
brodimoprim,drug_name,drug_name,0,0
sivextro,drug_name,drug_name,0,0
natrii iopodas,drug_name,drug_name,0,0
tamsulosin auxilia,drug_name,drug_name,0,0
potassium chloride/sodium chloride fresenius,drug_name,drug_name,0,0
trimetaphani camsilas,drug_name,drug_name,0,0
onduarp,drug_name,drug_name,0,0
"influenza, live attenuated",drug_name,drug_name,0,0
minims amethocaine,drug_name,drug_name,0,0
quinapril polpharma 10 mg,drug_name,drug_name,0,0
febuxostat,drug_name,drug_name,0,0
xibornol,drug_name,drug_name,0,0
vita-c 500 mg,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])aedon($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
apo-metronidazole,drug_name,drug_name,0,0
allergy diagnosis test kit,drug_name,drug_name,0,0
candesartan cilexetil/hydrochlorothiazide teva,drug_name,drug_name,0,0
nuedexta,drug_name,drug_name,0,0
neostigminum,drug_name,drug_name,0,0
timolol\+brinzolamide,drug_name,drug_name,0,0
paglitaz,drug_name,drug_name,0,0
lercapin ace 10mg/10mg,drug_name,drug_name,0,0
zinc bandages,drug_name,drug_name,0,0
magnesium aspartate\+potassium aspartate,drug_name,drug_name,0,0
bortezomib hospira,drug_name,drug_name,0,0
lopinavir/ritonavir sandoz,drug_name,drug_name,0,0
taurinum,drug_name,drug_name,0,0
mebutisiid,drug_name,drug_name,0,0
resonium na,drug_name,drug_name,0,0
quinoline derivatives,drug_name,drug_name,0,0
imatinib zentiva 400 mg,drug_name,drug_name,0,0
mcp-ratiopharm,drug_name,drug_name,0,0
chlorquinaldol,drug_name,drug_name,0,0
ramipril actavis 10mg,drug_name,drug_name,0,0
neuromultivit,drug_name,drug_name,0,0
rosoxacin,drug_name,drug_name,0,0
albumini tannas,drug_name,drug_name,0,0
oxyphenonium bromide,drug_name,drug_name,0,0
"olansapiin niolib 7,5mg",drug_name,drug_name,0,0
tetramethrinum\+piperonylum,drug_name,drug_name,0,0
irinotecan pharmaswiss,drug_name,drug_name,0,0
oksaboloontsipionaat,drug_name,drug_name,0,0
puusöepreparaadid,drug_name,drug_name,0,0
quinine and derivatives,drug_name,drug_name,0,0
riprazo,drug_name,drug_name,0,0
angiotensiini konverteeriva ensüümi inhibiitorid ja kaltsiumikanali blokaatorid,drug_name,drug_name,0,0
nicotiana comp\.,drug_name,drug_name,0,0
prilocaine\+felypressin,drug_name,drug_name,0,0
rabeprazolum,drug_name,drug_name,0,0
bufeksamak\+vismutsubgallaat\+titaandioksiid\+lidokaiin,drug_name,drug_name,0,0
ethinylestradiol,drug_name,drug_name,0,0
levemir flextouch,drug_name,drug_name,0,0
flunarizine,drug_name,drug_name,0,0
ceftazidime hospira,drug_name,drug_name,0,0
exemestane sanoswiss,drug_name,drug_name,0,0
rivotril,drug_name,drug_name,0,0
papaverin hydrochloridum,drug_name,drug_name,0,0
rauvolfia alkaloidide ja diureetikumide kombinatsioonid,drug_name,drug_name,0,0
ibopaminum,drug_name,drug_name,0,0
co-trimoxazole 480 mg,drug_name,drug_name,0,0
climopax,drug_name,drug_name,0,0
panogastin 20,drug_name,drug_name,0,0
"sodium sulphate, anhydrous\+magnesium sulfate heptahydrate\+potassium sulphate",drug_name,drug_name,0,0
asanidasool,drug_name,drug_name,0,0
anastrozole accord 1mg,drug_name,drug_name,0,0
sermorelin,drug_name,drug_name,0,0
sunitinib,drug_name,drug_name,0,0
technical desinfectant,drug_name,drug_name,0,0
orlistat polpharma 120 mg,drug_name,drug_name,0,0
gemcitabine kabi 40 mg/ml,drug_name,drug_name,0,0
inovelon,drug_name,drug_name,0,0
naltrexone accord,drug_name,drug_name,0,0
nerve depressants,drug_name,drug_name,0,0
ifenprodilum,drug_name,drug_name,0,0
hepatiit b immunoglobuliin,drug_name,drug_name,0,0
4-dimetüülaminofenool,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])tekcis($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
sildenafil jubilant,drug_name,drug_name,0,0
clindamycin,drug_name,drug_name,0,0
adrenaline inj bp,drug_name,drug_name,0,0
voltaren 50,drug_name,drug_name,0,0
cefiximum,drug_name,drug_name,0,0
"nukleosiidid ja nukleotiidid, v\.a pöördtranskriptaasi inhibiitorid",drug_name,drug_name,0,0
"balance 1,5 % glükoos, 1,25 mmol/l kaltsium",drug_name,drug_name,0,0
miralust,drug_name,drug_name,0,0
ibandronic acid actavis 50mg,drug_name,drug_name,0,0
ringer acetate fresenius,drug_name,drug_name,0,0
biseptolile,drug_name,drug_name,0,0
tioconazolum,drug_name,drug_name,0,0
clomocyclinum,drug_name,drug_name,0,0
fosinopril actavis,drug_name,drug_name,0,0
topotecan accord 4mg,drug_name,drug_name,0,0
penimepicycline,drug_name,drug_name,0,0
bioflavonoids,drug_name,drug_name,0,0
aceclidine,drug_name,drug_name,0,0
deep heat spray,drug_name,drug_name,0,0
benzoylis peroxidum,drug_name,drug_name,0,0
sublivac b\.e\.s\.t\.,drug_name,drug_name,0,0
peratsin,drug_name,drug_name,0,0
lutetium\(177lu\)chloride,drug_name,drug_name,0,0
chymotrypsinum,drug_name,drug_name,0,0
depot-hal f\.i\.t\. alustusravi,drug_name,drug_name,0,0
bucillaminum,drug_name,drug_name,0,0
voltaren 100,drug_name,drug_name,0,0
glucose fresenius 20%,drug_name,drug_name,0,0
levobupivacainum,drug_name,drug_name,0,0
malathionum,drug_name,drug_name,0,0
oxolaminum,drug_name,drug_name,0,0
azimepha 250 mg,drug_name,drug_name,0,0
at iii thermoinaktiviert 500 immuno,drug_name,drug_name,0,0
diboterminum alfa,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])savene($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
oksatomiid,drug_name,drug_name,0,0
noliprel arginine,drug_name,drug_name,0,0
nebivolol,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])zeel t($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
willfact 500,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])latira($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
puriini derivaadid,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])olazax($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
leuprorelinum,drug_name,drug_name,0,0
vepacel,drug_name,drug_name,0,0
propiverinum,drug_name,drug_name,0,0
aprovel,drug_name,drug_name,0,0
tehneetsium\(99mtc\)mebrofeniin,drug_name,drug_name,0,0
dekametriin,drug_name,drug_name,0,0
rutoside,drug_name,drug_name,0,0
somatostatin,drug_name,drug_name,0,0
prindex 2mg,drug_name,drug_name,0,0
aricept,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])vaniqa($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
gestonoroni caproas,drug_name,drug_name,0,0
stavudinum,drug_name,drug_name,0,0
pentostatinum,drug_name,drug_name,0,0
furocef,drug_name,drug_name,0,0
oftan-catachrom,drug_name,drug_name,0,0
bydureon,drug_name,drug_name,0,0
drosera-homaccord ampulen,drug_name,drug_name,0,0
"oestrofeminal 1,25 mg",drug_name,drug_name,0,0
pancuronium inresa,drug_name,drug_name,0,0
soija tutteli,drug_name,drug_name,0,0
albumin tannate,drug_name,drug_name,0,0
reviparin sodium,drug_name,drug_name,0,0
finasteride\+tamsulosin,drug_name,drug_name,0,0
calcii folinas,drug_name,drug_name,0,0
octopaminum,drug_name,drug_name,0,0
aluminii phosphas,drug_name,drug_name,0,0
piperacillin/tazobactam pharmaswiss,drug_name,drug_name,0,0
topotecan eagle,drug_name,drug_name,0,0
doxazosin,drug_name,drug_name,0,0
2-amino-1-phenylethanol derivatives,drug_name,drug_name,0,0
collagenase\+chloramphenicol,drug_name,drug_name,0,0
olanzapine synthon 10 mg,drug_name,drug_name,0,0
agalsidasum beta,drug_name,drug_name,0,0
oksüfedriin,drug_name,drug_name,0,0
toncils blackcurrant,drug_name,drug_name,0,0
tramundin retard,drug_name,drug_name,0,0
nurofen forte,drug_name,drug_name,0,0
serdolect,drug_name,drug_name,0,0
methotrexate orion,drug_name,drug_name,0,0
teised tsentraalse toimega müorelaksandid,drug_name,drug_name,0,0
marionelle,drug_name,drug_name,0,0
zimeldinum,drug_name,drug_name,0,0
lorcainide,drug_name,drug_name,0,0
evertas 6 mg,drug_name,drug_name,0,0
valganciclovirum,drug_name,drug_name,0,0
tonsilla compositum,drug_name,drug_name,0,0
synaflan-phytopharm,drug_name,drug_name,0,0
"premia 0,45",drug_name,drug_name,0,0
amoxicillin/clavulanic acid actavis,drug_name,drug_name,0,0
ciclesonidum,drug_name,drug_name,0,0
thiosemicarbazones,drug_name,drug_name,0,0
calpol sugar free infant suspension,drug_name,drug_name,0,0
importal,drug_name,drug_name,0,0
levemir flexpen,drug_name,drug_name,0,0
aciclovir siromed,drug_name,drug_name,0,0
cytomegalovirus immunoglobulin,drug_name,drug_name,0,0
ypsila 20 mg,drug_name,drug_name,0,0
almagatum,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])cefzil($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
bromperidol,drug_name,drug_name,0,0
teiste spasmolüütikumide kombinatsioonid psühholeptikumidega,drug_name,drug_name,0,0
phenylpiperidine derivatives,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])lestid($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
melarsoprool,drug_name,drug_name,0,0
nadololum,drug_name,drug_name,0,0
timepiidiumbromiid,drug_name,drug_name,0,0
etafenonum,drug_name,drug_name,0,0
pravastatin nycomed 20 mg,drug_name,drug_name,0,0
flucosan 150,drug_name,drug_name,0,0
diuramid,drug_name,drug_name,0,0
nurabax 100 mg,drug_name,drug_name,0,0
methylrosanilinium chloride,drug_name,drug_name,0,0
dostinex,drug_name,drug_name,0,0
other plant alkaloids and natural products,drug_name,drug_name,0,0
niquitin mini citrus,drug_name,drug_name,0,0
ib klassi antiarütmikumid,drug_name,drug_name,0,0
nicomorphinum,drug_name,drug_name,0,0
nateglinidum,drug_name,drug_name,0,0
pentostatin,drug_name,drug_name,0,0
glucophage 1000 mg,drug_name,drug_name,0,0
pyrazolone derivatives,drug_name,drug_name,0,0
"inimkaltsitoniin, sünteetiline",drug_name,drug_name,0,0
diphenoxylatum,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])ospen($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
niquitin,drug_name,drug_name,0,0
"kuld \(198au\), kolloidne",drug_name,drug_name,0,0
technetium \(99m tc\) sulesomab,drug_name,drug_name,0,0
clopidogrel acino,drug_name,drug_name,0,0
xefo rapid,drug_name,drug_name,0,0
exitress,drug_name,drug_name,0,0
vabadin 20mg,drug_name,drug_name,0,0
agen 5mg,drug_name,drug_name,0,0
afamelanotide,drug_name,drug_name,0,0
zidovudinum\+lamivudinum\+abacavirum,drug_name,drug_name,0,0
lorakarbef,drug_name,drug_name,0,0
capsitop,drug_name,drug_name,0,0
solcoseryl,drug_name,drug_name,0,0
metronidazole fresenius,drug_name,drug_name,0,0
zolimidiin,drug_name,drug_name,0,0
melatonin,drug_name,drug_name,0,0
ramdacordia,drug_name,drug_name,0,0
dexpanthenol\+chlorhexidine,drug_name,drug_name,0,0
chlorambucil,drug_name,drug_name,0,0
dopaminum,drug_name,drug_name,0,0
tadol tabl\. 150mg,drug_name,drug_name,0,0
muphoran,drug_name,drug_name,0,0
vomitusheel,drug_name,drug_name,0,0
finasteride teva,drug_name,drug_name,0,0
sisomicinum,drug_name,drug_name,0,0
sotalol 160-sl,drug_name,drug_name,0,0
kenodeoksükoolhape,drug_name,drug_name,0,0
paidoflor,drug_name,drug_name,0,0
"difteeria toksoid\+teetanuse toksoid\+läkaköha tekitaja, puhastatud antigeen\+poliomüeliidi koguviirus, trivalentne, inaktiveeritu\+haemophilus influenzae b, konjugeeritud, puhastatud antigeen",drug_name,drug_name,0,0
rosuvastatiin\+valsartaan,drug_name,drug_name,0,0
kusihappe moodustumist inhibeerivad preparaadid,drug_name,drug_name,0,0
camphor\+levomenthol\+turpentine oil\+eucalyptus oil,drug_name,drug_name,0,0
midazolamum,drug_name,drug_name,0,0
tapentadolum,drug_name,drug_name,0,0
benzylpenicillin\+procaine benzylpenicillin,drug_name,drug_name,0,0
risset 3mg,drug_name,drug_name,0,0
albumin baxalta 200g/l,drug_name,drug_name,0,0
citalopram 1a pharma 60 mg,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])axympa($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])hyqvia($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
teised oksendamisvastased ained,drug_name,drug_name,0,0
mefenorexum,drug_name,drug_name,0,0
technetium \(99mtc\) etifenin,drug_name,drug_name,0,0
fungizone,drug_name,drug_name,0,0
noldoxen,drug_name,drug_name,0,0
ritiometanum,drug_name,drug_name,0,0
phenforminum,drug_name,drug_name,0,0
muromonab-cd3,drug_name,drug_name,0,0
aminoplasmal 5% e,drug_name,drug_name,0,0
sympathomimetics in glaucoma therapy,drug_name,drug_name,0,0
curam 625 mg,drug_name,drug_name,0,0
toujeo solostar,drug_name,drug_name,0,0
rosoksatsiin,drug_name,drug_name,0,0
caries prophylactic agents,drug_name,drug_name,0,0
bivalirudinum,drug_name,drug_name,0,0
"hepatiit b viirus, puhastatud antigeen",drug_name,drug_name,0,0
prednylidene,drug_name,drug_name,0,0
omnipaque 180 mg i/ml,drug_name,drug_name,0,0
lizolorol,drug_name,drug_name,0,0
letrozolum,drug_name,drug_name,0,0
anthrax vaccines,drug_name,drug_name,0,0
cognomem,drug_name,drug_name,0,0
alendronic acid\+alfacalcidol,drug_name,drug_name,0,0
dabigatran etexilate,drug_name,drug_name,0,0
ichtasol,drug_name,drug_name,0,0
sultiame,drug_name,drug_name,0,0
prazosin,drug_name,drug_name,0,0
sertralin nycomed 100 mg,drug_name,drug_name,0,0
cefadroxil,drug_name,drug_name,0,0
sympathomimetics excl\. antiglaucoma preparations,drug_name,drug_name,0,0
atazanavir,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])intal($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
pazopanibum,drug_name,drug_name,0,0
hydrochlorothiazide,drug_name,drug_name,0,0
diprivan,drug_name,drug_name,0,0
magnesium compounds,drug_name,drug_name,0,0
galantamine orion 24mg,drug_name,drug_name,0,0
one alpha,drug_name,drug_name,0,0
bleomycin medac,drug_name,drug_name,0,0
colchicine derivatives,drug_name,drug_name,0,0
sulbutiamiin,drug_name,drug_name,0,0
psorimed,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])vorina($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
somatorelinum,drug_name,drug_name,0,0
adempas,drug_name,drug_name,0,0
thyme herb\+nurmenukujuur,drug_name,drug_name,0,0
vitamins with minerals,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])avixar($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
bufomix easyhaler,drug_name,drug_name,0,0
thiamine hcl \(vit b1\),drug_name,drug_name,0,0
intuniv,drug_name,drug_name,0,0
fenüülpropanoolamiin\+guaifenesiin,drug_name,drug_name,0,0
urofollitropin,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])zyban($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
enalapril-ratiopharm 10mg,drug_name,drug_name,0,0
cyclizine,drug_name,drug_name,0,0
tenofovir disoproxil sandoz,drug_name,drug_name,0,0
other central nervous system diagnostic radiopharmaceuticals,drug_name,drug_name,0,0
barbeksakloon,drug_name,drug_name,0,0
human coagulation factor x,drug_name,drug_name,0,0
choriogonadotropinum alfa,drug_name,drug_name,0,0
pyrimethaminum,drug_name,drug_name,0,0
tendo/allium cepa comp\.,drug_name,drug_name,0,0
proguanil,drug_name,drug_name,0,0
furacilliin,drug_name,drug_name,0,0
"antiinflammatory agents, non-steroids and antiinfectives in combination",drug_name,drug_name,0,0
actraphane 30 innolet,drug_name,drug_name,0,0
vecuronium bromide,drug_name,drug_name,0,0
enoxaparin sodium,drug_name,drug_name,0,0
sulfametoksasool,drug_name,drug_name,0,0
bactroban nasal ointment,drug_name,drug_name,0,0
amlodigamma 10mg,drug_name,drug_name,0,0
pasireotide,drug_name,drug_name,0,0
futura ginkgo biloba,drug_name,drug_name,0,0
diclomelan 50 mg,drug_name,drug_name,0,0
topimark 50 mg,drug_name,drug_name,0,0
penitcillin,drug_name,drug_name,0,0
aripsan 5 mg,drug_name,drug_name,0,0
griseofulvinum,drug_name,drug_name,0,0
seroquel,drug_name,drug_name,0,0
oxametacinum,drug_name,drug_name,0,0
floxapen,drug_name,drug_name,0,0
ksipamiid,drug_name,drug_name,0,0
mixtard 30 flexpen,drug_name,drug_name,0,0
camitotic,drug_name,drug_name,0,0
other hormone antagonists and related agents,drug_name,drug_name,0,0
meropenem gsk,drug_name,drug_name,0,0
adenocor,drug_name,drug_name,0,0
anistreplasum,drug_name,drug_name,0,0
alteplase,drug_name,drug_name,0,0
tolbutamide,drug_name,drug_name,0,0
rosuvastatin\+ezetimibe,drug_name,drug_name,0,0
kalium-magnesium-asparaginat berlin-chemie,drug_name,drug_name,0,0
repatha,drug_name,drug_name,0,0
propofol - lipuro 20 mg/ml,drug_name,drug_name,0,0
zofenopril\+hydrochlorothiazide,drug_name,drug_name,0,0
barnidipiin,drug_name,drug_name,0,0
oxaliplatin bmm pharma,drug_name,drug_name,0,0
activelle,drug_name,drug_name,0,0
acidum gadopenteticum,drug_name,drug_name,0,0
väävel-salitsüülsalv 10%,drug_name,drug_name,0,0
gabapentinum,drug_name,drug_name,0,0
atorvastatin actavis,drug_name,drug_name,0,0
sulfasalazine,drug_name,drug_name,0,0
duodenoheel,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])xyrem($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
nimorasool,drug_name,drug_name,0,0
clonidin-ratiopharm ampullen,drug_name,drug_name,0,0
kapsaitsiin ja sarnased ained,drug_name,drug_name,0,0
penbutolol,drug_name,drug_name,0,0
olsalazine,drug_name,drug_name,0,0
oslif breezhaler,drug_name,drug_name,0,0
citicolinum,drug_name,drug_name,0,0
stanozololum,drug_name,drug_name,0,0
magnesium carbonate,drug_name,drug_name,0,0
beetainterferoon,drug_name,drug_name,0,0
furosemidum,drug_name,drug_name,0,0
ethylene imines,drug_name,drug_name,0,0
dextriferron,drug_name,drug_name,0,0
nitisinone mdk,drug_name,drug_name,0,0
ergot alkaloids,drug_name,drug_name,0,0
pilomann,drug_name,drug_name,0,0
tiokarbamiidi derivaadid,drug_name,drug_name,0,0
tests for renal function and ureteral injuries,drug_name,drug_name,0,0
arachidonic acid,drug_name,drug_name,0,0
pipemidic acid,drug_name,drug_name,0,0
mycomax sir,drug_name,drug_name,0,0
kortikosteroidide ja müdriaatikumide kombinatsioonid,drug_name,drug_name,0,0
tolterodine,drug_name,drug_name,0,0
paxifor,drug_name,drug_name,0,0
azidamfenicol,drug_name,drug_name,0,0
adrenergics and other drugs for obstructive airway diseases,drug_name,drug_name,0,0
"sodium chloride b\. braun 0,9%",drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])erelzi($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
abciximab,drug_name,drug_name,0,0
amoxicillini,drug_name,drug_name,0,0
tioproninum,drug_name,drug_name,0,0
pethidine bp,drug_name,drug_name,0,0
folic acid analogues,drug_name,drug_name,0,0
engystol,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])anapen($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
h2-receptor antagonists,drug_name,drug_name,0,0
(^|[^A-ZÜÕÖÄa-züõöä])cilest($|[Ii]|[^A-ZÜÕÖÄa-züõöä]),drug_name,drug_name,0,0
travoprost teva,drug_name,drug_name,0,0
dosulepin,drug_name,drug_name,0,0
porcine lung phospholipids,drug_name,drug_name,0,0
etilamfetaminum,drug_name,drug_name,0,0
