,0,1
1420,sideme,4
1421,lootemuna,4
1422,abaluu,4
1423,melanoom,4
1424,vahemiku,4
1425,lahkliha,4
1426,basaalganglionide,4
1427,kopsuhaigus,4
1428,sigmasoole,4
1429,8.,4
1430,totaalne,4
1431,viirus,4
1432,ägenemiste,4
1433,metastaasid,4
1434,pindmised,4
1435,patoloogiale,4
1436,kõhunäärme,4
1437,kivi,4
1438,november,4
1439,tüsistusena,4
1440,Südamepuudulikkuse,4
1441,2015a,4
1442,vigastust,4
1443,luu,4
1444,ossis,4
1445,minimaalne,4
1446,2003.,4
1447,dateerimata,4
1448,tekkinud,4
1449,lahenenud,4
1450,Stenokardia,4
1451,Hemorraagiline,4
1452,Väljendunud,4
1453,Väljutusjõudude,4
1454,seesmise,4
1455,varba-,4
1456,tingituna,4
1457,geenis,4
1458,Võrkkestaarterite,4
1459,Paisuv,4
1460,küünarvars,4
1461,Reaktiivne,4
1462,variant,4
1463,Üliraske,4
1464,seniilne,4
1465,24,4
1466,peavalud,4
1467,Paistetus,4
1468,loote,4
1469,58,4
1470,naiseviljatus,4
1471,tehtud,4
1472,väärarendid,4
1473,Neuralgia,4
1474,histoloogia,4
1475,küljel,4
1476,õietolmule,4
1477,Põletikuline,4
1478,kiiritusravi,4
1479,Pillide,4
1480,ülaosa,4
1481,Ulatub,4
1482,10a,4
1483,Plõksuv,4
1484,langus,4
1485,60,4
1486,kolle,4
1487,bronhiidi,4
1488,takistatud,4
1489,kude,4
1490,aastast,4
1491,põletikulised,4
1492,opitud,4
1493,liigesed,4
1494,vahetus,4
1495,seoses,4
1496,uurimata,4
1497,Tsüstiline,4
1498,teostatud,4
1499,Lülilibisemine,4
1500,päris,4
1501,soonkest,4
1502,ekstrasüstolid,4
1503,Kaela-õlavöötme,4
1504,silmaliigutaja-),4
1505,osalise,4
1506,degeneratsioonseisundid,4
1507,munandite,4
1508,48,4
1509,Uriini,4
1510,kassile,4
1511,koerale,4
1512,tõenäoline,4
1513,pankreatiit,4
1514,Na,4
1515,keisrilõikesünnitus,4
1516,tolerantsuse,4
1517,hematoomid,4
1518,saanud,4
1519,Anamneesi,4
1520,1986,4
1521,Diagnoositud,4
1522,radikaalne,4
1523,korpuse,4
1524,44,4
1525,vahendatud,4
1526,muruniidukiga,4
1527,jalgrattur,4
1528,mootorrattur,4
1529,küünte,3
1530,käitumishäire,3
1531,liigunisus,3
1532,kõripõletik,3
1533,oidnäärme,3
1534,seksuaalnõustamine,3
1535,anomaaliaga,3
1536,Orgaanilised,3
1537,meeleoluhäired,3
1538,orgaaniline,3
1539,Kergekujuline,3
1540,kurgumandlipõletik,3
1541,Rinnaosa-nimme,3
1542,sportliku,3
1543,Kirurgiline,3
1544,kirurgilised,3
1545,menetlused,3
1546,aparaati,3
1547,raskekujuline,3
1548,Patsiendi,3
1549,villiline,3
1550,stenokardia,3
1551,Põlvekedramurd,3
1552,Osteoporoosi,3
1553,Noorte,3
1554,Vahetustega,3
1555,puhune,3
1556,unehäire,3
1557,delta,3
1558,Reieluukeha,3
1559,Roidemurd,3
1560,Ühekordne,3
1561,kontakt,3
1562,rohked,3
1563,öö,3
1564,Kirurgiliste,3
1565,meditsiiniliste,3
1566,menetluste,3
1567,limaskesta,3
1568,Druusid,3
1569,Kaela-rinnaosa,3
1570,Kaela-,3
1571,riski,3
1572,kõvasuulae,3
1573,kaar,3
1574,man,3
1575,depressiivne,3
1576,otsmikuurkepõletik,3
1577,kanna,3
1578,luude,3
1579,tuharalihaste,3
1580,haaravad,3
1581,lihtsate,3
1582,alaseljas,3
1583,luutihedus,3
1584,organikahjustus,3
1585,Philadelphia,3
1586,Puukentsefaliidid,3
1587,viirusentsefaliidid,3
1588,puukentsefaliit,3
1589,Varajase,3
1590,Tupeköndi,3
1591,Mittespetsiifiline,3
1592,suu,3
1593,õlavöötme,3
1594,Kätel,3
1595,riskigrupp,3
1596,Liiklusväline,3
1597,Mehhaaniline,3
1598,lootevees,3
1599,2005a,3
1600,interstitsiaalne,3
1601,radioloogilise,3
1602,Häbeme,3
1603,veega,3
1604,tuumori,3
1605,Kõrgenenud,3
1606,kolesterool,3
1607,II-aste,3
1608,dieet,3
1609,valdavalt,3
1610,Sõidukisse,3
1611,sisenemisel,3
1612,sealt,3
1613,väljumisel,3
1614,isik,3
1615,eemaldamise,3
1616,soolehaigused,3
1617,Alkoholi,3
1618,Jäseme,3
1619,valudega,3
1620,rö-st,3
1621,Vajalik,3
1622,kõrrelised,3
1623,kurt,3
1624,rahetera,3
1625,püsivad,3
1626,tasakaalu,3
1627,Madalarõhu,3
1628,Püsiobstruktsiooniga,3
1629,kinnitamata,3
1630,silinderjad,3
1631,Kaasuvalt,3
1632,korduvalt,3
1633,menopausijärgne,3
1634,närvisüsteemi,3
1635,3a,3
1636,inaktiivne,3
1637,remissioonifaas,3
1638,närvijuure,3
1639,kehade,3
1640,ägenemisega,3
1641,tüsistustega,3
1642,Kodune,3
1643,Rakenduse,3
1644,pehmete,3
1645,alumine,3
1646,rauavaegus,3
1647,Isheemiline,3
1648,maos,3
1649,osteoporoosile,3
1650,Insuliinravil,3
1651,jälgimist,3
1652,Menetlusjärgne,3
1653,lümfoomi,3
1654,ristijätke,3
1655,lööve,3
1656,rinnaosa,3
1657,kodarluumurru,3
1658,paranemisfaasis,3
1659,Õlavöötme,3
1660,biokeemiline,3
1661,tükk,3
1662,ema,3
1663,vaagnaelundite,3
1664,komponendiga,3
1665,kaasnevana,3
1666,suurte,3
1667,jalasäärel,3
1668,Järgne,3
1669,Sapipõie,3
1670,frontaalsel,3
1671,tõestatud,3
1672,teadvushäire,3
1673,221,3
1674,232,3
1675,multiplex,3
1676,hulgimurrud,3
1677,nina,3
1678,ninal,3
1679,varaõitsevate,3
1680,liigestes,3
1681,süvaveenitromboos,3
1682,deformeeriv,3
1683,otsmikul,3
1684,konisatsioon,3
1685,Idiopaatiline,3
1686,Vanus,3
1687,Peanaha,3
1688,korvisangrebend,3
1689,ämbrisangrebend,3
1690,võimaliku,3
1691,Suurvarba,3
1692,ealine,3
1693,Kukla,3
1694,kaelas,3
1695,kõrrelistele,3
1696,labakäte,3
1697,tagakapsli,3
1698,Remissioon,3
1699,Aeg,3
1700,mikroglobuliini,3
1701,kõrgenemine,3
1702,150,3
1703,tõve,3
1704,oli,3
1705,kapa,3
1706,uuring,3
1707,Deformeeriv,3
1708,rauapuudus,3
1709,Kaelas,3
1710,C-hepatiidi,3
1711,trombemboolia,3
1712,stimulaatorite,3
1713,kofeiin,3
1714,käitumishäired,3
1715,psüühikahäire,3
1716,eelnenud,3
1717,Hetkel,3
1718,Välised,3
1719,hemorroidid,3
1720,Platsenta,3
1721,Ilmselt,3
1722,Uriinikülvis,3
1723,tekkiv,3
1724,kaasuvate,3
1725,Väga,3
1726,veen,3
1727,vahelduvate,3
1728,Istmikunärvipõletik,3
1729,ishias,3
1730,disk,3
1731,55,3
1732,Alates,3
1733,05.2015,3
1734,02.,3
1735,sõrmel,3
1736,fraktuurid,3
1737,XII,3
1738,välimised,3
1739,lülikeha,3
1740,blokaad,3
1741,idiopaatiline,3
1742,tehissilma,3
1743,Kusepõie,3
1744,stenoosid,3
1745,tugeva,3
1746,luudes,3
1747,organ,3
1748,Liitunud,3
1749,12.,3
1750,munajuha,3
1751,Iseeneslik,3
1752,peaseis-sünnitus,3
1753,29,3
1754,pehme,3
1755,pareesiga,3
1756,totaalse,3
1757,Spontaanabort,3
1758,pöidla,3
1759,Vähene,3
1760,54,3
1761,remissiooni,3
1762,B-grupi,3
1763,Ärritatud,3
1764,INSULIINSÕLTUMATU,3
1765,SUHKURTÕBI,3
1766,seedimiselundite,3
1767,Mittetoksiline,3
1768,õlakahjustused,3
1769,sügav,3
1770,sääreluu,3
1771,murruga,3
1772,lamerakk-kartsinoom,3
1773,laperdus,3
1774,sääreluude,3
1775,peaseisus,3
1776,pitsumine,3
1777,Pindmise,3
1778,kõnehäire,3
1779,Lõualuu,3
1780,mädane,3
1781,vastsündinul,3
1782,kehakeste,3
1783,kuu,3
1784,venoosne,3
1785,arteriaalne,3
1786,puudulikus,3
1787,tagajärjel,3
1788,biopsia,3
1789,Ülemiste,3
1790,spontaanne,3
1791,organismide,3
1792,kergelt,3
1793,seljaaju,3
1794,Radioloogiliselt,3
1795,norskamine,3
1796,interdigitaalne,3
1797,rindkere,3
1798,negatiivsed,3
1799,reieluupea,3
1800,30%,3
1801,112,3
1802,munasarjas,3
1803,Kõhu,3
1804,hulgivigastused,3
1805,Pearinglus,3
1806,lõhustav,3
1807,emakas,3
1808,kämbla,3
1809,esimese,3
1810,vaagnaosa,3
1811,Regio,3
1812,peavalusündroomid,3
1813,28.09.15,3
1814,ristluu,3
1815,ulatuslik,3
1816,tundlik,3
1817,läbimurdega,3
1818,emakainertsus,3
1819,07.12.15,3
1820,helikobakter,3
1821,šundi,3
1822,niudearteri,3
1823,käärsooles,3
1824,Arütmia,3
1825,mitteallergiline,3
1826,konflikt,3
1827,Degeneratiivne,3
1828,kudede,3
1829,skoor,3
1830,neerupuudulikkuse,3
1831,süvenemine,3
1832,ülasagara,3
1833,kubemes,3
1834,Minestus,3
1835,11.,3
1836,Teisene,3
1837,10.03.11,3
1838,õlavarrel,3
1839,lauservapõletik,3
1840,Küünevigastuseta,3
1841,Karpaalkanali,3
1842,mehepoolne,3
1843,mutatsioonist,3
1844,kurtus,3
1845,arteri,3
1846,diskide,3
1847,Perekonnaanamneesis,3
1848,10.2014,3
1849,nakkusega,3
1850,postmenopaus,3
1851,dekompenseeritud,3
1852,Vahelduvate,3
1853,siirik,3
1854,Riski,3
1855,menopaus,3
1856,postinfektsioosne,3
1857,randmel,3
1858,ORGANKAHJUSTUS,3
1859,ainevahetushaiguste,3
1860,põlveliig,3
1861,Randme,3
1862,jäsemete,3
1863,Vahelduv,3
1864,alalaug,3
1865,Imetamise,3
1866,Gaaside,3
1867,pidamatus,3
1868,müoomisõlme,3
1869,hukk,3
1870,Reetina,3
1871,puusa-,3
1872,pinnal,3
1873,ülejuhe,3
1874,pikk,3
1875,haava,3
1876,rinnanibu,3
1877,Sõlmed,3
1878,kaela-õlavöötmes,3
1879,Kaelapiirkond,3
1880,1991,3
1881,mittesuitsetaja,3
1882,taga,3
1883,ilmselt,3
1884,Mitte,3
1885,pingepeavaludega,3
1886,alustab,3
1887,Vasemalt,3
1888,viimase,3
1889,episoodiline,3
1890,rinnavähk,3
1891,ravimitega,3
1892,Skolioos,3
1893,labakäed,3
1894,Konisatsiooni,3
1895,kinnisenurga,3
1896,glaukoom,3
1897,kuulmekile,3
1898,EI,3
1899,pulm,3
1900,Ebaregulaarne,3
1901,Jaanuar,3
1902,õlavööde,3
1903,Seljal,3
1904,Aneemia,3
1905,mediaannärvi,3
1906,normis,3
1907,sapipõie,3
1908,põsk,3
1909,hood,3
1910,silmakoopakoe,3
1911,Sidemerebend,3
1912,kanna-,3
1913,jalapiirkonnas,3
1914,sporaadiline,3
1915,Kapillaarset,3
1916,Silmakoopa,3
1917,leitud,3
1918,eessein,3
1919,Rahutute,3
1920,tihend,3
1921,sensoor-motoorne,3
1922,verd,3
1923,"2,5",3
1924,Umbsool,3
1925,kõõluste,3
1926,rangluu,3
1927,1000,3
1928,Postinfektsioosne,3
1929,2016,3
1930,kandadel,3
1931,vähene,3
1932,operatsioonijärgne,3
1933,riskiga,3
1934,põhjusega,3
1935,hüperplastiline,3
1936,taandunud,3
1937,Pikaajaline,3
1938,Kaelal,3
1939,Ekseem,3
1940,kõrgseis,3
1941,tundlikkuse-,3
1942,Pärilikud,3
1943,sarvkestadüstroofiad,3
1944,uuringul,3
1945,Naba,3
1946,talumatus,3
1947,Kass,3
1948,soovitus,3
1949,Mehepoolne,3
1950,nõrkusega,3
1951,lühike,3
1952,Põlveliigese,3
1953,ristikäärsooles,3
1954,puusal,3
1955,23.02.15,3
1956,dislokatsioon,3
1957,CMV,3
1958,Perifeerne,3
1959,80,3
1960,keratiit,3
1961,Trauma,3
1962,Asendusravil,3
1963,klassi,3
1964,kasvajaline,3
1965,2005.,3
1966,peritoniit,3
1967,10.,3
1968,09.12.14,3
1969,Verejooks,3
1970,majoris,3
1971,vahesein,3
1972,Pankrease,3
1973,Indutseeritud,3
1974,Glükoosi,3
1975,bioproteesimine,3
1976,keemiaravi,3
1977,kodune,3
1978,20.03.08,3
1979,18. 05.08,3
1980,Polüübid,3
1981,protseduur,3
1982,aspiratsioonpneumoonia,3
1983,püsib,3
1984,neelu,3
1985,kaksik,3
1986,Sünnituse,3
1987,kestvus,3
1988,52,3
1989,stenoos-,3
1990,reiearter,3
1991,pooleli,3
1992,Mais,3
1993,kõrvaltoime,3
1994,70%,3
1995,Maokeha,3
1996,poolt,3
1997,Teadmata,3
1998,implantaatide,3
1999,30.09.15,3
2000,Emakalihaskest,3
2001,"41,5",3
2002,Kõrge,3
2003,47,3
2004,1991.,3
2005,"-1,",3
2006,siinuses,3
2007,põdemise,3
2008,Lülisambamurru,3
2009,liidus,3
2010,häiretega,3
2011,seadised,3
2012,Skriining,3
2013,maksa,3
2014,paastunult,3
2015,nahaalused,3
2016,rinnalülide,3
2017,sõiduautosõitja,3
2018,Mootorsõidukiõnnetuse,3
2019,Muudes,3
2020,vegetatiivne,2
2021,Kõigi,2
2022,Tänaval,2
2023,teel,2
2024,herpesviirusnakkused,2
2025,eostumist,2
2026,Nimmelülimurd,2
2027,distaalsete,2
2028,otsade,2
2029,Seksuaalse,2
2030,suhtumise,2
2031,käitumise,2
2032,sättumuse,2
2033,orienteeritusega,2
2034,nõuandmine,2
2035,olulise,2
2036,käitumishäirega,2
2037,Küünarluu,2
2038,Rauaainevahetuse,2
2039,Ovulatsiooniaegne,2
2040,reuma,2
2041,ühise,2
2042,Reieluukaela-murd,2
2043,angiin,2
2044,Kanna-,2
2045,mööduva,2
2046,Sõltuvus,2
2047,kehakultuuriväljakul,2
2048,-2,2
2049,Näol,2
2050,Esineb,2
2051,skriining,2
2052,liigutushäired,2
2053,b-viirushepatiit,2
2054,Hammaste,2
2055,arenguhäired,2
2056,kaasa,2
2057,arvatud,2
2058,hambumushäired,2
2059,Haiguste,2
2060,maksatsirroos,2
2061,düspepsia,2
2062,"31,33",2
2063,"35,39",2
2064,"45,51",2
2065,"52,56",2
2066,"58,59",2
2067,"66,68",2
2068,Positiivne,2
2069,Kitsas,2
2070,"Abordi-,",2
2071,emakavälise,2
2072,-3,2
2073,Valikuline,2
2074,tehislik,2
2075,meditsiiniline,2
2076,sidekest,2
2077,19.06.14,2
2078,b-rühma,2
2079,vitamiinide,2
2080,atakid,2
2081,sellesarnased,2
2082,Kehapiirkondade,2
2083,muid,2
2084,kombinatsioone,2
2085,intoksikatsioon,2
2086,käte,2
2087,Normaalne,2
2088,põlvekedra,2
2089,alasagarate,2
2090,basaalsegmentides,2
2091,kotjad,2
2092,Insuliinisõltumatu,2
2093,Koolis,2
2094,liiklus-,2
2095,liiklusväline,2
2096,tsirroos,2
2097,Vaagnapiirkond,2
2098,Operatsioonihaava,2
2099,stenokardiale,2
2100,herpesviirus,2
2101,silmahaigus,2
2102,reumaatilise,2
2103,õlas,2
2104,säärest,2
2105,dieetravi,2
2106,ainult,2
2107,vastu,2
2108,Südame,2
2109,korrigeeriv,2
2110,läbivaatus,2
2111,"34,5",2
2112,sisepindadel,2
2113,Ühepoolne,2
2114,sõrmeliigeste,2
2115,Täiskasvanu,2
2116,allergilisele,2
2117,Peanahk,2
2118,peanahk,2
2119,survest,2
2120,Kodutolmulestad,2
2121,varased,2
2122,kodutolmulestad,2
2123,luululised,2
2124,eluavaldusega,2
2125,Liiklus,2
2126,välises,2
2127,pöörlialune,2
2128,randmeliiges,2
2129,Luumurruplaatide,2
2130,[-tanu,2
2131,Tugevate,2
2132,sidekesta,2
2133,konjunktiivi,2
2134,abrasioon,2
2135,kõripealisepõletik,2
2136,Nimmeosas,2
2137,Psoriaasi,2
2138,jälgimisele,2
2139,pöia,2
2140,morfoloogiliselt,2
2141,Mantelrakk,2
2142,Varajane,2
2143,raskuaste,2
2144,kahepoolselt,2
2145,Küünarluukeha,2
2146,kukekannus,2
2147,Stenokardiasündroom,2
2148,Keisrilõike,2
2149,"Infusiooni-,",2
2150,raviinjektsiooni,2
2151,[-süste,2
2152,"infusiooni-,",2
2153,raviinjektsioonijärgsed,2
2154,DX,2
2155,D-vitamiini,2
2156,Lauservapõletik,2
2157,Ülemise,2
2158,temporaalse,2
2159,Varbaküüntel,2
2160,kõrgem,2
2161,grupp,2
2162,29.06. 2010,2
2163,basaalne,2
2164,õlad,2
2165,kaela-,2
2166,13.02. 2013,2
2167,Spiraali,2
2168,ülepingutuse,2
2169,survega,2
2170,Vajab,2
2171,"sisesekretsiooni-,",2
2172,toitumis-,2
2173,ainevahetushaigused,2
2174,tüübid,2
2175,Emakal,2
2176,muutustega,2
2177,arütmiad,2
2178,kätes,2
2179,Emakas,2
2180,Rindade,2
2181,ebaregulaarne,2
2182,aneemiaga,2
2183,kiirguvad,2
2184,tüübi,2
2185,jalgades,2
2186,Valdavalt,2
2187,laiguline,2
2188,Epilepsia,2
2189,langetõbi,2
2190,liiklusvälises,2
2191,jalakäija,2
2192,meningiit,2
2193,Unilateraalne,2
2194,kubemesong,2
2195,nahaabstsess,2
2196,koldeline,2
2197,anomaalia,2
2198,EP,2
2199,hoog,2
2200,lähianamneesis,2
2201,Maksa-kõhunäärmeampull,2
2202,steriliseerimine,2
2203,Põrutushaav,2
2204,kuklapiirkonnas,2
2205,raskes,2
2206,vililasestressiga,2
2207,frontaalsagaras,2
2208,MI,2
2209,Nimmestenoos,2
2210,lühikese,2
2211,vaheseina,2
2212,sirutajakõõluse,2
2213,vinnid,2
2214,Emakalimaskest,2
2215,Tolmulestad,2
2216,raskelt,2
2217,lokaliseeritav,2
2218,papilloom,2
2219,Lootel,2
2220,ET,2
2221,venitus,2
2222,siirdamine,2
2223,1998 .,2
2224,mittespetsiifiline,2
2225,haaratus,2
2226,Traumajärgne,2
2227,luululine,2
2228,psühhootiline,2
2229,liigesjätke,2
2230,katkemist,2
2231,peetumist,2
2232,Troofiline,2
2233,kuuldeaparaati,2
2234,kurgus,2
2235,Songa,2
2236,infraspinati,2
2237,põdenud,2
2238,1953,2
2239,poolne,2
2240,korrektsioon,2
2241,Abaluumurd,2
2242,12.11. 2013,2
2243,CT-uuringul,2
2244,17.10.14,2
2245,küünarnukk,2
2246,lisaks,2
2247,Remissiooni,2
2248,rinnaosas,2
2249,hüpertrihhoos,2
2250,Minimaalne,2
2251,põetud,2
2252,tali,2
2253,kesk,2
2254,ristluu-õndraluu,2
2255,resistentsus,2
2256,Endoproteesid,2
2257,ehk,2
2258,mutatsioon,2
2259,lisariski,2
2260,tervistumine,2
2261,kopsutuberkuloos,2
2262,manu,2
2263,alatalitlus,2
2264,ebastabiilsus,2
2265,õietolmudele,2
2266,seis,2
2267,Artriit,2
2268,34.39,2
2269,heintaimed,2
2270,teraviljad,2
2271,võilill,2
2272,mehaaniline,2
2273,rõngas,2
2274,Seos,2
2275,raskusastmega,2
2276,neerupealises,2
2277,Varjatud,2
2278,kuumustunne,2
2279,suus,2
2280,kaelalülide,2
2281,Mitraalklapp,2
2282,04.,2
2283,Õlavars,2
2284,Silinderjad,2
2285,Koldeline,2
2286,kõhuvalu,2
2287,Põsel,2
2288,teraviljade,2
2289,pingega,2
2290,püsiv,2
2291,defekt,2
2292,Süvenemine,2
2293,Kasvaja,2
2294,eritis,2
2295,hiline,2
2296,alkohoolne,2
2297,Nabaväädi,2
2298,Jalgadel,2
2299,Kaelaarterite,2
2300,vitamiin,2
2301,põlveproteesi,2
2302,kannal,2
2303,No,2
2304,Elektrilise,2
2305,hüpertooniatõvest,2
2306,27.01.15,2
2307,19.05.15,2
2308,Juustega,2
2309,kaetud,2
2310,Sapiteede,2
2311,9.11.2013,2
2312,Ägeda,2
2313,suvel,2
2314,12.01.16,2
2315,Aort,2
2316,kõigi,2
2317,12.2014,2
2318,kogu,2
2319,Harv,2
2320,Kristallilised,2
2321,klaaskehas,2
2322,Pindmiste,2
2323,artroos-,2
2324,vähese,2
2325,Ninaneelunohu,2
2326,järjekorras,2
2327,psoriaatilisele,2
2328,artriidile,2
2329,Episoodid,2
2330,ärritav,2
2331,toonilis-,2
2332,klooniline,2
2333,krambihoog,2
2334,08.2014,2
2335,katkestanud,2
2336,pikenenud,2
2337,Endoprotees,2
2338,Küünarvars,2
2339,VI-VIII,2
2340,Sisemised,2
2341,monitooringul,2
2342,õmblus,2
2343,vaheseinal,2
2344,Kaasasündinud,2
2345,POOL,2
2346,7.01.16,2
2347,kuulmekäigus,2
2348,somaatiliste,2
2349,01.2015,2
2350,funktsioonihäirega,2
2351,sõlmeline,2
2352,Kõhuõõne,2
2353,kõrvaloputus,2
2354,Hääldamispuue,2
2355,Kehakaalu,2
2356,Nägu,2
2357,retsidiividega,2
2358,sarvkesta-valgelaik,2
2359,pime,2
2360,bulla,2
2361,KLAPI,2
2362,PROTEES,2
2363,Kokkupõrkes,2
2364,koolis,2
2365,Nina,2
2366,neerunakkused,2
2367,tuharseis,2
2368,Pöidla,2
2369,Eelnevale,2
2370,keisrilõikele,2
2371,järgnev,2
2372,vaginaalne,2
2373,kaudu,2
2374,varustusala,2
2375,Perifeerse,2
2376,lõdva,2
2377,kehatüve,2
2378,metastaasidega,2
2379,Õlanuki,2
2380,kiildumise,2
2381,Alkohoolne,2
2382,sensomotoorse,2
2383,sügava,2
2384,septiline,2
2385,peaajuinfarkt,2
2386,arterid,2
2387,Neerukivi,2
2388,122,2
2389,kell,2
2390,Häbemeabstsess,2
2391,27.,2
2392,Kutsehaigus,2
2393,antibiootikumid,2
2394,lümfotsüütleukeemia,2
2395,valuga,2
2396,Paranenud,2
2397,24.11.10,2
2398,liigesekihnupõletik,2
2399,peaseis,2
2400,Küünarliigese,2
2401,Emakakehapolüüp,2
2402,randmes,2
2403,Mitraalstenoos,2
2404,1987.,2
2405,12.07.14,2
2406,Hukkunud,2
2407,eelnevalt,2
2408,juhul,2
2409,võrkeha,2
2410,labakäes,2
2411,neelamishäire,2
2412,päeva,2
2413,doos,2
2414,tsüsti,2
2415,Kõhuvalu,2
2416,Teadvusehäire,2
2417,inhibiitori,2
2418,tsüstadenoom,2
2419,temporaalsel,2
2420,randmeliigeses,2
2421,Südamepuudulikkus,2
2422,Hüpertooniatõbi,2
2423,11.0,2
2424,22.10.14,2
2425,kõrgustel,2
2426,müoomisõlm,2
2427,Ajusilla,2
2428,ravimid,2
2429,troofiline,2
2430,48t,2
2431,lamerakuline,2
2432,kompressiooni,2
2433,kooma,2
2434,nihkega,2
2435,testis,2
2436,operatsioonihaava,2
2437,Motoorne,2
2438,III-,2
2439,sõrmusrakuline,2
2440,Algkolle,2
2441,Kogu,2
2442,magu,2
2443,haarav,2
2444,mitteolulised,2
2445,verest,2
2446,tserebraalne,2
2447,Tilgakujuline,2
2448,jäsemetel,2
2449,kehal,2
2450,Jala,2
2451,Rögakülvis,2
2452,Kõhunäärmesaba,2
2453,enne,2
2454,Kooma,2
2455,25.03.15,2
2456,22.04.15,2
2457,selja,2
2458,verekülvis,2
2459,Liiteline,2
2460,Sümmeetriline,2
2461,liigesfunktsiooni,2
2462,Sapikivitõbi,2
2463,sapijuha,2
2464,skeleti,2
2465,oimusagaras,2
2466,vitamiini,2
2467,Tugeva,2
2468,heledarakuline,2
2469,neerurakk,2
2470,väikeses,2
2471,vaagnas,2
2472,ulatub,2
2473,juunist,2
2474,IC1-naha,2
2475,lihasvigastuseta,2
2476,Armiga,2
2477,10%,2
2478,tuumorile,2
2479,Esimese,2
2480,metakarpaal-,2
2481,01.10.15,2
2482,pingepeavalu,2
2483,algkolle,2
2484,lamatis,2
2485,Praegu,2
2486,tüvi,2
2487,mille,2
2488,Minimaalsed,2
2489,vatsakeste,2
2490,süsteemi,2
2491,olulisi,2
2492,stenoose,2
2493,14.10.15,2
2494,HULGITÜSISTUSTEGA,2
2495,224,2
2496,perifeersed,2
2497,saabudes,2
2498,-4,2
2499,haigused-,2
2500,enim,2
2501,hambutu,2
2502,246,2
2503,Mitmesed,2
2504,Retsidiiv,2
2505,kopsuarteri,2
2506,90%,2
2507,Alanevas,2
2508,perifeerse,2
2509,abstsess,2
2510,munasari,2
2511,milles,2
2512,kujunemisjärgus,2
2513,neeruabstsess,2
2514,20%,2
2515,geel,2
2516,hulgiskleroos,2
2517,09.02.16,2
2518,õnnestunud,2
2519,kõhukoopas,2
2520,Progresseeruv,2
2521,alt,2
2522,22.03.16,2
2523,Keemiaravist,2
2524,jalas,2
2525,traumajärgsed,2
2526,pikad,2
2527,luud,2
2528,Kõhuaordianeurüsmi,2
2529,aa,2
2530,küünevigastusega,2
2531,kriit,2
2532,hingamine,2
2533,35.11,2
2534,täpsustamisel,2
2535,Liikuv,2
2536,helerakk,2
2537,alaareng,2
2538,salv,2
2539,ajuaneurüsm,2
2540,sugu-,2
2541,armid,2
2542,varasem,2
2543,kompressioonmurruga,2
2544,vahel,2
2545,õietolmud,2
2546,Infektsioonijärgne,2
2547,juuli,2
2548,Adenoom,2
2549,manseti,2
2550,Emal,2
2551,munasarjavähk,2
2552,Perigee,2
2553,ülekoormus,2
2554,Siirdatud,2
2555,ajusisese,2
2556,sidekestakoti,2
2557,väärtundeline,2
2558,Õlavarrepõimiku,2
2559,pikkus,2
2560,tuberkuloosihaigega,2
2561,kõhukinnisus,2
2562,jätkuvalt,2
2563,valusündroom,2
2564,Patsient,2
2565,Lapsel,2
2566,X-liiteline,2
2567,pingeta,2
2568,Antikoagulantravi,2
2569,neurofüsioloogiliselt,2
2570,hingeldus,2
2571,õhupuudus,2
2572,Õlaliigese,2
2573,28,2
2574,plaanis,2
2575,Harva,2
2576,jälgida,2
2577,anamnees,2
2578,Teise,2
2579,kaelalüli,2
2580,optikuste,2
2581,11778,2
2582,voolus,2
2583,Vasakule,2
2584,infektsiooniga,2
2585,külmutamine,2
2586,Kliinilise,2
2587,kinnituseta,2
2588,terapeutiline,2
2589,efekt,2
2590,õmbluste,2
2591,VIII,2
2592,17.09.15,2
2593,Emakaarmi,2
2594,randmed,2
2595,Skolioosi,2
2596,veenilaiendid,2
2597,MC,2
2598,Manus,2
2599,511,2
2600,29.09.15,2
2601,Suurenenud,2
2602,lõtv,2
2603,kolmiknärvi,2
2604,lõtvus,2
2605,Rütmihäire,2
2606,Mõõdukalt,2
2607,Posttraumaatiline,2
2608,olev,2
2609,varase,2
2610,kaebustega,2
2611,allergiseeritus,2
2612,umbrohtudele,2
2613,väliskiiritus,2
2614,pidev,2
2615,peetunud,2
2616,peal,2
2617,pärasoole,2
2618,harva,2
2619,Tsentraalne,2
2620,ees,2
2621,Siinustahhükardia,2
2622,möödunud,2
2623,Õlaliigesed,2
2624,Gaasi,2
2625,lambda,2
2626,täielikult,2
2627,vaktsineerimine,2
2628,lateraalse,2
2629,41.6,2
2630,oss,2
2631,oimu,2
2632,es,2
2633,Lapseea,2
2634,talumatusega,2
2635,lapseea,2
2636,Kõrvalkilpnäärme,2
2637,test,2
2638,mõõdukalt,2
2639,tuberkuloosi,2
2640,käsivarrel,2
2641,47.47,2
2642,põletikulise,2
2643,Kiudsidekoe-lihasevalu,2
2644,liikumisfunktsiooni,2
2645,2003a,2
2646,Ganglion,2
2647,puudulikkusele,2
2648,Kerenahk,2
2649,soovil,2
2650,seisundid,2
2651,maksahaiguse,2
2652,rebendile,2
2653,kasutamise,2
2654,KAHTLUS,2
2655,säärelihaste,2
2656,jäseme,2
2657,kõndimise,2
2658,veritsusele,2
2659,adenoomi,2
2660,etioloogiaga,2
2661,viljakuse,2
2662,Abordi,2
2663,Operatsiooni,2
2664,1300,2
