,0,1
1451,helikobakter,3
1452,alanev,3
1453,mitteallergiline,3
1454,abstsess,3
1455,kompress,3
1456,geel,3
1457,hulgiskleroos,3
1458,konflikt,3
1459,kõhukoobas,3
1460,skoor,3
1461,patoloogiline,3
1462,minestus,3
1463,kõhuaordianeurüsm,3
1464,100311,3
1465,kulm,3
1466,hingamine,3
1467,kurtuma,3
1468,täpsustamine,3
1469,10.2014,3
1470,geneetiline,3
1471,infektsioonijärgne,3
1472,siirdama,3
1473,menopaus,3
1474,liikumishäire,3
1475,põlveliig,3
1476,õlavarrepõimik,3
1477,alalaug,3
1478,pidamatu,3
1479,füüsiline,3
1480,hukk,3
1481,plaan,3
1482,jälgima,3
1483,ülejuhe,3
1484,veenilaiend,3
1485,lõualiiges,3
1486,kaelapiirkond,3
1487,talumatus,3
1488,1991,3
1489,alakõht,3
1490,mittesuitsetaja,3
1491,lõug,3
1492,peetuma,3
1493,müoom,3
1494,taga,3
1495,pärasoo,3
1496,terminaalne,3
1497,viimane,3
1498,episoodiline,3
1499,kõrvalkilpnääre,3
1500,rinnavähk,3
1501,tuberkuloos,3
1502,ülaväli,3
1503,liikumisfunktsioon,3
1504,eeskapsel,3
1505,kinnisenurk,3
1506,glaukoom,3
1507,komplitseerima,3
1508,kusetee,3
1509,genitaalid,3
1510,kuulmekk,3
1511,pulm,3
1512,tagasein,3
1513,kontaktne,3
1514,õlavöö,3
1515,ventilaator,3
1516,tütar,3
1517,vanune,3
1518,silmakoopakude,3
1519,sidemerebend,3
1520,jalapiirkond,3
1521,sporaadiline,3
1522,õlapiirkond,3
1523,kvadrant,3
1524,tugema,3
1525,tihend,3
1526,tasakaaluhäire,3
1527,sensoormotoorne,3
1528,kõrvalest,3
1529,"2,5",3
1530,operatiivne,3
1531,rangluu,3
1532,1000,3
1533,rohi,3
1534,2016,3
1535,kõrgseis,3
1536,sarvkestadüstroofia,3
1537,lihasvalu,3
1538,hüpertroofiline,3
1539,soovitu,3
1540,lühiajaline,3
1541,ristikäärsool,3
1542,230215,3
1543,dislokatsioon,3
1544,CMV,3
1545,peaosa,3
1546,koormuma,3
1547,80,3
1548,naine,3
1549,keratiit,3
1550,peritoniit,3
1551,pleuravedelik,3
1552,091214,3
1553,major,3
1554,vereülekanne,3
1555,lootekest,3
1556,bioproteesimine,3
1557,50%,3
1558,puuduma,3
1559,promill,3
1560,põskkoobas,3
1561,200308,3
1562,180508,3
1563,aspiratsioonpneumoonia,3
1564,kestvus,3
1565,52,3
1566,1997.,3
1567,kiir,3
1568,pooleli,3
1569,kõrvaltoime,3
1570,70%,3
1571,maokeha,3
1572,300915,3
1573,perekondlik,3
1574,emakalihaskest,3
1575,tugirõngas,3
1576,"41,5",3
1577,ravimsõltuv,3
1578,strabism,3
1579,herilane,3
1580,mesilane,3
1581,47,3
1582,1991.,3
1583,lülisambamurd,3
1584,liit,3
1585,-6,3
1586,paastunu,3
1587,tömp,3
1588,sõiduautosõitja,3
1589,mootorsõidukiõnnetus,3
1590,sõidukiõnnetus,3
1591,viirushepatiit,2
1592,vegetatiivne,2
1593,tänav,2
1594,nimmelülimurd,2
1595,käitumine,2
1596,sättumus,2
1597,orienteeritus,2
1598,nõuandmine,2
1599,ebastabiilne,2
1600,klaaskeharuum,2
1601,rauaainevahetus,2
1602,ovulatsiooniaegne,2
1603,ühine,2
1604,neljas,2
1605,reieluukaela-murd,2
1606,angiin,2
1607,mööduv,2
1608,väärasend,2
1609,liigutushäire,2
1610,b-viirushepatiit,2
1611,agens,2
1612,arenguhäire,2
1613,kaasa,2
1614,hambumushäire,2
1615,viirus,2
1616,rauavaegusaneemia,2
1617,kere,2
1618,düspepsia,2
1619,"31,33",2
1620,"35,39",2
1621,"45,51",2
1622,"52,56",2
1623,"58,59",2
1624,"66,68",2
1625,-3,2
1626,näidustus,2
1627,sideke,2
1628,väsimus,2
1629,190614,2
1630,b-rühm,2
1631,sellesarnane,2
1632,kehapiirkond,2
1633,kombinatsioon,2
1634,intoksikatsioon,2
1635,põlvekeder,2
1636,basaalsegment,2
1637,kotjas,2
1638,insuliinisõltumatu,2
1639,steriilne,2
1640,vaagnapiirkond,2
1641,herpesviir,2
1642,silmahaigus,2
1643,organkahi,2
1644,immuniseerimine,2
1645,vastu,2
1646,naissuguelund,2
1647,läbivaatus,2
1648,"34,5",2
1649,sisepind,2
1650,ühepoolne,2
1651,podagra,2
1652,pöörlialune,2
1653,iga,2
1654,luumurruplaat,2
1655,deliirium,2
1656,tanu,2
1657,müeliit,2
1658,pael,2
1659,sidekest,2
1660,abrasioon,2
1661,aktiivsus,2
1662,kõripealisepõletik,2
1663,näonahk,2
1664,mantelrakk,2
1665,raskuaste,2
1666,küünarluukeha,2
1667,kukekann,2
1668,stenokardiasündroom,2
1669,raviinjektsioon,2
1670,süst,2
1671,raviinjektsioonijärgne,2
1672,DX,2
1673,D-vitamiin,2
1674,autonoomne,2
1675,allergeen,2
1676,29.06.2010,2
1677,basaalne,2
1678,menstruatsioonitsükkel,2
1679,13.02.2013,2
1680,lõhnaaine,2
1681,ülepingutus,2
1682,hemolüütiline,2
1683,sisesekretsioon,2
1684,toitumis,2
1685,kiirguma,2
1686,motoneuron,2
1687,näopiirkond,2
1688,laiguline,2
1689,langetõbi,2
1690,jalakäija,2
1691,streptokokk,2
1692,meningiit,2
1693,unilateraalne,2
1694,kubemesong,2
1695,nahaabstsess,2
1696,maksa-kõhunäärmeampull,2
1697,söövitusjärgne,2
1698,puusaprotees,2
1699,põrutushaav,2
1700,kuklapiirkond,2
1701,frontaalsagar,2
1702,täpne,2
1703,metastaatiline,2
1704,MI,2
1705,nimmestenoos,2
1706,seedeelund,2
1707,mediaalmenisk,2
1708,sirutajakõõlus,2
1709,vinn,2
1710,emakalimaskest,2
1711,laialivalguv,2
1712,näopool,2
1713,oraalne,2
1714,venitus,2
1715,emakaõõs,2
1716,mikroadenoom,2
1717,sidekoehaigus,2
1718,haaratud,2
1719,liigesjätk,2
1720,alaosa,2
1721,infraspinat,2
1722,1953,2
1723,poolne,2
1724,korrektsioon,2
1725,abaluumurd,2
1726,12.11.2013,2
1727,puju,2
1728,CT-uuring,2
1729,171014,2
1730,hüpertrihhoos,2
1731,nimmekanal,2
1732,tali,2
1733,resistentsus,2
1734,ehk,2
1735,rakklümfoom,2
1736,tervistumine,2
1737,manu,2
1738,alatalitlus,2
1739,ebastabiilsus,2
1740,seis,2
1741,polümorfne,2
1742,34.39,2
1743,võilill,2
1744,kuumustunne,2
1745,04.,2
1746,rinnak,2
1747,suurune,2
1748,latentne,2
1749,dehüdratatsioon,2
1750,eritis,2
1751,kaelaarter,2
1752,põlveprotees,2
1753,haigla,2
1754,no,2
1755,270115,2
1756,190515,2
1757,kaema,2
1758,9.11.2013,2
1759,suvi,2
1760,120116,2
1761,12.2014,2
1762,hooldus,2
1763,kristalliline,2
1764,järjekord,2
1765,toonilis,2
1766,klooniline,2
1767,08.2014,2
1768,katkestama,2
1769,pikenema,2
1770,monitooring,2
1771,vähem,2
1772,väheväljendunu,2
1773,70116,2
1774,kuulmekäik,2
1775,01.2015,2
1776,funktsioonihäire,2
1777,kõrvaloputus,2
1778,hääldamispuue,2
1779,kehakaal,2
1780,valulik,2
1781,sarvkesta-valgelaik,2
1782,pime,2
1783,bulla,2
1784,Nina,2
1785,neerunakkus,2
1786,mürgistuma,2
1787,järgnema,2
1788,vaginaalne,2
1789,kaudu,2
1790,otsmikusagar,2
1791,neuroborrelioos,2
1792,õlanukk,2
1793,kiildumine,2
1794,sügav,2
1795,122,2
1796,tüüpiline,2
1797,häbemeabstsess,2
1798,häbememokk,2
1799,27.,2
1800,emakasisene,2
1801,lümfotsüütleukeemia,2
1802,kõhulahtisus,2
1803,väljalang,2
1804,241110,2
1805,liigesekihnupõletik,2
1806,peane,2
1807,emakakehapolüüp,2
1808,mitraalstenoos,2
1809,1987.,2
1810,16.,2
1811,120714,2
1812,võrkeha,2
1813,dünaamiline,2
1814,teadvusehäire,2
1815,ühissapijuha,2
1816,inhibiitor,2
1817,tsüstadenoom,2
1818,11.0,2
1819,221014,2
1820,lamerakuline,2
1821,sirglihane,2
1822,verene,2
1823,vaskpoolne,2
1824,tserebraalne,2
1825,tilgakujuline,2
1826,kusejuha,2
1827,ninakaabe,2
1828,kõhunäärmesaba,2
1829,portaalhüpertensioon,2
1830,enne,2
1831,nahakahjustus,2
1832,250315,2
1833,toksiin,2
1834,220415,2
1835,kõhusein,2
1836,radiaaltunnel,2
1837,lokalisatsioon,2
1838,sümmeetriline,2
1839,sapikivitõbi,2
1840,sapijuha,2
1841,jõuetu,2
1842,oimusagar,2
1843,sealhulgas,2
1844,heledarakuline,2
1845,neerurakk,2
1846,aine,2
1847,IC1-nahk,2
1848,lihasvigastus,2
1849,10%,2
1850,metakarpaal,2
1851,nimmelüli,2
1852,011015,2
1853,alla,2
1854,tüvi,2
1855,süsteem,2
1856,hüpertooniline,2
1857,141015,2
1858,hulgitüsistus,2
1859,224,2
1860,tsentraalvesi,2
1861,-4,2
1862,infusioonravi,2
1863,enim,2
1864,ige,2
1865,hambutu,2
1866,246,2
1867,mitmene,2
1868,90%,2
1869,öine,2
1870,piirpahaloomuline,2
1871,kujunemisjärk,2
1872,neeruabstsess,2
1873,20%,2
1874,090216,2
1875,tinnitus,2
1876,õnnestuma,2
1877,luumurd,2
1878,alt,2
1879,220316,2
1880,kolmandik,2
1881,selgroog,2
1882,aa,2
1883,toksoplasmoos,2
1884,kriit,2
1885,käik,2
1886,35.11,2
1887,ninahingamine,2
1888,liikuma,2
1889,helerakk,2
1890,vaimne,2
1891,alaareng,2
1892,salv,2
1893,probleem,2
1894,ajuaneurüsm,2
1895,sugu,2
1896,vahe,2
1897,tromb,2
1898,borrelioos,2
1899,vastama,2
1900,rotaator,2
1901,mansett,2
1902,sein,2
1903,munasarjavähk,2
1904,perigee,2
1905,ajusisene,2
1906,sidekestakott,2
1907,langus,2
1908,väärtundeline,2
1909,reievalu,2
1910,pikkus,2
1911,tuberkuloosihaige,2
1912,jätkuv,2
1913,X-liiteline,2
1914,lööve,2
1915,neurofüsioloogiline,2
1916,hingeldus,2
1917,õhupuudus,2
1918,28,2
1919,optikuks,2
1920,11778,2
1921,menstruatsioonijärgne,2
1922,vool,2
1923,sugurakk,2
1924,külmutamine,2
1925,pisarpunkt,2
1926,kannakõõlus,2
1927,kinnitus,2
1928,terapeutiline,2
1929,efekt,2
1930,170915,2
1931,emakaarm,2
1932,MC,2
1933,511,2
1934,290915,2
1935,suurenema,2
1936,lõtvuma,2
1937,gluteen,2
1938,posttraumaatiline,2
1939,hälve,2
1940,autoimmuunprotsess,2
1941,allergiseeritu,2
1942,umbrohi,2
1943,väliskiiritus,2
1944,liigeshaigus,2
1945,õhupuudustunne,2
1946,ees,2
1947,lennuk,2
1948,kuklanärv,2
1949,lambda,2
1950,vaktsineerimine,2
1951,ravimlööv,2
1952,41.6,2
1953,oim,2
1954,randmepiirkond,2
1955,es,2
1956,ägenema,2
1957,47.47,2
1958,kiudsidekoe-lihasevalu,2
1959,ganglion,2
1960,kerenahk,2
1961,oma,2
1962,säärelihas,2
1963,viljakus,2
1964,1300,2
1965,apogee,2
1966,keskosa,2
1967,muut,2
1968,köhavariant,2
1969,praktiline,2
1970,partner,2
1971,mõni,2
1972,järelseisund,2
1973,segavorm,2
1974,algstaadium,2
1975,kurgumandel,2
1976,kask,2
1977,lepp,2
1978,100912,2
1979,35.,2
1980,õndraluumurd,2
1981,hoovaba,2
1982,see,2
1983,taastamine,2
1984,toitma,2
1985,02.2015,2
1986,naha-alune,2
1987,respiratoorne,2
1988,laperdusarütmia,2
1989,eelkõige,2
1990,tsükliväline,2
1991,refluks,2
1992,kaelalihas,2
1993,tonsill,2
1994,süstoolne,2
1995,201010,2
1996,hernetera,2
1997,ninaesik,2
1998,36.89,2
1999,südameveresoonkond,2
2000,stomatiit,2
2001,iiveldus,2
2002,südamerütmihäire,2
2003,110615,2
2004,nohu,2
2005,fikseerima,2
2006,infektsioonhaigus,2
2007,termin,2
2008,üsasisene,2
2009,kompressioonimurd,2
2010,intervall,2
2011,määrimine,2
2012,igapäevane,2
2013,rinnanääre,2
2014,koormusastma,2
2015,kõrgvererõhutõbi,2
2016,reieluukael,2
2017,mitu,2
2018,"39,1",2
2019,asümmeetria,2
2020,08.2007,2
2021,serv,2
2022,32.54,2
2023,850,2
2024,viiruslik,2
2025,kahtlane,2
2026,domineerima,2
2027,tulemus,2
2028,jääma,2
2029,külm,2
2030,08.,2
2031,väärtalitlus,2
2032,deformsus,2
2033,suurrakklümfoom,2
2034,kujunema,2
2035,soovitama,2
2036,suhkrutõbi,2
2037,hingamispuudulikkus,2
2038,170910,2
2039,liigesdeformatsioon,2
2040,kutseastma,2
2041,munandimanus,2
2042,seljasirgestaja,2
2043,oder,2
2044,krüsanteem,2
2045,tööastma,2
2046,dekoltee,2
2047,tehisjäse,2
2048,projektsioon,2
2049,rasvpadjandipõletik,2
2050,kodutolm,2
2051,lõikuma,2
2052,alfa-1,2
2053,alleel,2
2054,lisariskifaktor,2
2055,kutsealane,2
2056,labakäeliiges,2
2057,halvatus,2
2058,põis,2
2059,ling,2
2060,alakõhuvalu,2
2061,liigkarvasus,2
2062,väsimussündroom,2
2063,jalalaba,2
2064,infantiilne,2
2065,moment,2
2066,rindkerevalu,2
2067,kokku,2
2068,2500,2
2069,pikem,2
2070,kõhukelm,2
2071,121,2
2072,leke,2
2073,kateeter,2
2074,051114,2
2075,rebenema,2
2076,hemodialüüs,2
2077,peensool,2
2078,läbikasv,2
2079,leptospiroos,2
2080,süva,2
2081,elustamisjärgne,2
2082,hingamis,2
2083,poolnägevus,2
2084,erinimeline,2
2085,samanimeline,2
2086,epiduraalanalgeesia,2
2087,vereloom,2
2088,tüvirakk,2
2089,sarvkestaturse,2
2090,steroiddiabeet,2
2091,sapp,2
2092,monoparees,2
2093,lülilahustus,2
2094,65,2
2095,1988,2
2096,ebatäiuslik,2
2097,luuteke,2
2098,hematoloogiline,2
2099,hülgamine,2
2100,gripp,2
2101,etanool,2
2102,marrastus,2
2103,kiiritus,2
2104,kuuld,2
2105,etapp,2
2106,duodeniit,2
2107,leukopeenia,2
2108,200914,2
2109,tummneer,2
2110,moodustis,2
2111,1982,2
2112,1985,2
2113,sisene,2
2114,organiseeruma,2
2115,"2,48",2
2116,halvenemine,2
2117,433,2
2118,kognitiivne,2
2119,tsement,2
2120,foolhape,2
2121,130415,2
2122,64,2
2123,perioodiline,2
2124,kontrastaine,2
2125,asenduma,2
2126,kanüül,2
2127,joon,2
2128,posthemorraagiline,2
2129,ülekandlus,2
2130,lipoom,2
2131,1990.,2
2132,südamepool,2
2133,43.7,2
2134,haavakülv,2
2135,alguskoht,2
2136,kuse-suguelund,2
2137,45%,2
2138,500,2
2139,Lima,2
2140,paigaldama,2
2141,rõhk,2
2142,"37,1",2
2143,70,2
2144,281015,2
2145,49,2
2146,mononeuropaatia,2
2147,tühi,2
2148,baasfrekvents,2
2149,prostata,2
2150,aordi-ja,2
2151,resetseerima,2
2152,57,2
2153,"1,2",2
2154,proteesimine,2
2155,sadulemakas,2
2156,maovähk,2
2157,090316,2
2158,lastetu,2
2159,63,2
2160,301210,2
2161,121211,2
2162,53,2
2163,vererohke,2
2164,dokumenteerima,2
2165,murrujärgne,2
2166,lühenema,2
2167,kontrasteeruma,2
2168,lisavari,2
2169,ümarkoll,2
2170,ärritusdermatiit,2
2171,relatiivne,2
2172,valulikkus,2
2173,-2008,2
2174,"48,8",2
2175,tolm,2
2176,väljapesu,2
2177,alahuul,2
2178,doonorlus,2
2179,ületarvitamine,2
2180,loetu,2
2181,tervistuma,2
2182,00,2
2183,maht,2
2184,vähenemine,2
2185,tekkepõhjus,2
2186,ülaselg,2
2187,"35,7",2
2188,020614,2
2189,jääkuriin,2
2190,hästi,2
2191,lõppstaadium,2
2192,rohttaim,2
2193,sääreosa,2
2194,mittemassiivne,2
2195,020109,2
2196,peatüvi,2
2197,segmendiarter,2
2198,kutsetolmustus,2
2199,5.02.2014,2
2200,viljatu,2
2201,ulatus,2
2202,vitamiinind,2
2203,kutsetöö,2
2204,olu,2
2205,04.2015,2
2206,koljupõhimik,2
2207,pehmekelmealune,2
2208,mõjustama,2
2209,koljuauk,2
2210,nahamarrastus,2
2211,sõiduautoõnnetus,2
2212,maastik,2
2213,teeväline,2
2214,riist,2
2215,materjal,2
2216,vingugaas,2
2217,väljaspool,2
2218,ratsu,2
2219,ratsanik,2
2220,loomveok,2
2221,maha,2
2222,viskama,2
2223,jooma,2
2224,sisaldama,2
2225,trollisõitja,2
2226,mandlipõletik,1
2227,harilik,1
2228,tüügas,1
2229,ninaverejooks,1
2230,näärmeline,1
2231,isiksus,1
2232,vesivedelik,1
2233,tärk,1
2234,kain,1
2235,herpesviiruslik,1
2236,pingutusstenokardia,1
2237,veresugulane,1
2238,oimuluu-alalõug,1
2239,sapisoonekartsinoom,1
2240,inimene,1
2241,immuunpuudulikkus,1
2242,mikroalbum,1
2243,verekaotusjärgne,1
2244,agorafoobia,1
2245,streptokokitekkene,1
2246,hammaskaar,1
2247,alaklass,1
2248,kunstlik,1
2249,paigaldamine,1
2250,sõelluurakkude-põletik,1
2251,ehmatus,1
2252,300615,1
2253,multifokaalne,1
2254,nakkuma,1
2255,04.2010,1
2256,pigment,1
2257,ettevaatusabinõu,1
2258,ebapiisavus,1
2259,kesk-euroopa,1
2260,autoimmuunhepatiit,1
2261,põletikujärgne,1
2262,häbemeluumurd,1
2263,liigesekõhr,1
2264,viirusnakkus,1
2265,12.03.2013,1
2266,kõhre-roid,1
2267,ühendus,1
2268,suulaemandel,1
2269,märkima,1
2270,PAP-ravi,1
2271,vajadus,1
2272,tüüfuse-paratüüfus,1
2273,mittetäis,1
2274,habe,1
2275,valge,1
2276,kittel,1
2277,"1996,1997",1
2278,tungima,1
2279,14.01.2015,1
2280,1995.,1
2281,geeniuuring,1
2282,01032012,1
2283,80115,1
2284,31082015,1
2285,iirisprotees,1
2286,mesilasmürk,1
2287,rasunääre,1
2288,Tartus-23,1
2289,võtma,1
2290,08.09.2013,1
2291,soolestik,1
2292,närvikude,1
2293,131009,1
2294,tablett,1
2295,määrama,1
2296,unerohi,1
2297,nivoo,1
2298,õhusõidukiõnnetus,1
2299,langevarjur,1
2300,võõrutusseisund,1
2301,lümfoid,1
2302,vereloomekude,1
2303,maovigastus,1
2304,õõs,1
2305,avav,1
2306,niude-säär,1
2307,asümmeetriline,1
2308,larüngiit,1
2309,krupp,1
2310,02.2013,1
2311,kliinilis-radioloogiline,1
2312,kliima,1
2313,vatsakestevahesein,1
2314,turvatöötaja,1
2315,tervisetõend,1
2316,22102014,1
2317,06.,1
2318,lõik,1
2319,torkevigastus,1
2320,ablasioon,1
2321,antikehapuudulikkus,1
2322,menstruatsioonieelne,1
2323,pingesündroom,1
2324,hormonaalne,1
2325,kontratseptiivne,1
2326,järelvalve,1
2327,ordineerimine,1
2328,07.11.2013,1
2329,21.05.2015,1
2330,neeruhaigus,1
2331,ülahuul,1
2332,1978,1
2333,paneel,1
2334,ILE-järgne,1
2335,rakuline,1
2336,mao-peensoo,1
2337,200115,1
2338,sammaspool,1
2339,130614,1
2340,suulaelõhestus,1
2341,hundikurk,1
2342,lõhestuma,1
2343,suulaenibu,1
2344,kuumahoog,1
2345,06.06.2012,1
2346,globaalne,1
2347,amneesia,1
2348,"2011,2013",1
2349,-1991,1
2350,uinumisraskus,1
2351,korratu,1
2352,uneaeg,1
2353,insuliinisõltuv,1
2354,-2013,1
2355,metall,1
2356,sündrood,1
2357,munajuhapõletik,1
2358,kiilluu-urkepõletik,1
2359,mittealkohoolne,1
2360,rakutüüp,1
2361,limiteerima,1
2362,tsentromeer,1
2363,antikeha,1
2364,viis,1
2365,multisüsteemne,1
2366,ajukelme,1
2367,"1992,2000",1
2368,ristluumurd,1
2369,geenimutatsioon,1
2370,15%,1
2371,vereloomeelund,1
2372,teatama,1
2373,190216,1
2374,veneeriline,1
2375,kõverus,1
2376,13.01.2014,1
2377,"0,23",1
2378,juhuleid,1
2379,munasarjatsüst,1
2380,elukohajärgne,1
2381,I-aste,1
2382,spasm,1
2383,akne,1
2384,lingulõikus,1
2385,laadne,1
2386,02.01.2014,1
2387,kiiritusjärgne,1
2388,-34,1
2389,lennureis,1
2390,19.11.2010,1
2391,20012010,1
2392,nimmelihas,1
2393,domineeriv,1
2394,lahenemine,1
2395,niiske,1
2396,080307,1
2397,18.08.2015,1
2398,sigma,1
2399,seonduma,1
2400,jäigastama,1
2401,ninaots,1
2402,"39,21",1
2403,33.38,1
2404,liitium,1
2405,sotsiaalne,1
2406,adapteeruma,1
2407,naissugu,1
2408,transseksuaal,1
2409,VI,1
2410,paksend,1
2411,C-viirushepatiit,1
2412,16.12.2014,1
2413,p-2005,1
2414,-2010,1
2415,jämesoolevähk,1
2416,44.18,1
2417,T-rakklümfoom,1
2418,C-viirus,1
2419,100815,1
2420,lagunemine,1
2421,multiresistentne,1
2422,haigusvorm,1
2423,makroadenoom,1
2424,hormoon,1
2425,haavaniit,1
2426,"11,1%",1
2427,hingamisfunktsioonihäire,1
2428,ülepingutussündroom,1
2429,36.9,1
2430,kõrvalkilpnäärmeadenoom,1
2431,hõõre,1
2432,radiaalnärv,1
2433,180515,1
2434,vapustus,1
2435,23.11.2010,1
2436,F-sagar,1
2437,puhitus,1
2438,350,1
2439,lokaliseeruma,1
2440,timut,1
2441,-28082015,1
2442,häälekõri,1
2443,tasand,1
2444,infiltratsioon,1
2445,luuüdi,1
2446,eakohane,1
2447,tunnetuskahjustus,1
2448,punalible,1
2449,settekiirus,1
2450,kaaskülgne,1
2451,kollateraalne,1
2452,07.2012,1
2453,nefriidisündroom,1
2454,04.2013,1
2455,mikroobne,1
2456,põletikuvaba,1
2457,lisasagar,1
2458,"-2,5",1
2459,030315,1
2460,060315,1
2461,lahkumine,1
2462,madaltangsünnitus,1
2463,väljapääsutangid,1
2464,kandidoos,1
2465,hooti,1
2466,1.12.2012,1
2467,sulgemine,1
2468,näht,1
2469,pagema,1
2470,04.12.2015,1
2471,poolrigiidne,1
2472,090115,1
2473,semi,1
2474,tekk,1
2475,1994.,1
2476,280313,1
2477,22.02.2012,1
2478,"1986,1987",1
2479,puusanahk,1
2480,haudumus,1
2481,"13,11",1
2482,31.81,1
2483,tupepõletik,1
2484,270313,1
2485,andmed,1
2486,"5,1",1
2487,punkteerima,1
2488,komplikatsioon,1
2489,ebapiisav,1
2490,haigusjuht,1
2491,09.2010,1
2492,05.2011,1
2493,ristivõlv,1
2494,lamenemine,1
2495,haigustunnus,1
2496,väät,1
2497,insuliinresistentsus,1
2498,juhtivus,1
2499,ninavahesein,1
2500,pleegiline,1
2501,02.08.2013,1
2502,kuts,1
2503,jämesool,1
2504,"39,4",1
2505,lokaliseerunu,1
2506,tagasivooluhaigus,1
2507,rasedusaeg,1
2508,herpesviirushaigus,1
2509,südameoperatsioon,1
2510,keskpöid,1
2511,juba,1
2512,liige,1
2513,125,1
2514,kõneliigestumatu,1
2515,tolmune,1
2516,töökeskkond,1
2517,20.05.2013,1
2518,201,1
2519,"40,0",1
2520,100314,1
2521,söögiisu,1
2522,kulgema,1
2523,sagenema,1
2524,urineerimine,1
2525,soonkestadüstroofia,1
2526,nõrknägevus,1
2527,35.49,1
2528,siinusdegeneratsioon,1
2529,uinuti,1
2530,üledoseerimine,1
2531,käärsoolepõletik,1
2532,kusejuhakivi,1
2533,251110,1
2534,divergentne,1
2535,väljakäänduv,1
2536,170310,1
2537,23.04.2010,1
2538,&,1
2539,ega,1
2540,210812,1
2541,kulg-ägenemine,1
2542,põimik,1
2543,anomaalne,1
2544,ajutüveinfarkt,1
2545,700,1
2546,südameõõs,1
2547,veresoonkond,1
2548,11.06,1
2549,vaagnapp,1
2550,alkoholtsirroos,1
2551,ärritussündroom,1
2552,imendumishäire,1
2553,andma,1
2554,91210,1
2555,kopsuvorm,1
2556,pai,1
2557,suhkruhaigus,1
2558,"1,3",1
2559,võrkkest,1
2560,051213,1
2561,spiraalne,1
2562,lihtmurd,1
2563,nahavigastus,1
2564,19.,1
2565,hüdronefroos,1
2566,alk,1
2567,ajuvatsake,1
2568,-8,1
2569,vereringetüsistus,1
2570,170314,1
2571,V-IV,1
2572,emaka-tupp,1
2573,ajurtera,1
2574,vöötohatis,1
2575,medikamentosa,1
2576,ajaline,1
2577,081209,1
2578,niudeluumurd,1
2579,170614,1
2580,torkehaav,1
2581,sissetunginu,1
2582,hilinema,1
2583,ülemäärane,1
2584,pindluu,1
2585,nägemisnärv,1
2586,neuromüeliit,1
2587,soolesulgus,1
2588,280914,1
2589,skisofreenia,1
2590,39.1,1
2591,rangluu-õlanukk,1
2592,psühhoos,1
2593,järelravi,1
2594,Montreal,1
2595,anaeroobitekkene,1
2596,mitteinvasiivne,1
2597,laiside,1
2598,psühhosündroom,1
2599,DRESS-sündroom,1
2600,dress,1
2601,El,1
2602,pakkaasta,1
2603,patogeen,1
2604,121114,1
2605,kaelaveresoon,1
2606,välja,1
2607,külvama,1
2608,ajupoolkera,1
2609,181214,1
2610,liigesvalu,1
2611,17.11,1
2612,130115,1
2613,081214,1
2614,silmatüsistus,1
2615,050115,1
2616,vulva,1
2617,reiesong,1
2618,granuloosarakuline,1
2619,piiratud,1
2620,plastikosa,1
2621,kulumine,1
2622,eesvahesein,1
2623,100215,1
2624,220115,1
2625,müokardiidijärgne,1
2626,200215,1
2627,210115,1
2628,sapikoolik,1
2629,funk,1
2630,ist,1
2631,neuroleptikum,1
2632,290315,1
2633,puhas,1
2634,Q-sakk,1
2635,426,1
2636,alguspäev,1
2637,köögiviljakoorija,1
2638,punktsioonijärgne,1
2639,I-IV,1
2640,element,1
2641,150515,1
2642,peensooleiileus,1
2643,CCP-antikeha,1
2644,nakkuslik,1
2645,endokardiit,1
2646,rinnakartsinoom,1
2647,peaajuarter,1
2648,sapikülv,1
2649,kopsu-ja,1
2650,sündima,1
2651,kaelanahk,1
2652,liigesjätke,1
2653,lukustus,1
2654,1960.,1
2655,lamerakk,1
2656,310715,1
2657,kubemekanal,1
2658,kampol,1
2659,sisaldav,1
2660,fotoallergiline,1
2661,päikesekaitsekreem,1
2662,sissekasv,1
2663,magistraalsoon,1
2664,eile,1
2665,süljekivi,1
2666,täna,1
2667,lõikuspiirkond,1
2668,samba,1
2669,liigesefunktsioonihäire,1
2670,noroviirus,1
2671,positsioonisündroom,1
2672,ristluupiirkond,1
2673,sama,1
2674,SI-liidus,1
2675,lülikaar,1
2676,pall,1
2677,kanal,1
2678,hormoonkreem,1
2679,enterokokk,1
2680,040915,1
2681,koordineerimatu,1
2682,kokkutõmme,1
2683,141,1
2684,fototoksiline,1
2685,antigeen,1
2686,kopsupai,1
2687,ajuturse,1
2688,II-VI,1
2689,ravivastus,1
2690,käteekseem,1
2691,kateeteriga,1
2692,väljutusjõuidu,1
2693,kiirabi,1
2694,"1,1",1
2695,sõrmusrakk,1
2696,insuldirisk,1
2697,17.,1
2698,290314,1
2699,311215150,1
2700,haavandilaadne,1
2701,maolävis,1
2702,veenitüsistus,1
2703,peabronh,1
2704,vegetatsioon,1
2705,muljumine,1
2706,vaakumekstraktsioon,1
2707,diferentseeruma,1
2708,B-rakuline,1
2709,opiaeg,1
2710,hüpersensitiivne,1
2711,konservatiivne,1
2712,270,1
2713,130216,1
2714,immuunfenotüüp,1
2715,indeks,1
2716,hobukastan,1
2717,tinktuur,1
2718,internukleaarne,1
2719,mandlirest,1
2720,pärakusong,1
2721,lähtuma,1
2722,diureetikum,1
2723,meessugu,1
2724,180216,1
2725,332,1
2726,60615,1
2727,karbik,1
2728,180915,1
