,0,1,2
557,Emakakaela konisatsioonijärgne veritsus,N00-N99,2
558,"Söövitusjärgne, stenditud",K00-K93,2
559,Vasaku puusaproteesi loksumine,S00-T98,2
560,Vasak käsi,None,2
561,Lühikese soole sündroom,K00-K93,2
562,Carcinoma papillare,C00-D48,2
563,"Polüneuropaatia, retinopaatia",E00-E90,2
564,Sekundaarselt progresseeruv vorm,G00-G99,2
565,Kivi spontaanselt väljunud,K00-K93,2
566,Cysta dermoides ovarii dextri,C00-D48,2
567,Adenocarcinoma  prostatae,C00-D48,2
568,Fikseerunud tahhüfrekventne virvendus,I00-I99,2
569,Müelodüsplastiline sündroom,C00-D48,2
570,"Persisteeruv, siinusrütm taastunud medikamentoosselt",I00-I99,2
571,Supraventrikulaarne ekstrasüstoolia,I00-I99,2
572,"Raskes astmes
raskes astmes",G00-G99,2
573,Failed back sündroom,R00-R99,2
574,Parem jalg,I00-I99,2
575,Parem puusaliiges,M00-M99,2
576,Segatüüpi keskmises astmes,G00-G99,2
577,. Spinaalstenoos nimmeosas.,M00-M99,2
578,Paremal frontaalsagaras,I00-I99,2
579,Täpne tekkeaeg teadmata,I00-I99,2
580,Emakakaela prolaps,N00-N99,2
581,/ Parkinson-plus sündroom,G00-G99,2
582,"Pahaloomuline kasvaja
neuroendokriinne vähk",C00-D48,2
583,Meditsiiniline abort:,O00-O99,2
584,"Ristluumurd, kinnine",None,2
585,Taastatud siinusrütm elektrilise kardioversiooniga,I00-I99,2
586,"Nefropaatia, retinopaatia, neuropaatia",E00-E90,2
587,Mõlemad labajalad,S00-T98,2
588,Täpsustamata seedeelund,C00-D48,2
589,Vasaku õlaliigese artroos,M00-M99,2
590,Myoma uteri multiplex,C00-D48,2
591,Krooniline migreen.,G00-G99,2
592,. Vaagnapiirkond ja reis,None,2
593,Vasak silm,H00-H59,2
594,"Kerge, intermiteeruv",J00-J99,2
595,Reieluu hulgimurrud -vasak.,S00-T98,2
596,. Atoopiline dermatiit?,L00-L99,2
597,Vasak küünarliiges,M00-M99,2
598,Lentigo maligna melanoma,C00-D48,2
599,Allergiline vulviit?,N00-N99,2
600,"Parem õlg
parem õlg",M00-M99,2
601,Eczema manuum,L00-L99,2
602,Hernia cicatricis,K00-K93,2
603,Paremas kõrvas,H60-H95,2
604,"Parema kopsu kesksagaras, paranemisfaasis",J00-J99,2
605,- vestibulopaatia,H60-H95,2
606,Paremal pontotserebellaarpiirkonnas.,C00-D48,2
607,"Paremal alasagaras, paranenud",J00-J99,2
608,Ülalaugude konj. papillaarsus,H00-H59,2
609,Morgagni tüüpi seniilkatarakt osin,H00-H59,2
610,Muud vinnid; täiskasvanute akne,L00-L99,2
611,- vasak hüppeliiges.,M00-M99,2
612,"Tolmulestad,varaõitsevate puude õietolm",J00-J99,2
613,Analüüsis candida,A00-B99,2
614,Dieet+ metformiinravi,O00-O99,2
615,Missed abortion,O00-O99,2
616,Allergia suhtes,Z00-Z99,2
617,- linea alba,K00-K93,2
618,Vasaku õlaliigese protees,Z00-Z99,2
619,Lingulõikuse järgselt,Z00-Z99,2
620,Lichen planus laadne keratoos,L00-L99,2
621,Intraduktaalne papilloom paremal,C00-D48,2
622,Atüüpilise kuluga,K00-K93,2
623,Vasem näopool,Q00-Q99,2
624,Vasaku ureeteri konkrement,N00-N99,2
625,Ja subseroosne,C00-D48,2
626,Mõõduka raskusega,G00-G99,2
627,Lichen sclerosus,N00-N99,2
628,"Raskekujuline, aCPAP ravi testimine",G00-G99,2
629,Täpsustamata valu,R00-R99,2
630,Radikulopaatia cervicalis,M00-M99,2
631,"Keskmine raskus, raviga kompenseeritud.",J00-J99,2
632,"Paremal perf, tümpanoplastikajärgne kõrv",H60-H95,2
633,Sekundaarne pulmonaarhüpertensioon,I00-I99,2
634,Ja kaelavalu.,H60-H95,2
635,TÄpsustamata p_hjusega,L00-L99,2
636,"Pernitsioosne aneemia
Pernitsioosne aneemia",D50-D89,2
637,Emakaõõnt deformeeriv,C00-D48,2
638,"Vasak põlv
vasak põlv",Z00-Z99,2
639,Mikroadenoomi kahtlus,E00-E90,2
640,Intradermaalsed neevused,C00-D48,2
641,Paremal õlal,M00-M99,2
642,Kiiritusjärgne pneumoskleroos,J00-J99,2
643,Mõõdukas obstruktsioon,J00-J99,2
644,Extrasystolia supraventricularis,O00-O99,2
645,Süsteemse sidekoehaiguse suhtes,Z00-Z99,2
646,. Kahtlus.,G00-G99,2
647,"Kahepoolne, paremal enam",G00-G99,2
648,Emakakaela düsplaasia ja konisatsioon,Z00-Z99,2
649,Erütematoosne staadium,L00-L99,2
650,Lennureisiga seotud peavalu.,G00-G99,2
651,"Bilateraalne, vasakul>paremal",G00-G99,2
652,Keskmine aPAP-ravi testimine,G00-G99,2
653,Laparotoomiahaava dehistsents,Z00-Z99,2
654,Tülootiline ekseem? ?,L00-L99,2
655,Vasakus põlves,M00-M99,2
656,. Mittediferentseerunud artriit.,M00-M99,2
657,Raviga kompenseeritud,J00-J99,2
658,Kuiv silm,H00-H59,2
659,Peanaha ja küünte haaratus,L00-L99,2
660,Müofastsiaalsed kiirguvad valud,M00-M99,2
661,Proliferatiivne vitreoretinopaatia,None,2
662,Allergia Amoxicillinile,L00-L99,2
663,Astma kahtlus,J00-J99,2
664,Traumajärgne peavalu,G00-G99,2
665,"Vasak säär, fibula koht",M00-M99,2
666,Varem diagnoositud,J00-J99,2
667,"Kollaskehatsüst, apoplexia",N00-N99,2
668,Parema hüppeliigese kolmikartrodees,Z00-Z99,2
669,Kliiniline kahtlus,L00-L99,2
670,Parema liigesjätke hüpertroofia,M00-M99,2
671,"Kodutolmulest, kass; ägenemine",J00-J99,2
672,"Paroksüsm, lahenemine",I00-I99,2
673,. Muu düstoonia,G00-G99,2
674,Paremal op-i järgne,H60-H95,2
675,Parem ranne,S00-T98,2
676,"""tükk"" kurgus",R00-R99,2
677,/ günekomastia/,N00-N99,2
678,/ mitte günek/,R00-R99,2
679,Parempoolne pleuropneumoonia resorbeerumisfaasis,J00-J99,2
680,Osteopeenia faas,M00-M99,2
681,Permanentne kodade virvendus,I00-I99,2
682,Mehega seonduv?,N00-N99,2
683,Songa kahtlus,Z00-Z99,2
684,Labajala korrektsioon.,Z00-Z99,2
685,"Abaluumurd, kinnine",S00-T98,2
686,Pseudokoliinesteraasi defitsiit,Z00-Z99,2
687,/ polypus fibroepithelialis.,None,2
688,Varaõitsevad puud ja puju,J00-J99,2
689,Aksonaalne sensoor>motoorne polüneuropaatia,G00-G99,2
690,"CT-uuringul kahtlus pannikuliidile, jälgimisel",K00-K93,2
691,Muu spondüloos nimmeosas,M00-M99,2
692,Vasakul jalal,M00-M99,2
693,Parem küünarnukk,M00-M99,2
694,"Preproliferatiivne,osaliselt laserdatud
preproliferatiivne,osaliselt laserdatud",None,2
695,- osteopeenia faasis,M00-M99,2
696,Remissiooni ei ole,E00-E90,2
697,Spondüloplastika väljendunud rinnaosas,M00-M99,2
698,Mõlema käe sõrmeliigesed,M00-M99,2
699,Liitium indutseeritud?,L00-L99,2
700,Vasak õlavars,S00-T98,2
701,Kukla piirkond,C00-D48,2
702,Läbimurde veritsus,N00-N99,2
703,Pigmenteeritud purpura,D50-D89,2
704,Hereditaarne hüpertrihhoos,L00-L99,2
705,. Kahtlus.,I00-I99,2
706,Müofastsiaalsed valud kaelas,M00-M99,2
707,"Viirustüükad [soolatüükad]
kaelal",A00-B99,2
708,"Kahepoolne, kahtlus",G00-G99,2
709,"Bilateraalselt ingvinaalselt, aksillaarselt",L00-L99,2
710,Varem  põetud  korduvad  müokardiidid,I00-I99,2
711,"Mõlema puusaliigese artroos, vasak>parem.",M00-M99,2
712,Paremal opereeritud,I00-I99,2
713,"Raske, aPAP- ravi testimine",G00-G99,2
714,Sotsiaalselt adapteerunud naissoost transseksuaal,F00-F99,2
715,Kahtlus steatohepatiidile,K00-K93,2
716,Allergia kõrrelistele.,J00-J99,2
717,Vasemal jalal,S00-T98,2
718,Mõõdukas raskusaste,J00-J99,2
719,Ristluu ja ristluu-õndraluu piirkond,None,2
720,"Paremal, osteomüeliidi järgne deformatsioon",M00-M99,2
721,- vaskulaarne entsefalopaatia,I00-I99,2
722,- parem õlaliiges,M00-M99,2
723,Küünarluukeha [diafüüsi] murd,S00-T98,2
724,Mittespetsiifiline alaäge spongiootiline dermatiit,L00-L99,2
725,Remissioon peale radiojoodravi,E00-E90,2
726,Aeg teadmata,I00-I99,2
727,"Viirustüükad [soolatüükad]
verrucae planae",A00-B99,2
728,"Diabeetiline polüneuropaatia, retinopaatia, nefropaatia",E00-E90,2
729,Akrofatsiaalne melasm,L00-L99,2
730,Bursitis trochanterica dextra,M00-M99,2
731,Paremal op-i järgne.,H60-H95,2
732,Paremal ägenemine,H60-H95,2
733,Paremal jalal,M00-M99,2
734,"Raske püsiobstruktsiooniga
raske püsiobstruktsiooniga",J00-J99,2
735,Parem kand,M00-M99,2
736,Täpsustamata peaaju,C00-D48,2
737,"Mõlemapoolne, kahtlus",G00-G99,2
738,Healoomuline kasvaja,None,2
739,"Raske obstruktsioon, kodusel hapnikravil",J00-J99,2
740,Primaarne lõikav peavalu.,G00-G99,2
741,"Vasakul, endoproteesimise järgne",G00-G99,2
742,Vasakul säärel,L00-L99,2
743,"Keskmine/raske,  aPAP-ravi testimine",G00-G99,2
744,Arteriaalne hüpertensioon,Z00-Z99,2
745,Thyrozol ravil,E00-E90,2
746,Mittespetsiifiline alaseljavalu,M00-M99,2
747,Käte liigeste artroosid,M00-M99,2
748,Parem õlavars,M00-M99,2
749,Läbipõetud reumokardiit,I00-I99,2
750,- krooniline peaaju isheemia,I00-I99,2
751,Artriit lyme'i tõve korral,M00-M99,2
752,"Kerge kulg, ravimata.",J00-J99,2
753,Paremal perf.,H60-H95,2
754,Liigesevalu - mõlemad põlveliigesed,M00-M99,2
755,Koos hingamisfunktsioonihäirega,M00-M99,2
756,Ülepingutussündroom ( kahtlus),Z00-Z99,2
757,Polümorfne ventrikulaarne ekstrasüstoolia,I00-I99,2
758,Mujal klassifitseerimata valu.,R00-R99,2
759,Kombineeritud geneesiga,M00-M99,2
760,Kolmiknärvi neuralgia kahtlus,H60-H95,2
761,"Intermiteeruva kuluga
intermiteeruva kuluga",J00-J99,2
762,Kahtlus autoimmuunsele hepatiidile,K00-K93,2
763,"Paremal perf, vasakul tümpanoplastikajärgne",H60-H95,2
764,Takistatud defekatsioon invaginatsiooniga,K00-K93,2
765,Lootel Turneri sündroom,Z00-Z99,2
766,. aordiklapi mehaaniline protees,Z00-Z99,2
767,Parem sinus sphenoidalis,J00-J99,2
768,-- vasem põlv,M00-M99,2
769,Seos teiste haiguste somatisatsiooniga,N00-N99,2
770,Vitio cordis aterosc?,I00-I99,2
771,-parem põlveliiges,Z00-Z99,2
772,Jeanine -> Yarina,Z00-Z99,2
773,Hõõrdest tingitud,L00-L99,2
774,- parem > vasak,M00-M99,2
775,Uneapnoe (raske),G00-G99,2
776,- vasakul,M00-M99,2
777,Varjatud hüpotüreoos,E00-E90,2
778,Bursitis subacromialis sinistri,M00-M99,2
779,Parempoolne hamiparees,I00-I99,2
780,.Osteoporoosi uuring.,Z00-Z99,2
781,-   myop.,H00-H59,2
782,Muu täpsustatud kaelalülide murd,S00-T98,2
783,"Algus teadmata, fikseerunud.",I00-I99,2
784,Labakäte artroos.,M00-M99,2
785,Kerge vorm,N00-N99,2
786,Kiiritusravi järgselt,K00-K93,2
787,Et mucosae oris,L00-L99,2
788,Ravimite indutseeritud peavalu,G00-G99,2
789,Puusade valu,M00-M99,2
790,- peaaju vapustus,None,2
791,Kerge obstruktsiooniga,J00-J99,2
792,"Mõõduka raskusega, osaliselt kontrollitud",J00-J99,2
793,Parem käsi,M00-M99,2
794,- vasak puusaliiges,M00-M99,2
795,Melanoma malignum parietis abdominis,C00-D48,2
796,Aurata migreen [tavaline migreen]?,G00-G99,2
797,Koldeline muutus paremas F-sagaras.,Z00-Z99,2
798,Myoma multiplex,C00-D48,2
799,"Kõhukinnisuse, kõhuvalu ja puhitusega",K00-K93,2
800,Bakeri tsüstiga,M00-M99,2
801,Vasaku õlaliigese artroos.,M00-M99,2
802,"Põsel, rinnakul, seljal",L00-L99,2
803,- latentne rauapuudus,D50-D89,2
804,"Vasakul, paremal opereeritud",G00-G99,2
805,Paremal käel.,G00-G99,2
806,"Sage, perikraniaalsete lihaste pingega",G00-G99,2
807,Parema jala süvaveenitromboos,I00-I99,2
808,"Kaelas, õlavöötmes, nimmes",M00-M99,2
809,Seroosne irdumine vasakul,H00-H59,2
810,Sagedaste hoogudega.,G00-G99,2
811,- fixata,I00-I99,2
812,Düsplastiline neevus?,C00-D48,2
813,Vasak käsi,M00-M99,2
814,Mõlemal käel,M00-M99,2
815,.  Vasakpoolne spastiline hemiparees.,G00-G99,2
816,Mitraal(klapi) puudulikkus  (möödukas),I00-I99,2
817,. Tachycardia ventricularis,I00-I99,2
818,Kirurgilise ja muu medi,S00-T98,2
819,Ruptura mucosae vaginae.,O00-O99,2
820,Ristluu piirkonnas.,L00-L99,2
821,Ruptura vaginae.,O00-O99,2
822,Anaalsfinkteri defekt,R00-R99,2
823,Süvenemine dehüdratatsioonist,N00-N99,2
824,"- äge, ravitud",None,2
825,Ruptura colli uteri bilateralis,O00-O99,2
826,Ruptrura vaginae,O00-O99,2
827,Vasaku pindmise reiearteri trombemboolia,I00-I99,2
828,Kasvaja infiltratsioon luuüdis kliiniliselt,D50-D89,2
829,Ruptua labii minores bilateralis,O00-O99,2
830,Rohke seroosne eritis operatsioonihaavast,S00-T98,2
831,Ruptura colli uteri bilateralis.,O00-O99,2
832,. Cardiomegalia.,I00-I99,2
833,Eakohasel aeglasel kõndimisel,J00-J99,2
834,Mõlema puusaliigese endoprotessimine,Z00-Z99,2
835,Muu täpsustatud hüpotüreoos (subkliiniline),E00-E90,2
836,"Segatüüpi emfüseem
segatüüpi emfüseem",J00-J99,2
837,Türeotroopne ja gonadotroopne puudulikkus,E00-E90,2
838,Kodusel ventilaatorravil,J00-J99,2
839,Fikseerunud tahhüfrekventne,I00-I99,2
840,Mõlema õlaliigese artroos.,M00-M99,2
841,Encephalopathia vascularis,I00-I99,2
842,Aordiklapi protees,Z00-Z99,2
843,Vasempoolne nefrostoom,Z00-Z99,2
844,Vasak õlg,None,2
845,Inf myoc pristinus,I00-I99,2
846,- ägenemine,N00-N99,2
847,Mittereumaatiline trikuspidaal(klapi)puudulikkus (kerge),I00-I99,2
848,- parempoolne hemiparees,I00-I99,2
849,Mitraal(klapi) puudulikkus  (kerge),I00-I99,2
850,Muud täpsustatud orgaanilised psüühikahäire,None,2
851,Punaliblede settekiiruse suurenemine,R00-R99,2
852,Stenosis canalis lumbalis,M00-M99,2
853,Ema hooldamine eelnenud,O00-O99,2
854,Parem põlveliiges endoproteesitud,M00-M99,2
855,"- fikseerunud, antikoagulantravil",I00-I99,2
856,Kaelaarterite ateroskleroos,I00-I99,2
857,Hetkel siinusrütm,I00-I99,2
858,Endo- ja eksokriinse puudulikkusega,K00-K93,2
859,Vasaku põlveproteesi infektsioon,M00-M99,2
860,Mikroobne ekseem,L00-L99,2
861,Proteus mirabilis,N00-N99,2
862,"Inferioorne, aeg teadmata",I00-I99,2
863,Dystocia colli uteri,O00-O99,2
864,Platsenta lisasagar,O00-O99,2
865,Vasakpoolne hemiparees,I00-I99,2
866,Mõlemad puusaliigesed endoproteesitud.,M00-M99,2
867,Klebsiella oxytoca,N00-N99,2
868,Tõenäoliselt vaskulaarne dementsus,None,2
869,Mõlema pindmise reiearteri stentimine,Z00-Z99,2
870,"Postoperatiivne, haiglast lahkumisel siinusrütm",I00-I99,2
871,Mõlemad põlveliigesed endoproteesitud,M00-M99,2
872,Madaltangsünnitus [väljapääsutangid],O00-O99,2
873,Elektrilise kardioversiooni järgselt,I00-I99,2
874,. Fibrillatio atriorum  paroxysmalis,I00-I99,2
875,Söögitoru kandidoos,A00-B99,2
876,Antifosfolipiidsündroomi kahtlus,D50-D89,2
877,Debilitas dolorum secundaria.,O00-O99,2
878,"Rauavaegus, krooniline haigus",D50-D89,2
879,Juustega kaetud peanahal,L00-L99,2
880,"Lähianamneesis, ravitud",N00-N99,2
881,"Diamniaalsed, dikoriaalsed.",O00-O99,2
882,Sage ventrikulaarne ekstrasüstoolia,I00-I99,2
883,Mitraal(klapi) puudulikkus ( kerge),I00-I99,2
884,Väga raske püsiobstruktsioon,J00-J99,2
885,Ägeda algusega vaskulaarne dementsus,F00-F99,2
886,Koos autonoomse närvisüsteemi nähtudega,G00-G99,2
887,Muude luude pageti tõbi,M00-M99,2
888,Dieet + metformiinravi,O00-O99,2
889,- bilat põlveTEP,Z00-Z99,2
890,. Hypercholesterolaemia,E00-E90,2
891,. Intestinaalne metaplaasia.,K00-K93,2
892,Aordiklapi diskprotees,Z00-Z99,2
893,+ aparaat,G00-G99,2
894,Hetkel ravita,E00-E90,2
895,"Vasakpoolne kubitaalkanali sündroom, opereeritud",G00-G99,2
896,C.Albicans rinnanibudel,A00-B99,2
897,"Atroofiline kolpiit
atroofiline kolpiit",N00-N99,2
898,"Allergiline rinokonjunktiviit
allergiline rinokonjunktiviit",J00-J99,2
899,Juuste hoolduse osas,Z00-Z99,2
900,Harv; perikraniaalsete lihaste pingega.,G00-G99,2
901,Pindmiste  reiearterite oklusioon,I00-I99,2
902,Dextroscoliosis lumbalis,M00-M99,2
903,Verrucae planae,A00-B99,2
904,Seenhaigus? haudumus? erütrasm?,L00-L99,2
905,Vasak käsi,L00-L99,2
906,Mittereumaatiline trikuspidaal(klapi)puudulikkus( kerge-mõõdukas),I00-I99,2
907,Polüartropaatia - spondüliit,L00-L99,2
908,Kahtlus psoriaatilisele artriidile,Z00-Z99,2
909,"Esineb hüperlipideemia
esineb hüperlipideemia",E00-E90,2
910,Mirena soov,Z00-Z99,2
911,Diabetes gestationalis. Dieetravi,O00-O99,2
912,Episoodid Holter-monitooringu andmetel,I00-I99,2
913,Kerge primaarne hüpotüreoos,E00-E90,2
914,"Vasakul, opereeritud",G00-G99,2
915,. Täpsustamata müokardiit,I00-I99,2
916,Värske meniski- [võruketta]rebend?,S00-T98,2
917,Ristivõlvi lamenemine,M00-M99,2
918,Krooniline neuropaatiline valu.,G00-G99,2
919,Statiinravi katkestanud,E00-E90,2
920,"Viirustüükad [soolatüükad]
sõrmel",A00-B99,2
921,"Stylalgia, kahtlus",R00-R99,2
922,. Diabeetiline polüneuropaatia,G00-G99,2
923,Endoprotees bilater-lt,M00-M99,2
924,. Küünarvars,None,2
925,Paroksüsmaalne kodade virvendusarütmia.,I00-I99,2
926,Vasak käsi,G00-G99,2
927,Parem reis,L00-L99,2
928,Subtalaarne artroos vasemal,M00-M99,2
929,"Bilateraalne, parem>vasak",M00-M99,2
930,"Sisemised, välimised",I00-I99,2
931,Kahjustuse tase säärearterite kahjustus,I00-I99,2
932,Hüsterektoomia koos adneksidega,N00-N99,2
933,Helicobakter pylori,K00-K93,2
934,Mõlemad puusaliigesed.,Z00-Z99,2
935,Vasaku hüppeliigese algav artroos,M00-M99,2
936,- insuliinresistentsus,E00-E90,2
937,- vasak,M00-M99,2
938,Episoodid Holter-monitooringul,I00-I99,2
939,Vasaku põlve endoprotees.,Z00-Z99,2
940,Vasakul põlvel,M00-M99,2
941,"Bilat, postop",H00-H59,2
942,Thoracic outlet syndrome,I00-I99,2
943,. Kahepoolne neurosensoorne kuulmisnõrkus,H60-H95,2
944,"Mittereumaatiline trikuspidaal(klapi)puudulikkus, degeneratiivne, raske",I00-I99,2
945,Ninavaheseina perf.,J00-J99,2
946,Segatüüpi emfüseem,J00-J99,2
947,Parema jalasääre,Z00-Z99,2
948,Parem põlv,Z00-Z99,2
949,. Opereeritud.,I00-I99,2
950,Kahtlus kutse-astmale,J00-J99,2
951,Murru jääknähud,S00-T98,2
952,"Kaasasündinud, paremal,opereeritud",Q00-Q99,2
953,Kahtlus ekstrasüstooliale,R00-R99,2
954,Vasakul õlal.,M00-M99,2
955,"Mitraal(klapi) prolaps, väheväljendunud",I00-I99,2
956,- parem > vasak,G00-G99,2
957,"Angioma senile
angioma senile",C00-D48,2
958,Paremas kuulmekäigus.,A00-B99,2
959,"Ösofagiit gastro-ösofageaalse tagasivooluhaigusega, kahtlus",K00-K93,2
960,Kliiniliselt mitteoluline,I00-I99,2
961,Rasedusajal tekkiv suhkurtõbi (dieetravi),O00-O99,2
962,Kusepõie täpsustamata neuromuskulaarne düsfun,N00-N99,2
963,"Somaatiliste sümptomitega
somaatiliste sümptomitega",F00-F99,2
964,"Sekundaarne fibromüalgia
sekundaarne fibromüalgia",None,2
965,Vasemas kõrvas,H60-H95,2
966,. Täpsustamata polüneuropaatia,G00-G99,2
967,Muud polüneuropaatiad.,G00-G99,2
968,Vasaku keskpöia artroos.,M00-M99,2
969,"Spondyloarthrosis lumbalis
Spondyloarthrosis lumbalis",M00-M99,2
970,- kõrvaloputus.,Z00-Z99,2
971,Mujal klassifitseerimata kõnehäired.,R00-R99,2
972,Mitraal(klapi) puudulikkus( kerge),I00-I99,2
973,Näol ja seljal,L00-L99,2
974,Tolmune töökeskkond,J00-J99,2
975,"Algus teadmata, fikseerunud",I00-I99,2
976,Liigesevalu - põlveliigesed,M00-M99,2
977,Kaela piirkonna osteokondroos,M00-M99,2
978,Persisteeriv kodade virvendus,I00-I99,2
979,Pärast krüoteraapia protseduuri,L00-L99,2
980,Mitraal(klapi) puudulikkus-kerge,I00-I99,2
981,Mitraal(klapi) puudulikkus-KERGE,I00-I99,2
982,Angioma senile,C00-D48,2
983,"Valulik,sagenenud urineerimine",N00-N99,2
984,. Kardiaalne/ diabeetiline bulla?,L00-L99,2
985,Supraventrikulaarne ja ventrikulaarne,I00-I99,2
986,Parempoolne hemiparees,I00-I99,2
987,Mõlemad põlved,Z00-Z99,2
988,Helicobacter pylori positiivne,K00-K93,2
989,Paremal jalasäärel,A00-B99,2
990,. Täpsustamata kirurgiline menetlus,V01-Y98,2
991,". Elamisasutus, sportlik tegevus",None,2
992,Liiklusväline õnnetus,None,2
993,Elamisasutuses muul täpsustatud tegevusel,None,2
994,Kodus muul täpsustamata tegevusel,None,2
995,Kaubanduse ja teeninduse piirkond,V01-Y98,2
996,Kodus muul täpsustatud tegevusel,None,2
997,"Täpsustamata paik, sportlik tegevus",None,2
998,Polüpoidne siinusdegeneratsioon vasakul,J00-J99,1
999,Vasakpoolne lumboishialgia,G00-G99,1
1000,Mõlemad jalad opereeritud,Q00-Q99,1
1001,Uinutite üledoseerimine,S00-T98,1
1002,Polyposis coloni sigmoidei,K00-K93,1
1003,Vasema jala säärel.,L00-L99,1
1004,"Kusejuhakivi, parem",N00-N99,1
1005,Seroosne meningiit.,G00-G99,1
1006,"Ägenemine 
( Enterococcus+Candida)",N00-N99,1
1007,Keskmise raskusega.,J00-J99,1
1008,Fibrillatio atriorum persist,I00-I99,1
1009,Hernia Spiegeli,K00-K93,1
1010,/ Mükoplasmapneumoonia.,J00-J99,1
1011,Muu spondüloos radikulopaatiaga nimmeosas,M00-M99,1
1012,Hüperplaasia endometrii.,N00-N99,1
1013,Commotio cerebri,None,1
1014,Persistens ->sanata,I00-I99,1
1015,Munasari (vasakpoolne),C00-D48,1
1016,- ägenemine.,G00-G99,1
1017,Peopesa sidekirme fibromat,M00-M99,1
1018,"Äge, parempoolne",J00-J99,1
1019,Põlvekedraeesne limapaunap,M00-M99,1
1020,Vasema põlveliigese endoproteesimine,M00-M99,1
1021,Vasemal opereerimata.,None,1
1022,Coxarthrosis bilat,M00-M99,1
1023,Ega mürgistus,None,1
1024,Täiskasvanute lülisamba osteokondroos nimmeosas,M00-M99,1
1025,/ persisteertiv/,I00-I99,1
1026,"Mittetäielik, rohke verejooksuga tüsistunud",O00-O99,1
1027,Äge neerupuudulikkus,N00-N99,1
1028,Multiformne glioblastoom vasakus otsmikusagaras.,None,1
1029,/ persisteeruv/,I00-I99,1
1030,Põimiku täpsustamata haigusseisund.Neuroborrelioos,G00-G99,1
1031,Seljaaju kaelaosa kontusioon.,S00-T98,1
1032,Aju metastaasidega,C00-D48,1
1033,Menetlusjärgsed vaagnapi,N00-N99,1
1034,Kanna- [ahilleu,S00-T98,1
1035,- septiline šokk (urosepsis?),A00-B99,1
1036,Vasakus hemisfääris.,I00-I99,1
1037,"Diabeetiline retinopaatia, diabeetiline polüneuropaatia",O00-O99,1
1038,. Subiileus.,K00-K93,1
1039,Soole ärritussündroom,K00-K93,1
1040,Generalisata exacerbata,G00-G99,1
1041,Muud ja täpsustamata munasarjatsü,N00-N99,1
1042,. (Imendumishäire),D50-D89,1
1043,"Paremal.
Hemiartroplastika.",None,1
1044,Ja mõlema jala gangreen,E00-E90,1
1045,". Hantaviirus,kopsuvorm",A00-B99,1
1046,. Thrombosis sinus venosi?,I00-I99,1
1047,Kusepõie osalt kattuvate pai,C00-D48,1
1048,Munajuharasedus vasakul.,O00-O99,1
1049,Võrkkesta traktsiooni- e tõmbei,H00-H59,1
1050,"Parem säär, Pseudomonas aeruginosa.",L00-L99,1
1051,Pöidla ja muu(de) sõrme(de),S00-T98,1
1052,Spondüloartroos ja mõlemapoolne gonartroos,M00-M99,1
1053,Häbemeabstsess paremal häbememokal,N00-N99,1
1054,"Hernia ventralis, cicatrix, recidiva.",K00-K93,1
1055,Muu migreen  .,G00-G99,1
1056,- Bradüarütmia,I00-I99,1
1057,. Inf myocardii pristinus,I00-I99,1
1058,Emakasisese eostumis,S00-T98,1
1059,Fibrillatio atri parox,I00-I99,1
1060,Kollaskehatsüst vasakul,N00-N99,1
1061,Sinistri pars inferior,N00-N99,1
1062,Konkussioon  Commotio cerebri,S00-T98,1
1063,Mõlemas hemisfääris ja ajuvatsakestes.,I00-I99,1
1064,Ärritatud soole sündroom?,K00-K93,1
1065,Ärritatud sool kõhulahtisusega,K00-K93,1
1066,EP sündroom,G00-G99,1
1067,Mittetoksiline hulgisõ,E00-E90,1
1068,Sigmasoole kasvaja,None,1
1069,. Pseudomembranoosne koliit,A00-B99,1
1070,Karpaaltunneli sündroom vasemal käel,G00-G99,1
1071,.Äge hüdrotsefaalia.,I00-I99,1
1072,.  Vöötohatis näol.,A00-B99,1
1073,.  Äge vertebrobasilaarne puudulikkus.,I00-I99,1
1074,Vasemla käel,M00-M99,1
1075,Muud seropositiivsed reumat,M00-M99,1
1076,Paravertebraalne tuumor torakaalosas vasakul.,None,1
1077,Hulgimetastaasidega kopsudes,None,1
1078,Vasema munasarja tsüst,C00-D48,1
1079,Asthma bronciale,J00-J99,1
1080,Paremal ülasagar,J00-J99,1
1081,Kodade fibrillatsioon paroksüsmaalne,I00-I99,1
1082,Küünarliigese distorsioon ja dist,S00-T98,1
1083,Aterosklerootiline kardiovaskulaarhaigus,I00-I99,1
1084,"Hilise algusega, mõõdukas obstruktsioon-ägenemine",J00-J99,1
1085,Primaarselt progresseeruv,G00-G99,1
1086,Düsartria ja neelamishäirega.,G00-G99,1
1087,Fikseerunud bradüfrekventne,I00-I99,1
1088,Vasemal ( endoproteesimine),None,1
1089,. Fibromüalgia.,R00-R99,1
1090,- parema kopsu alasagar,C00-D48,1
1091,"Niudeluumurd, kinnine",None,1
1092,Kodade fibrillatsioon (bradükardia),I00-I99,1
1093,Meningiitiline vorm,A00-B99,1
1094,Tservikaalne müelopaatia,G00-G99,1
1095,Vasak säär,A00-B99,1
1096,Kahtlus Crohni tõvele,K00-K93,1
1097,"Anterioorne, hilinenud hospitaliseerimine",I00-I99,1
1098,Ülemäärane marevani doos.,None,1
1099,"Streptokoki kandlus, taandumas",L00-L99,1
1100,Parem hüppeliiges.,Z00-Z99,1
1101,"Nägemisnärvi neuromüeliit [Devic]
ägenemine.",G00-G99,1
