,0,1
1292,Sfinkter,2
1293,enteropaatia,2
1294,Konisatsioonijärgne,2
1295,brachii,2
1296,ramus,2
1297,valusündr-ga,2
1298,planiit,2
1299,polüpoos,2
1300,kodutolmulistelistele,2
1301,Kekmise,2
1302,Keratokonjunktiviit,2
1303,Gonartroos,2
1304,hüpotüreoosile,2
1305,Salmon,2
1306,Durie,2
1307,Mortoni,2
1308,Metüülisotiasolinoon,2
1309,uroinfektsioon,2
1310,mikroalbuminuuria,2
1311,genitalium,2
1312,Instabiltas,2
1313,psoriasis,2
1314,vulgaris,2
1315,pisiforme,2
1316,spondülopaatia,2
1317,allergica,2
1318,luteaalfaasi,2
1319,contusum,2
1320,trombotsütopeenia,2
1321,malformatsioon,2
1322,sünoviit,2
1323,uroinfektsioonile,2
1324,corp,2
1325,Deformatio,2
1326,contusionem,2
1327,sacralis,2
1328,subac,2
1329,anküloos,2
1330,squamocellularis,2
1331,Mycopl,2
1332,dyshidrotica,2
1333,menses,2
1334,posturaalne,2
1335,Immuuntrombotsütopeenia,2
1336,sümfüsiopaatia,2
1337,bronhopulmonaalsel,2
1338,lubistustega,2
1339,fibrooskolle,2
1340,M. Hypertensivus,2
1341,evigastusega,2
1342,Treemor,2
1343,polüartroosid,2
1344,adipoos,2
1345,L-thyroxinidoos,2
1346,Lindynette,2
1347,magnae,2
1348,Osteokondroos,2
1349,thor,2
1350,spondülopaatiad,2
1351,Chephalgia,2
1352,Lumbaago,2
1353,Sequelae,2
1354,tuberculosis,2
1355,suurunune,2
1356,later,2
1357,müofastsiaalne,2
1358,melanotsütaarseks,2
1359,maliignsuspotentsiaaliga,2
1360,tservikalgia,2
1361,Aftoosne,2
1362,Iliotibiaaltrakti,2
1363,Op-tud,2
1364,Fibroos,2
1365,Gonartrosis,2
1366,saged,2
1367,occip,2
1368,Düsplaasia,2
1369,Spondylosis,2
1370,thyreoidectomia,2
1371,Hypermetr,2
1372,epiretinaalne,2
1373,exac,2
1374,astigmatismus,2
1375,vaibefaasis,2
1376,hüpotüreoosi,2
1377,gemelli,2
1378,Hemokromatoosi,2
1379,lukseerunud,2
1380,dreneeritud,2
1381,Sjögreni,2
1382,siliderjad,2
1383,Fibroostsüstiline,2
1384,mastopaatia,2
1385,tservikogeenne,2
1386,ulnaarnärvi,2
1387,peribronhiaalsele,2
1388,tarsi,2
1389,püsivte,2
1390,köhavarjantsele,2
1391,lumbalgia,2
1392,krüoglobulineemia,2
1393,aterosklerootilised,2
1394,leiomüosarkoom,2
1395,Monoparesis,2
1396,brach,2
1397,Testikulaarne,2
1398,funktsion,2
1399,Hüporenineemiline,2
1400,hüpoaldosteronism,2
1401,Femoston,2
1402,sella,2
1403,Intraduktaalsed,2
1404,st-i,2
1405,vitr,2
1406,spondylogenes,2
1407,cataracta,2
1408,myopia,2
1409,Superfitsiaalne,2
1410,hirsutism,2
1411,Pelvis,2
1412,duplex,2
1413,ajuödeem,2
1414,trof,2
1415,kobei,2
1416,hernia,2
1417,efusioon,2
1418,stenocardia,2
1419,Suturatio,2
1420,Transplantektoomia,2
1421,Biliaarne,2
1422,Septoplastika,2
1423,Pulmokardiaalne,2
1424,Ruotura,2
1425,cloacae,2
1426,Marevani,2
1427,Hemianopsia,2
1428,diastolica,2
1429,Allogeense,2
1430,reaktivatsioon,2
1431,Normofrekventne,2
1432,Cardiosclerosis,2
1433,Stent,2
1434,diskopaatiaga,2
1435,Dyslipidaemia,2
1436,supraventrikulaarne,2
1437,specificata,2
1438,x/min,2
1439,trikuspidaalplastika,2
1440,pseudomonas,2
1441,Supraventrikulaarsed,2
1442,aureuse,2
1443,Thrombophlebitis,2
1444,nyha,2
1445,parkinsonistliku,2
1446,kandidiaas,2
1447,Abruptio,2
1448,trombembolist,2
1449,baumannii,2
1450,Bacteroides,2
1451,b-laktamaas,2
1452,Cystadenoma,2
1453,serosum,2
1454,Meningioom,2
1455,S.Oxytocini,2
1456,paraovarialis,2
1457,Inductio,2
1458,Pelvioperitonitis,2
1459,adhaesiva,2
1460,mikrofollikulaarne,2
1461,metformiin,2
1462,paratubaarne,2
1463,peritonei,2
1464,sclerosiva,2
1465,metaplasia,2
1466,Zenkeri,2
1467,Genous,2
1468,Stim,2
1469,metatarsalis,2
1470,alloplasticam,2
1471,Hüpokroomne,2
1472,Transabdominal,2
1473,cervicoisthmical,2
1474,cerclage,2
1475,I . Grav,2
1476,endarterektoomia,2
1477,periovariaalsed,2
1478,bicepsi,2
1479,Glükokortikoidravist,2
1480,aksillaarsel,2
1481,Karotiid- e,2
1482,hüperbilirubineemia,2
1483,fibroadenoos,2
1484,uroteliaalne,2
1485,Gastropathia,2
1486,uterina,2
1487,Metformiin,2
1488,glan,2
1489,thyreoidea,2
1490,tuumorektoomia,2
1491,türeoidektoomia,2
1492,Hydronephrosis,2
1493,fassettliigese,2
1494,erythematosa,2
1495,Segahüperlipideemia,2
1496,steatoos,2
1497,Spondylolisthesis,2
1498,eosinofiilia,2
1499,rectus,2
1500,põlveõndlusel,2
1501,Müelopathia,2
1502,lymphomae,2
1503,extrapathionem,2
1504,Ninapolüpoos,2
1505,koormustestil,2
1506,peptiline,2
1507,Oper,2
1508,4mmol,2
1509,Regol,2
1510,sunti,2
1511,1nmol,2
1512,Hyperopicus,2
1513,kilpn,2
1514,vaiguk,2
1515,Fuch,2
1516,endoteliopaatia,2
1517,hõlmane,2
1518,Laserop,2
1519,katarakt,2
1520,hemidiafragma,2
1521,kirgurgilise,2
1522,Myop,2
1523,Mediastiinumi,2
1524,Coccygodynia,2
1525,lumbosacralis,2
1526,paatia-,2
1527,humeralis,2
1528,chol,2
1529,dissotsiatiivsed,2
1530,eksotroopia,2
1531,Müofasiaalsed,2
1532,menopausaalne,2
1533,rinosinusiit,2
1534,mycopl,2
1535,Oligodendroglioom,2
1536,Clue-rakud,2
1537,Gardnerella-laadsed,2
1538,Mobiluncus,2
1539,flebotromboos,2
1540,Affectio,2
1541,dors,2
1542,epistaks,1
1543,epistaxis,1
1544,vitro,1
1545,urogenitaaltrakti,1
1546,persistentse,1
1547,lümfadenopaatiana,1
1548,baker,1
1549,Vitrektoomiajärgne,1
1550,Hemokromatoos,1
1551,mittelschmerz,1
1552,Glomeerulite,1
1553,melliitdiabeedi,1
1554,e10-e14,1
1555,iiigoksendamine,1
1556,suulaemandlipõletik,1
1557,ahilleuse,1
1558,diffuusne,1
1559,Wegeneri,1
1560,granulomatoos,1
1561,lihtlihhen,1
1562,liigesfn,1
1563,Lymei,1
1564,Paige,1
1565,adenomatooshüperplaasia,1
1566,temporomandibulaarse,1
1567,kolangio- e,1
1568,quervain,1
1569,põlet,1
1570,müasteenia,1
1571,Tega,1
1572,seropos,1
1573,Lyme`i,1
1574,erikonstruktsioonig,1
1575,epidermoidt,1
1576,tarsaal-,1
1577,etmoidiit,1
1578,Hyperkeratosis,1
1579,hyperkeratosis,1
1580,keisrilõikesünnitu,1
1581,echinococcus,1
1582,granulosus,1
1583,subkortikaalne,1
1584,epilept,1
1585,sjögren,1
1586,Nummularis,1
1587,Thyroxinravil,1
1588,apendit,1
1589,amiantacea,1
1590,klassifitse,1
1591,allrgiline,1
1592,distorsio,1
1593,tietze,1
1594,Intradermaalne,1
1595,Méni,1
1596,re'i,1
1597,nahaseenhaigustused,1
1598,craquele,1
1599,dermatofütoos,1
1600,Düstooniate,1
1601,hüpokineesi,1
1602,treemoriga,1
1603,Pedum,1
1604,Hüpertensiivne,1
1605,M. Cravesi,1
1606,südamepuudulikkusegai,1
1607,Deskvamatiivne,1
1608,deskvamatiivne,1
1609,oligoartriit,1
1610,riskiast,1
1611,Klippeli-feili,1
1612,parafollikulaarne,1
1613,kyrle,1
1614,Hilistekkiline,1
1615,hilistekkiline,1
1616,erütrotsütoos,1
1617,Riskiaste2,1
1618,Caries,1
1619,secundaris,1
1620,riniidile,1
1621,Hüpereosinofiilne,1
1622,hüpereosinofiilne,1
1623,bronhioliit,1
1624,Bariaatr,1
1625,faecalis,1
1626,IOL-ga,1
1627,Morcher,1
1628,Panlaser,1
1629,riskigr,1
1630,Hyponatraemia,1
1631,lisarik,1
1632,tabl,1
1633,subileus,1
1634,paravertebraalse,1
1635,Lipoproteiiniainevahetuse,1
1636,lipideemiad,1
1637,Granuloom,1
1638,Mediastinumi,1
1639,mediastinumi,1
1640,medianuse,1
1641,stilli,1
1642,fiksatsiooniseadmete,1
1643,gonartr,1
1644,oligodendroglioma,1
1645,endopoteesitud,1
1646,PTaNoMo,1
1647,sisefiksatsiooni,1
1648,seadi,1
1649,iliotibiaaltrakti,1
1650,neuronopaatia,1
1651,kusep,1
1652,epiglotiit,1
1653,Dysplasticus,1
1654,dysplasticus,1
1655,distorsi,1
1656,Cordaronravi,1
1657,_Kolangio- e,1
1658,Koormusindutseeritav,1
1659,iliosakr,1
1660,cruciati,1
1661,parameniscalis,1
1662,tibiale,1
1663,spondylodesis,1
1664,Crohn,1
1665,Meni,1
1666,söögit,1
1667,errosioonid,1
1668,corticalis,1
1669,hüperparatüreoosiga,1
1670,intermitteeruva,1
1671,Sensibiliseerumine,1
1672,alopeetsia,1
1673,Kaltsitoniin,1
1674,artropaati,1
1675,Fere,1
1676,dopl,1
1677,probl,1
1678,fibroglandularis,1
1679,koronaaridele,1
1680,Torakaal,1
1681,astae,1
1682,uroinfektsioonid,1
1683,aorto,1
1684,bifemoralis,1
1685,Barreti,1
1686,ösofagiidiga,1
1687,diamniaalsed,1
1688,renarum,1
1689,bigeminus-tüüpi,1
1690,Rektotseele,1
1691,Posttrombootiline,1
1692,intermitteruv,1
1693,herpeetekseem,1
1694,herpeetiline,1
1695,Kaltsitoniini,1
1696,isotretinoiinist,1
1697,Isotretinoiinist,1
1698,südamepuudulikkusega2,1
1699,Fibrotsüstiliste,1
1700,C-PAPravi,1
1701,palatoskiis,1
1702,transitoorse,1
1703,naevus,1
1704,chronicus,1
1705,M.Addisoni,1
1706,dist-lt,1
1707,teenistu,1
1708,sünnit,1
1709,klassifitseerimat,1
1710,metastasibus,1
1711,sfenoidaalsinu,1
1712,sfenoidiit,1
1713,antrumis,1
1714,osseum,1
1715,steatohepatiit,1
1716,Ortostaatiline,1
1717,hiatus,1
1718,vateri,1
1719,lümfangiektaasia,1
1720,Laproskoopiline,1
1721,calculosa,1
1722,Traumatica,1
1723,empüeem,1
1724,thymoma,1
1725,Masaoka,1
1726,mediolateraalne,1
1727,peronei,1
1728,astrotsütoom,1
1729,multisegmentaarselt,1
1730,Failed,1
1731,back,1
1732,sklerodaktüülia,1
1733,Parkinson-plus,1
1734,neuroendokriinne,1
1735,talocruraris,1
1736,immuunmehhani,1
1737,sindroom,1
1738,maligna,1
1739,melanoma,1
1740,vulviit,1
1741,Tubotümpanaalne,1
1742,tubotümpanaalne,1
1743,cicatricis,1
1744,medulaarne,1
1745,pontotserebellaarpiirkonnas,1
1746,konj,1
1747,papillaarsus,1
1748,IIsõrme,1
1749,cricopharyngeuse,1
1750,laserd,1
1751,linea,1
1752,alba,1
1753,Atroof,1
1754,Intraduktaalne,1
1755,trisoomia,1
1756,phalangis,1
1757,pulmonaarhüpertensioon,1
1758,TÄpsustamata,1
1759,p_hjusega,1
1760,Trombofiilia,1
1761,Intradermaalsed,1
1762,pneumoskleroos,1
1763,Eucreas,1
1764,Starr,1
1765,rupturam,1
1766,extensoris,1
1767,Extrasystolia,1
1768,dislocatsione,1
1769,anerüsmi,1
1770,Parapatellaarne,1
1771,Erütematoosne,1
1772,bioprotee,1
1773,Laparotoomiahaava,1
1774,pT2N1aM0,1
1775,Tülootiline,1
1776,superior,1
1777,vitreoretinopaatia,1
1778,Amoxicillinile,1
1779,0isst,1
1780,fibula,1
1781,kolmikartrodees,1
1782,karnifikaat,1
1783,artr,1
1784,Inferoseptaalne,1
1785,günekomastia,1
1786,günek,1
1787,resorbeerumisfaasis,1
1788,arthropl,1
1789,supra-,1
1790,liigluustus,1
1791,anküloseeriv,1
1792,forestier,1
1793,Kopsutuberk,1
1794,kopsutuberk,1
1795,kombiantsioon,1
1796,Pseudokoliinesteraasi,1
1797,Spondüloplastika,1
1798,Mixtus,1
1799,rdikulopaatia,1
1800,purpura,1
1801,supressioon,1
1802,ingvinaalselt,1
1803,aPAP-,1
1804,multiloc,1
1805,klaudikatsioonita,1
1806,steatohepatiidile,1
1807,Osteochondritis,1
1808,dissecans,1
1809,osteomüeliidi,1
1810,cefalgia,1
1811,Bacillus,1
1812,stentitud,1
1813,osteoartrootilised,1
1814,dermatitis,1
1815,Subkliiniline,1
1816,radiojoodravi,1
1817,mittepolüpoosne,1
1818,heterosügootne,1
1819,verrucae,1
1820,Pingueculi,1
1821,põletic,1
1822,Akrofatsiaalne,1
1823,melasm,1
1824,Livial,1
1825,dilatatiivne,1
1826,müokardioskleroos,1
1827,beeta2,1
1828,eradikatsioon,1
1829,rotaatromanseti,1
1830,Thyrozol,1
1831,kõreglisarisk,1
1832,riskia,1
1833,reumokardiit,1
1834,lyme'i,1
1835,sphenoidalis,1
1836,Vitio,1
1837,aterosc,1
1838,Jeanine,1
1839,Yarina,1
1840,feokromotsütoom,1
1841,Tservikokraniaalne,1
1842,instabilitas,1
1843,fekaalinkontinentsiga,1
1844,hamiparees,1
1845,oris,1
1846,Neurofibromatoos,1
1847,Discogenes,1
1848,parietis,1
1849,abdominis,1
1850,2013-rattaga,1
1851,fassettartroos,1
1852,Gesytil,1
1853,Bakeri,1
1854,Artropaatia,1
1855,mikroduplikatsioon,1
1856,meridroos,1
1857,fixata,1
1858,ülikõrgelisaris,1
1859,möödukas,1
1860,Tachycardia,1
1861,medi,1
1862,Anaalsfinkteri,1
1863,Renaalne,1
1864,IIInsuff,1
1865,Ruptrura,1
1866,Cardiomegalia,1
1867,endoprotessimine,1
1868,Encephalopathia,1
1869,vascularis,1
1870,nefrostoom,1
1871,myoc,1
1872,sääreluumine,1
1873,tibiaalne,1
1874,ursiit,1
1875,pellegrini-stieda,1
1876,lobulaarkartsoom,1
1877,mesang,1
1878,proliferat,1
1879,glomerulonefriit,1
1880,Endo-,1
1881,eksokriinse,1
1882,cloaceae,1
1883,bulbuse,1
1884,Antifosfolipiidsündroomi,1
1885,nefroptoos,1
1886,dikoriaalsed,1
1887,Angina,1
1888,pectoris,1
1889,paraproteesfistli,1
1890,spast,1
1891,Endometroidne,1
1892,Coxae,1
1893,varfariiniga,1
1894,põlveTEP,1
1895,rigid,1
1896,Hypercholesterolaemia,1
1897,Düspigmentatsioon,1
1898,marevan-,1
1899,Conni,1
1900,C.Albicans,1
1901,adrenokortikaalne,1
1902,(-medullaarne,1
1903,hüpofunktsioon,1
1904,Holter-monitooringul,1
1905,carpalis,1
1906,Verrucae,1
1907,erütrasm,1
1908,mitraal-,1
1909,anam,1
1910,Polüartropaatia,1
1911,sfinkteri,1
1912,torakolumbaalosas,1
1913,sinistroscoliosis,1
1914,subendok,1
1915,ehhoKG,1
1916,rePTKA,1
1917,DS2-Vasc,1
1918,Stylalgia,1
1919,Arthrasis,1
1920,acromioclavikularis,1
1921,cholecystektoomiam21,1
1922,kaltsifikaadid,1
1923,fibrootilised,1
1924,bilater-lt,1
1925,Hüsterektoomia,1
1926,Helicobakter,1
1927,paroksüsmalis,1
1928,Choroidea,1
1929,Fassettliigestes,1
1930,Thoracic,1
1931,outlet,1
1932,Konduktiivne,1
1933,Iastme,1
1934,obliterans,1
1935,balloondilatats,1
1936,niudearteris05,1
1937,organkahjustsuII,1
1938,Haematomata,1
1939,Sapien3,1
1940,ekstrasüstooliale,1
1941,Artephakia,1
1942,Hyalohyperplasia,1
1943,Ösofagiit,1
1944,gastro-ösofageaalse,1
1945,neuromuskulaarne,1
1946,düsfun,1
1947,dissemineerunud,1
1948,subarahn,1
1949,hemorr,1
1950,Bilater,1
1951,Periartritis,1
1952,scapul,1
1953,L-thyroxinravi,1
1954,paroksüsmidena,1
1955,anartria,1
1956,Fazekas,1
1957,L-Thyroxin-ravi,1
1958,krüoteraapia,1
1959,arachnoidalis,1
1960,tempor,1
1961,Bakery,1
1962,mediast,1
1963,teenist,1
1964,tegevuseg,1
1965,inhebd,1
1966,lais,1
1967,lumboishialgia,1
1968,Eibrilatio,1
1969,Cordaron,1
1970,papillae,1
1971,carotidis,1
1972,ellitus,1
1973,hypertensivus,1
1974,card,1
1975,Spiegeli,1
1976,konkomitantne,1
1977,strab,1
1978,Mükoplasmapneumoonia,1
1979,Hüperplaasia,1
1980,pares,1
1981,apicalis,1
1982,intrauterina,1
1983,fibromat,1
1984,Aphasia,1
1985,motorica,1
1986,ekstraforaminaalne,1
1987,Põlvekedraeesne,1
1988,limapaunap,1
1989,Mitte-hodgkini,1
1990,epidermoidtsüst,1
1991,38sept,1
1992,negativa,1
1993,persisteertiv,1
1994,calcaneonavicualr,1
1995,evigastus,1
1996,recurrens,1
1997,Eruptio,1
1998,cutanea,1
1999,generalisata,1
2000,medicamentis,1
2001,Amocicillini,1
2002,Mai2009,1
2003,pre-B,1
2004,4ac1c1PER,1
2005,Trepidatio,1
2006,ahilleu,1
2007,Myofascialgia,1
2008,Child,1
2009,cerebr,1
2010,Degen,1
2011,Subiileus,1
2012,varustualal,1
2013,Generalisata,1
2014,exacerbata,1
2015,püelonefriit,1
2016,Madikament,1
2017,munasarjatsü,1
2018,Hemiartroplastika,1
2019,Hantaviirus,1
2020,esubluksatsioon,1
2021,traktsiooni- e,1
2022,tõmbei,1
2023,verdumine,1
2024,sactosalpinx,1
2025,12-A11-Õlavarreluu,1
2026,diafüsaalse,1
2027,ventralis,1
2028,cicatrix,1
2029,iscaemica,1
2030,Bradüarütmia,1
2031,cystica,1
2032,lymphocytica,1
2033,eostumis,1
2034,partusi,1
2035,atri,1
2036,Sinistri,1
2037,tuhars,1
2038,eisu,1
2039,persistens->,1
2040,spinaals,1
2041,Mycoplasmate,1
2042,phasi,1
2043,resorptiva,1
2044,interstinalis,1
2045,Metrorrhagia,1
2046,hulgisõ,1
2047,Carcinima,1
2048,Pseudomembranoosne,1
2049,adhesiiv,1
2050,Vasemla,1
2051,endometrioomid,1
2052,genitaalendometrioosi,1
2053,kardioembooliline,1
2054,seropositiivsed,1
2055,Paravertebraalne,1
2056,Hulgimetastaasidega,1
2057,hemihüpesteesia,1
2058,bronciale,1
2059,Pleuropneumonia,1
2060,labrii,1
2061,gelon,1
2062,humer,1
2063,Neurinoma,1
2064,accustici,1
2065,bradüfrekventne,1
2066,restendid,1
2067,anaplasticum,1
2068,Intoxicatio,1
2069,Gangraena,1
2070,flexurae,1
2071,Kommisurot,1
2072,aterotromboosist,1
2073,Fistula,1
2074,pararectalis,1
2075,mittehüdatidoosmool,1
2076,mullheidikgrav,1
2077,bradükardia,1
2078,endoprosthesis,1
2079,DeBakey,1
2080,kasvaja-mts-d,1
2081,Tahhüfrekventne,1
2082,Tservikaalne,1
2083,müelopaatia,1
2084,Amputatio,1
2085,Plica,1
2086,epidermoidse,1
2087,malignisatsioon,1
2088,Devic,1
2089,pT3N3aM0,1
2090,ovaricasse,1
2091,hereditaarse,1
2092,angioödeemi,1
2093,tenui,1
2094,Mutsinoosne,1
2095,fronto,1
2096,Intratserebralne,1
2097,Vestibulopathia,1
2098,humerus,1
2099,ulna,1
2100,Segmentaarne,1
2101,amüotroofia,1
2102,Pyelonephritis,1
2103,spinotserebellaarne,1
2104,morfea,1
2105,epithelii,1
2106,high-grade,1
2107,Cerclage,1
2108,modo,1
2109,mcDonaldi,1
2110,a-CCP,1
2111,pankreatobiliaarne,1
2112,M. Paget,1
2113,intrakutaanne,1
2114,eemise,1
2115,kollaskehatsüsti,1
2116,ruptureerumine,1
2117,tendines,1
2118,flexores,1
2119,profundes,1
2120,digitorum,1
2121,antiepileptikumid,1
2122,sedatiiv-hüpnootilised,1
2123,Artroplastika,1
2124,mandibulae,1
2125,Uroteliaalne,1
2126,Grade,1
2127,Neurodermatitis,1
2128,ägenemiseagse,1
2129,hüpokseemiaga,1
2130,bronhiektaasidega,1
2131,aerogenes,1
2132,kateeterablatsioonil,1
2133,femoro-,1
2134,popliteaalne,1
2135,jugularis,1
2136,Albuminuuria,1
2137,hemoraagia,1
2138,recediva,1
2139,seroosa,1
2140,parameetriumi,1
2141,müomeetriumi,1
2142,Endoproteesimine,1
2143,Müelopaatia,1
2144,intrahepaatiline,1
2145,subluxationem,1
2146,Myeloma,1
2147,trombolüüs,1
2148,tormbektoomia,1
2149,dmneisk,1
2150,septumi,1
2151,Iatrogeenne,1
2152,transtorakaalse,1
2153,iitparempoolne,1
2154,polüpoosne,1
2155,Citrobacter,1
2156,freundii,1
2157,maltophilia,1
2158,endoprotesis,1
2159,Hemodünaamiliselt,1
2160,kardioembolism,1
2161,gramnegatiivsete,1
2162,Baktereemia,1
2163,Diffusa,1
2164,stat,1
2165,placenta,1
2166,incretale,1
2167,Chalmydia,1
2168,mesenteriaalsele,1
2169,Divertikli,1
2170,intramuraalses,1
2171,Enterocolitis,1
2172,medialise,1
2173,Enterocele,1
2174,rectocele,1
2175,septaaklne,1
2176,Fract,1
2177,vertebrae,1
2178,trimalleolaarne,1
2179,epikutaantestid,1
2180,Juveniilne,1
2181,S.Aureus,1
2182,maltophila,1
2183,Parenhüümi,1
2184,papillaris,1
2185,parahilaris,1
2186,neoadjuvantset,1
2187,kemoradiatsiooni,1
2188,ekstragonadaalne,1
2189,Tprimaarne,1
2190,mediastinaalne,1
2191,inferkt,1
2192,tetrapaerrs,1
2193,transitoorne,1
2194,Basilaararteri,1
2195,Parkinsonistlik,1
2196,antipsühhootikumid,1
2197,haloperidool,1
2198,graviditas,1
2199,hebdominis,1
2200,Angigeen,1
2201,Femuroatsetabulaarne,1
2202,radikulolüüsiga,1
2203,resektsioonijooned,1
2204,parkinsonism,1
2205,kortikobasaalne,1
2206,glomerulaarsele,1
2207,hüdrops,1
2208,hebd21,1
2209,anterosept,1
2210,Psoriasiformne,1
2211,opioidid,1
2212,retinopatia,1
2213,hematoperitoneum,1
2214,artrodeesinaela,1
2215,acetabuli,1
2216,vertebro-basilaarsüsteemis,1
2217,Arthrodesis,1
2218,düsfaagia,1
2219,sternoklavikulaarliigese,1
2220,reiearetrite,1
2221,neomütsiin,1
2222,macular,1
2223,praepyloricum,1
2224,haemorrhagiam,1
2225,koronarograafias,1
2226,lesioonid,1
2227,essentsiaalne,1
2228,H. Pylori,1
2229,I. Grav,1
2230,Divertikuliit,1
2231,divertiikli,1
2232,koloniseerumine,1
2233,biliaarsele,1
2234,parvocellulare,1
2235,türeotoksikoosi,1
2236,submukoosne,1
2237,Bakey,1
2238,anteroluksatsioon,1
2239,pertroch,1
2240,Antrektoomia,1
2241,urtikariaalse,1
2242,Hurley,1
2243,inguinaalselt,1
2244,Helerakk-kartsinom,1
2245,Fuhrman,1
2246,cardiale,1
2247,Kellgreni,1
2248,retroperitoneaalselt,1
2249,Frpertoch,1
2250,MT1-Neurovaskulaarset,1
2251,Eksokriinne,1
2252,Rupturae,1
2253,infekstioon,1
2254,divertiikuli,1
2255,duodeenumisse,1
2256,basis,1
2257,metacarpalis,1
2258,kinnin,1
2259,colloidea,1
2260,Vimalik,1
2261,taloccruralis,1
2262,nephrolithiasis,1
2263,MT1-neurovaskulaarset,1
2264,südamehaigus8,1
2265,aeruginosae,1
2266,reabatio,1
2267,diarröa,1
2268,tsöliaakiale,1
2269,clavicula,1
2270,ektoopilist,1
2271,Aksillaarne,1
2272,hüperhidroos,1
2273,Guyoni,1
2274,klebsiella,1
2275,koronaaride,1
2276,Angio-ct-,1
2277,tuberkuloom,1
2278,Guttata,1
2279,gastriin,1
2280,Spinotserebellaarne,1
2281,seroom,1
2282,vasopaatia,1
2283,vesicae,1
2284,urinariae,1
2285,Ajukontusioon,1
2286,vaaganaluude,1
2287,femoropatellaarpiirkonnas,1
2288,hempiparees,1
2289,Endoskoopilise,1
2290,Patella,1
2291,vaskulopaatia,1
2292,endometrioom,1
2293,müelodüsplaasia,1
2294,eksemiididega,1
2295,Mediolateraalne,1
2296,Hinchey,1
2297,junii,1
2298,sünoviaaltsüstist,1
2299,abcessus,1
2300,Peritoneaaldialüüsist,1
2301,korrigeerunud,1
2302,Trombolüüsitud,1
2303,pancretis,1
2304,konstipatsioon,1
2305,aJUSISENE,1
2306,alcocholica,1
2307,bradükardiline,1
2308,Teadvusshäire,1
2309,parenhüümi,1
2310,trikuspidaalklapil,1
2311,kompressionmurd,1
2312,Baumannii,1
2313,2010a--,1
2314,trombembooliline,1
2315,proksimaalosa,1
2316,scaphoidei,1
2317,divertikuliit,1
2318,Pharyngitis,1
2319,Erysipeles,1
2320,denegeratsioon,1
2321,polüartralgia,1
2322,gonarthrosis,1
2323,suspecta,1
2324,Hilistekkene,1
2325,eosinofiiliaga,1
2326,Leukotsütoklastiline,1
2327,Kolostoomi,1
2328,reiearteeri,1
2329,mammosomatotroopne,1
2330,cT3a,1
2331,Diclac,1
2332,peronealis,1
2333,Peristeeriv,1
2334,by-bass,1
2335,pertrohhanteerne,1
2336,Partis,1
2337,Candidotica,1
2338,ravimindutseeritud-,1
2339,sunitiniib,1
2340,hemisfääri,1
2341,spinaalse,1
2342,Myomae,1
2343,dehistents,1
2344,kartsinomatoos,1
2345,mesenterica,1
2346,superioris,1
2347,endarterectomiam,1
2348,rheumatoides,1
2349,bronchi,1
2350,pulmonis,1
2351,Radiculoptahia,1
2352,vertebralis,1
2353,osteopor,1
2354,rasedus-graviditas,1
2355,iintramuralis,1
2356,arteria,1
2357,Pilonidaaltsüst,1
2358,Trombolüüs,1
2359,membrorum,1
2360,infriorum,1
2361,ulcere,1
2362,reesus-isoimmunisatsiooni,1
2363,polümüalgiaga,1
2364,Arteritis,1
2365,temporalis,1
2366,<inf  D>,1
2367,ajauarteri,1
2368,oklusioonist,1
2369,Syncope,1
2370,Ajukommotsioon,1
2371,gonart,1
2372,Vertiigo,1
2373,metrorrhagia,1
2374,alajsemete,1
2375,telgsuse,1
2376,Fluidotorax,1
2377,kond,1
2378,ristatiside,1
2379,kardiovaskula,1
2380,sündesmoosi,1
2381,delt,1
2382,sigmae,1
2383,regurgitatsiooniga,1
2384,Hiliselagusega,1
2385,Pseudotumor,1
2386,cephalgia,1
2387,fistulae,1
2388,reumatidartriit,1
2389,Hepatitis,1
2390,Hepatosis,1
2391,Subskapulaarlihase,1
2392,Neurinoom,1
2393,rinolaalia,1
2394,rinofoonia,1
2395,hypernasality,1
2396,hyponasality,1
2397,wheezing,1
2398,Stridoroosne,1
2399,stridor,1
2400,Hemihüpertroofia,1
2401,tubo-,1
2402,vasoplastika,1
2403,kondüül,1
2404,dekongestandist,1
2405,mitraal,1
2406,Nuvaring,1
2407,Hamartoomid,1
2408,hamartoomid,1
2409,intersektsionaalsele,1
2410,reumokardioskleroos,1
2411,Fassett,1
2412,Liitneevus,1
2413,eessseina,1
2414,Impetiigo,1
2415,paikmes,1
2416,Keratokoonus,1
2417,artralgia,1
2418,Neevused,1
2419,bulbust,1
2420,2000op,1
2421,hematosalpinx,1
2422,rigeminuse,1
2423,atreroomi,1
2424,postmenopausaalne,1
2425,Elongatio,1
2426,bakterio,1
2427,Spondülogeensed,1
2428,sklerot,1
2429,tumori,1
2430,toksoplasmootilised,1
2431,radikulopaatiata,1
2432,tenolüüs,1
2433,südameramitest,1
2434,parvoviirus,1
2435,Solaar,1
2436,lentiigo,1
2437,lisari,1
2438,Sünkoopieelne,1
2439,türeodiit,1
2440,seroos-papillarne,1
2441,tsüstadenokartsinoom,1
2442,climax,1
2443,Riniidist,1
2444,Luukasvis,1
2445,osteofüüt,1
2446,olecranon,1
2447,amiodaroonravi,1
2448,parotis,1
2449,plantaarkõõlused,1
2450,rekoarktatsioon,1
2451,nekrobioos,1
2452,prolif,1
