,analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count,System,Pleural,Pericardial,SerPla,VenoseBlood,CapillaryBlood,ArterialBlood,CSF,Blood,Plasma,Serum,Urine
4776,CRP,nan,S-_CRV,S- CRV,mg/l,258,,False,False,False,False,False,False,False,False,False,True,False
4778,E1 Spetsiifiline IgE üksikallergeeni (kassiepiteel) suhtes,nan,S-E1_IgE,IgE E1 (kassiepiteel),kU/l,38,,False,False,False,False,False,False,False,False,False,True,False
4779,ABO veregrupi määramine geeltehnikaga,nan,B-ABO-2,ABO-veregrupi määramine patsiendi,.,10,,False,False,False,False,False,False,False,True,False,False,False
4784,Hematoloogilised uuringud,nan,738,B-Diff-Mono-arv,x10*9/L,4,,False,False,False,False,False,False,False,True,False,False,False
4788,Tuumavastased antikehad,nan,S-aNA,(66712) <ANONYM> (antinukleaarsed Ak-d),-,1,,False,False,False,False,False,False,False,False,False,True,False
4790,Kliiniline vereanalüüs,nan,Erütrotsüütidesettekiirus-SR,Erütrotsüütide settekiirus - SR,,144,,False,False,False,False,False,False,False,True,False,False,False
4792,Hematoloogilised uuringud,nan,1658,Promüelotsüüdid,,43,,False,False,False,False,False,False,False,True,False,False,False
4794,Gammaglutamüüli transferaas,nan,S-GGT,S-GGT,U/l,17,,False,False,False,False,False,False,False,False,False,True,False
4795,Kliinilise keemia uuringud,nan,135,fS-Trigl(Triglütseriidid seerumis),mmol/l,118,,False,False,False,False,False,False,False,False,False,True,False
4796,ABO-veregrupi ja Rh(D),nan,B-ABO-Rh(d)-2,ABO-veregrupi,.,5,,False,False,False,False,False,False,False,True,False,False,False
4797,Puukentsefaliidiviiruse IgG antikehad,nan,S-TBE_IgG,TBE IgG,RU/mL,1,,False,False,False,False,False,False,False,False,False,True,False
4798,Kaltsitoniin paastuseerumis/paastuplasmas,nan,"fS,fP-CT","fS,fP-CT",-,2,,False,False,True,False,False,False,False,False,False,False,False
4800,Kliiniline vere ja glükohemoglobiini analüüs,nan,IG-Ebaküpsedgranulotsüüdid,IG - Ebaküpsed granulotsüüdid,,5,,False,False,False,False,False,False,False,True,False,False,False
4801,"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",nan,S-IgE-Spec-3,Merisiga,-,1,,False,False,False,False,False,False,False,False,False,True,False
4807,Kliiniline vere ja glükohemoglobiini analüüs,nan,nan,B-CBC-5Diff,,7,,False,False,False,False,False,False,False,True,False,False,False
4813,Hematoloogilised uuringud,nan,3863,MCV(Erütrotsüüdi keskmine maht),fL,18,,False,False,False,False,False,False,False,True,False,False,False
4815,Transferriini saturatsioon seerumis,nan,S-TransfS,nan,%,4,,False,False,False,False,False,False,False,False,False,True,False
4816,Biokeemia labor,nan,10464,S-GGT,U/l,263,,False,False,False,False,False,False,False,False,False,True,False
4818,Gram-negatiivsete bakterite DNA veres (real-time PCR-meetodil),nan,B-Gneg_DNA,P.mirabilis,-,45,,False,False,False,False,False,False,False,True,False,False,False
4820,Hematoloogilised uuringud,nan,14,E-MCV(Erütrotsüüdi keskmine maht),fL,1452,,False,False,False,False,False,False,False,True,False,False,False
4824,"Beeta-2-glükoproteiin 1 vastane IgA, IgG, IgM seerumis",nan,S-b2-GP1_IgAGM,S-b2-GP1 IgAGM,RU/ml,1,,False,False,False,False,False,False,False,False,False,True,False
4825,Allergeenspetsiifiline ja inhaleeritavate allergeenspetsiifilised IgE antikehad seerumis,nan,S-Segatüüpi_allerg.IgE,<ANONYM>,IU/ml,56,,False,False,False,False,False,False,False,False,False,True,False
4826,Immuunuuringud,nan,10406,S- PC(Prokaltsitoniin),ng/ml,8,,False,False,False,False,False,False,False,False,False,True,False
4827,Inimese immuunpuudulikkuse 1. ja 2. tüübi viiruse verifitseerimine immunoblotinguga,nan,S-aHIV_1/2_v,HIV verifitseerimine,-,1,,False,False,False,False,False,False,False,False,False,True,False
4830,Biokeemia labor (haigla),nan,10489,S2-Ure,mmol/l,21,,False,False,False,False,False,False,False,False,False,True,False
4832,Biokeemia labor,nan,5,Uurea seerumis,mmol/l,1,,False,False,False,False,False,False,False,False,False,True,False
4834,Kolesterool seerumis,nan,nan,nan,,251,,False,False,False,False,False,False,False,False,False,True,False
4839,Vereäige mikroskoopia,nan,B-Smear-m,Monotsüüdid,-,3,,False,False,False,False,False,False,False,True,False,False,False
4843,Kliinilise keemia uuringud,nan,122,S-ALAT 2(Alaniini aminotransferaas),U/l,2,,False,False,False,False,False,False,False,False,False,True,False
4844,Helicobacter pylori vastased antikehad,nan,S-aHpyl,S-aHpyl,-,11,,False,False,False,False,False,False,False,False,False,True,False
4845,täisveri,nan,B-täisveri,<ANONYM>,10 9 /l,213,,False,False,False,False,False,False,False,True,False,False,False
4850,Vere automaatuuring 3-osalise leukogrammiga,nan,B-A3Diff,RDW-CV,%,1078,,False,False,False,False,False,False,False,True,False,False,False
4851,"Toiduallergeenide paneel 3 (nisu, kaer, mais, seesam, tatar) vastane IgE seerumis",nan,S-fp3_IgE,nan,kU/l,2,,False,False,False,False,False,False,False,False,False,True,False
4852,Kreatiini kinaasi MB isoensüümi mass seerumis/plasmas,nan,"S,P-CK-MBm",nan,,3,,False,False,True,False,False,False,False,False,False,False,False
4853,Tuumavastased antikehad,nan,S-aNA,S-aNA,-,83,,False,False,False,False,False,False,False,False,False,True,False
4854,Vere automaatuuring 5-osalise leukogrammiga,nan,B-CBC+Diff,MONO Monotsüütide absoluutarv,10*9/L,1865,,False,False,False,False,False,False,False,True,False,False,False
4855,LTKH allhanked,nan,70403,S-IA-2 IgG(IA-2 (türosiini fosfataasi sarnase valgu) vastane IgG),,3,,False,False,False,False,False,False,False,False,False,True,False
4856,Formaldehüüdi vastane IgE seerumis,nan,S-k80_IgE,S-f3 IgE,kU/l,1,,False,False,False,False,False,False,False,False,False,True,False
4857,TSH Kilpnääret stimuleeriv hormoon seerumis,nan,S-TSH,Kilpnääret stimuleeriv hormoon seerumis,µIU/ml,80,,False,False,False,False,False,False,False,False,False,True,False
4859,ABO veregrupp (esmane),nan,B-ABO,B-ABO,-,47,,False,False,False,False,False,False,False,True,False,False,False
4860,Tsüklilise tsitrulleeritud peptiidi vastane IgG seerumis,nan,S-CCP_IgG,Tsüklilise tsitrulleeritud peptiidi vastased antikehad,kU/L,10,,False,False,False,False,False,False,False,False,False,True,False
4861,"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",nan,S-IgE-Spec-3,Rukkijahu,-,2,,False,False,False,False,False,False,False,False,False,True,False
4862,Hematoloogilised uuringud,nan,3043,Granulotsüütide abs ar,10x 9/L,1,,False,False,False,False,False,False,False,True,False,False,False
4864,Foliikuleid stimuleeriva hormooni ivastased IgA antikehad,nan,S2-aFSH_IgA,Foliikuleid stimuleeriva hormooni vastased IgA antikehad,AU,1,,False,False,False,False,False,False,False,False,False,True,False
4868,Vere automaatuuring 5-osalise leukogrammiga,nan,B-CBC+Diff,WBC,10*9/l,6,,False,False,False,False,False,False,False,True,False,False,False
4869,Immuunmeetoditel põhinevad uuringud,nan,146309,S-Cort (õhtul)(Kortisool (õhtul)),nmol/l,2,,False,False,False,False,False,False,False,False,False,True,False
4871,Hematoloogilised uuringud,nan,3835,ESR (EDTA,mm/h,1,,False,False,False,False,False,False,False,True,False,False,False
4875,Hematoloogilised uuringud,nan,1889,Jolly kehad,,1,,False,False,False,False,False,False,False,True,False,False,False
4877,Biokeemia analüüs,nan,S-b1-glBeeta-1globuliinid,S-b1-gl Beeta-1 globuliinid,,2,,False,False,False,False,False,False,False,False,False,True,False
4880,Foolhape,nan,S-Fol,S-Fol,ng/ml,13,,False,False,False,False,False,False,False,False,False,True,False
4881,Kliinilise keemia uuringud,nan,1138,S-K 10(Kaalium),mmol/l,1,,False,False,False,False,False,False,False,False,False,True,False
4883,Hüübimissüsteemi uuringud,nan,822,P-PT-INR 3(Protrombiini aeg; INR),suhtarv,1,,False,False,False,False,False,False,False,False,True,False,False
4885,Vere automaatuuring leukogrammita,nan,B-CBC,nan,10^9/l,1,,False,False,False,False,False,False,False,True,False,False,False
4887,"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",nan,S-IgE-Spec-2,Hobune,-,13,,False,False,False,False,False,False,False,False,False,True,False
4891,Kreatiniin seerumis,nan,S-Crea,nan,mikrmol/l,4,,False,False,False,False,False,False,False,False,False,True,False
4894,Naatrium,nan,S-Na,P-Na,mmol/L,3,,False,False,False,False,False,False,False,False,True,True,False
4898,Süsteemse skleroosi antigeenide vastane IgG seerumis,nan,S-S_sclerosis_(panel),RP11 vastane IgG seerumis,-,7,,False,False,False,False,False,False,False,False,False,True,False
4901,Chlamydia trachomatise vastased IgG-antikehad,nan,S-aCtrG,S-aCtrG,EIU,1,,False,False,False,False,False,False,False,False,False,True,False
4904,Osmolaalsus,nan,S-Osmol,S-Osmol,-,1,,False,False,False,False,False,False,False,False,False,True,False
4908,Immuunmeetoditel uuringud,nan,nan,S-HSV2-G / Lihtherpeseviiruse 2.tüübi vastane IgG seerumis,,2,,False,False,False,False,False,False,False,False,False,True,False
4911,INR - Protrombiini indeks,nan,P-PT,INR,-,160,,False,False,False,False,False,False,False,False,True,False,False
4914,Kliinilise keemia uuringud,nan,153,S-Amyl(Alfa-amülaas),U/l,449,,False,False,False,False,False,False,False,False,False,True,False
4917,Hematoloogilised uuringud,nan,4590,Trombokrit,%,14,,False,False,False,False,False,False,False,True,False,False,False
4920,Vere automaatuuring 3-osalise leukogrammiga,nan,vB-CBC-3,"RDW, CV",.,7,,False,False,False,True,False,False,False,True,False,False,False
4922,Immuunmeetoditel uuringud,seerum,f41spIgElõhesuhtes,f 41 sp IgE lõhe suhtes,,3,,False,False,False,False,False,False,False,False,False,True,False
4924,Hematoloogilised uuringud,nan,617,10 B-MPV(Trombotsüütide keskmine maht),fL,1,,False,False,False,False,False,False,False,True,False,False,False
4925,Kliinilise keemia uuringud,nan,10306,S-HDL(Kõrge tihedusega lipoproteiini kolesterool),mmol/l,172,,False,False,False,False,False,False,False,False,False,True,False
4926,Vere automaatuuring 5-osalise leukogrammiga,nan,B1-A5Diff,WBC Leukotsüüdid,10*9/L,99,,False,False,False,False,False,False,False,True,False,False,False
4930,Immuunmeetoditel uuringud,nan,nan,S-antiHBcIgM / B-hepatiidi viiruse tuuma antig vast IgM s.,,5,,False,False,False,False,False,False,False,False,False,True,False
4931,Protrombiini indeks,nan,P-PT,INR,-,118,,False,False,False,False,False,False,False,False,True,False,False
4932,Hematoloogilised uuringud,nan,616,HD(HGB kontsentratsiooni jaotuskõvera laius),,48,,False,False,False,False,False,False,False,True,False,False,False
4941,Gram-positiivsete bakterite DNA veres,nan,B-Gpos_DNA,S.aureus,-,6,,False,False,False,False,False,False,False,True,False,False,False
4943,20 toiduallergeeni,nan,S-Food_IgE,sojauba,-,8,,False,False,False,False,False,False,False,False,False,True,False
4945,CBC-5Diff Hemogramm viieosalise leukogrammiga,nan,B1-CBC-5Diff,RBC,10*6 µl,4,,False,False,False,False,False,False,False,True,False,False,False
4948,Reumatoidfaktor,nan,S-RF,66111Reumatoidfaktor,IU/ml,102,,False,False,False,False,False,False,False,False,False,True,False
4951,Biokeemia analüüs,nan,fS-Ca(kaltsium),fS-Ca (kaltsium),,744,,False,False,False,False,False,False,False,False,False,True,False
4952,Immuunmeetoditel põhinevad uuringud,nan,146295,S-Vit D (25-OH(Vitamiin D (25-OH)),nmol/l,79,,False,False,False,False,False,False,False,False,False,True,False
4961,Ekstraheeritavate tuumaantigeenide vastane IgG seerumis (paneel),nan,66707_S-ENA-paneel,Sm antikehad,<ANONYM> unit,3,,False,False,False,False,False,False,False,False,False,True,False
4962,Hematoloogilised uuringud,nan,5628,B-Diff-Eo-%,%,5,,False,False,False,False,False,False,False,True,False,False,False
4963,Nõgese vastane IgE seerumis,nan,S-w20_IgE,S-w20 IgE,kU/l,11,,False,False,False,False,False,False,False,False,False,True,False
4965,Insuliin,nan,S-Ins,S-Ins,mIU/l,5,,False,False,False,False,False,False,False,False,False,True,False
4966,Kliiniline vereanalüüs,nan,nan,MCHC,,2,,False,False,False,False,False,False,False,True,False,False,False
4968,Biokeemia analüüs,seerum,Gammaglobuliinid,Gamma globuliinid,,8,,False,False,False,False,False,False,False,False,False,True,False
4969,Vere automaatuuring 5-osalise leukogrammiga,nan,B1-A5Diff,IG# Ebaküpsed granulotsüüdid,10*9 g/L,92,,False,False,False,False,False,False,False,True,False,False,False
4973,B-HbA1c (IFCC),nan,nan,nan,,5,,False,False,False,False,False,False,False,True,False,False,False
4974,Koorioni gonadotropiin (Immulite Plus),nan,S-hCG,hCG Koorioni gonadotropiin,IU/l,4,,False,False,False,False,False,False,False,False,False,True,False
4975,"Treponema pallidum-i vastased antikehad - mittespetsiifiline RPR test Y.enterocolitica03, Y. enterocolitica09, Y.pseudotuberculo",nan,S-aTrpRPR,süüfilise ekspressdiagnostika,-,1,,False,False,False,False,False,False,False,False,False,True,False
4976,+Valkude fraktsioonid seerumis elektroforeetiliselt,nan,S-Prot_fr,alfa-2 globuliin,-,2,,False,False,False,False,False,False,False,False,False,True,False
4978,Mycoplasma pneumoniae vastane IgA seerumis,nan,S-M_pneumoniae_IgA,Tõlgendus,-,83,,False,False,False,False,False,False,False,False,False,True,False
4981,Protrombiini aeg,nan,P-PT,INR,.,93,,False,False,False,False,False,False,False,False,True,False,False
4986,Happe-alus tasakaal,täisveri,pO2(T),pO2(T),,191,,False,False,False,False,False,False,False,True,False,False,False
4987,Komplemendi komponent C3,nan,S1-C3,S1-C3,-,1,,False,False,False,False,False,False,False,False,False,True,False
4988,Biokeemilised uuringud,nan,660,S-Mg(Magneesium seerumis),mmol/l,3,,False,False,False,False,False,False,False,False,False,True,False
4990,Borrelia WB IgG kinnitav test seerumis,nan,S-Borrelia-WB-IgG,S-Borrelia-WB-IgG,-,1,,False,False,False,False,False,False,False,False,False,True,False
4995,Alfafetoproteiin,nan,S-AFP,S-AFP,.,2,,False,False,False,False,False,False,False,False,False,True,False
4997,Hematoloogilised uuringud,nan,5694,HGB(Hemoglobiin veres),g/l,50,,False,False,False,False,False,False,False,True,False,False,False
5000,Uurea seerumis,nan,S-Urea,S-Urea,mmo/l,105,,False,False,False,False,False,False,False,False,False,True,False
5002,Biokeemia analüüs,seerum,B-HbA1c(glükohemoglobiin),B-HbA1c (glükohemoglobiin),,1,,False,False,False,False,False,False,False,False,False,True,False
5003,Vere automaatuuring 5-osalise leukogrammiga,nan,B1-CBC+Diff,NEUT Neutrofiilide absoluutarv,10*9/L,3,,False,False,False,False,False,False,False,True,False,False,False
5008,"S,P-Uurea",nan,nan,nan,,18,,False,False,True,False,False,False,False,False,False,False,False
5009,ABO-veregrupi ja Rh(D),nan,B-ABO-Rh(d)-2,Rh(D),.,5,,False,False,False,False,False,False,False,True,False,False,False
5010,Biokeemia labor,nan,10515,S-aTPO,IU/ml,18,,False,False,False,False,False,False,False,False,False,True,False
5012,Troponiin T hs (kõrgtundlik) STAT (kiirtest),nan,S-TNT-HSST,S-TNT-HSST,pg/ml,7,,False,False,False,False,False,False,False,False,False,True,False
5015,Haptoglobiin,nan,S-Hapto,S-Hapto,g/L,1,,False,False,False,False,False,False,False,False,False,True,False
5018,Hematoloogilised uuringud,nan,35,3 TRBC,,2,,False,False,False,False,False,False,False,True,False,False,False
5021,Hematoloogia,nan,52,B-MCHC(Keskmine hemoglobiinikontsentratsioon erütrotsüüdis),g/l,77,,False,False,False,False,False,False,False,True,False,False,False
5024,Kliiniline vereanalüüs,nan,RBC(erütrotsüüdid),RBC (erütrotsüüdid),,1305,,False,False,False,False,False,False,False,True,False,False,False
5025,"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",nan,S-IgE-Spec-1,Nisujahu,-,4,,False,False,False,False,False,False,False,False,False,True,False
5026,Hematoloogilised uuringud,nan,22,1 B-Diff-LYMPH-arv(Lümfotsüüdid absoluutarv),10 l,6,,False,False,False,False,False,False,False,True,False,False,False
5029,LTKH allhanked,nan,1553,S-T(Türeoglobuliin),µg/l,3,,False,False,False,False,False,False,False,False,False,True,False
5031,Biokeemilised uuringud,nan,90,fS-Cre(Kreatiniin),µmol/l,415,,False,False,False,False,False,False,False,False,False,True,False
5034,Immuunmeetoditel põhinevad uuringud,nan,783,S-L(Luteiniseeriv hormoon),U/l,1,,False,False,False,False,False,False,False,False,False,True,False
5037,Aktiveeritud osalise tromboplastiini aeg,nan,P-APTT,P-APTT,sek,306,,False,False,False,False,False,False,False,False,True,False,False
5044,Chlamydia pneumoniae vastased IgM antikehad,nan,S1-aCpn-IgM,S1-aCpn-IgM,-,12,,False,False,False,False,False,False,False,False,False,True,False
5046,Shigella vastaste antikehade määramine,nan,S-aShig,S.flexneri I-V vastased antikehad,-,3,,False,False,False,False,False,False,False,False,False,True,False
5049,Hematoloogilised uuringud,nan,400,Abs. arv Monotsüüdid,x 10 9/L,16,,False,False,False,False,False,False,False,True,False,False,False
5053,"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",nan,S-IgE-Spec-2,Koer,-,15,,False,False,False,False,False,False,False,False,False,True,False
5055,Kliiniline vereanalüüs,nan,nan,BASO#,,1,,False,False,False,False,False,False,False,True,False,False,False
5058,Immuunoglobuliin A,nan,S-IgA,S-IgA,g/l,27,,False,False,False,False,False,False,False,False,False,True,False
5060,Biokeemia analüüs,nan,S-ASO(antistreptolüsiinO),S-ASO (antistreptolüsiin O),,259,,False,False,False,False,False,False,False,False,False,True,False
5062,Hematoloogilised uuringud,nan,5639,B-Hb(Hemoglobiini kontsentratsioon),g/l,5,,False,False,False,False,False,False,False,True,False,False,False
5064,Türeoglobuliin,nan,S-TG_,S-TG,ug/L,14,,False,False,False,False,False,False,False,False,False,True,False
5066,Vere automaatuuring 5-osalise leukogrammiga ja retikulotsüütidega,nan,B-CBC+Diff,<ANONYM>%,%,1,,False,False,False,False,False,False,False,True,False,False,False
5070,Biokeemia analüüs,seerum,Albumiinid(elektroforeesil),Albumiinid (elektroforeesil),,8,,False,False,False,False,False,False,False,False,False,True,False
5071,Hematoloogilised uuringud,nan,544,RDW(Erütrotsüütide suurusjaotuvuse (varjatsioonikoehvitsent)),%,386,,False,False,False,False,False,False,False,True,False,False,False
5072,Otsene antiglobuliintest,nan,B-DAT,Direktne antiglobuliintest,-,2,,False,False,False,False,False,False,False,True,False,False,False
5074,Kliiniline vere ja glükohemoglobiini analüüs,nan,nan,MCV,,544,,False,False,False,False,False,False,False,True,False,False,False
5075,Hemogramm viieosalise leukogrammiga,nan,vB-CBC-5Diff,RDW,%,1,,False,False,False,True,False,False,False,True,False,False,False
5076,Hemogramm 5-osalise leukogrammiga,nan,B-CBC+Diff,HBG,g/L,97,,False,False,False,False,False,False,False,True,False,False,False
5082,Biokeemia analüüs,nan,fP-GlucGTT0min,fP-Gluc GTT 0 min,,10,,False,False,False,False,False,False,False,False,True,False,False
5084,Vitamiin B12,nan,nan,fS-B12 (Q),pmol/L,58,,False,False,False,False,False,False,False,False,False,True,False
5091,PSA Prostataspetsiifiline antigeen seerumis,nan,S-PSA,Prostataspetsiifiline antigeen seerumis,ng/ml,37,,False,False,False,False,False,False,False,False,False,True,False
5092,Biokeemia analüüs,nan,S-fLambda(L-vabadkergedahelad),S-fLambda (L- vabad kerged ahelad),,73,,False,False,False,False,False,False,False,False,False,True,False
5093,Elektroforeetiline uuring,nan,S-a1-glAlfa-1globuliinid,S-a1-gl Alfa-1 globuliinid,,1,,False,False,False,False,False,False,False,False,False,True,False
5101,"Troponiin T, kardiaalne",nan,S-cTnT,S-cTnT,ng/mL,97,,False,False,False,False,False,False,False,False,False,True,False
5103,Immuunmeetoditel uuringud,seerum,S-dsDNAAb/DNAkaksikahelavastaneIgGseerumis,S-dsDNAAb / DNA kaksikahela vastane IgG seerumis,,38,,False,False,False,False,False,False,False,False,False,True,False
5104,Hemogramm patoloogiline (mikroskoopia),nan,B-Hemo-p,Basofiilid,%,1,,False,False,False,False,False,False,False,True,False,False,False
5105,Kilpnääret stimuleeriv hormoon seerumis,nan,S-TSH,S-TSH,µIU/ml,54,,False,False,False,False,False,False,False,False,False,True,False
5108,Kliiniline vereanalüüs,nan,Normoblastid,Normoblastid,,15,,False,False,False,False,False,False,False,True,False,False,False
5110,Glükohemoglobiin,nan,B-HbA1c,HbA1c,%,193,,False,False,False,False,False,False,False,True,False,False,False
5111,Immuunmeetoditel uuringud,nan,S-ktEBVEpsteinBarrikiirtest,S-ktEBV Epstein Barri kiirtest,,3,,False,False,False,False,False,False,False,False,False,True,False
5113,nan,nan,S-w6_IgE,S-e1 IgE,kU/l,1,,False,False,False,False,False,False,False,False,False,True,False
5115,Immuunmeetoditel uuringud,nan,B-T/B-LyRakuliseimmuunsusehinnang,B-T/B-Ly Rakulise immuunsuse hinnang,,2,,False,False,False,False,False,False,False,True,False,False,False
5116,Biokeemia analüüs,nan,S-a2-glAlfa-2globuliinid,S-a2-gl Alfa-2 globuliinid,,159,,False,False,False,False,False,False,False,False,False,True,False
5117,CBC-5Diff Hemogramm viieosalise leukogrammiga,nan,B1-CBC-5Diff,NEUT#,10*3 µl,4,,False,False,False,False,False,False,False,True,False,False,False
5118,LDL-kolesterool,nan,S-LDL-Chol,S-LDL-Chol,mmol/L,408,,False,False,False,False,False,False,False,False,False,True,False
5121,Antistreptolüsiin O seerumis,nan,nan,nan,,8,,False,False,False,False,False,False,False,False,False,True,False
5125,Hematoloogilised uuringud,nan,1232,MP,%,13,,False,False,False,False,False,False,False,True,False,False,False
5129,Hemogramm,nan,B-Hemo,Lümfotsüüdid,%,3,,False,False,False,False,False,False,False,True,False,False,False
5132,Hematoloogilised ja uriini uuringud,nan,11136,P-LC(P-LCR),%,2,,False,False,False,False,False,False,False,False,True,False,False
5133,Mikrobioloogia labor (haigla),nan,10291,S-aMypn(Mycoplasma pneumoniae vastased antikehad),,11,,False,False,False,False,False,False,False,False,False,True,False
5134,glükoos seerumis/plasmas,nan,S-gly,S-gly,mmol/l,150,,False,False,True,False,False,False,False,False,False,True,False
5136,Sperma biok uuringud,nan,2735,IL-6 sem plasmas,ng/L,3,,False,False,False,False,False,False,False,False,True,False,False
5138,Üksikallergeeni f25( tomat) vastased IgE antikehad seerumis,nan,S-af25,nan,kU/l,8,,False,False,False,False,False,False,False,False,False,True,False
5142,Vereäige mikroskoopia,nan,B-Hemo-p,Monotsüüdid veres %,%,6,,False,False,False,False,False,False,False,True,False,False,False
5145,Hemogramm,nan,B-CBC,MCV,fl,206,,False,False,False,False,False,False,False,True,False,False,False
5147,Männi õietolmu vastane IgE seerumis,nan,S-t16_IgE,S-t4 IgE,kU/l,2,,False,False,False,False,False,False,False,False,False,True,False
5149,Kliinilise keemia uuringud,nan,110,fS-Crea 8(Kreatiniin),µmol/l,1,,False,False,False,False,False,False,False,False,False,True,False
5151,Allergeenspetsiifilised IgE antikehad,nan,S-Toidu-IgE-(20),Apelsin,-,1,,False,False,False,False,False,False,False,False,False,True,False
5152,Kasvaja-antigeen CA 19-9,nan,S-CA,nan,,1,,False,False,False,False,False,False,False,False,False,True,False
5153,Hemogramm viieosalise leukogrammiga,nan,B-CBC-Diff,MPV,fL,15,,False,False,False,False,False,False,False,True,False,False,False
5154,GP4 spetsiifiline IgE allergeenide segu suhtes,nan,S2-gp4_IgE,"IgE-gp4 lõhnav maarjahein, püsiraihein, pilliroog, kultiveeritud rukis, samethei",kU/L,10,,False,False,False,False,False,False,False,False,False,True,False
5158,Hematoloogilised uuringud,nan,20,E-MC(Keskmine hemoglobiinihulk erütrotsüüdis),pg,442,,False,False,False,False,False,False,False,True,False,False,False
5162,Borrelia burgdorferi vastased IgG antikehad,nan,S-aBorrG,nan,,6,,False,False,False,False,False,False,False,False,False,True,False
5163,Vere automaatuuring leukogrammita X,nan,B-CBC,MCV,fL,30,,False,False,False,False,False,False,False,True,False,False,False
5170,Hematoloogilised uuringud,nan,5709,%G(Granulotsüütide protsent),%,6,,False,False,False,False,False,False,False,True,False,False,False
5173,Treponema pallidumi vastased antikehad seerumis - mittespetsiifiline RPR test (lateksaglutinatsioon),nan,S-aTrpRPR,RPR-test (lateksaglutinatsioon),-,6,,False,False,False,False,False,False,False,False,False,True,False
5175,Automaatuuring,nan,M-Automaatuuring,MCV,fl,127,,False,False,False,False,False,False,False,True,False,False,False
5176,Formaldehüüdivastane IgE,nan,S-k80_IgE,S-k80 IgE,kU/L,7,,False,False,False,False,False,False,False,False,False,True,False
5186,Seroloogiline analüüs,nan,Antikehad3erütrotsüüdiga66404,Antikehad 3erütrotsüüdiga 66404,,1,,False,False,False,False,False,False,False,False,False,True,False
5196,VÄL,nan,41251,PLT,10 IU/l,3,,False,False,False,False,False,False,False,True,False,False,False
5200,Hematoloogilised uuringud,nan,2485,E-MCH(Keskmine hemoglobiinikontsentratsioon erütrotsüüdis),g/l,5,,False,False,False,False,False,False,False,True,False,False,False
5201,Vitamiin B12,nan,S-Vit_B12,S-Vit B12,pmol/L,72,,False,False,False,False,False,False,False,False,False,True,False
5203,Biokeemia analüüs,seerum,S-NT-proBNP(B-tüüpinatriureetilineN-terminaalnepropepti,S-NT-proBNP (B-tüüpi natriureetiline N-terminaalne propepti,,14,,False,False,False,False,False,False,False,False,False,True,False
5205,Biokeemia labor,nan,10471,S-C,mmol/l,5,,False,False,False,False,False,False,False,False,False,True,False
5209,triglütseriidid,nan,S-Trigl.,S-Trigl.,mmol/l,53,,False,False,False,False,False,False,False,False,False,True,False
5211,Hematoloogilised uuringud,nan,1843,Erütrotsüüdid,x10 12/L,37,,False,False,False,False,False,False,False,True,False,False,False
5213,Glükoosi taluvuse test (suukaudne) plasmast,nan,P-GTT,Enne glükoos manustamist (0t),mmol/L,4,,False,False,False,False,False,False,False,False,True,False,False
5215,Transferriin,nan,S-TrfS,S-TrfS,g/L,22,,False,False,False,False,False,False,False,False,False,True,False
5216,Hematoloogilised uuringud,nan,1284,MCHC,g/l,1,,False,False,False,False,False,False,False,True,False,False,False
5217,Kasvaja antigeen HE-4 (munasari),nan,S-HE-4,Kasvaja antigeen HE-4,pmol/L,1,,False,False,False,False,False,False,False,False,False,True,False
5218,Biokeemia analüüs,nan,S-fK/S-fL(KappajaLambdavabadekergahelatesuhe),S-fK/S-fL (Kappa ja Lambda vabade kergahelate suhe),,73,,False,False,False,False,False,False,False,False,False,True,False
5219,Alaniini aminotransferaas seerumis,nan,S-ALT,Alaniini aminotransferaas,U/L,1992,,False,False,False,False,False,False,False,False,False,True,False
5220,Spetsiifiline IgE üksikallergeeni suhtes,nan,S-E1_IgE,IgE E1 (kassiepiteel),kU/L,2,,False,False,False,False,False,False,False,False,False,True,False
5223,Immuunmeetoditel uuringud,seerum,S-PCA/ParietaalrakkudevastaneIgGseerumis,S-PCA / Parietaalrakkude vastane IgG seerumis,,21,,False,False,False,False,False,False,False,False,False,True,False
5225,Muud uuringud,nan,11540,P-OptiMAL-IT kiirtes(Kiirtest malaariale),,2,,False,False,False,False,False,False,False,False,True,False,False
5232,Seente DNA veres,nan,B-Fungi_DNA,A.fumigatus,-,6,,False,False,False,False,False,False,False,True,False,False,False
5236,Hematoloogilised uuringud,nan,629,11 B-Mono#(Monotsüütide arv),/nL,1,,False,False,False,False,False,False,False,True,False,False,False
5237,Immuunmeetoditel põhinevad uuringud,nan,1586,S-Tn(Troponiin I),ng/ml,192,,False,False,False,False,False,False,False,False,False,True,False
5240,Hemogramm,nan,B1-Hemo,Erütrotsüütide polükromaasia,-,1,,False,False,False,False,False,False,False,True,False,False,False
