text	y
Esiteks kipuvad Läände õppima läinud noored meile kaduma minema , sest neil pole kuhugi tagasi tulla .	0
Ja teiseks , doktorantuuri ei astu alati kõige andekamad noored .	0
Arvatavasti ei väärtusta siis noored õigesti teadust ja teaduslikku tegevust .	0
Tõepoolest , teadus iseenesest ei ole noorte hulgas praegu populaarne .	0
Ülikooligi ei minda sageli teadmisi saama , vaid taotlema kitsast ja kasulikku kutseharidust .	0
Samasugused nähtused on üleminekuaegadel ette tulnud ka teistes riikides , näiteks pärast sõda Soomes .	0
Ümberkorraldustega ühiskonnas tekib palju uusi , sealhulgas küllalt atraktiivseid töökohti , mis nõuavad eelkõige uusi oskusi .	0
Ja nende kohtade täitmisel on noor endast vanema inimese ees eelistatud olukorras , sest viimane enam uusi oskusi nii kergesti ei omanda .	0
Kahjuks kipub see tänane noorte põlvkond “ kadunud ” põlvkonnaks kujunema , sest nendest , sageli formaalselt lõpetamata teadmistest , millega praegused <INT> - <INT> aastased noored edukalt uutele töökohtadele asuvad , jääb kümne aasta pärast väheseks .	0
Siis tahavad firmade omanikud neid täies elujõus noori juba välja vahetada .	0
Kelle vastu ?	0
Neist <INT> … <INT> aastat nooremate , kuid juba korraliku hariduse saanud noormeeste-neidude vastu , kel seljataga kas magistriõpe või doktorantuur ning kes on paar aastat töötanud ka välismaal .	0
Neil on eelkäijatega võrreldes laiem haare , nad on paindlikumad ja tunduvalt perspektiivikamad .	0
Välismaa pankades ja nimekates firmades ei ole osakonnajuhatajatena tööl ühtegi pooliku haridusega inimest .	0
See on paratamatu , et praegused vajaliku hariduseta <INT> aastased osakonnajuhatajad on <INT> … <INT> aasta pärast oma praegusest leivast ilma .	0
Kui ma sellest räägin teise-kolmanda kursuse üliõpilastele , siis nad ei usu seda .	0
Nad jätavad ülikooli pooleli lihtsalt sellepärast , et lähevad tööle , kus teenivad küll paar-kolm korda rohkem kui neile loenguid pidavad professorid ning elavad hetkel sissetulekute poolest keskmisest tunduvalt paremini , kuid ei anna endale aru , mis nendega võib lähitulevikus juhtuda .	0
Meile kui teadlastele teeb muret seegi , et nii on kadumas ka teadustöö tegemise kultuur ja selleks vajalik atmosfäär .	0
Võib-olla on häda ka selles , et teadlasi ei peetagi ühiskonnas eesti kultuuri kandjaiks võrdväärselt muu loomingulise intelligentsiga ?	0
Mis saab siis niiviisi veel fundamentaaluuringutest ?	0
Alati leidub selliseid noori , kellele teaduses on oma võlu ja kes oma eesmärkide elluviimisel ei sea esikohale palka ja hetkekonjunktuuri .	0
Vähemalt esialgu võib nende peale loota , kuigi neid ei ole palju .	0
Teisalt , meil on ju aastakümnetega välja arendatud mitmetel aladel rahvusvaheliselt arvestatavad teadussuunad .	0
Kahjuks ei suuda Eesti riik neid kõiki praeguses mahus säilitada .	0
Ääretult rumal oleks aga hoolimatult kaotada see inimpotentsiaal ja need rahvusvaheliselt tunnustatud koolkonnad , mis meil on .	0
Üks sobivamaid võimalusi on suunata tugevad teadlased tarvilikele aladele , kus nende kogemusi ja teadmisi tulemuslikult kasutada saab .	0
See tähendab , et meil on hulk teadlasi , kes praegusel hetkel ei leia õiget rakendust ?	0
Just nimelt .	0
Paljud neist oleksid valmis ja võimelised teenima teistsuguseid eesmärke , kui seni .	0
Eesti riigile on hetkel oluline näiteks Sillamäe tehase tehnoloogia .	0
Sellele alale sobiksid inimesed , kes on saanud oma teadmised ja oskused mingil fundamentaalalal , on kursis värske erialakirjanduse ja tehnoloogia uudsete suundadega ning võimelised mõistliku ümberõppimise järel tehasega seotud probleeme analüüsima .	0
See on igal juhul operatiivsem ja odavam , kui koolitada päris uusi inimesi või palgata Lääne konsultante .	0
Muidugi tuleb neile ümberasumiseks luua motivatsioon .	0
Teame , et sageli kutsutakse meile väliseksperte , kellele makstakse sada korda enam kui oma inimestele .	0
Miks siis Eesti teadlastele ei võiks viis korda rohkem palka maksta , kui see samm on meile sedavõrd tähtis .	0
Kas võib loota , et Eesti praeguses valitsuses hoobade juures olevad inimesed hakkavad ka teadust vajalikul määral väärtustama ?	0
Ma kaldun arvama , et olenemata sellest , kes valitsuse toolidel on istunud või istuvad , sõltub teaduse väärtustamine neist tunduvalt vähem , kui ühiskonnas tervikuna hetkel valitsevatest arusaamadest .	0
Näiteks ka astroloogia ja astronoomia vaheline tasakaal peegeldab just tänast ühiskonda , mitte halbu ministreid või teadlasi .	0
Ma ei taha astroloogiat ära kaotada .	0
Aga nimetatud kahe suuna vaheline tasakaalupunkt on ilmselt paigast ära ning ei asu seal , kus arenenud riikides .	0
Aga et see kord õigesse paika nihkuks , selleks ongi vaja inimestele rohkem teadmisi anda .	0
Ilmselt saa ( ksid ) vad siin palju ära teha teadusi-teadmisi populariseerivad väljaanded ja meediakanalid , aga ka teadusleheküljed ajalehtedes , mis vahepeal täiesti kadunud olid ning nüüd siiski hakkavad mõnede ärksamate ajakirjanike olemasolu tõttu pisitasa tagasi tulema .	0
Vahest peaks riik kindlustama ka teadlastele koha , kus nad saaksid oma tõekspidamisi avaldada ja oma tegudest rahvale kirjutada-rääkida ?	0
Tõepoolest , Eesti avalik arvamus ei väärtusta teadust sel moel , kui ta seda võiks teha , veelgi enam niiviisi , nagu seda tehakse teistes riikides .	0
Arvan , et kui küsida tavakodanikult , mida on vaja , et Eesti riik jääks püsima , siis peetakse oluliseks eeltingimuseks keelt , võib-olla ka talukultuuri , muusikat , majandust , julgeolekut ja mida iganes .	0
Märksõna “ teadus ” peale vaevalt mõni tuleb .	0
Millest on see tingitud ?	0
Põhjusi on mitmeid .	0
Üks on objektiivne - viimaste aastakümnete jooksul pole olnud paljude probleemide jaoks vaja suuri tarkusi , vaid lihtsat ja tervet “ talupojamõistust ” .	0
Tuli ausalt otsustada ja seda sai teha ka teaduseta .	0
Mis meediasse puutub , siis viimastel aastatel on ilmselt domineerinud lihtne soov kommertslikult ellu jääda .	0
Näiteks vaadates ajalehtede esilehekülgede stiili , tooni , artikleid , mida seal müüakse , siis pilt on üsna kurb , kaugel sellest , mida ma julgeksin tahta soliidsest ajakirjandusest .	0
Enamasti hakkab silma sensatsiooniline uudis , lihtsakoelistele asjadele teadlikult sissepumbatud intriig jne .	0
Loodame , et koos lugejaga kasvab ka ajakirjandus , paraneb ajakirjanike kutseoskus ning kindlasti nende sügavad tõekspidamised .	0
Usun ka , et Haridusministeerium ei luba olukorda , kus loodusteadused ja teadused kaoksid ära ajakirjanduspildist täiesti omaette väljaannete näol .	0
Millised on need objektiivsed näitajad , mille järgi hinnatakse teaduspotentsiaali Eestis ja milliseid teaduspoliitilisi otsuseid peetakse mõistlikeks ?	0
Teaduse puhul on oluline teadustöö kvaliteet , küsitava kvaliteediga teadustööl pole üldse õigustust , ka siis , kui selle teema või eriala vajalik on .	0
Sest vale või ebaadekvaatne teadmine ei saa põhimõtteliselt kasulik olla .	0
Kasulik saab olla teadmine , mis on kindlaks tehtud , läbi kontrollitud ja põhineb metodoloogial ja arusaamisel , milles ei teki mingit kahtlust .	0
Seetõttu on meil vaja kõrvaldada mitteteadus teadusest ja toetada seda , mis on hea .	0
See on üks teaduspoliitiline põhimõte , millest mina tahaksin juhinduda nii palju kui võimalik .	0
Teiseks , teadlastele peaks olema omane ümberõppimine ja uue tunnetamine .	0
Nad ei tohiks eluaeg uurida üht ja sama asja , alates üliõpilaspäevist kuni pensionini .	0
Ühe teema peale maksimaalselt viis aastat , ja siis uue asja juurde !	0
Seejuures käiks suunamine ka riiklikest eelistustest lähtudes .	0
Kolmandaks , teaduse ja kõrghariduse integreerumine pole ainult seepärast vajalik , et ülikoolis töötaksid parimad teadlased ja meil oleksid võimekad õppejõud , vaid eelkõige seetõttu , et suure osa teadusest teevad alati ja igal pool ära doktorandid ja üliõpilased .	0
Milliseid muudatusi oma ministriks oleku ajal kavatsete Eesti teaduse turgutamiseks lähemal ajal läbi viia ?	0
Tasapisi sooviks kasvatada teaduse finantseerimise osakaalu riigi eelarves eelkõige konkurentsivõimelistes rakendussuundades , mis on meile tarvilikud ja kus meil on öelda oma sõna mitte ainult Eestis , vaid ka välismaal .	0
Riigil peab olema niipalju tarkust , et need plaanid toetust leiaksid .	0
Juba käesoleval aastal loodan , et Kirde-Eestiga seotud tehnoloogiatega ja tema sotsiaalmajandusliku integratsiooniga ning Eesti rahvastiku ja rahva tervisega hakkavad tegelema Eesti tippteadlased .	0
Tõsi , teadlasi ei saa sundida , kuid tuleb väga selgelt välja öelda , et riik peab nende küsimuste lahendamist ülioluliseks ning leiab oma nappidest vahenditest selleks ka raha .	0
Ja teadlastel jääb siis otsustada , kas nad tegelevad edasi oma lemmikteemaga seniste nappide vahendite ulatuses või nad eelistavad paremaid uurimistingimusi , et kaasata sellesse tegevusse võimalikult palju ka magistrante ja doktorante .	0
Kui vajalik tunnetuslik moment on nendel probleemidel sees , siis teadlane hakkab sellega tegelema , ainult raha pärast mitte .	0
Selle piiri tunnetamine jääb ministeeriumi ja tema ametnike ülesandeks , ja kui nad saavad sellega hakkama , suudavad Eesti teadlasedki täita neile pandud lootusi .	0
Usutles REIN VESKIMÄE	0
Maailmas hetkel mässava gripiviiruse A esiisal on seljataga sünge minevik .	0
Just tema põhjustas seniajani kõige hävitavamaks osutunud epideemia : nn. hispaania grippi suri aastail <DATE> - <DATE> ligi <INT> miljonit inimest .	1
Võrdluseks : äsja lõppenud I maailmasõda oli nõudnud <INT> miljonit ohvrit .	0
Aastate jooksul viirustüvi muutus ja põhjustas haigestumisi kuni <DATE> .	1
aastate lõpuni välja .	0
Siis kadus viirus jäljetult - et ärgata kakskümmend aastat hiljem ja levida kiiresti üle maakera .	0
Helsingi ülikooli viroloog Olli Vapalahti iseloomustabki gripiviirust kui kameeleoni , kes ammutab kusagilt hoogu juurde , et ilmuda seejärel nähtavale uuel kujul .	0
Viimase viirustüübi , hongkongi gripi ja tema järglaste valitsusaeg on kestnud nüüdseks juba ligi <INT> aastat .	0
Kuna suured pandeemiad on kordunud iga <INT> - <INT> aasta tagant , on aeg hakata ootama erakordselt raske haigestumiselaine saabumist , rõhutab teine Helsingi ülikooli teadlane Heikki Peltola .	0
Uue pandeemia saabumine on võimalik , ja õigem on öelda , et isegi tõenäoline .	0
Heikki Peltola rõhutab , et kui üldse vaevata oma pead mingi suurepideemia puhkemisega , siis tema muretseks igal sügisel pigem gripi kui näiteks Ebola-viiruse pärast .	0
Muutuv maailmarändur <br> Gripiviirus on maailmarändur , kes pendeldab pidevalt lõuna- ja põhjapoolkera vahel endale sobivaid elutingimusi otsides .	0
Viirusele meeldib talvekülm , suvekuumus ja UV-kiired on talle seevastu hukatuslikud .	0
Sooja ilmaga hävib viirus kiiresti ja ei jõua otsida endale uut ohvrit .	0
Muudes tingimustes on piisknakkusena levivat haigusetekitajat raske tõrjuda .	0
Matkates viirused muunduvad ning tugevamad neist saavad jagu inimese immuunsüsteemist , põhjustades niiviisi epideemiaid .	0
Selleks talveks oodatav gripitekitaja on ristitud Wuhaniks .	0
Too viirus alles hiilib vargsi lõunapoolkeralt põhjapoolkerale .	0
Tõsi , Wuhan jõudis juba möödunud talvel nakatada äikese osa eurooplastest , kuid suve saabumine pani viiruse levimisele piiri .	0
Põhjapoolkera puhkusehooaja on Wuhan veetnud põhiliselt Lõuna- Ameerikas , Lõuna-Aafrikas , Austraalias ja Uus-Meremaal .	0
Külmade saabudes tuleb ta aga tagasi ja jätkab sealt , kus kevadel pooleli jäi .	0
Keegi ei oska praegu õieti hinnata , kui ägedana viirus tagasi tuleb .	0
Mineviku suurepideemiate põhjustajatega ta siiski ilmselt võistelda ei suuda .	0
Inkubaator <br> Käesoleval sajandil möllanud gripiepideemiate tekitajad on enamuses pärit Aasiast .	0
Seda saab seletada asjaoluga , et gripiviiruse A tekkimiseks on vaja erilisi tingimusi , mida pakuvad just Lõuna-Hiina maamajapidamised , mis kubisevad inimeste ja loomade ( gripi ) viirustest .	0
Olli Vapalahti väidab , et need majapidamised on tõelised viiruste inkubaatorid , sest inimesed ja koduloomad elavad seal peaaegu et ühe katuse all .	0
Sigu peetakse parditiigi läheduses , kus külarahvas omakorda käib suplemas .	0
Superviirus võib sündida , kui inimese ja pardi viirused kohtuvad mingi peremeesorganismi rakus ja viiruste geenid ( RNA l õigud ) lähevad vahetusse .	0
Selliseks väga efektiivseks viiruste “ segajaks ” on siga .	0
Sea organismis äsjamoodustunud viirus ka paljuneb ja muutub tapvaks , ning ründab lõpuks taas inimest .	0
Muundumis- ja segunemisvõimalusi on muidugi palju ning eriti ohtliku viiruse tekkimiseks on vaja teatud geneetiliste tegurite kokkusattumist - iga uus viirus ei pruugi sugugi ohtlik olla .	0
Aga on teada , et nii <DATE> .	1
kui <DATE> .	1
aasta pandeemia põhjustanud superviirused “ valmisid ” just sea organismis .	0
Viiruse “ edukus ” sõltub sellest , kuidas muutub tema kesta moodustav proteiin ( valk ) .	0
Maailmas ringleb praegu kaks viiruse A tüüpi : H <INT> N <INT> ja H <INT> N <INT> ( tähtede ja numbrite kombinatsioon kirjeldab just viiruse valgu ehitust ) .	0
Inimkonna õnneks on mõlema arenguliini järglased olnud oma eelkäijatele suhteliselt sarnased ning suurt epideemiat ei ole sündinud : immunoloogiline mälu on inimesi kaitsnud .	0
Nii meenutas <DATE> .	1
aasta viirus pärast I maailmasõda laastamistööd teinud hispaania grippi ja pandeemiat ei puhkenud ( haigestumisest pääsesid just vanemad inimesed ) .	0
Bioloogiline internet <br> Tänapäeval teame rohkem viiruste levimisest , ka haiguste ravi on teisel tasemel , kui sajandi alguses , mil suur osa inimesi suri just gripi tagajärjel nõrgestatud organismis bakterite poolt tekitatud tüsistustesse .	0
Selle vastu on tänapäeval abiks antibiootikumid .	0
<DATE> .	1
aastatest on olemas ka gripivaktsiin .	0
Kuid vakstiin jääb alati haigustekitajast ühe sammu võrra maha , sest see valmistatakse eelmisel talvel möllanud viirustüve järgi .	0
Uue vaktsiini väljatöötamiseks kulub vähemalt paar-kolm kuud , ning kõigele lisaks on praktiliselt võimatu valmistada ja välja jagada <INT> miljardit annust vaktsiini , eriti kui pandeemia on juba puhkenud .	0
Teadlased rõhutavad sedagi , et tänapäeva maailm loob viiruste levimiseks üha soodsamaid tingimusi .	0
Enam ei kulu ümbermaailmareisiks aasta , lennukiga sõitmisel piisab selleks ühest päevast , ja viirused rändavad koos inimestega .	0
Just reisimisvõimaluste paranemisega saab seletada ka asjaolu , et näiteks Euroopa riikides puhkevad gripiepideemiad enam-vähem ühel ajal .	0
Viroloog Richard Preston on tänapäeva maailma nimetanud koguni bioloogiliseks internetiks , kus viirused liiguvad ilma piiranguteta .	0
Haiguste levimisele aitab kaasa seegi , et rahvastik kasvab ja koondub üha enam suurlinnadesse , suureneb vaesus ja väheneb inimeste vastupanuvõime ( näiteks AIDSi- ja vähi haiged ning siirdatud elunditega inimesed on vastuvõtlikumad haigustele ) .	0
Gripiviiruse ohjeldamiseks on hädavajalik olukorra pidev jälgimine .	0
Nii on USA tervishoiuametnikud loonud viiruste sünnialadele nn. epidemioloogilise äiresüsteemi , mis tähendab , et mitmed laborid jälgivad pidevalt olukorda Hiinas .	0
Aga kui häiresüsteem veab alt ja kui uus viirus on piisavalt äge , võib pandeemia ka tänapäeva tingimustes nõuda miljoneid ohvreid , äidab Heikki Peltola .	0
TIEDE <DATE>	1
Akadeemik Jaan Einasto on Tõraveres asuvas Tartu Observatooriumis koos oma kolleegidega Universumi ehituse uurimisel mesilase usinusega tööd teinud üle kahekümne aasta .	0
Koos Enn Saare ja Ants Kaasikuga avastasid nad tumeda ehk varjatud aine <INT> hiidgalaktikate ümber .	0
Hiljem tuldi välja galaktikate superparvede olemasolu ideega ja seejärel jõuti universumi kärjekujulise ehituseni koos Mihkel Jõeveeruga .	0
Selle aasta algul ilmus maailma tuntumas loodusteaduste ajakirjas “ Nature ” sellekohane teadusartikkel , mis leidis vastukaja kogu maailma teadusringkondades ja avalikkuse ees .	0
Artikli autorite hulgas oli neli Eesti teadlast : Jaan Einasto , Erik Tago , Maret Einasto ja Veikko Saar .	0
Kuhu on Eesti astronoomid koos oma väliskolleegidega Universumi tunnetamisel välja jõudnud , sellest palusime kirjutada Jaan Einastol endal .	0
Kas Universumis valitseb kord või kaos ?	0
See on astronoome huvitanud juba ammu .	0
Meie lähemas ümbruses , Päikesesüsteemis , valitseb kindel kord - planeedid tiirlevad ümber Päikese ja nende liikumist on võimalik aastatuhandeteks ette ennustada .	0
Ka meie ümbruses olevad tähed liiguvad korrapäraselt ümber Linnutee keskme .	0
Ulatub selline korrapära veelgi kaugemale ?	0
<INT> M. Jõeveer , Jaan Einasto .	0
Nähtamatu jahil .	0
“ Horisont ” nr. <INT> <DATE> ; <br> J. Jaaniste .	1
Kui palju kaalub Universum ?	0
“ Horisont ” nr. <INT> <DATE> .	1
Esimene arvamus - juhus - > <br> JAAN EINASTO ( <DATE> ) on Tartu Observatooriumi vanemteadur .	1
Eesti TA akadeemik .	0
Füüsika-matemaatikadoktor .	0
Varjatud aine ja universumi rakulise ehituse avastaja .	0
Sander Liivak <br> Mida sümboliseerib Ungari mitte kui väike maalapp tänases Euroopas Slovakkia ja Horvaatia vahel , vaid Ungari läbi sajandite ?	0
Ungarlased väldivad meelsasti võõrsõnu .	0
Näiteks sõna zene ( muusika ) on enne <INT> .	0
<INT> .	0
sajandi keeleuuendust tuntud muzsika tänaseks peaaegu välja tõrjunud .	0
Mis pole selge , pole ka ungarlik on ju selgitama - verbki magyaráz .	0
Tabav vaste on ka sümbol - sõnal : jelkép ( märkpilt ) .	0
Mida siis märkpildistab Ungari kui selline mitte kui väike maalapp tänases Euroopas Slovakkia ja Horvaatia vahel , vaid Ungari läbi sajandite ?	0
Kas valvepost ?	0
Ehk on Ungari ristiusu valvepost , midagi sellist , nagu Géza Gárdonyi Egeri tähtede ” piirikindlused ?	0
Ei türklaste ega kommunistide ebausk ” suutnud kõigutada madjarite truudust oma Jumalale .	0
Meie pöördume Jumala poole alles oma hümni viimases salmis , aga Ungari hümn algab sõnaga Isten ( Jumal ) .	0
Muidugi võib ungarlasi kui Risti kaitsjaid idealiseerida ainult koolijüts .	0
Ka hispaanlaste lahingud mauridega ja misjonäride ennastohverdav tegevus mere taga tunduvad takkajärele kaunimad kui telepildid Bosnia ja Teteenia kristlaste võitlusest paganate vastu ” .	0
Meie rõhutame oma asendit Ida ja Lääne piiril , nagu Henrik Visnapuu luuletuses Tõmbtuul ” ( ilm .	0
<DATE> ) : <br> Tõmbtuul , suur tõmbtuul !	1
Sajandi ühe läänest itta vuhised , <br> hirmsa jõuga idast läände nüüd tuhised , <br> tõmbtuul , o tõmbtuul !	0
Ungari luules on sama teinud nii kalvinist Endre Ady ( <INT> - <DATE> ) kui katoliiklane Gyula Juhász ( <INT> - <DATE> ) .	1
Kuid Ungaris ei puhu tuul ” ainult kahest , vaid lausa neljast suunast : see maa asub ka Põhja ja Lõuna vahel , kui Lõuna all mõista Balkanit , mis paljuski erineb tüüpilisest Euroopast .	0
Ungari oli suurriiik <br> Ungari ei ole enam suurriik , kuid veel kolmveerand sajandit tagasi ( Trianoni rahuni <INT> . juunil <DATE> ) võis teda pindalalt , rahvaarvult ja ülesehituselt võrrelda Suurbritannia , Prantsusmaa ja Hispaaniaga .	1
Need vanad tsentraliseeritud riigid on rajatud väga erinevate piirkondade rahuliku või sõjalise kokkuleppe alusel .	0
Enamiku otlaste , korsiklaste ja katalaanide jaoks oli ja on endiselt kasulik sümbioos inglise , prantsuse ja kastiilia rahvaga .	0
Praegu kuuluvad kõik need kolm hiidu ja kunagist rivaali ( meenutagem kas või Saja-aastast sõda või Võitmatu Armaada fiaskot ! ) <br> Euroopa Liitu , mis on samuti eri rahvaste vastastikku kasulik kooslus .	0
Ungari on sellest väljas .	0
Väljas on ka tema endine vasall Horvaatia ning isemeelne paljurahvuseline Transilvaania , mis alates <INT> oli autonoomne vürstkond , aga ka slovakid ja Vajdasági ( Vojvodina ) serblased .	0
Ungari on muutunud , õigemini muudetud Ida-Euroopa väikeriigiks .	0
Sellisena on ta Eesti jaoks “ omasugune ” ja kahtlemata “ võrdsem ” partner kui suurena .	0
Ajaloo kaks algust <br> Ungari ajalool on kaks algust üks kaugel idas Uurali nõlvul ja teine kohapeal Karpaatide basseinis .	0
Õigupoolest kattuvad mõisted Ungari ajalugu ja ungarlaste ajalugu vaid osaliselt .	0
Võib kahelda , kas maahõivamiseelset ( roomlaste , hunnide ja Suur-Määri slaavlaste aegset ) Pannooniat üldse nimetada Ungariks .	0
Koolis oli küll pentsik õppida N. Liidu ajaloo raames Urartu riiki hilisema Armeenia alal .	0
Veel pentsikum oleks mõnes NL ajaloo käsitluses kirjutada N rahvaste saatusest pärast L-i lagunemist .	0
Niisama imelik oleks Ungari uusimas ajaloos jutustada tänapäeva Slovakkiast ja Rumeeniast , kuid ungarlaste ajalugu neil mail jätkub .	0
<INT> aastat tagasi ületas vürst Árpád Verecke kuru kaudu Karpaadid ja viis oma rahva Euroopasse , otsekui Mooses tõotatud maale .	0
Maahõivajad madjarid olid veel paganad , nagu Vana Testamendi aegsed juudid , kuid neiski hõõgus tulevase eeskujuliku kristluse säde .	0
Kui Árpád oleks poolel teel peatunud , tabanuks tema hõime maride ja mordvalaste saatus venestumine .	0
Tuhat aastat olid ungarlased selle ohu eest kaitstud ka siis , kui Peeter Suur Eestimaalt kukelaulugi püüdis hävitada .	0
Alles meie sajandil astus Vene sõdurisaabas pikemaks ajaks Árpádi maale ( <INT> . oktoobril <DATE> ) .	1
Killuke sellest Kárpátálja , vallutajate vaatevinklist Taga-Karpaatia jäi täielikult venelaste meelevalda .	0
Ka kommunistliku impeeriumi minimudelid Tehhoslovakkia , Jugoslaavia ja Rumeenia säilitasid oma osa Ungarist .	0
Vabasse maailma jäi üksnes kitsuke maariba Várvidék ( Burgenland ) , mida enamik eestlasi tunneb Esterházy lossi järgi Kismártonis .	0
Praegu on ungarlased teist korda teel Euroopasse .	0
Nad ei istu enam ratsudel , vaid keele- ja arvutiklassides .	0
Inforikkas Euroopas ei jõuaks tugevaimgi riigipiir kaitsta ühtegi rahvust välismõjude eest .	0
Parem , kui neid kõiki passiivselt vastu võtta ning kasulikeks ja kahjulikeks lahterdada , on püüda ka ise teistele midagi anda .	0
Nii omapärasel rahval , nagu ungarlased , on mida anda .	0
Kaua aega oli Euroopa Liit sisuliselt indoeuroopa liit .	0
Soome osalus palju ei muuda , sest see on liiga väike ja kauge maa , kus pealegi on teiseks riigikeeleks rootsi keel .	0
Ungari liitumine oleks midagi muud .	0
Soomlaste ( ka meie ) ja ungarlaste esiisad läksid üksteisest lahku <DATE> astat enne Kristust .	1
Vahest saame aastal <DATE> pärast Kristust suurel ja sinisel ühiskodumaal E. Liidus jälle kokku .	1
SANDER LIIVAK ( <DATE> ) õpib Tartu Ülikoolis eesti filoloogiat .	1
arstiteadlane ja harrastusajaloolane ILO KÄBIN <br> See on Eesti- ja Liivimaa vanade kaartide ajaloo suurmeisterlik lõputöö aastast <INT> - saksa- ja prantsuskeelne “ Atlas von Livland und Ehstland - Atlas de la Livonie … ” , koostajaks eestimaalane krahv Ludwig August Mellin .	0
Eesti- ja Liivimaa kaardi koostamine nõudis Mellinilt <INT> aastat .	0
Valminult koosnes atlas <INT> kaardilehest suurusega <INT> x <INT> cm .	0
Üldkaardile lisaks sisaldab atlas neli kreiskaarti Läti ja <INT> lehte Eesti aladelt .	0
Mellini kaartide mõõtkavaks oli umbes <INT> : <INT> <INT> , kuigi see eri maakondades võis veidi varieeruda .	0
Mellini kaartidel puudus küll veel täpne geodeetiline alus , kuid need olid võrratult täpsemad kõigist varem ilmunud Liivimaa kaartidest .	0
Atlase suureks uudsuseks olid ka läti- ja eestikeelsed kohanimed , isegi jõed , järved , sood , veskid jne . , millede koguarv Eesti alal oli umbes <INT> .	0
Mellini atlase üldlehte kaunistab Eesti- ja Liivimaa vappe kandev lendav ingel , järgnevaid lehti illustreerivad eri maakondade vapid ja linnade vaadetega dekoreeritud kartušid .	0
Nii on Mellini kaart jäänud viimaseks meie kodumaad kujutavaks kaardiks-kunstitööks .	0
Juba järgmise sajandi alul ilmunud maa- ja merekaardid muutusid asjalik-teaduslikeks dokumentideks .	0
Ei puudunud palju , et Mellini kartograafiline meistritöö oleks talle endale kalliks maksma läinud .	0
Tehnilistel põhjustel osutus tema kaartide graveerimine Venemaal võimatuks ja nii toimus see Berliinis .	0
Seda tõlgendasid aga traditsiooniliselt umbusklikud Vene võimud kui riigireetmist .	0
Esialgne käsk Mellini vangistamiseks küll tühistati , kuid tema atlas konfiskeeriti ja seetõttu on see muutunud tänapäeval suureks harulduseks .	0
Läänemaailmas hinnati Mellini monumentaalteost seevastu väga kõrgelt .	0
Nii valis ta oma liikmeks Hispaania Kuninglik Ajaloo-Geograafia Selts Valladolidis , aga ka Teaduste ning Kaunite Kunstide Instituut Bolognas .	0
farmakoloog MARGAREETE OTTER <br> Kanepist saadavaid mõnuaineid kasutati Hiinas juba aastal <INT> e. Kr.	0
Arvatakse , et Hiinast levis kanep Indiasse ja sealt Aafrikasse .	0
Euroopasse tõid india kanepi kasutamise kombe Napoleoni Egiptuse-sõjakäigult naasnud sõdurid <INT> .	0
sajandi alguses .	0
Ameerika kanepi kasutamine levis Kesk-Ameerika indiaanlaste juurest käesoleva sajandi alguses ka Põhja-Ameerikasse .	0
Just kanep on see taim , millest valmistatakse taolisi narkootilisi aineid , nagu marihuaana ja hašiš .	0
Kanep on laialt levinud üheaastane kuni <INT> - <INT> m kõrgune põõsakujuline taim , mis kasvab nii metsikult looduses kui ka kultuurina kogu maailmas .	0
Laiemalt tuntakse kahte liiki - india kanepit ( Cannabis sativa var . indica ) ja ameerika kanepit ( Cannabis sativa var . americana ) , mida kohalikud elanikud on iidsetest aegadest kasutanud inimese psüühika mõjustamiseks .	0
Kanepit on kultiveeritud ka kiu saamiseks , seemneid on kasutatud kanepiõli valmistamiseks .	0
Kanepitaimes on kuni <INT> alkaloidi , millest tähtsaim on narkootiliselt aktiivne ( <INT> delta ) tetrahüdrokannabinool ( THK ) .	0
Viimast kasutatakse meditsiinis glaukoomi ( rohekae ) raviks , kasvajavastastest ravimitest põhjustatud iivelduse ja oksendamise pärssimiseks ning harva ka langetõve ravis .	0
Tal on mõningane valuvaigistav toime .	0
Kanepist valmistatud narkootiliste ainete ( marihuaana , hašiš ) suitsetamisel on tunda eripärast lõhna , mis fikseerub riietele , levib lähiümbruses .	0
Suitsetamisel avaldub kanepi toime väga kiiresti ( <INT> - <INT> minutiga ) ja kestab väikeste annuste puhul <INT> - <INT> tundi .	0
Esmakordsel kasutamisel , isegi mitmel esimesel korral ei kutsu kanepisaadused esile meeldivat elamust ega head enesetunnet , vaid enamasti põhjustavad koguni negatiivset reaktsiooni .	0
Harjumuseni jõudmiseks on vaja läbi teha sissejuhatav periood , mille jooksul tuleb üle saada ebamugavatest kogemustest .	0
Soovitud toimeks on meeleolu tõus , lõbusus , nalja- ja naerutung , eufooria , üldine kehaline mõnutunne , kergus , aja kulg muutub kiiremaks , mõtlemine liikuvamaks , kujutlused värvikateks .	0
Igapäevased käitumisepidurid kaovad .	0
Mõõdukad annused muudavad kõne segaseks , tekivad mäluhäired , väheneb õppimisvõime , kontsentreerumisvõime ( liiklusohtlikkus ! ) .	0
Kanep suurendab söögiisu .	0
Üleannustamisel tekib hirm , segasus , tugev paanika , ärevus , paranoia ja hallutsinatsioonid .	0
Pikaajalisel kasutamisel eufooria väheneb , samuti nalja- ja naeruhimu .	0
Subjektiivselt tunnetab narkomaan mõtlemisvõime erakordset tõusu , ta võimed oleks nagu tohutult kasvanud .	0
Objektiivselt midagi sellist ei juhtu ja tegelikkuses ta vaid targutab üldiste probleemide ümber .	0
