,analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count,System,Pleural,Pericardial,SerPla,VenoseBlood,CapillaryBlood,ArterialBlood,CSF,Blood,Plasma,Serum,Urine
9671,Hematoloogilised uuringud,nan,U-Fylfentanüüluriinis,RDW%,,10,,False,False,False,False,False,False,False,False,False,False,True
9770,Histoloogia,nan,dU-Cort,Arhiivi number,,1,,False,False,False,False,False,False,False,False,False,False,True
9784,Histoloogia,nan,U-Ident,Lokatsioon,,23,,False,False,False,False,False,False,False,False,False,False,True
9788,Hematoloogilised uuringud,nan,dU-MgMagneesiumööpäevasesuriinis,PLCR,,1,,False,False,False,False,False,False,False,False,False,False,True
9810,Histoloogia,nan,dU-Kreat/Album,Arhiivi number,,3,,False,False,False,False,False,False,False,False,False,False,True
9902,Histoloogia,nan,U-Prot_,Kirjeldus,,74,,False,False,False,False,False,False,False,False,False,False,True
9927,Hematoloogilised uuringud,nan,U-CreaKreatiniin1.hommikusesuriinis,RDW%,,20,,False,False,False,False,False,False,False,False,False,False,True
10014,Histoloogia,nan,dU-Alb,Lokatsioon,,6,,False,False,False,False,False,False,False,False,False,False,True
10127,Histoloogia,nan,U-_Amyl,Lokatsioon,,3,,False,False,False,False,False,False,False,False,False,False,True
10179,Histoloogia,nan,U-Strip,Lokatsioon,,94919,,False,False,False,False,False,False,False,False,False,False,True
10184,Histoloogia,nan,U-Barbarbituraadiduriinis,Lokatsioon,,3,,False,False,False,False,False,False,False,False,False,False,True
10209,Histoloogia,nan,U-urilux,Lokatsioon,,290,,False,False,False,False,False,False,False,False,False,False,True
10303,Histoloogia,nan,U-Ca.fos.krKaltsiumfosfaadikristallid,Kirjeldus,,3,,False,False,False,False,False,False,False,False,False,False,True
10394,Hematoloogilised uuringud,nan,U-Ident,RDW%,,23,,False,False,False,False,False,False,False,False,False,False,True
10694,Hematoloogilised uuringud,nan,U-uriini_autom,RDW%,,902,,False,False,False,False,False,False,False,False,False,False,True
10766,Histoloogia,nan,dU-Kreat/Album,Diagnoos 1,,3,,False,False,False,False,False,False,False,False,False,False,True
10793,Histoloogia,nan,U-KetKetokehad,Diagnoos 1,,1483,,False,False,False,False,False,False,False,False,False,False,True
10847,Histoloogia,nan,U-Amf.ur.krAmorfseuraadikristallid,Arhiivi number,,59,,False,False,False,False,False,False,False,False,False,False,True
10868,Histoloogia,nan,dU-M1M-komponent1uriinis,Arhiivi number,,4,,False,False,False,False,False,False,False,False,False,False,True
10931,Hematoloogilised uuringud,nan,U-Sedim ,PLCR,,1,,False,False,False,False,False,False,False,False,False,False,True
11106,Histoloogia,nan,U-urilux,Arhiivi number,,290,,False,False,False,False,False,False,False,False,False,False,True
11117,Histoloogia,nan,U-ProValk,Kirjeldus,,1483,,False,False,False,False,False,False,False,False,False,False,True
11119,Histoloogia,nan,U-PBGPorfobilinogeenuriinis,Arhiivi number,,3,,False,False,False,False,False,False,False,False,False,False,True
11120,Hematoloogilised uuringud,nan,U-UbgUrobilinogeen,RDW%,,1488,,False,False,False,False,False,False,False,False,False,False,True
11275,Histoloogia,nan,U-Prot-Fr,Arhiivi number,,11,,False,False,False,False,False,False,False,False,False,False,True
11330,Histoloogia,nan,U-Sedim ,Diagnoos 1,,3,,False,False,False,False,False,False,False,False,False,False,True
11335,Histoloogia,nan,U-PorfPorfüriinid(uro-jakoproporfüriinid)uriinis,Diagnoos 1,,3,,False,False,False,False,False,False,False,False,False,False,True
11390,Histoloogia,nan,U-Gva-PCR,Arhiivi number,,2,,False,False,False,False,False,False,False,False,False,False,True
11414,Histoloogia,nan,U-C_trachomatis_DNA,Arhiivi number,,6,,False,False,False,False,False,False,False,False,False,False,True
11464,Hematoloogilised uuringud,nan,U-S-Crea-Cmõõdetav(kreatiniinikliirens),RDW%,,8,,False,False,False,False,False,False,False,False,False,False,True
11476,Hematoloogilised uuringud,nan,U-M1M-komponent1uriinis,RDW%,,1,,False,False,False,False,False,False,False,False,False,False,True
11488,Histoloogia,nan,U-ColVärvus,Arhiivi number,,1476,,False,False,False,False,False,False,False,False,False,False,True
11527,Histoloogia,nan,dU-Prot,Diagnoos 1,,66,,False,False,False,False,False,False,False,False,False,False,True
11583,Hematoloogilised uuringud,nan,U-ProtValkuriinis,RDW%,,17,,False,False,False,False,False,False,False,False,False,False,True
11668,Hematoloogilised uuringud,nan,U-C_trachomatis_DNA,RDW%,,6,,False,False,False,False,False,False,False,False,False,False,True
11679,Hematoloogilised uuringud,nan,dU-ProtValkööpäevasesuriinis,RDW%,,82,,False,False,False,False,False,False,False,False,False,False,True
11701,Histoloogia,nan,U-_Amyl,Diagnoos 1,,3,,False,False,False,False,False,False,False,False,False,False,True
11738,Hematoloogilised uuringud,nan,U-Ampnegamfetamiinjatemaderivaadiduriinis,PLCR,,23,,False,False,False,False,False,False,False,False,False,False,True
11774,Histoloogia,nan,U-ProtValkuriinis(elektroforees),Lokatsioon,,1,,False,False,False,False,False,False,False,False,False,False,True
11847,Hematoloogilised uuringud,nan,U-Amylaas,RDW%,,15,,False,False,False,False,False,False,False,False,False,False,True
11863,Histoloogia,nan,dU-ProtValk,Arhiivi number,,25,,False,False,False,False,False,False,False,False,False,False,True
11879,Hematoloogilised uuringud,nan,U-Up-PCR,RDW%,,21,,False,False,False,False,False,False,False,False,False,False,True
11925,Histoloogia,nan,U-Aer,Lokatsioon,,50,,False,False,False,False,False,False,False,False,False,False,True
11935,Histoloogia,nan,U-HPV-genotüüp-PCR,Arhiivi number,,1,,False,False,False,False,False,False,False,False,False,False,True
12036,Histoloogia,nan,U-Isoprisopropanooluriinis,Arhiivi number,,1,,False,False,False,False,False,False,False,False,False,False,True
12061,Histoloogia,nan,U-sedim-suprav,Arhiivi number,,752,,False,False,False,False,False,False,False,False,False,False,True
12079,Histoloogia,nan,dU-PorfPorfüriinid(uro-jakoproporfüriinid)ööpäevases,Diagnoos 1,,1,,False,False,False,False,False,False,False,False,False,False,True
12080,Hematoloogilised uuringud,nan,U-Candida_albicans,PLCR,,1,,False,False,False,False,False,False,False,False,False,False,True
12120,Histoloogia,nan,U-BilBilirubiin,Kirjeldus,,1484,,False,False,False,False,False,False,False,False,False,False,True
12166,Hematoloogilised uuringud,nan,U-S-Crea-Cmõõdetav(kretiniinikliirens),PLCR,,13,,False,False,False,False,False,False,False,False,False,False,True
12202,Histoloogia,nan,U-MOPopiaadiduriinis,Diagnoos 1,,13,,False,False,False,False,False,False,False,False,False,False,True
12226,Hematoloogilised uuringud,nan,U-Albumiin,RDW%,,1,,False,False,False,False,False,False,False,False,False,False,True
12244,Histoloogia,nan,dU-gam-glGammaglobuliiniduriinis,Arhiivi number,,6,,False,False,False,False,False,False,False,False,False,False,True
12281,Histoloogia,nan,U-PCPfentsüklidiinuriinis,Kirjeldus,,10,,False,False,False,False,False,False,False,False,False,False,True
12285,Histoloogia,nan,U-BARbarbituraadiduriinis,Kirjeldus,,12,,False,False,False,False,False,False,False,False,False,False,True
12318,Hematoloogilised uuringud,nan,U-Ctr-PCR,RDW%,,22,,False,False,False,False,False,False,False,False,False,False,True
12331,Hematoloogilised uuringud,nan,dU-DALA,PLCR,,4,,False,False,False,False,False,False,False,False,False,False,True
12340,Hematoloogilised uuringud,nan,U-Mycobacterium-m,PLCR,,8,,False,False,False,False,False,False,False,False,False,False,True
12376,Hematoloogilised uuringud,nan,U-Trifos.krTrifosfaadikristallid,PLCR,,2,,False,False,False,False,False,False,False,False,False,False,True
12484,Histoloogia,nan,U-Uu+Up-PCR,Kirjeldus,,6,,False,False,False,False,False,False,False,False,False,False,True
12613,Histoloogia,nan,U-Mycob,Lokatsioon,,5,,False,False,False,False,False,False,False,False,False,False,True
12664,Histoloogia,nan,U-Mg-PCR,Arhiivi number,,22,,False,False,False,False,False,False,False,False,False,False,True
12725,Histoloogia,nan,U-Myc,Kirjeldus,,9,,False,False,False,False,False,False,False,False,False,False,True
12782,Hematoloogilised uuringud,nan,U-Alb-elAlbumiinid(elektroforeesil),RDW%,,2,,False,False,False,False,False,False,False,False,False,False,True
12879,Histoloogia,nan,U-AmylP/U-CreaPankr.amülaasijakreatiniinisuheuriinis,Arhiivi number,,2,,False,False,False,False,False,False,False,False,False,False,True
12882,Hematoloogilised uuringud,nan,U-GluGlükoos,RDW%,,1483,,False,False,False,False,False,False,False,False,False,False,True
12888,Histoloogia,nan,U-ColVärvus,Kirjeldus,,1476,,False,False,False,False,False,False,False,False,False,False,True
12976,Histoloogia,nan,U-Mtdmetadoonuriinis,Arhiivi number,,10,,False,False,False,False,False,False,False,False,False,False,True
13009,Histoloogia,nan,U-Aer,Diagnoos 1,,50,,False,False,False,False,False,False,False,False,False,False,True
13034,Histoloogia,nan,U-Ca.oks.krKaltsiumoksalaadikristallid,Diagnoos 1,,16,,False,False,False,False,False,False,False,False,False,False,True
13112,Hematoloogilised uuringud,nan,U-Isoprisopropanooluriinis,PLCR,,1,,False,False,False,False,False,False,False,False,False,False,True
13140,Histoloogia,nan,U-Bzdbenzodiazepiinuriinis,Lokatsioon,,3,,False,False,False,False,False,False,False,False,False,False,True
13171,Histoloogia,nan,U-AmylP,Diagnoos 1,,2,,False,False,False,False,False,False,False,False,False,False,True
13178,Histoloogia,nan,dU-MA,Lokatsioon,,28,,False,False,False,False,False,False,False,False,False,False,True
13273,Histoloogia,nan,U-Candida_albicans,Kirjeldus,,1,,False,False,False,False,False,False,False,False,False,False,True
13384,Histoloogia,nan,U-ClaLäbipaistvus,Arhiivi number,,1479,,False,False,False,False,False,False,False,False,False,False,True
13390,Hematoloogilised uuringud,nan,U-Acetonatsetoonuriinis,RDW%,,1,,False,False,False,False,False,False,False,False,False,False,True
13433,Hematoloogilised uuringud,nan,U-AmylP,PLCR,,1,,False,False,False,False,False,False,False,False,False,False,True
13474,Histoloogia,nan,U-Mycobacterium-m,Diagnoos 1,,8,,False,False,False,False,False,False,False,False,False,False,True
13507,Histoloogia,nan,U-PCPfentsüklidiinuriinis,Lokatsioon,,10,,False,False,False,False,False,False,False,False,False,False,True
13524,Histoloogia,nan,U-uriini_valgu_ja_sademega,Lokatsioon,,256,,False,False,False,False,False,False,False,False,False,False,True
13549,Histoloogia,nan,U-Lepn,Kirjeldus,,5,,False,False,False,False,False,False,False,False,False,False,True
13563,Hematoloogilised uuringud,nan,U-Prot/Crevalgujakreatiniinisuhe,RDW%,,363,,False,False,False,False,False,False,False,False,False,False,True
13571,Histoloogia,nan,U-Alb/Crea,Lokatsioon,,33,,False,False,False,False,False,False,False,False,False,False,True
13586,Histoloogia,nan,U-Cockokaiinuriinis,Diagnoos 1,,3,,False,False,False,False,False,False,False,False,False,False,True
13630,Histoloogia,nan,U-DALA,Kirjeldus,,3,,False,False,False,False,False,False,False,False,False,False,True
13635,Histoloogia,nan,U-CotKotiniinuriiniskvalitatiivne,Lokatsioon,,1,,False,False,False,False,False,False,False,False,False,False,True
13655,Hematoloogilised uuringud,nan,U-PBGPorfobilinogeenuriinis,PLCR,,3,,False,False,False,False,False,False,False,False,False,False,True
13710,Hematoloogilised uuringud,nan,U-Amyl/U-CreaAmülaasijakreatiniinisuheuriinis,RDW%,,3,,False,False,False,False,False,False,False,False,False,False,True
13739,Histoloogia,nan,dU-UreaUureaööpäevasesuriinis,Kirjeldus,,27,,False,False,False,False,False,False,False,False,False,False,True
13822,Histoloogia,nan,dU-ImmfixUriinivalkudeimmuunfiksatsioon,Diagnoos 1,,4,,False,False,False,False,False,False,False,False,False,False,True
13881,Histoloogia,nan,U-Ctr-PCR,Lokatsioon,,22,,False,False,False,False,False,False,False,False,False,False,True
13931,Hematoloogilised uuringud,nan,U-Amf.fos.kAmorfsefosfaadikristallid,PLCR,,4,,False,False,False,False,False,False,False,False,False,False,True
14108,Hematoloogilised uuringud,nan,U-ProValk,PLCR,,1483,,False,False,False,False,False,False,False,False,False,False,True
14117,Hematoloogilised uuringud,nan,U-St.pneumonia,RDW%,,4,,False,False,False,False,False,False,False,False,False,False,True
14125,Histoloogia,nan,U-ClaLäbipaistvus,Diagnoos 1,,1479,,False,False,False,False,False,False,False,False,False,False,True
14138,Histoloogia,nan,U-Ampamfetamiinjatemaderivaadiduriinis,Lokatsioon,,1,,False,False,False,False,False,False,False,False,False,False,True
14147,Hematoloogilised uuringud,nan,U-Sedim_,PLCR,,5,,False,False,False,False,False,False,False,False,False,False,True
14163,Histoloogia,nan,U-S-Crea-Cmõõdetav(kretiniinikliirens),Lokatsioon,,13,,False,False,False,False,False,False,False,False,False,False,True
14182,Hematoloogilised uuringud,nan,U-Coprop/U-Crea,PLCR,,4,,False,False,False,False,False,False,False,False,False,False,True
14215,Histoloogia,nan,dU-CaKaltsiumööpäevasesuriinis,Arhiivi number,,1,,False,False,False,False,False,False,False,False,False,False,True
14304,Histoloogia,nan,U-_Amyl,Kirjeldus,,3,,False,False,False,False,False,False,False,False,False,False,True
14341,Hematoloogilised uuringud,nan,U-CreaKreatiniinuriinis,RDW%,,411,,False,False,False,False,False,False,False,False,False,False,True
14349,Histoloogia,nan,U-Albumiin,Lokatsioon,,1,,False,False,False,False,False,False,False,False,False,False,True
14371,Hematoloogilised uuringud,nan,dU-AlbAlbumiinööpäevasesuriinis,RDW%,,24,,False,False,False,False,False,False,False,False,False,False,True
14449,Histoloogia,nan,U-Prot/Crevalgujakreatiniinisuhe,Arhiivi number,,363,,False,False,False,False,False,False,False,False,False,False,True
14525,Histoloogia,nan,dU-ClKloriidööpäevasesuriinis,Lokatsioon,,1,,False,False,False,False,False,False,False,False,False,False,True
14539,Histoloogia,nan,dU-OsmolOsmolaalsusööpäevasesuriinis,Lokatsioon,,2,,False,False,False,False,False,False,False,False,False,False,True
14621,Histoloogia,nan,U-Myge-PCR,Kirjeldus,,4,,False,False,False,False,False,False,False,False,False,False,True
14678,Hematoloogilised uuringud,nan,U-gam-glGammaglobuliiniduriinis,PLCR,,3,,False,False,False,False,False,False,False,False,False,False,True
14916,Hematoloogilised uuringud,nan,dU-Alb,PLCR,,4,,False,False,False,False,False,False,False,False,False,False,True
15076,Hematoloogilised uuringud,nan,U-ProtValkkvantitatiivselt,RDW%,,444,,False,False,False,False,False,False,False,False,False,False,True
15106,Histoloogia,nan,U-Sedi-m,Kirjeldus,,11,,False,False,False,False,False,False,False,False,False,False,True
15122,Histoloogia,nan,dU-ALBAlbumiinööpäevasesuriinis,Diagnoos 1,,6,,False,False,False,False,False,False,False,False,False,False,True
15178,Hematoloogilised uuringud,nan,U-Ampamfetamiinjatemaderivaadiduriinis,RDW%,,1,,False,False,False,False,False,False,False,False,False,False,True
15223,Hematoloogilised uuringud,nan,U-Sed-m.,RDW%,,653,,False,False,False,False,False,False,False,False,False,False,True
15244,Hematoloogilised uuringud,nan,U-uriini_automaat_uriinivalguga,RDW%,,57,,False,False,False,False,False,False,False,False,False,False,True
15254,Histoloogia,nan,U-SGErikaal,Diagnoos 1,,1458,,False,False,False,False,False,False,False,False,False,False,True
15321,Histoloogia,nan,U-Mg-PCR,Lokatsioon,,22,,False,False,False,False,False,False,False,False,False,False,True
15386,Histoloogia,nan,dU-P,Kirjeldus,,4,,False,False,False,False,False,False,False,False,False,False,True
15474,Hematoloogilised uuringud,nan,dU-ALBAlbumiinööpäevasesuriinis,RDW%,,6,,False,False,False,False,False,False,False,False,False,False,True
15493,Histoloogia,nan,U-CreaKreatiniin1.hommikusesuriinis,Arhiivi number,,20,,False,False,False,False,False,False,False,False,False,False,True
15583,Hematoloogilised uuringud,nan,U-SGErikaal,RDW%,,1458,,False,False,False,False,False,False,False,False,False,False,True
15617,Hematoloogilised uuringud,nan,dU-Cu,RDW%,,1,,False,False,False,False,False,False,False,False,False,False,True
15628,Hematoloogilised uuringud,nan,dU-ClKloriidööpäevasesuriinis,RDW%,,1,,False,False,False,False,False,False,False,False,False,False,True
15682,Histoloogia,nan,U-Bil.krBilirubiinikristallid,Arhiivi number,,1,,False,False,False,False,False,False,False,False,False,False,True
15717,Histoloogia,nan,U-Trifos.krTrifosfaadikristallid,Lokatsioon,,2,,False,False,False,False,False,False,False,False,False,False,True
15729,Histoloogia,nan,dU-gam-glGammaglobuliiniduriinis,Diagnoos 1,,6,,False,False,False,False,False,False,False,False,False,False,True
15744,Hematoloogilised uuringud,nan,dU-UAKusihapeööpäevasesuriinis,PLCR,,4,,False,False,False,False,False,False,False,False,False,False,True
15756,Histoloogia,nan,U-Uu/Up-PCR,Diagnoos 1,,4,,False,False,False,False,False,False,False,False,False,False,True
15758,Histoloogia,nan,U-S-Crea-Cmõõdetav(kreatiniinikliirens),Arhiivi number,,8,,False,False,False,False,False,False,False,False,False,False,True
15815,Hematoloogilised uuringud,nan,dU-Ca,PLCR,,4,,False,False,False,False,False,False,False,False,False,False,True
15818,Hematoloogilised uuringud,nan,U-S-Crea-Cmõõdetav(kreatiniinikliirens),PLCR,,8,,False,False,False,False,False,False,False,False,False,False,True
15819,Hematoloogilised uuringud,nan,U-KKaaliumuriinis,PLCR,,1,,False,False,False,False,False,False,False,False,False,False,True
15835,Hematoloogilised uuringud,nan,U-NitNitrit,PLCR,,1488,,False,False,False,False,False,False,False,False,False,False,True
15859,Histoloogia,nan,U-_Gluc_suhkur,Kirjeldus,,2,,False,False,False,False,False,False,False,False,False,False,True
15932,Histoloogia,nan,dU-KKaaliumööpäevasesuriinis,Kirjeldus,,4,,False,False,False,False,False,False,False,False,False,False,True
15969,Hematoloogilised uuringud,nan,dU-CreatKreatiniinööpäevasesuriinis,PLCR,,7,,False,False,False,False,False,False,False,False,False,False,True
15971,Hematoloogilised uuringud,nan,U-Strip,RDW%,,94919,,False,False,False,False,False,False,False,False,False,False,True
16009,Hematoloogilised uuringud,nan,U-Mycob,PLCR,,5,,False,False,False,False,False,False,False,False,False,False,True
16120,Hematoloogilised uuringud,nan,U-AmylP/U-CreaPankr.amülaasijakreatiniinisuheuriinis,RDW%,,2,,False,False,False,False,False,False,False,False,False,False,True
16134,Hematoloogilised uuringud,nan,U-Tbc-Bac,RDW%,,13,,False,False,False,False,False,False,False,False,False,False,True
16210,Hematoloogilised uuringud,nan,U-Amyl/U-CreaAmülaasijakreatiniinisuheuriinis,PLCR,,3,,False,False,False,False,False,False,False,False,False,False,True
16214,Hematoloogilised uuringud,nan,U-Myho-PCR,RDW%,,2,,False,False,False,False,False,False,False,False,False,False,True
16354,Hematoloogilised uuringud,nan,U-RBCErütrotsüüdid,PLCR,,1483,,False,False,False,False,False,False,False,False,False,False,True
16421,Histoloogia,nan,U-S-Crea-Cmõõdetav(kretiniinikliirens),Diagnoos 1,,13,,False,False,False,False,False,False,False,False,False,False,True
16426,Histoloogia,nan,U-uriini_autom._sademega,Lokatsioon,,339,,False,False,False,False,False,False,False,False,False,False,True
16441,Hematoloogilised uuringud,nan,U-Sedim_,RDW%,,12,,False,False,False,False,False,False,False,False,False,False,True
16546,Histoloogia,nan,U-Gluc,Diagnoos 1,,177,,False,False,False,False,False,False,False,False,False,False,True
16553,Histoloogia,nan,U-Amyl,Kirjeldus,,86,,False,False,False,False,False,False,False,False,False,False,True
16679,Histoloogia,nan,dU-DALA,Kirjeldus,,4,,False,False,False,False,False,False,False,False,False,False,True
16680,Histoloogia,nan,dU-Prot-FrUriinivalkudeelektroforees,Kirjeldus,,8,,False,False,False,False,False,False,False,False,False,False,True
16743,Histoloogia,nan,U-Strepn,Lokatsioon,,7,,False,False,False,False,False,False,False,False,False,False,True
16744,Histoloogia,nan,U-Acetonatsetoonuriinis,Diagnoos 1,,1,,False,False,False,False,False,False,False,False,False,False,True
16869,Histoloogia,nan,U-THCkannabinoididuriinis,Lokatsioon,,23,,False,False,False,False,False,False,False,False,False,False,True
16871,Hematoloogilised uuringud,nan,U-PorfPorfüriinid(uro-jakoproporfüriinid)uriinis,PLCR,,3,,False,False,False,False,False,False,False,False,False,False,True
16881,Histoloogia,nan,dU-AlbAlbumiinööpäevasesuriinis,Lokatsioon,,24,,False,False,False,False,False,False,False,False,False,False,True
16983,Histoloogia,nan,dU-OsmolOsmolaalsusööpäevasesuriinis,Diagnoos 1,,2,,False,False,False,False,False,False,False,False,False,False,True
16999,Histoloogia,nan,U-Ngo-PCR,Kirjeldus,,10,,False,False,False,False,False,False,False,False,False,False,True
17027,Histoloogia,nan,U-CreaKreatiniin1.hommikusesuriinis,Kirjeldus,,20,,False,False,False,False,False,False,False,False,False,False,True
17054,Hematoloogilised uuringud,nan,dU-UreaUureaööpäevasesuriinis,RDW%,,27,,False,False,False,False,False,False,False,False,False,False,True
17159,Histoloogia,nan,U-Sed-m.,Lokatsioon,,653,,False,False,False,False,False,False,False,False,False,False,True
17195,Hematoloogilised uuringud,nan,U-uriini_autom._sademega,PLCR,,339,,False,False,False,False,False,False,False,False,False,False,True
17207,Histoloogia,nan,U-Myho-PCR,Lokatsioon,,2,,False,False,False,False,False,False,False,False,False,False,True
17209,Histoloogia,nan,U-S-Crea-Carvutuslik(kreatiniinikliirens),Kirjeldus,,16,,False,False,False,False,False,False,False,False,False,False,True
17214,Hematoloogilised uuringud,nan,U-Ident,PLCR,,23,,False,False,False,False,False,False,False,False,False,False,True
17266,Histoloogia,nan,dU-S-Crea,Diagnoos 1,,7,,False,False,False,False,False,False,False,False,False,False,True
17271,Histoloogia,nan,U-uriini_automaat_uriinivalguga,Kirjeldus,,57,,False,False,False,False,False,False,False,False,False,False,True
17293,Histoloogia,nan,U-Uu-PCR,Kirjeldus,,20,,False,False,False,False,False,False,False,False,False,False,True
17338,Histoloogia,nan,U-Mtdmetadoonuriinis,Diagnoos 1,,10,,False,False,False,False,False,False,False,False,False,False,True
17489,Histoloogia,nan,U-Mg-PCR,Diagnoos 1,,22,,False,False,False,False,False,False,False,False,False,False,True
17578,Histoloogia,nan,U-S-Crea-Cmõõdetav(kreatiniinikliirens),Diagnoos 1,,8,,False,False,False,False,False,False,False,False,False,False,True
17579,Histoloogia,nan,U-Alb,Diagnoos 1,,34,,False,False,False,False,False,False,False,False,False,False,True
17655,Histoloogia,nan,U-S-Crea-Cmõõdetav(kreatiniinikliirens),Lokatsioon,,8,,False,False,False,False,False,False,False,False,False,False,True
17705,Histoloogia,nan,U-Sedim-m,Diagnoos 1,,6,,False,False,False,False,False,False,False,False,False,False,True
17708,Histoloogia,nan,U-CreaKreatiniinuriinis,Arhiivi number,,411,,False,False,False,False,False,False,False,False,False,False,True
17733,Hematoloogilised uuringud,nan,U-MycQ,PLCR,,5,,False,False,False,False,False,False,False,False,False,False,True
17778,Histoloogia,nan,U-Alb/U-Crea,Diagnoos 1,,416,,False,False,False,False,False,False,False,False,False,False,True
17829,Histoloogia,nan,U-Prot,Lokatsioon,,442,,False,False,False,False,False,False,False,False,False,False,True
17840,Histoloogia,nan,U-Mh-PCR,Diagnoos 1,,21,,False,False,False,False,False,False,False,False,False,False,True
17903,Hematoloogilised uuringud,nan,U-S-Crea-Carvutuslik(kreatiniinikliirens),RDW%,,16,,False,False,False,False,False,False,False,False,False,False,True
17941,Histoloogia,nan,U-ProtValkuriinis(elektroforees),Arhiivi number,,1,,False,False,False,False,False,False,False,False,False,False,True
18028,Hematoloogilised uuringud,nan,U-Prot,PLCR,,333,,False,False,False,False,False,False,False,False,False,False,True
18081,Histoloogia,nan,dU-Kreat/Album,Kirjeldus,,3,,False,False,False,False,False,False,False,False,False,False,True
18101,Hematoloogilised uuringud,nan,dU-UAKusihapeööpäevasesuriinis,RDW%,,4,,False,False,False,False,False,False,False,False,False,False,True
18221,Histoloogia,nan,U-N_gonorrhoeae_DNA,Kirjeldus,,6,,False,False,False,False,False,False,False,False,False,False,True
18231,Histoloogia,nan,dU-Crea,Kirjeldus,,1,,False,False,False,False,False,False,False,False,False,False,True
18243,Histoloogia,nan,U-Alb,Arhiivi number,,34,,False,False,False,False,False,False,False,False,False,False,True
18335,Histoloogia,nan,U-ProtValkkvantitatiivselt,Lokatsioon,,444,,False,False,False,False,False,False,False,False,False,False,True
18405,Histoloogia,nan,U-COCkokaiinuriinis,Arhiivi number,,13,,False,False,False,False,False,False,False,False,False,False,True
18452,Hematoloogilised uuringud,nan,U-CreaKreatiniin1.hommikusesuriinis,PLCR,,20,,False,False,False,False,False,False,False,False,False,False,True
18511,Histoloogia,nan,dU-PFosfaatööpäevasesuriinis,Kirjeldus,,2,,False,False,False,False,False,False,False,False,False,False,True
18625,Hematoloogilised uuringud,nan,dU-PFosfaatööpäevasesuriinis,RDW%,,2,,False,False,False,False,False,False,False,False,False,False,True
18667,Hematoloogilised uuringud,nan,dU-gam-glGammaglobuliiniduriinis,RDW%,,6,,False,False,False,False,False,False,False,False,False,False,True
18716,Hematoloogilised uuringud,nan,dU-gam-glGammaglobuliiniduriinis,PLCR,,6,,False,False,False,False,False,False,False,False,False,False,True
18724,Hematoloogilised uuringud,nan,U-AmylP/U-CreaPankr.amülaasijakreatiniinisuheuriinis,PLCR,,2,,False,False,False,False,False,False,False,False,False,False,True
18748,Histoloogia,nan,dU-PFosfaatööpäevasesuriinis,Lokatsioon,,2,,False,False,False,False,False,False,False,False,False,False,True
18754,Histoloogia,nan,dU-ClKloriidööpäevasesuriinis,Kirjeldus,,1,,False,False,False,False,False,False,False,False,False,False,True
18791,Histoloogia,nan,dU-ProtValkööpäevasesuriinis,Diagnoos 1,,82,,False,False,False,False,False,False,False,False,False,False,True
18848,Histoloogia,nan,U-COCkokaiinuriinis,Kirjeldus,,13,,False,False,False,False,False,False,False,False,False,False,True
18862,Histoloogia,nan,U-Fylfentanüüluriinis,Lokatsioon,,10,,False,False,False,False,False,False,False,False,False,False,True
18905,Hematoloogilised uuringud,nan,U-NitNitrit,RDW%,,1488,,False,False,False,False,False,False,False,False,False,False,True
18920,Histoloogia,nan,dU-CreaKreatiniinööpäevasesuriinis,Arhiivi number,,50,,False,False,False,False,False,False,False,False,False,False,True
18959,Hematoloogilised uuringud,nan,U-_uriini_suhkur,PLCR,,2,,False,False,False,False,False,False,False,False,False,False,True
18978,Histoloogia,nan,dU-DALA,Diagnoos 1,,4,,False,False,False,False,False,False,False,False,False,False,True
18982,Histoloogia,nan,U-uriini_autom,Lokatsioon,,902,,False,False,False,False,False,False,False,False,False,False,True
19071,Histoloogia,nan,dU-AlbAlbumiinööpäevasesuriinis,Kirjeldus,,24,,False,False,False,False,False,False,False,False,False,False,True
19126,Hematoloogilised uuringud,nan,U-UreaUureauriinis,PLCR,,1,,False,False,False,False,False,False,False,False,False,False,True
19153,Histoloogia,nan,U-Mycob,Kirjeldus,,5,,False,False,False,False,False,False,False,False,False,False,True
19170,Histoloogia,nan,U-Uu-PCR,Arhiivi number,,20,,False,False,False,False,False,False,False,False,False,False,True
19180,Histoloogia,nan,U-Alb/U-CreaMikroalbuminuuria,Arhiivi number,,9,,False,False,False,False,False,False,False,False,False,False,True
19194,Histoloogia,nan,U-KKaaliumuriinis,Kirjeldus,,1,,False,False,False,False,False,False,False,False,False,False,True
19212,Hematoloogilised uuringud,nan,U-EtGlyetüleenglükooluriinis,PLCR,,1,,False,False,False,False,False,False,False,False,False,False,True
19258,Histoloogia,nan,U-NaNaatriumuriinis,Kirjeldus,,1,,False,False,False,False,False,False,False,False,False,False,True
19320,Histoloogia,nan,U-Myge-PCR,Diagnoos 1,,4,,False,False,False,False,False,False,False,False,False,False,True
19326,Histoloogia,nan,U-Amylaas,Lokatsioon,,15,,False,False,False,False,False,False,False,False,False,False,True
19335,Histoloogia,nan,U-NitNitrit,Lokatsioon,,1488,,False,False,False,False,False,False,False,False,False,False,True
19404,Histoloogia,nan,U-Myho-PCR,Diagnoos 1,,2,,False,False,False,False,False,False,False,False,False,False,True
19429,Histoloogia,nan,U-N_gonorrhoeae_DNA,Diagnoos 1,,6,,False,False,False,False,False,False,False,False,False,False,True
