text	y
hajutab	B_V
ka	B_D
alles	O_D
kokkutõmbumist	B_S
alustanud	B_V
prototähtede	B_S
väliskihte	O_S
.	B_Z
""
Neid	B_P
looteid	B_S
,	B_Z
molekulaarse	B_A
elevandi	B_S
londi	O_S
sees	B_K
ja	B_J
sellest	B_P
sõrmedena	B_S
välja	B_D
ulatuvaid	B_A
tihendeid	B_S
nimetavad	B_V
astrono	B_S
omid	O_S
aurustuvateks	B_A
gaasilisteks	O_A
gloobuliteks	B_S
.	B_Z
""
Mõõtmetelt	B_S
on	B_V
nad	B_P
Päikesesüsteemist	B_S
pisut	B_D
suuremad	B_C
.	B_Z
""
Hubble'i	B_H
kosmoseteleskoobi	B_S
fotode	I_S
autorid	O_S
,	B_Z
Arizona	B_H
Ülikooli	O_H
astronoomid	B_S
Jeff	B_H
Hester	O_H
ja	B_J
Paul	B_H
Scowen	O_H
jätkavad	B_V
praegu	B_D
maa	B_S
peal	B_K
infrapuna-	B_S
ja	B_J
millimeeter-raadiokiirguse	B_S
lainetel	O_S
.	B_Z
""
Uued	B_A
vaatlused	B_S
kosmosest	O_S
on	B_V
kavas	B_S
1997.	B_O
aasta	B_S
lõpul	O_S
,	B_Z
kui	B_J
Hubble'i	B_H
teleskoobile	B_S
on	B_V
paigaldatud	B_A
uus	O_A
infrapunakaamera	B_S
ja	B_J
spektromeeter	B_S
.	B_Z
""
(	B_Z
1	B_N
)	B_Z
“	O_Z
Horisont	B_H
”	B_Z
nr.	B_Y
7 1995	B_N
,	B_Z
lk	B_Y
.	B_Z
39	B_N
-	B_Z
46.	B_O
""
(	B_Z
2	B_N
)	B_Z
Tema	B_P
kuulus	B_A
“	B_Z
Must	B_A
pilv	B_S
”	B_Z
on	B_V
avaldatud	B_A
“	B_Z
Horisondis	B_H
”	B_Z
1967	B_N
-	B_Z
1968	B_N
(	B_Z
tõlkija	B_S
käesoleva	B_A
loo	B_S
autor	O_S
Peep	B_H
Kalv	O_H
-	B_Z
toim .	B_Y
)	B_Z
.	O_Z
""
PEEP	B_H
KALV	B_Y
(	B_Z
1934	B_N
)	B_Z
on	B_V
Tallinna	B_H
Tehnikaülikooli	B_S
füüsika	I_S
instituudi	I_S
vanemteadur	O_S
Tallinna	B_H
Tähetornis	B_S
.	B_Z
Füüsika-matemaatikakandidaat	B_S
.	B_Z
""
REINO	B_H
OHLAUTänavu	O_H
möödub	B_V
40	B_N
aastat	B_S
televisiooniajastu	I_S
algusest	O_S
Soome	B_H
lahe	B_S
põhjakaldal	O_S
.	B_Z
""
Nendest	B_P
aegadest	B_S
on	B_V
välja	B_D
kasvanud	B_V
ka	B_D
tänane	B_A
FINLUX	B_H
kaubamärk	B_S
.	B_Z
""
Esialgsest	B_A
kuubikujulisest	O_A
kastist	B_S
,	B_Z
mille	B_P
ühel	O_P
küljel	B_S
asetses	B_V
midag	B_S
i	B_Y
illuminaatoritaolist	B_A
ja	B_J
seest	B_D
võis	B_V
leida	O_V
hulganisti	B_D
hõõguvaid	B_A
klaaskolvikesi	B_S
,	B_Z
on	B_V
tänaseks	B_D
saanud	B_V
meile	B_P
tuntud	B_A
televiisor	B_S
oma	B_P
täisnurkse	B_A
pildi	B_S
,	B_Z
suurepärase	B_A
stereohääle	B_S
ja	B_J
modernse	B_A
disainiga	B_S
.	B_Z
""
Raske	B_A
on	B_V
prognoosida	O_V
järgmist	B_A
neljakümmet	B_N
,	B_Z
aga	B_J
osalt	B_D
on	B_V
tunda	O_V
konkurentsist	B_S
tingitud	B_V
teatavat	B_A
tempo	B_S
langust	I_S
telerite	I_S
arengus	O_S
.	B_Z
""
Teleritootjate	B_S
põhiline	B_A
aeg	B_S
kipub	B_V
kuluma	O_V
odavama	B_C
tootmise	B_S
organiseerimiseks	O_S
.	B_Z
""
Kui	B_J
Finlux	B_H
1990ndate	B_O
alguses	B_S
tõsiselt	B_D
Eesti	B_H
turule	B_S
jõudis	B_V
,	B_Z
olid	B_V
tootevalikus	B_S
põhiliselt	B_D
ainult	O_D
kallid	B_A
stereoteleviisorid	B_S
.	B_Z
""
Siis	B_D
tehti	B_V
põhimõtteline	B_A
kursimuutus	B_S
ja	B_J
turule	B_S
toodi	B_V
odavamad	B_C
mudelid	B_S
.	B_Z
""
Nende	B_P
varustus	B_S
oli	B_V
lih	B_S
tsam	O_S
,	B_Z
kuid	B_J
nad	B_P
leidsid	B_V
kiirelt	B_D
hea	B_A
tarbijapoolse	O_A
vastuvõtu	B_S
.	B_Z
""
25tollise	B_A
kineskoobiga	B_S
C-seeria	I_S
telerist	O_S
sai	B_V
tõeline	B_A
rahvateleviisor	B_S
Soomes	B_H
.	B_Z
""
Eestiski	B_H
on	B_V
just	B_D
seda	B_P
telerit	B_S
võrreldes	B_V
teiste	B_P
Finluxidega	B_H
,	B_Z
enam	B_D
müüdud	B_V
.	B_Z
""
Finluxi	B_H
tootevalikus	B_S
on	B_V
täna	B_D
6	B_N
seeriat	B_S
televiisoreid	O_S
.	B_Z
""
Telereid	B_S
valmistatakse	B_V
kahes	B_N
tehases	B_S
.	B_Z
""
G-	B_Y
,	B_Z
Y-	B_Y
,	B_Z
P-	B_Y
ja	B_J
B-seeria	B_S
telerid	O_S
tulevad	B_V
Saksamaalt	B_H
Bochumist	O_H
.	B_Z
""
Turus	B_H
asuvas	B_A
Euroopa	B_H
ühes	B_P
modernsemas	B_C
teleritehases	B_S
valmistatakse	B_V
Finlux	B_H
U-ja	B_J
Z-seeria	B_S
t	B_Y
elereid	B_S
.	B_Z
""
Abiks	B_S
teleri	I_S
valimisel	O_S
on	B_V
allpool	B_D
toodud	B_V
tabelis	B_S
antud	B_A
kõikide	B_P
tootmises	B_S
olevate	B_A
Finlux-telerite	B_S
põhilised	B_A
andmed	B_S
.	B_Z
""
Teleri	B_H
suurust	B_S
valides	B_V
võib	O_V
kõrvale	B_D
jätta	B_V
põhimõtte	B_S
,	B_Z
et	B_J
selle	B_P
vaatamise	B_S
optimaalne	B_A
kaugus	B_S
peaks	B_V
olema	O_V
viis	B_N
kineskoobi	B_S
diagonaali	O_S
,	B_Z
kuna	B_J
nüüdisaegset	B_A
29tollist	O_A
telerit	B_S
võib	B_V
vaadata	O_V
juba	B_D
paari	B_N
meetri	B_S
kaug	I_S
uselt	O_S
.	B_Z
""
Suur	B_A
ekraan	B_S
toob	B_V
aga	B_J
filmide	B_S
vaatamisse	O_S
rohkem	B_D
kino	B_S
tunnet	O_S
ja	B_J
viib	B_V
vaataja	B_S
enam	B_D
tegevuse	B_S
keskele	B_K
.	B_Z
""
Milliseid	B_P
kanaleid	B_S
saab	B_V
vastu	B_D
võtta	B_V
?	B_Z
""
Kanalite	B_S
all	B_K
mõistavad	B_V
inimesed	B_S
erinevaid	B_A
asju	B_S
.	B_Z
""
Kui	B_J
Finlux	B_H
74U2	B_Y
teleril	B_S
on	B_V
sada	B_N
kanalit	B_S
,	B_Z
tähendab	B_V
see	B_P
tegelikult	B_D
,	B_Z
et	B_J
teleri	B_S
mällu	O_S
on	B_V
võimalik	B_A
salvestada	B_V
kuni	B_K
100	B_N
teleprogrammi	B_S
,	B_Z
mida	B_P
kantakse	B_V
üle	B_D
erinevatel	B_A
tehnilistel	O_A
kana	B_S
litel	O_S
.	B_Z
""
Lihtsamalt	B_D
väljendudes	B_V
-	B_Z
teleril	B_S
on	B_V
saja	B_N
programmi	B_S
mälu	O_S
.	B_Z
""
Teine	B_P
number	B_S
,	B_Z
mida	B_P
kasutamisjuhendist	B_S
võib	B_V
leida	O_V
,	B_Z
on	B_V
kanalite	B_S
arv	O_S
.	B_Z
""
See	B_P
on	B_V
tehniliste	B_A
kanalite	B_S
arv	O_S
,	B_Z
mille	B_P
saatesagedused	B_S
on	B_V
otsimise	B_S
hõlbustamiseks	I_S
teleri	I_S
mällu	O_S
ki	B_Y
rjutatud	B_A
.	B_Z
""
Kaablivõrkudes	B_S
võivad	B_V
teleprogrammid	B_S
olla	B_V
nihutatud	B_S
kõrvale	B_D
standardsest	B_A
tehnilise	O_A
kanali	B_S
sagedusest	O_S
.	B_Z
""
Automaathäälestus	B_S
leiab	B_V
üles	B_D
õige	B_A
sageduse	B_S
ja	B_J
häälestab	B_V
teleri	B_S
ka	B_D
nihutatud	B_V
kanalile	B_S
.	B_Z
""
Kõikides	B_P
tootmises	B_S
olevates	B_A
Finlux-telerites	B_S
käivitub	B_V
automaathäälestus	B_S
teleri	O_S
esmasel	B_A
sisselülitamisel	B_S
või	B_J
pärast	B_K
mälu	B_S
tühjendamist	O_S
ja	B_J
salvestab	B_V
mällu	B_S
kõik	B_P
teleprogrammid	B_S
,	B_Z
mis	B_P
kaabli	B_S
kaudu	B_K
sellesse	B_P
telerisse	B_S
jõuavad	B_V
,	B_Z
sõltumata	B_V
ülekandesagedusest	B_S
kogu	B_A
televisiooni-diapasooni	B_S
ulatuses	O_S
.	B_Z
""
Eestis	B_H
müüdavad	B_A
Finlux-telerid	B_S
võimaldava	B_A
vastu	B_K
võtta	B_V
teleprogramme	B_S
,	B_Z
mida	B_P
saadetakse	B_V
PAL	B_Y
või	B_J
SECAM	B_H
standardis	B_V
CCIR	B_Y
(	B_Z
5,5	B_N
)	B_Z
või	B_J
OIRT	B_Y
(	B_Z
6,5	B_N
)	B_Z
heliga	B_S
.	B_Z
100hertsine	B_A
pildilaotusOtsides	B_V
võimalusi	B_S
telerite	I_S
pildiomaduste	I_S
parandamiseks	O_S
,	B_Z
tuldi	B_V
ideele	B_S
hakata	B_V
pilti	B_S
ekraanile	O_S
laotama	B_V
kaks	B_N
korda	B_S
tihedamini	B_D
,	B_Z
kui	B_J
seda	B_P
saadetakse	B_V
(	B_Z
50	B_N
poolkaadrit	B_S
sekundis	O_S
)	B_Z
ehk	B_J
100	B_N
korda	B_S
sekundi	O_S
jooksul	B_K
.	B_Z
""
Põhjuseks	B_S
oli	B_V
tavalise	B_A
telepildi	B_S
tunt	O_S
av	B_Y
vilkumine	B_S
ja	B_J
värelemine	B_S
vertikaalsuunas	O_S
.	B_Z
""
Kuna	B_J
inimsilmal	B_S
on	B_V
teatav	B_A
mälu	B_S
,	B_Z
suudab	B_V
ta	B_P
fikseerida	B_V
nähtavaid	B_A
muutusi	B_S
mingi	B_P
lõpliku	B_A
kiirusega	B_S
.	B_Z
""
Laotades	B_V
pilti	B_S
tavalisest	B_A
kaks	B_N
korda	B_S
tihedamini	B_D
,	B_Z
satume	B_V
teisele	B_P
poole	B_K
seda	B_P
piiri	B_S
ja	B_J
pilt	B_S
vaat	B_I
aja	B_S
jaoks	B_K
enam	B_D
ei	B_V
vilgu	O_V
.	B_Z
""
Pildi	B_S
teravust	O_S
100hertsine	B_A
laotus	B_V
ei	I_V
paranda	O_V
.	B_Z
NICAM	B_H
stereoheliParema	B_C
naudingu	B_S
saavutamiseks	I_S
filmide	O_S
ja	B_J
muusikasaadete	B_S
vaatamisel	O_S
on	B_V
telerites	B_S
helikvaliteediga	O_S
jõutud	B_V
pildiga	B_S
võrreldes	B_V
palju	B_D
kaugemale	O_D
.	B_Z
""
Tavaline	B_A
FM	B_Y
helikanal	B_S
,	B_Z
mida	B_P
suudab	B_V
vastu	B_D
võtta	B_V
iga	B_P
televiisor	B_S
,	B_Z
seab	B_V
olulised	B_A
piirangud	B_S
ülekantava	B_A
heli	B_S
kvaliteedile	O_S
.	B_Z
""
Järjest	B_D
uusi	B_A
alasid	B_S
vallutab	B_V
Euroopas	B_H
NICAM	O_H
digitaalstereoheli	B_S
ülekandesüsteem	O_S
.	B_Z
""
NICAM	B_H
võimaldab	B_V
lisaks	B_S
stereohelile	O_S
ka	B_D
kakskeelsete	B_A
saadete	B_S
ülekannet	O_S
.	B_Z
""
Osa	B_S
Soome	B_H
televisiooni	B_S
kaudu	B_K
edastatavaid	B_A
spor	B_S
diülekandeid	O_S
on	B_V
näiteks	B_S
varustatud	B_V
kommentaaridega	B_S
soome	B_G
ja	B_J
rootsi	B_G
keeles	B_S
.	B_Z
Lisaseadmete	B_S
ühendamisvõimalusedLisaks	I_S
televiisorile	O_S
on	B_V
paljudes	B_P
kodudes	B_S
ka	B_D
videomagnetofonid	B_S
,	B_Z
satelliidituunerid	B_S
ja	B_J
muud	B_P
videoseadmed	B_S
,	B_Z
mis	B_P
vajavad	B_V
ühendamist	B_S
televiisoriga	O_S
.	B_Z
""
Enamuses	B_S
telerites	O_S
leidub	B_V
selle	B_P
jaoks	B_K
videosisend	B_S
.	B_Z
""
Ühendus	B_H
videosisendi	B_S
kaudu	B_K
annab	B_V
alati	B_D
parima	B_U
pi	B_Y
ldi-	B_S
ja	B_J
helikvaliteedi	B_S
.	B_Z
""
Kui	B_J
kodus	B_S
juhtub	B_V
olema	O_V
rohkem	B_D
seadmeid	B_S
,	B_Z
mida	B_P
oleks	B_V
vaja	B_D
teleriga	B_S
ühendada	B_V
,	B_Z
on	B_V
oluline	B_A
,	B_Z
et	B_J
teleril	B_S
oleks	B_V
rohkem	B_D
kui	B_J
üks	B_P
videosisend	B_S
.	B_Z
""
Finlux	B_H
U-	B_Y
ja	B_J
Z-teleril	B_S
on	B_V
kolm	B_N
videosisendit	B_S
.	B_Z
""
Kaks	B_N
neist	B_P
asuvad	B_V
tagapaneelil	B_S
ja	B_J
üks	B_P
esipaneelil	B_S
.	B_Z
""
Esipaneelil	B_S
asuvat	B_A
sisendit	B_S
on	B_V
mugav	B_A
kasutada	B_V
näiteks	B_S
videomängude	O_S
või	B_J
kaamera	B_S
ajutiseks	B_A
ühendamiseks	B_S
,	B_Z
eriti	B_D
kui	B_J
juurdepääs	B_S
telerile	O_S
tagantpoolt	B_D
on	B_V
ebamugav	B_A
.	B_Z
""
Kallimates	B_C
televiisorites	B_S
leidub	B_V
reeglina	B_S
ka	B_D
kvalite	B_S
etne	B_A
stereohelivõimendi	B_S
,	B_Z
mis	B_P
võimaldab	B_V
ka	B_D
lisakõlarite	B_S
ühendamist	O_S
.	B_Z
""
Nende	B_P
paigutamisel	B_S
üksteisest	B_P
kaugemale	B_D
saab	B_V
nautida	O_V
paremat	B_C
stereoefekti	B_S
.	B_Z
KammfilterSeoses	B_S
digitaaltehnika	I_S
arenguga	O_S
on	B_V
tekkinud	O_V
võimalus	B_S
kõrvaldada	B_V
PAL-telepildist	B_S
üht	B_P
häirivamat	B_C
nn.	B_Y
“	B_Z
cross	B_S
color	O_S
”	B_Z
efekti	B_S
.	B_Z
""
See	B_P
tekib	B_V
,	B_Z
kui	B_J
teleri	B_S
värvikanalisse	O_S
kaasatakse	B_V
osa	B_S
heledussignaalist	O_S
,	B_Z
mille	B_P
sagedus	B_S
on	B_V
lähedane	B_A
värvikandva	O_A
signaaliga	B_S
.	B_Z
""
Pildil	B_S
avaldub	B_V
see	B_P
kõige	B_D
teravamalt	I_D
näiteks	O_D
diktori	B_S
ruudulisel	B_A
pintsakul	B_S
,	B_Z
kui	B_J
selle	B_P
muster	B_S
on	B_V
teatava	B_A
sammuga	B_S
.	B_Z
""
Kammfilter	B_S
eraldab	B_V
digitaalselt	B_D
heledus-	B_S
ja	B_J
värvisignaalid	B_S
koos	B_K
nende	B_P
spektrite	B_S
kõigi	B_P
komponentidega	B_S
.	B_Z
""
Lisaks	B_S
teleritele	O_S
pakub	B_V
Finlux	B_H
ka	B_D
satelliidituunereid	B_S
,	B_Z
antennipositsioneere	B_S
ja	B_J
videomagnetofone	B_S
.	B_Z
""
Pärast	B_K
Nokia	B_H
kontserniga	B_S
paar	B_N
aastat	B_S
tagasi	B_K
toimunud	B_V
ühinemist	B_S
on	B_V
Põhjamaade	B_H
satelliidiülekannetes	B_S
kindla	B_A
koha	B_S
leidnud	B_V
MAC-standardit	B_S
vastu	B_K
võt	B_S
vate	I_S
satelliidituunerite	I_S
tootmine	O_S
koondatud	B_A
Rootsi	B_H
,	B_Z
Motalas	B_H
asuvasse	B_A
tehasesse	B_S
.	B_Z
""
Turu	B_H
teleritehases	B_S
toodetakse	B_V
ga	B_Y
kontserni	B_S
prestiizikamaid	B_C
telereid	B_S
.	B_Z
""
Tehase	B_S
laboratooriumis	O_S
käib	B_V
aga	B_J
vilgas	B_A
tegevus	B_S
digitaaltelevisiooni	I_S
vastuvõtuseadmete	I_S
väl	I_S
jatöötamisel	O_S
ja	B_J
tootmisse	B_S
evitamisel	O_S
.	B_Z
""
Saksa	B_H
meediafirmalt	B_S
KirchGroup	B_H
saadud	B_A
tellimus	B_S
miljoni	B_N
digitaalvastuvõtja	B_S
tegemiseks	O_S
on	B_V
suuremaid	B_C
käsilolevaid	B_A
projekte	B_S
.	B_Z
""
Veebruarikuus	B_S
sai	B_V
ühtäkki	B_D
meediastaariks	B_S
sümpaatne	B_A
valgenäoline	O_A
utt	B_S
Dolly	B_H
.	B_Z
""
Ta	B_P
vaatas	B_V
meile	B_P
vastu	B_D
pea	B_S
kõikide	B_P
tähtsamate	B_C
väljaannete	B_S
lehekülgedelt	O_S
ning	B_J
temaga	B_P
seostati	B_V
pöördelisi	B_A
,	B_Z
lausa	B_D
meie	B_P
tsivilisatsiooni	B_S
alustugesid	O_S
kõigutavaid	B_A
tulevikuväljavaateid	B_S
.	B_Z
""
Pöördusin	B_V
Helsingi	B_H
ülikooli	B_S
Biotehnoloogia	I_S
Instituudi	I_S
direktori	I_S
akadeemik	O_S
Mart	B_H
Saarma	O_H
poole	B_K
,	B_Z
et	B_J
kuulda	B_V
,	B_Z
mida	B_P
kloonitud	B_V
lamba	B_S
sünd	O_S
tähendab	B_V
teadusele	B_S
ja	B_J
meile	B_P
kõigile	O_P
.	B_Z
""
Eelkõige	B_D
on	B_V
tegu	B_S
äärmiselt	B_D
olulise	B_A
teadussaavutusega	B_S
,	B_Z
mille	B_P
sisu	B_S
mõistmisele	O_S
aitab	B_V
kaasa	B_D
üks	B_P
väike	B_A
kõrvalepõige	B_S
ajalukku	O_S
.	B_Z
""
Juba	B_D
1975.	B_O
aastal	B_S
tegi	B_V
inglane	B_S
John	B_H
Gurdon	O_H
kloonimiskatseid	B_S
,	B_Z
kuid	B_J
mitte	B_D
imetajate	B_S
,	B_Z
vaid	B_J
konnadega	B_S
.	B_Z
""
Ta	B_P
võttis	B_V
kannuskonna	B_S
keharaku	I_S
tuuma	O_S
ja	B_J
siirdas	B_V
selle	B_P
konna	B_S
munarakku	O_S
.	B_Z
""
Nagu	B_J
teame	B_V
,	B_Z
on	B_V
konna	B_S
munarakud	O_S
,	B_Z
(	O_Z
konnakudu	B_S
)	B_Z
väga	B_D
suured	B_A
.	B_Z
""
Paraku	B_D
ei	B_V
õnnestunud	O_V
aga	B_J
Gurdonil	B_H
täiskasvanud	B_A
konna	B_S
saada	B_V
,	B_Z
munarakk	B_S
arenes	B_V
vaid	B_D
kulleseni	B_S
.	B_Z
""
1981.	B_O
aastal	B_S
avaldas	B_V
sveitsi	B_S
teadlane	O_S
Karl	B_H
Ilmensee	O_H
koos	B_K
ühe	B_P
ameerika	B_G
kolleegiga	B_S
artikli	I_S
väitega	O_S
,	B_Z
et	B_J
tal	B_P
on	B_V
õnnestanud	B_S
kloonida	B_V
hiir	B_S
.	B_Z
""
See	B_P
oli	B_V
tõeline	B_A
sokk	B_S
.	B_Z
""
Kümned	B_N
ja	B_J
kümned	B_N
laborid	B_S
asusid	B_V
Ilmensee	B_H
katseid	B_S
kordama	B_V
,	B_Z
(	O_Z
muide	B_D
,	B_Z
nõnda	B_D
kontrollibki	B_V
teadus	B_S
iseennast	B_P
!	B_Z
)	I_Z
,	O_Z
see	B_P
ei	B_V
õnnestunud	O_V
aga	B_J
kellelgi	B_P
.	B_Z
""
Segadus	B_S
kasvas	B_V
,	B_Z
ning	B_J
lõpuks	B_D
väitsid	B_V
sveitslase	B_S
kaastöötajad	O_S
,	B_Z
et	B_J
nad	B_P
pole	B_V
näinud	O_V
teda	B_P
vastavaid	B_A
katseid	B_S
tegemas	B_V
.	B_Z
""
Ilmensee	B_H
teatas	B_V
,	B_Z
et	B_J
tegi	B_V
neid	B_P
vabal	B_A
ajal	B_S
,	B_Z
puhkepäevadel	B_S
.	B_Z
""
Loomulikult	B_D
kasvas	B_V
skeptitsism	B_S
veelgi	B_D
ja	B_J
peatselt	B_D
tunnistati	B_V
artikkel	B_S
võltsinguks	O_S
.	B_Z
""
Ilmensee	B_H
aga	B_J
kaotas	B_V
oma	B_P
töökoha	B_S
ja	B_J
maine	B_S
.	B_Z
""
Wilmut	B_H
ja	B_J
Roslini	B_H
Instituut	O_H
-	B_Z
>	O_Z
""
farmakoloog	B_S
MARGAREETE	B_H
OTTERUimastushullus	B_S
on	B_V
üsna	B_D
uus	B_A
sõna	B_S
,	B_Z
mida	B_P
on	B_V
hakatud	I_V
kasutama	O_V
Tartu	B_H
Ülikooli	O_H
Arstiteaduskonnas	B_S
rahvusvahelise	B_A
sõna	B_S
narkomaania	O_S
eestikeelse	B_A
vastena	B_S
.	B_Z
""
Pole	B_V
veel	B_D
teada	B_V
,	B_Z
kuidas	B_D
üldsus	B_S
selle	B_P
vastu	B_K
võtab	B_V
,	B_Z
kuid	B_J
see	B_P
tundub	B_V
olevat	O_V
õnnelik	B_A
leid	B_S
.	B_Z
""
Narkootikumide	B_S
tarvitamise	I_S
lähiajaloos	O_S
on	B_V
olnud	O_V
kõrgperioode	B_S
,	B_Z
millele	B_P
järgneb	B_V
tavaliselt	B_D
taandumine	B_S
,	B_Z
tarbimine	B_S
muutub	B_V
seega	B_D
rütmiliselt	O_D
.	B_Z
""
Nii	B_D
olid	B_V
kõrgperioodid	B_S
1960.	B_O
ja	B_J
1980.	B_O
aastatel	B_S
.	B_Z
""
Viimase	B_A
tõusulaine	B_S
järelmõjud	O_S
on	B_V
jõudnud	O_V
ka	B_D
Eesti	B_H
Vabariiki	B_S
.	B_Z
""
Võitlemisel	B_S
uimastushulluse	O_S
vastu	B_K
on	B_V
vägagi	B_D
olulisel	B_A
kohal	B_S
täpse	B_A
,	B_Z
nüüdisaegse	B_A
ja	B_J
selge	B_A
info	B_S
levitamine	O_S
.	B_Z
""
Sest	B_J
ohtlik	B_A
on	B_V
just	B_D
see	B_P
,	B_Z
et	B_J
narkootikume	B_S
müüakse	B_V
kontrollimatult	B_D
käest	B_S
kätte	O_S
ning	B_J
keegi	B_P
ei	B_V
tea	O_V
täpselt	B_D
,	B_Z
millist	B_P
ainet	B_S
ja	B_J
millises	B_P
annuses	B_S
ta	B_P
tegelikult	B_D
saab	B_V
.	B_Z
""
Sageli	B_D
pakutakse	B_V
vähemohtlike	B_A
LSD	B_Y
ja	B_J
kanepisaaduste	B_S
nime	O_S
all	B_K
heroiini	B_S
ja	B_J
inimene	B_S
võib	B_V
muutuda	O_V
vastu	B_K
tahtmist	B_S
sõltuvaks	B_A
ning	B_J
edaspidi	B_D
seega	O_D
heaks	B_A
ja	B_J
püsivaks	B_A
oopiumitoodete	B_S
ostjaks	O_S
.	B_Z
""
Seetõttu	B_D
toomegi	B_V
siinkohal	B_D
ära	O_D
ülevaatliku	B_A
tabeli	B_S
narkootikumide	I_S
kasutamise	O_S
,	B_Z
toimete	B_S
ning	B_J
kõrvaltoimete	B_S
kohta	B_K
.	B_Z
""
Sander	B_H
LiivakMida	B_P
sümboliseerib	B_V
Ungari	B_H
mitte	B_D
kui	B_J
väike	B_A
maalapp	B_S
tänases	B_A
Euroopas	B_H
Slovakkia	O_H
ja	B_J
Horvaatia	B_H
vahel	B_K
,	B_Z
vaid	B_J
Ungari	B_H
läbi	B_K
sajandite	B_S
?	B_Z
""
Ungarlased	B_S
väldivad	B_V
meelsasti	B_D
võõrsõnu	B_S
.	B_Z
""
Näiteks	B_S
sõna	I_S
zene	O_S
(	B_Z
muusika	B_S
)	B_Z
on	B_V
enne	B_K
18.	B_O
-	B_Z
19.	B_O
sajandi	B_S
keeleuuendust	O_S
tuntud	B_A
muzsika	B_S
tänaseks	B_D
peaaegu	I_D
välja	O_D
tõrjunud	B_V
.	B_Z
""
Mis	B_P
pole	B_V
selge	B_A
,	B_Z
pole	B_V
ka	B_D
ungarlik	B_A
on	B_V
ju	B_D
selgitama	B_V
-	B_Z
verbki	B_S
magyaráz	O_S
.	B_Z
""
Tabav	B_A
vaste	B_S
on	B_V
ka	B_D
sümbol	B_S
-	B_Z
sõnal	B_S
:	B_Z
jelkép	B_S
(	B_Z
märkpilt	B_S
)	B_Z
.	O_Z
""
Mida	B_P
siis	B_D
märkpildistab	B_V
Ungari	B_H
kui	B_J
selline	B_P
mitte	B_D
kui	B_J
väike	B_A
maalapp	B_S
tänases	B_A
Euroopas	B_H
Slovakkia	O_H
ja	B_J
Horvaatia	B_H
vahel	B_K
,	B_Z
vaid	B_J
Ungari	B_H
läbi	B_K
sajandite	B_S
?	B_Z
""
Kas	B_D
valvepost	B_S
?	B_Z
""
Ehk	B_D
on	B_V
Ungari	B_H
ristiusu	B_S
valvepost	O_S
,	B_Z
midagi	B_P
sellist	O_P
,	B_Z
nagu	B_J
Géza	B_H
Gárdonyi	I_H
Egeri	O_H
tähtede	B_S
”	B_Z
piirikindlused	B_S
?	B_Z
""
Ei	B_D
türklaste	B_S
ega	B_J
kommunistide	B_S
ebausk	O_S
”	B_Z
suutnud	B_V
kõigutada	O_V
madjarite	B_S
truudust	O_S
oma	B_P
Jumalale	B_S
.	B_Z
""
Meie	B_P
pöördume	B_V
Jumala	B_S
poole	B_K
alles	B_D
oma	B_P
hümni	B_S
viimases	B_A
salmis	B_S
,	B_Z
aga	B_J
Ungari	B_H
hümn	B_S
algab	B_V
sõnaga	B_S
Isten	B_H
(	B_Z
Jumal	B_S
)	B_Z
.	O_Z
""
Muidugi	B_D
võib	B_V
ungarlasi	B_S
kui	B_J
Risti	B_H
kaitsjaid	B_S
idealiseerida	B_V
ainult	B_D
koolijüts	B_S
.	B_Z
""
Ka	B_D
hispaanlaste	B_S
lahingud	I_S
mauridega	O_S
ja	B_J
misjonäride	B_S
ennastohverdav	B_A
tegevus	B_S
mere	O_S
taga	B_K
tunduvad	B_V
takkajärele	B_D
kaunimad	B_C
kui	B_J
telepildid	B_S
Bosnia	B_H
ja	B_J
Teteenia	B_H
kristlaste	B_S
võitlusest	I_S
paganate	O_S
vastu	B_K
”	B_Z
.	O_Z
""
Meie	B_P
rõhutame	B_V
oma	B_P
asendit	B_S
Ida	O_S
ja	B_J
Lääne	B_H
piiril	B_S
,	B_Z
nagu	B_J
Henrik	B_H
Visnapuu	O_H
luuletuses	B_S
Tõmbtuul	B_H
”	B_Z
(	O_Z
ilm	B_S
.	B_Z
1927	B_N
)	B_Z
:	O_Z
Tõmbtuul	B_H
,	B_Z
suur	B_A
tõmbtuul	B_S
!	B_Z
""
Sajandi	B_S
ühe	B_P
läänest	B_S
itta	O_S
vuhised	B_V
,	B_Z
hirmsa	B_A
jõuga	B_S
idast	I_S
läände	O_S
nüüd	B_D
tuhised	B_V
,	B_Z
tõmbtuul	B_S
,	B_Z
o	B_Y
tõmbtuul	B_S
!	B_Z
""
Ungari	B_H
luules	B_S
on	B_V
sama	B_P
teinud	B_V
nii	B_D
kalvinist	B_S
Endre	B_H
Ady	O_H
(	B_Z
1877	B_N
-	B_Z
1919	B_N
)	B_Z
kui	B_J
katoliiklane	B_S
Gyula	B_H
Juhász	O_H
(	B_Z
1883	B_N
-	B_Z
1937	B_N
)	B_Z
.	O_Z
""
Kuid	B_J
Ungaris	B_H
ei	B_V
puhu	O_V
tuul	B_S
”	B_Z
ainult	B_D
kahest	B_N
,	B_Z
vaid	B_J
lausa	B_D
neljast	B_N
suunast	B_S
:	B_Z
see	B_P
maa	B_S
asub	B_V
ka	B_D
Põhja	B_S
ja	B_J
Lõuna	B_S
vahel	B_K
,	B_Z
kui	B_J
Lõuna	B_H
all	B_K
mõista	B_V
Balkanit	B_H
,	B_Z
