"- VACHTEL, LIIDIA - Laborant",59,
: Reumatoidfaktor <3.5 kU/L [norm ... - 15],59,
RKK,59,
Naistekliiniku ultraheli,59,
PAPII,59,
- Suunatud perearsti poolt uuringule.,58,
Anamnees 27.01.2016:,58,
"- LINK, MARE",58,
Kood ja nimetus: 66800 Hematoksüliin-eosiin värvinguga biopsiamaterjali uuring (1 blokk) Põhjendus: Histoloogiline uuring. Kirjeldus:,58,
"-  Nahk puhas, turseta.",58,
-  Paraneb tasapisi seenhaigusest.,58,
Emaka laparoskoopiline operatsioon.,58,
Põhjendus: M50.1 Kaela lülivaheketta haigusseisund radikulopaatiaga,58,
- kaebusteta,58,
: Leukotsüüdid 1 [norm ... - 2],58,
"- TERANDI, REET - Laborant",58,
Anamnees 18.01.2016:,58,
"-  silmad punased, rähmased, sügelevad",58,
Naha allergeentestid:,58,
Anamnees 04.11.2015:,57,
"- KERMES, KADRI - D04278",57,
Anamnees 16.02.2015:,57,
: Kreatiniin 65 mkmol/l [norm 45 - 84],57,
- P/v - gün staatus normis,57,
Põhjendus: uuringud,57,
Anamnees 04.02.2016:,57,
: Basofiilide arv 0.00 x 10 9/L [norm 0 - 0.2],57,
"- ŠMUTOV, MERLE - D02833 - E340 - radioloogia",57,
Selgitused.,57,
"- KEIS, LJUBOV - D03561 - E170 - kardioloogia",57,
Täismahus ehhokardiograafia,57,
-  Kontroll aasta pärast,57,
- opto,57,
- Kodune raviskeem:,57,
"Naba-, kubeme- või reiesonga operatsioon.",57,
: Lümfotsüütide abs arv 1.2 x 10 9/L [norm 1.30 - 3.60],57,
- soovib kontrollida,56,
- Sotsiaaltöötaja konsultatsioon.,56,
: Kreatiniin 59 mkmol/l [norm 45 - 84],56,
Anamnees 06.01.2016:,56,
"- JAKOBSON, MEELIS - D04516 - E340 - radioloogia",56,
- Suunatud AEK-i,56,
"- Saluste, Aare - D05119 - E340 - radioloogia",56,
-  P/v - gün staatus normis,56,
: Lümfotsüütide abs arv 2.2 x 10 9/L [norm 1.3 - 3.6],56,
Anamnees 07.09.2015:,56,
: Kreatiniin 64 mkmol/l [norm 45 - 84],56,
Anamnees 02.03.2015:,55,
Põhjendus: UURING PEAST,55,
"- ARU, LY - D05449",55,
Anamnees 10.02.2016:,55,
- Tuli kontrollile.,55,
Kood ja nimetus: F640203 Toonaudiomeetria Tartu Põhjendus: + Kirjeldus: Parem kõrv                         Vasak kõrv,55,
Põhjendus: M47.8 Muu spondüloos,55,
Pereõe vastuvõtt.,55,
-  Antud tagasituleku aeg.,55,
"- MÄGI, VIIVE - Laborant",55,
"-  Tsütol. analüüs normis, kord aastas korrata tsütol.",55,
"- Noormets, Marianne",55,
Anamnees 13.05.2015:,55,
Anamnees 09.02.2016:,55,
: Kreatiniin 68 mkmol/l [norm 45 - 84],54,
"Artroskoopiline operatsioon (v.a menisk, resektsioon, vabakehad)",54,
: NRBC% 0.0 /100WBC,54,
OBJEKTIIVNE LEID:,54,30
"- HEEK, VIVIAN - Laboriarst",54,
- pt. enesetunne rahuldav. Kurguleid normis. Lubatud kodusele ravile rahuldavas üldseisundis.,54,
: Kreatiniin 69 mkmol/l [norm 45 - 84],54,
: Lümfotsüütide abs arv 2.9 x 10 9/L [norm 1.30 - 3.60],54,
"- Titova, Jelena",54,
- korduvale taastusravile,54,
Põhjendus: Hüpertooniatõbi,54,
Põhjendus: kõhukoopast,54,
Anamnees 16.12.2015:,54,
Anamnees 06.04.2015:,54,
"- SALUMÄE, LIIS - D06817 - E280 - patoloogia",54,
"- SOPLEPMANN, PILLE - D01698 - E370 - sünnitusabi ja günekoloogia",54,
Anamnees 19.01.2015:,54,
Endoskoopia,53,
Kood ja nimetus: R790301 Röntgeniülesvõte rindkere piirkonnast (üks ülesvõte) TTH Põhjendus: prof. Kirjeldus: RÖ - GRAMM KOPSUDEST:,53,
-  Spermaanalüüs.,53,
- Taastusravi 2x aastas.,53,
Anamnees 11.01.2016:,53,
ANALÜÜSIDE VASTUSED:,53,
Kokkuvõte:,53,
"- HERMLIN, TOOMAS - D06123 - E180 - kardiovaskulaarkirurgia",53,
Radioloogiline uuring,53,
Anamnees 19.10.2015:,53,
: ESR (EDTA) 2 mm/h [norm ... - 20],53,
Anamnees 15.02.2016:,53,
"011107 – Tupe, Perineumi Ja Emakakaela Rebendite Taastav Operatsioon.",53,
: Kreatiniin 56 mkmol/l [norm 45 - 84],53,
"- SAAREMETS, JELENA - D05130 - E340 - radioloogia",53,
Arütmiate raadiosageduslik kateeterablatsioon,53,
Suunatud neuroloogi poolt.,53,
: Lümfotsüütide abs arv 2.8 x 10 9/L [norm 1.30 - 3.60],53,
: Lümfotsüütide abs arv 2.4 x 10 9/L [norm 1.3 - 3.6],53,
"- SÕGEL, VELLO - D04450 - E340 - radioloogia",53,
"- MARTSEP, MOONIKA",53,
"- SIMISKER, AADU - D05941 - E340 - radioloogia",53,
KO1003 - Kolonoskoopia: Koloskoopia,53,
"- SAAR, HELGI - D01873 - E280 - patoloogia",52,
Jätkab ravi,52,
Anamnees 24.03.2015:,52,
Anamnees 09.11.2015:,52,
7916 - Röntgeniülesvõte ülajäsemetest (kaks ülesvõtet),52,
Anamnees 25.02.2015:,52,
-  Silmakontroll,52,
Anamnees 01.06.2015:,52,
Põhjendus: kopsupõletik?,52,
Suunati perearsti poolt.,52,
Anamnees 09.10.2015:,52,
Appendektoomia ägeda appenditsiidi puhul McBurney'i lõikega,52,
"- ULST, KAI - D04467 - E340 - radioloogia",52,
-  Kaebusi ei ole.,52,
051101 – KEISRILÕIGE.,52,
- silmadekontroll,52,
Põhjendus: kopsupais?,52,
EKG,52,
Kood ja nimetus: 66800 Hematoksüliin-eosiin värvinguga biopsiamaterjali uuring (1 b Põhjendus: perh Kirjeldus: Kliinilised diagnoosid,52,
-  Pöördus Ise.,52,
"- VALDAS, TATJANA - Laborant",51,
Anamnees 23.11.2015:,51,
- RR ja PS jalgimine,51,
Põhjendus: pea,51,
"- SÄDEMETS, MERIKE - Laborant",51,
Anamnees 06.05.2015:,51,
Operatiivne.,51,
"- Paulus, Tiiu - D00361 - E130 - erakorraline meditsiin",51,
Anamnees 22.02.2016:,51,
Kood ja nimetus: 66801 Operatsioonipreparaadi väljalõige koos makropreparaadi ja histoloogilise preparaadi kirjeldava diagnoosiga (kuni 3 blokki) Põhjendus: perh Kirjeldus: Kliinilised diagnoosid,51,
Enesetunne paranenud.,51,
Anamnees 04.01.2016:,51,
"- HERMLIN, TOOMAS - D06123 - Kardiovaskulaarkirurg",51,
- Postop.periood tüsistusteta,51,
Anamnees 18.02.2015:,51,
-   Hemogramm,51,
Anamnees 08.01.2016:,50,
Anamnees 07.12.2015:,50,
"- LIPP, LIIA - Laborant",50,
Anamnees 08.02.2016:,50,
Anamnees 24.11.2014:,50,
Mastektoomia Patey j.,50,
"- Lukina, Irina - Laborant",50,
"- MARANDI, MERIKE",50,
-  Tööstaaž: praegu töötab  .,50,
"- Loog, Tiina - D05117 - E370 - sünnitusabi ja günekoloogia",50,
Anamnees 05.03.2015:,50,
"- LOORITS, DAGMAR - D04447 - E340 - radioloogia",50,
Anamnees 09.03.2015:,50,
"- KUMM, JAANIKA - D04525 - E340 - radioloogia",50,
- tuli analüüside vatsustele,50,
Anamnees 29.02.2016:,50,
Ravimi allergia:,50,
Funktsionaalsed oskused ja motoorse soorituse tase,50,
Anamnees 25.03.2015:,49,
"- JOOST, ELLA - Spetsialist",49,
Anamnees 18.05.2015:,49,
- Nõustamine,49,
Anamnees 05.01.2016:,49,
EKG MÕÕTMISE TULEMUSED,49,
EKG MÕÕTMISE TULEMUSED,49,
Anamnees 12.11.2014:,49,
Kaebusteta.,49,
"- ROOSIPUU, RETLAV - D03634 - E280 - patoloogia",49,
"- ERM, TRIIN - D03637 - E280 - patoloogia",49,
.,49,
"- Sildmäe, Svea - D03008 - E170 - kardioloogia",49,
"- TAGEN, INGRID - Laborispetsialist",49,
Anamnees 15.06.2015:,49,
Kardioloogilised,49,
Prolapsus disci?,49,
"- LAIPALU, MARIS - D04619 - E340 - radioloogia",49,
Anamnees 01.02.2016:,49,
FÜSIOTERAAPIA,49,
Erütrotsütaarsete antikehade sõeluuring kahe erütrotsüüdiga Ei ole avastatud,49,
Funktsionaalne endoskoopiline antrostoomia,49,
"Kood ja nimetus: 66802 Histoloogilise preparaadi 1 lisavärving (Giemsa, van Gieson) (1 klaas) Põhjendus: Histoloogiline uuring Kirjeldus:",49,
"- MÖLTER, ENDA",48,
Anamnees 21.12.2015:,48,
Morfoloogiline kirjeldus ja diagnoos,48,
Anamnees 07.01.2015:,48,
Anamnees 14.09.2015:,48,
Naha allergeentestid:,48,
: NRBC 0.00 x 10 9/L,48,
- I POP,48,
: Hematoloogia,48,
"haiglast lahkudes pt saab igapäevaste toimingutega iseseisvalt hakkama. Objektiivselt vasakpoolne hemiparees, hemiataksia. Vasakpoolse ülajäseme õlaliigese fleksiooni aktiivne liikuvus piiratud pole, abduktsioon 120kraadi. Lihasjõud vasakpoolses ülajäsemes õlaliigese fleksioonil/abduktsioonil 4, küünarliigese fleksioonil 4, ekstensioonil 4+. Seliliasendis tõstab sirget jalga 45kraadi, lihasjõud 3+, istuvas asendis põlveliigese ekstensioonil lihasjõud 4+, fleksioonil 4. Lihastoonus MAS-i järgi küünarliigese painutajates 2+, plantaarfleksorites 4, põlveliigese painutajates/sirutajates1+. Lühemaid maid kõnnib ilma toeta, pikema maa läbimisel kasutab ühepoolset tuge(küünarkark). Kõnnimuster spastilis-ataktiline, vasak alajäse puusaliigesest väljapoole roteerunud, põlveliigese fleksioon puudulik, käsi painutuspoosis. 6min kõnnitestiga läbib 215 meetrit. 10m kõnnitest ilma toeta 14 sekundit, toega 16 sekundit. Käte koordinatsioonitest 9HP vas 51,5 sekundit. Käte dünamomeetria par 26, vas 11.  Järeldus: 03-07; 9-10.01 7x7041 kõnnitreening neljaharulise kepiga,  koordinatsiooni- ja tasakaaluharjutused, peenmotoorsed ja käelised tegevused, süvalihaste aktiviseerimine, spastiliste lihasrühmade venitusharjutused.",48,
Anamnees 09.02.2015:,48,
Dünaamiline kontroll.,48,
"- KÄNNASTE, LIIA",48,
-  tervisesport,48,
Emakaõõne manuaalne revisioon.,48,
: Lümfotsüütide abs arv 1.4 x 10 9/L [norm 1.3 - 3.6],48,
Vere võtmine analüüsideks,48,
Füsioteraapia individuaalne (kestus 30 min),48,
: Kreatiniin 71 mkmol/l [norm 45 - 84],48,
-  Võib töötada. Otsus 1 aasta.,48,
Anamnees 17.02.2015:,48,
Gastroskoopia Gastroskoopia,48,
RUH+ j__kuriin RUH+ jääkuriin,48,
Anamnees 27.01.2015:,48,
-  Tuli kontrolli,47,
Anamnees 05.05.2015:,47,
Anamnees 28.03.2016:,47,
Anamnees 02.03.2016:,47,
"-  P/v - tupp, portio puhas, em ja adn iseärasusteta",47,
Anamnees 01.12.2014:,47,
"- KOPP, MAIE - Laborant",47,
: Silinderepiteeli kirjeldus Silinderepiteel patoloogiata.,47,
IRA0010 - Selektiivne koronarograafia: Angiograafia,47,
-  KORRALISE kontrolli glaukoomi haiguse tõttu,47,
-,47,
"- Reet, Kalma - D01301 - E340 - radioloogia",47,
Hemogramm viieosalise leukogrammiga,47,
PT0024 - Biopsia histoloogiline uuring: Histoloogia,47,
: Kreatiniin 54 mkmol/l [norm 45 - 84],47,
Põhjendus: UH kilpnäärmest+PNB,47,
Laparoskoop sisestatud naba alt.,47,
Anamnees 11.02.2015:,47,
"Ingvinaalsete, aksillaarsete lümfis. eemald.",47,
Anamnees 07.04.2015:,47,
"- VIITKAR, MARGIT - Sekretär",47,
,47,
Põhjendus: Kontroll,47,
"IRC2005 - KT rindkerest, kõhust ja vaagnast: Kompuutertomograafia",47,
Anamnees 08.06.2015:,47,
Põhjendus: I50.0 Kongestiivne südamepuudulikkus,46,
"- ANIJÄRV, KERSTI - Laborant",46,
Diatermokoagulatsioon.krüoteraapia,46,
Anamnees 06.10.2015:,46,
-  Nägemine,46,
-   VASTUSED:,46,
"-  Analüüsid normis, jätkab ravi.",46,
"- RIIVE, MARE - D04620 - E340 - radioloogia",46,
"- Tamm, Hannes - D03674 - E280 - patoloogia",46,
Anamnees 16.11.2015:,46,
Anamnees 20.10.2015:,46,
Anamnees 16.06.2015:,46,
Anamnees 10.06.2015:,46,
RE0004 - KOLOSKOOPIA: Endoskoopilised,46,
Anamnees 15.04.2015:,46,
Anamnees 28.01.2016:,46,
Kood ja nimetus: R790301 Röntgeniülesvõte rindkere piirkonnast (üks ülesvõte) TTH Põhjendus: Prof. Kirjeldus: RÖ - GRAMM KOPSUDEST:,46,
: Kreatiniin 55 mkmol/l [norm 45 - 84],46,
T/l lõpetada,46,
Anamnees 27.04.2015:,46,
"- JÄRV, VLADIMIR - D04442 - E340 - radioloogia",46,
Anamnees 24.08.2015:,46,
: Biokeemia,46,
Anamnees 03.11.2014:,46,
-  emakakael-N,45,
Anamnees 22.09.2014:,45,
"- Allik, Merle - D04280",45,
"- LAAK, LY - Laborant",45,
"- VAHAR, MAREK - D06726 - E340 - radioloogia",45,
"- KORSJUKOV, REET - Laborant",45,
Anamnees 16.03.2015:,45,
FENO MÄÄRAMINE,45,
Anamnees 02.02.2016:,45,
Põhjendus: rö-th,45,
Anamnees 02.11.2015:,45,
Kiiritusravi simulatsioon,45,
"- REINUMÄGI, ANNIKA",45,
Retrograadne kolangio-pankreatograafia,45,
Anamnees 13.01.2016:,45,
Anamnees 14.12.2015:,45,
Adekvaatne materjal.,45,
"- SAKS, KAI - D04327 - E170 - kardioloogia",45,
Põhjendus: palat 411,45,
Anamnees 13.04.2015:,45,
Põhjendus: M16.0 Esmane kahepoolne koksartroos,45,
Anamnees 16.02.2016:,45,
- Soovib kontrollida sünnimärgit.,45,
-  Konsultatsioon,45,
ANALÜÜSIDE TELLIMUS,45,
Luutiheduse uuring,44,
Anamnees 27.05.2015:,44,
"- Aua, Maie - D01916 - E140 - gastroenteroloogia",44,
- z,44,
Anamnees 01.09.2015:,44,
Anamnees 26.10.2015:,44,
Õla- ja põlveliigese sidemete taastamine artrosk,44,
Kood ja nimetus: 66807 Papanicolaou meetodil tehtud ja skriinija  poolt hinnatud günekotsütoloogiline uuring (1 lokalisatsioon) Põhjendus: PERH Kirjeldus: Kliinilised diagnoosid,44,
Anamnees 28.09.2015:,44,
Sünnitusabi tangide või vaakumekstraktsiooni kasutamine.,44,
Hemogramm,44,
Põhjendus:  Kilpnäärme suurus ja struktuur.,44,
"RG4018 - Röntgenülesvõte vaagnast (otseülesvõte, AP): Röntgenograafia",44,
Anamnees 03.02.2016:,44,
Anamnees 07.01.2016:,44,
Anamnees 18.03.2015:,44,
Anamnees 10.03.2016:,44,
"- MURDE, MARET - D06050 - E280 - patoloogia",44,
Uriini külv,44,
Põhjendus: 6a,44,
Anamnees 13.10.2014:,44,
Anamnees 01.12.2015:,44,
Anamnees 17.02.2016:,44,
"- DMITRITŠENKO, LUISA - D05945 - E340 - radioloogia",44,
GFR. GFR.,44,
"- SINOTOVA, GALINA - D03437 - E280 - patoloogia",44,
"- KARJA, KAIA - Spetsialist",44,
Anamnees 13.10.2015:,44,
: Lümfotsüütide abs arv 3.0 x 10 9/L [norm 1.30 - 3.60],44,
-  Küüned varvastel veel osaliselt mükootiliselt kahjustunud.,44,
Totaalne endoproteesimine puusaliigesel,44,
HARJUMUSED Tubakatoodete tarbimine: suitsetab;,43,
Kaebused: Kaebusteta,43,
: HDL kolesterool 1.7 mmol/l [norm 1.0 - ...],43,
"- PRIIMÄGI, TIINA",43,
- Hemogramm 5-osalise leukogrammiga,43,
Anamnees 19.05.2015:,43,
- silmade kontroll,43,
-  Olemasolevate andmete alusel võib töötada.,43,
Anamnees 15.12.2014:,43,
Anamnees 08.05.2015:,43,
Anamnees 13.01.2015:,43,
Anamnees 15.12.2015:,43,
"- ODIJANENKO, NIINA",43,
Anamnees 04.06.2015:,43,
: Leukotsüüdid <1 [norm ... - 2],43,
Anamnees 14.03.2016:,43,
KOKKUVÕTE,43,
Anamnees 11.02.2016:,43,
: Lümfotsüütide abs arv 2.6 x 10 9/L [norm 1.3 - 3.6],43,
Ingvinaalherniatoomia teistel meetoditel,43,
"-  Nahk ja lim.kestad puhtad. Südametoonid puhtad, regulaarsed.",43,
"- ALA, SIGNE",43,
Anamnees 23.01.2015:,43,
Anamnees 17.12.2015:,43,
AL,43,
"- ASSER, KARIN - D01314 - Radioloog",43,
Kood ja nimetus: 7551 Ösofagogastroduodenoskoopia Põhjendus: uuring Kirjeldus:,43,
"- Reinmaa, Ilmi - D03651 - E280 - patoloogia",43,
- LÄHITÖÖKS / KUVARIGA TÖÖTAMISEL VAJAB PRILLE,43,
"- Kõht pehme, valutu. Maks pole palpeeritav.",43,
Anamnees 20.03.2015:,42,
Anamnees 12.03.2015:,42,
Anamnees 05.10.2015:,42,
Anamnees 25.02.2016:,42,
"- HAABPIHT, TUULI - D07508 - E600 - üldarstiabi",42,
Anamnees 16.09.2015:,42,
Hemogramm 5-osalise leukogrammiga,42,
Saadetud AEK-i.,42,
Hemogramm 5-osalise leukogrammiga,42,
"- MEOS, ÜLLE",42,
"- SOVA, HELLE - Laborispetsialist",42,
"-  Jälgimine, vajadusel kordusvisiit.",42,
: Kreatiniin 51 mkmol/l [norm 45 - 84],42,
Anamnees 22.01.2015:,42,
Anamnees 30.11.2015:,42,
Anamnees 08.03.2016:,42,
Anamnees 17.06.2015:,42,
"- MIKKEL, MEHIS - D07097 - E180 - kardiovaskulaarkirurgia",42,
Anamnees 28.01.2015:,42,
Anamnees 31.08.2015:,42,
Anamnees 02.02.2015:,42,
6301 - SPIROGRAAFIA: SPIROMEETRIA,42,
66810 - Patoloogi poolt hinnatud üldtsütoloogiline uuring (kuni 3 klaasi): Tsütoloogia,42,
Anamnees 25.01.2016:,42,
Füsioteraapia(30 min),42,
Anamnees 26.02.2016:,42,
Anamnees 15.03.2016:,42,
Anamnees 26.03.2015:,42,
Anamnees 01.04.2015:,42,
Anamnees 09.06.2015:,41,
"St. gyn. Voolus tavaline, portio puhas, emakas, adneksid normis.",41,
Põhjendus: astma?,41,
"- PALU, ERE",41,
-  kontroll 1 a. pärast,41,
ANALÜÜSIDE TELLIMUS,41,
Kirurgil operatsioon sisestamata,41,
"tehtud SKG,PTKA",41,
Anamnees 03.06.2015:,41,
"- FRIK-AMELIN, MARIANNA - D04416 - E62 - radioloogia",41,
Anamnees 12.02.2015:,41,
- Korraline kontroll,41,
"Diafragmaalkuplid kaarjad, siledakontuursed. Lateraalsed pleurasiinused transparentsed. Hiilused struktuursed. Kopsuväljadel koldelist või infiltratiivset leidu ei sedasta. Kopsujoonis kulgeb kõigis piirkondades parietaalse pleurani. Keskvari tavaline. Luuline rindkere iseärasusteta.",41,
Põhjendus: NT,41,
Histoloogia,41,
"-  Välisg. anatoomil. iseärasusteta, tupe lk. atroofiline, portio lk. terve, uterus väike, liikuv valutu, adnexide piirkk. ii.,",41,
-  jätkab ordineeritud ravi,41,
0N2141 – Põlveliigese endoproteesi paigaldamine.,41,
Põhjendus: dgn täpsustamiseks,41,
FENO MÄÄRAMINE:,41,
"- KARELSON, MAIRE - D05211 - E110 - dermatoveneroloogia",41,
Anamnees 08.04.2015:,41,
Anamnees 28.10.2015:,41,
tuleb analüüsideks enne ravi alustamist.,41,
Anamnees 10.11.2015:,41,
0,41,
Põhjendus: sise VIA,41,
Anamnees 23.03.2015:,41,
"- POKK, TIIT - D05860 - E170 - kardioloogia",41,
Anamnees 21.10.2015:,41,
Anamnees 14.10.2015:,41,
- Kõht - N.,41,
: HDL kolesterool 1.8 mmol/l [norm 1.0 - ...],41,
66800 - Hematoksüliin-eosiin värvinguga biopsiamaterjali uuring (1 blokk),41,
KAEBUSED,41,
Anamnees 26.01.2015:,41,
Anamnees 18.11.2015:,41,
Transformatsiooni tsoon			Lameepiteeli metapla,41,
Anamnees 11.06.2015:,41,
7900 - Röntgeniülesvõte peapiirkonnast (üks ülesvõte),41,
DIAGNOOS: Röntgenoloogiliselt luulise patoloogia leiuta.,41,
Anamnees 19.02.2015:,41,
- Üldseisund: hea,41,
-  pt. tuli analüüside vastuseid saama,41,
: Kreatiniin 52 mkmol/l [norm 45 - 84],41,
"- PRIIMÄGI, TIINA - Laborant",41,
"- PRIIMÄGI, TIINA - Vanemlaborant",41,
66807 - Papanicolaou meetodil tehtud ja skriinija poolt hinnatud günekotsütoloogiline uuring: Günekotsütoloogia,41,
- Kaebusi ei ole,41,
Anamnees 25.08.2015:,41,
"Szirko, Ferenc:",41,
Põhjendus: M42.1 Täiskasvanute lülisamba osteokondroos,41,
: IG 0.02 x 10 9/L [norm ... - 0.06],41,
"- Säre, Helve - D05327 - E62 - radioloogia",41,
Anamnees 15.09.2014:,41,
"Diagnoos: I11.9 Südamekahjustusega hüpertooniatõbi, südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; Riskiaste 2",41,
Tümpanomeetria,40,
Anamnees 30.03.2015:,40,
"- PRISKE, REET - Andmesisestaja",40,
- Spiromeetria:,40,
: Valk NEG [norm NEG - ...],40,
Anamnees 30.09.2015:,40,
-  Myopia,40,
Anamnees 17.12.2014:,40,
"- PAJU, RAIN - D05375 - E170 - kardioloogia",40,
Ösofagogastroduodenoskoopia,40,
: Lümfotsüütide abs arv 1.3 x 10 9/L [norm 1.3 - 3.6],40,
Anamnees 10.12.2014:,40,
Anamnees 10.02.2015:,40,
Põhjendus: j45.8,40,
Anamnees 26.08.2014:,40,
1,40,
"- NIELÄNDER, MAIRE",40,
Anamnees 03.12.2014:,40,
"- TEDER, TIINA - Laborant",40,
Anamnees 21.09.2015:,40,
Anamnees 15.07.2015:,40,
Põhjendus: uur,40,
Anamnees 14.04.2015:,40,
Anamnees 20.01.2016:,40,
"Kood ja nimetus: 66802 Histoloogilise preparaadi 1 lisavärving (Giemsa, van Gieson) (1 klaas) Põhjendus: Histoloogiline uuring. Kirjeldus:",40,
"- SAAR, ERIKA - Laborant",40,
: CRP <0.12 mg/L [norm ... - 10],40,
Kaebused: ei esita,40,
Anamnees 18.06.2015:,40,
: Kreatiniin 70 mkmol/l [norm 45 - 84],40,
"- kui kaebusi ei ole, siis kontroll ca 1 aasta pärast",40,
6340 - Täismahus ehhokardiograafia,40,
Anamnees 21.01.2015:,40,
Epifarüngoskoopia,40,
- ..,40,
# LISAN: AS JÄRVAMAA HAIGLAS  TEOSTATUD UURINGUTE JA  LABORI  ANALÜÜSIDE  VASTUSED:,40,
Anamnees 07.03.2016:,40,
Anamnees 26.02.2015:,40,
Anamnees 03.11.2015:,40,
"- REIMAA, RUTH",40,
RG6005 - Röntgeniülesvõte rindkerest 2-s suunas: Röntgenograafia,40,
"- MÜÜRSEPP, ANNELI",40,
Anamnees 06.11.2014:,40,
"- SILM, HELGI - D03564 - E110 - dermatoveneroloogia",40,
"- Herne, Viive",40,
Anamnees 11.05.2015:,40,
-  kontroll 6 kuu pärast,40,
"SA TÜK, TÜK:",39,
-  Kontroll 1 kord aastas,39,
Anamnees 07.05.2015:,39,
Anamnees 27.07.2015:,39,
Anamnees 13.03.2015:,39,
"- SOONSEIN, MARILIIS - D06588 - E340 - radioloogia",39,
"- VAIDE, MAARJA",39,
"- Tiganik, Valeri - D03184 - E62 - radioloogia",39,
: Lameepiteel 1 [norm ... - 2],39,
Anamnees 27.03.2015:,39,
Anamnees 06.02.2015:,39,
-  .: Auskultatsioonil bilateraalselt vesikulaarne hingamiskahin.,39,
Anamnees 10.08.2015:,39,
"-  Soovitav regulaarne ülgfüüsiline treening ja ujumine. Massaaž kaela-õlavöötme-kätele, seljale (10 korda 2 korda aastas).",39,
Anamnees 03.02.2015:,39,
- Saadetud.,39,
Anamnees 03.12.2015:,39,
"- ROOSTNA, TIINA - D02834 - E340 - radioloogia",39,
"- VAHUR, MAIE",39,
Anamnees 01.03.2016:,39,
-  väljastatud retsept,39,
Anamnees 03.03.2015:,39,
Anamnees 09.01.2015:,39,
Anamnees 19.11.2014:,39,
"- Rander, Rein - D04212 - E420 - üldkirurgia",39,
Anamnees 04.12.2015:,39,
-  Meremehe tervisekontrolli arstlik läbivaatus ja terviseuuringud:,39,
Pereõe nõustav vastuvõtt.,39,
Põhjendus: Kõhuvalu,39,
Anamnees 10.11.2014:,39,
Anamnees 07.10.2015:,39,
Anamnees 20.01.2015:,39,
- Infektsionist,39,
"- ALA, SIGNE - Laborant",39,
Anamnees 17.09.2014:,39,
"- ERLANG, KÜLLI - D04228 - E370 - sünnitusabi ja günekoloogia",39,
RR Holter RR Holter,38,
"- HANSEN, SIRJE - D05395 - E170 - kardioloogia",38,
Anamnees 22.03.2016:,38,
: Mikroobid +,38,
Anamnees 17.09.2015:,38,
Anamnees 09.12.2015:,38,
Anamnees 29.04.2015:,38,
Talus ravi rahuldavalt.,38,
Rahuoleku EKG: normaalne,38,
"-  PV: Välisgenitaalid ii.Tupes norm valgevoolus. Emakakael puhas. Emakas anteversioonis, norm suurusega, vaba, valutu. Adneksid bilateraalselt vabad, valutud.",38,
Ühepoolne varikektoomia saphenektoomiaga,38,
"- ORGLA, JANA - D00738 - E330 - pulmonoloogia",38,
Anamnees 17.03.2015:,38,
: Peitveri roojas Negatiivne,38,
Anamnees:,38,
Anamnees 21.03.2016:,38,
Suunatud perearsti poolt,38,
"- USTINOVA, JULIJA - D07377 - E600 - üldarstiabi",38,
Telefonikontakt.,38,
Põhjendus: I73.9 Perifeersete veresoonte täpsustamata haigused,38,
: MPV 9.8 % [norm 5.0 - 12.0],38,80
7912 Röntgeniülesvõte_vaagnapiirkonnast (üks_ülesvõte),38,
7551 Ösofagogastroduodenoskoopia,38,
-  Välissuguelundid -ii .,38,
- Ninahingamistakistus,38,
Anamnees 29.07.2015:,38,
Anamnees 13.02.2015:,38,
Anamnees 09.10.2014:,38,
Anamnees 25.11.2015:,38,
Stsintigraafia,38,
Anamnees 06.10.2014:,38,
Anamnees 26.08.2015:,38,
pärast nõusolekut ja ettevalmistust opereeritud.,38,
- patsient soovib teada analüüside vastused,38,
RC2002 - Rindkere KT natiivis: Kompuutertomograafia,38,
Anamnees 14.01.2016:,38,
-  Sol. Xalatani x1 õhtul mõlemasse silma,38,
Põhjendus: H90.3 Kahepoolne neurosensoorne kuulmisnõrkus,38,
Vt eelnevad digiepikriisid,37,
Anamnees 08.12.2014:,37,
Neisseria gonorrhoeae DNA Negatiivne,37,
Pea KT natiivis,37,
- AEK.,37,
REUMATOLOOG,37,
UH uuring kõhu- ja vaagnapiirkonnast,37,
Anamnees 20.04.2015:,37,
Anamnees 11.03.2016:,37,
"- Truupõld, Uku - D01641 - E260 - ortopeedia",37,
Põhjendus: Rütmihäired,37,
- Analüüsid korras.,37,
"- MIKKEL, MEHIS - D07097 - Kardiovaskulaarkirurg",37,
IRM2009 - MRT lülisamba nimmeosast (disk): Magnetresonantstomograafia,37,
Anamnees 10.03.2015:,37,
Anamnees 18.12.2015:,37,
RC1002 - Pea KT natiivis: Kompuutertomograafia,37,
-  Väljastatud retsept.,37,
Anamnees 14.05.2015:,37,
"- ORA, ENE - D05448",37,
Anamnees 02.12.2015:,37,
Vererõhu Holter'i monitooring,37,
RAVI:,37,
Anamnees 10.09.2014:,37,
Anamnees 27.02.2015:,37,
Tuli kontrolli.,37,
"- KRIISA, ELLEN - Laborant",37,
"- TOLPATS, VIIVE - D06228 - E340 - radioloogia",37,
Anamnees 04.08.2015:,37,
Anamnees 23.10.2014:,37,
: Lümfotsüütide abs arv 1.2 x 10 9/L [norm 1.3 - 3.6],37,
Anamnees 29.06.2015:,37,
Anamnees 29.03.2016:,37,
Põhjendus: KOK,37,
