L5 sin.,M00-M99,2
"Muud esmased gonartroosid, sin",M00-M99,2
Pahaloomuline kasvaja; c,None,2
"Põletus- ja kuumustunne suus
põletus- ja kuumustunne suus",K00-K93,2
Bursitis subacromialis sinistri,M00-M99,2
"Kahtlus
kahtlus",I00-I99,2
"Põlvekontusioon [põrutus]
contusio patellae sin",S00-T98,2
Diagnoosi staadium II,I00-I99,2
"Instabilitas art. humeroscapularis dex.
instabilitas art. humeroscapularis dex.",M00-M99,2
I pahaloomuline kasvaja; Staadium arvel 03; c T2 N1 MX G2 IIIst,C00-D48,2
"Diagnoosi staadium II, Kahjustuse tase reiearterite kahjustus",I00-I99,2
Takistatud defekatsioon enterotseele ja fekaalinkontinentsiga,K00-K93,2
Od opereeritud,H00-H59,2
Parempoolne hamiparees,I00-I99,2
.Osteoporoosi uuring.,Z00-Z99,2
Coxarthrosis dex. gr. III,M00-M99,2
"CHA2DS-VASc 2, HASBLED 1, siinusrütm taastatud",I00-I99,2
TE 18.05.15.,J00-J99,2
Deformeeriv osteoartroos - perifeersete liigeste ja lülisamba osteoartroos,M00-M99,2
-   myop.,H00-H59,2
- art. MTP 1 dex.,M00-M99,2
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,IIst.",I00-I99,2
Par. käel,G00-G99,2
Muu täpsustatud kaelalülide murd,S00-T98,2
. Muu täpsustatud vaskulaarne dementsus. muud ja segatüüpi kaasuvad sümptomid,F00-F99,2
"Subkapsulaarne polaarne (eesmine; tagumine) seniilkatarakt
tagakapsli os",H00-H59,2
"Algus teadmata, fikseerunud.",I00-I99,2
Op. 2004,I00-I99,2
Labakäte artroos.,M00-M99,2
Gonarthrosis sin dr. II,M00-M99,2
Kerge vorm,N00-N99,2
Kiiritusravi järgselt,K00-K93,2
Et mucosae oris,L00-L99,2
Ravimite indutseeritud peavalu,G00-G99,2
Puusade valu,M00-M99,2
Peamiselt suguliselt levivad muud täpsustatud haigused - ureaplasmoos,A00-B99,2
Mitraalklapp 2009 veebr.,Z00-Z99,2
Karpaaltunneli sündroom D>S,G00-G99,2
- peaaju vapustus,None,2
Neurofibromatoos (healoomuline); tüüp I,Q00-Q99,2
Discogenes L5 - S1 dex.,M00-M99,2
Op. 23.11. 2010.  sin.  ja  04. 2011 dx.,G00-G99,2
Funktsionaalne klass II,I00-I99,2
L5/S1   dex.,M00-M99,2
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, kõrge lisarisk",I00-I99,2
Tür[e]otoksikoos difuusse struumaga (ravitud),E00-E90,2
Kerge obstruktsiooniga,J00-J99,2
Õlavars sin,None,2
I pk op. 2006,C00-D48,2
"Mõõduka raskusega, osaliselt kontrollitud",J00-J99,2
Exostosis calcanei dex,M00-M99,2
Parem käsi,M00-M99,2
TH 12-L1,M00-M99,2
C. pneumoniae,J00-J99,2
- vasak puusaliiges,M00-M99,2
Müoopiline SNVM Os,H00-H59,2
Sin. (I aste),M00-M99,2
"Astigmatism; mõlemad silmad
mõlemad silmad",H00-H59,2
Melanoma malignum parietis abdominis,C00-D48,2
04. 2013-rattaga kukkumine,S00-T98,2
"Silinderjad ektaasid paremal S6; S10
silinderjad ektaasid paremal S6; S10",J00-J99,2
Aurata migreen [tavaline migreen]?,G00-G99,2
Postop. ou (radiaalne keratotoomia),H00-H59,2
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,2
Koldeline muutus paremas F-sagaras.,Z00-Z99,2
BMI 40,E00-E90,2
"Muude liigeste esmane artroos, fassettartroos",M00-M99,2
Gesytil 20,Z00-Z99,2
/ sin/,M00-M99,2
Matura od,H00-H59,2
Müoopia e lühinägevus OU,H00-H59,2
Myoma multiplex,C00-D48,2
"Krooniline kulg, akt 1, RÖ st. 3-4, funkts. puud. 3, parema randme artrodees 1999.",M00-M99,2
"Kõhukinnisuse, kõhuvalu ja puhitusega",K00-K93,2
Bakeri tsüstiga,M00-M99,2
Vasaku õlaliigese artroos.,M00-M99,2
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta mõõdukas lisarisk,I00-I99,2
"Silmasisese e intraokulaarse läätse olemasolu,ou",Z00-Z99,2
"Os
os",H00-H59,2
"Põsel, rinnakul, seljal",L00-L99,2
PK 4bc1c1HEP IV   3,C00-D48,2
Artropaatia crohni tõve korral [regionaalne peensoolepõletik e enteriit],M00-M99,2
350 kb suurune 15q11.2 mikroduplikatsioon,Q00-Q99,2
Dex > sin.,M00-M99,2
"Hüper[h]idroos e liighigistus, lokaliseerunud liighigistus e meridroos",R00-R99,2
Nimme-ristluu pk,None,2
"Köhavarjantne, allergia timutile, teraviljade segule.",J00-J99,2
- latentne rauapuudus,D50-D89,2
"Vasakul, paremal opereeritud",G00-G99,2
Paremal käel.,G00-G99,2
"Oc. dex
oc. dex",H00-H59,2
"Sage, perikraniaalsete lihaste pingega",G00-G99,2
Parema jala süvaveenitromboos,I00-I99,2
"Makula (atroofiline; eksudatiivne) seniildegeneratsioon
druusid ou",H00-H59,2
"Kaelas, õlavöötmes, nimmes",M00-M99,2
Seroosne irdumine vasakul,H00-H59,2
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I,I00-I99,2
PR os,H00-H59,2
Par õlaliiges,M00-M99,2
Nimmeosas S1 vasakpoolne,M00-M99,2
Taustaretinopaatia vas. silmas,None,2
Fixata CHA2DS2 VASc 7 HAS-BLED 6,I00-I99,2
Sagedaste hoogudega.,G00-G99,2
- fixata,I00-I99,2
"CH2DS2-VASc -2,HAS- BLED",I00-I99,2
Düsplastiline neevus?,C00-D48,2
Vasak käsi,M00-M99,2
Op-28.08 2015,E00-E90,2
"CHA2DS2-VASc 4, HAS-BLED 3, permanentne",I00-I99,2
Laesio menisci medialis genus dex,M00-M99,2
Mõlemal käel,M00-M99,2
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste, ülikõrgelisaris",I00-I99,2
.  Vasakpoolne spastiline hemiparees.,G00-G99,2
Mitraal(klapi) puudulikkus  (möödukas),I00-I99,2
. Insuff cordis chr II,I00-I99,2
. Tachycardia ventricularis,I00-I99,2
. Insuff cordis chr   NYHA III,I00-I99,2
III-IV aste NYHA j.,I00-I99,2
Kirurgilise ja muu medi,S00-T98,2
"Permanentne
permanentne",I00-I99,2
Ruptura mucosae vaginae.,O00-O99,2
Ristluu piirkonnas.,L00-L99,2
Kliiniliselt oluline püsiv stenoos häälekõri tasandil,J00-J99,2
Endometriosis genitalis II,N00-N99,2
Ruptura vaginae.,O00-O99,2
Siirik eemaldatud 2009.a,N00-N99,2
Anaalsfinkteri defekt,R00-R99,2
"Renaalne aneemia, EPO ravil",D50-D89,2
Süvenemine dehüdratatsioonist,N00-N99,2
. Insuff cordis chr IIInsuff cordis chr II,I00-I99,2
"- äge, ravitud",None,2
Ruptura colli uteri bilateralis,O00-O99,2
Ruptua labii minores dex.,O00-O99,2
III-IV st. NYHA,I00-I99,2
Kombineeritud geneesiga: diabeetiline + kroonilise neerude puudulikkuse ägenemisest,E00-E90,2
Kroonilise C-hepatiidi järgne,K00-K93,2
NYHA III.,I00-I99,2
Anaemia gravidarum et post partum,O00-O99,2
Ruptrura vaginae,O00-O99,2
Ruptura perinei II.,O00-O99,2
Vasaku pindmise reiearteri trombemboolia,I00-I99,2
Ruptura labii min. bilateralis.,O00-O99,2
Ruptura labii min. sin.,O00-O99,2
Kasvaja infiltratsioon luuüdis kliiniliselt,D50-D89,2
Ruptua labii minores bilateralis,O00-O99,2
Rohke seroosne eritis operatsioonihaavast,S00-T98,2
Ruptura colli uteri bilateralis.,O00-O99,2
M. inf dex gr. levis,G00-G99,2
. Cardiomegalia.,I00-I99,2
Eakohasel aeglasel kõndimisel,J00-J99,2
Aordiklapi bioprotees 2007,Z00-Z99,2
II aste NYHA j. ravi foonil,I00-I99,2
Korduv OD,H00-H59,2
"Diabeetiline retinopaatia, NPDR kerge od",H00-H59,2
"Status post amputationem femoris sinistri
Status post amputationem femoris sinistri",Z00-Z99,2
"Keskmise raskusega sekundaarne pulmonaalhüpertensioon
keskmise raskusega sekundaarne pulmonaalhüpertensioon",I00-I99,2
Arthrosis art. talocruralis dex. traumatica,M00-M99,2
"Esotroopia (vahelduv; monokulaarne) v.a. katkev
os",H00-H59,2
Mõlema puusaliigese endoprotessimine,Z00-Z99,2
Mitraal(klapi) puudulikkus mõõdukas kuni raske,I00-I99,2
Muu täpsustatud hüpotüreoos (subkliiniline),E00-E90,2
Os õli silmas,H00-H59,2
"G3b, A2",N00-N99,2
"Segatüüpi emfüseem
segatüüpi emfüseem",J00-J99,2
Neovaskulaarne ou,H00-H59,2
Türeotroopne ja gonadotroopne puudulikkus,E00-E90,2
Kodusel ventilaatorravil,J00-J99,2
NYHA II-III aste,I00-I99,2
Fikseerunud tahhüfrekventne,I00-I99,2
II st.,I00-I99,2
E polüübid,None,2
"III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,2
NYHA III-IV staadium,I00-I99,2
Mõlema õlaliigese artroos.,M00-M99,2
Encephalopathia vascularis,I00-I99,2
Aordiklapi protees,Z00-Z99,2
Vasempoolne nefrostoom,Z00-Z99,2
Väljapöörd-suurvarvas (omandatud) v>p,M00-M99,2
"Muude stimulaatorite (k.a. kofeiin) tarvitamisest tingitud psüühika- ja käitumishäired, residuaalne või hiline psüühikahäire, muu püsiv tunnetuskahjustus",F00-F99,2
II kl NYHA j,I00-I99,2
Vasak õlg,None,2
Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia,G00-G99,2
Inf myoc pristinus,I00-I99,2
- ägenemine,N00-N99,2
- ICD-DDDR,Z00-Z99,2
NYHA I-II aste,I00-I99,2
Mittereumaatiline trikuspidaal(klapi)puudulikkus (kerge),I00-I99,2
- parempoolne hemiparees,I00-I99,2
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus II, keskmine kardiovaskulaarne risk)",I00-I99,2
Mitraal(klapi) puudulikkus  (kerge),I00-I99,2
Muud täpsustatud orgaanilised psüühikahäire,None,2
Dilateeruv kardio(müo)paatia (alkohoolne),I00-I99,2
Nabaväädi ümber kaela kompressiooniga tüsistunud sünnitamine,None,2
. Insuff. respiratoria chr.,J00-J99,2
Punaliblede settekiiruse suurenemine,R00-R99,2
"Alajäseme (v.a jalg) entesopaatiad e limapaunade-kõõluste-liigesekihnude (koosesinevad) haigustused, sääreluumine kaaskülgne limapaunapõletik e tibiaalne kollateraalne ursiit [pellegrini-stieda]",M00-M99,2
Stenosis canalis lumbalis,M00-M99,2
"07.2012 STEMI, anterior",I00-I99,2
Ema hooldamine eelnenud,O00-O99,2
I-II staadium,N00-N99,2
Täpsustamata difuusne mitte-hodgkini tüüpi lümfoom,C00-D48,2
"Vililasestressiga [-distressiga] tüsistunud sünnitamine ja sünnitus, vililase südamelöögisageduse anomaaliaga ning mekooniumiga",None,2
Parem põlveliiges endoproteesitud,M00-M99,2
"- fikseerunud, antikoagulantravil",I00-I99,2
2012 veebruar,I00-I99,2
: dekompensatsioon -> NYHA III st.,I00-I99,2
Valikulise keisrilõikega sünnitus 38+0 nädalal,O00-O99,2
Vasema rinna inv.lobulaarkartsoom; ÖR pos PR pos HER2 neg,C00-D48,2
Aordiklapi ning üleneva aordi bioprotees 2011,Z00-Z99,2
"Krooniline nefriidisündroom, difuusne mesang proliferat glomerulonefriit",None,2
2009. 3 šunti,Z00-Z99,2
"Jalgadel
jalgadel",A00-B99,2
"Transmuraalne eesseina infarkt 04.2013, stenditud (BMS stent)",I00-I99,2
"Autoimmuunne tür[e]oidiit
asendusravil",E00-E90,2
Kaelaarterite ateroskleroos,I00-I99,2
"Fikseerunud FA, teadmata ajast",I00-I99,2
Hetkel siinusrütm,I00-I99,2
D vitamiin,E00-E90,2
Endo- ja eksokriinse puudulikkusega,K00-K93,2
Vasaku põlveproteesi infektsioon,M00-M99,2
Mikroobne ekseem,L00-L99,2
Proteus mirabilis,N00-N99,2
Välised ja sisemised põletikuvabad hemorroidid.,I00-I99,2
KMI 36,E00-E90,2
- 2010 DVT.,Z00-Z99,2
"Inferioorne, aeg teadmata",I00-I99,2
Dystocia colli uteri,O00-O99,2
Platsenta lisasagar,O00-O99,2
Vasakpoolne hemiparees,I00-I99,2
PROM partialis.,O00-O99,2
"SVES, VES",I00-I99,2
Enterobacter cloaceae ESBL positiivne,N00-N99,2
E polüüp.,None,2
"Bypass 2010. aastal, aneemia",K00-K93,2
Lamatised par tuharal ja mõlemal kannal,L00-L99,2
"Alumine spastiline paraparees
alumine spastiline paraparees",G00-G99,2
- BMI 37,E00-E90,2
"- L1 murd, luutihedus -2,5",M00-M99,2
Mõlemad puusaliigesed endoproteesitud.,M00-M99,2
Klebsiella oxytoca,N00-N99,2
IgG  I a st.,C00-D48,2
Tõenäoliselt vaskulaarne dementsus,None,2
"Mõlema põlveliigese endoprotees, parema puusaliigese endoprotees",Z00-Z99,2
"2011a. NSTEMI, 2014 STEMI",I00-I99,2
St. post arthroplasticam genus sin,Z00-Z99,2
Child-Pugh B,K00-K93,2
"Oc. sin.
oc. sin.",H00-H59,2
"CHA2DS2 VASc 4, HAS-BLED 2, fikseerunud",I00-I99,2
Endoprotesis genu sin,Z00-Z99,2
Mõlema pindmise reiearteri stentimine,Z00-Z99,2
"03.03.15 RCA, 06.03.15 S",Z00-Z99,2
Cicatrix uteri Nr.1.,O00-O99,2
"Postoperatiivne, haiglast lahkumisel siinusrütm",I00-I99,2
TEP coxae bilat,Z00-Z99,2
DDD 2011,Z00-Z99,2
Mõlemad põlveliigesed endoproteesitud,M00-M99,2
Op. 2008,I00-I99,2
Status post PTA a. femoralis superficialis et a. poplitea dextri,Z00-Z99,2
Madaltangsünnitus [väljapääsutangid],O00-O99,2
Cicatrix uteri No 1,O00-O99,2
Elektrilise kardioversiooni järgselt,I00-I99,2
Aordi bulbuse keskmine ja üleneva osa keskmine kuni raske dilatatsioon,I00-I99,2
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,kõrge (3) risk.",I00-I99,2
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
NYHA II",I00-I99,2
TEP genu dex.,Z00-Z99,2
"Persisteeriv, CHA2DS2 - VASc 4, HAS- BLED 2",I00-I99,2
Ilmselt hüpertooniatõvest tingitud; IV->III staadium,N00-N99,2
TEP genu sin.,Z00-Z99,2
. Fibrillatio atriorum  paroxysmalis,I00-I99,2
"OM 27.01.15 DES, RCA 19.05.15 DES",Z00-Z99,2
August 2014,I00-I99,2
Uriinikülvis E. coli,N00-N99,2
Söögitoru kandidoos,A00-B99,2
"2001, 2012",I00-I99,2
Antifosfolipiidsündroomi kahtlus,D50-D89,2
"Pahaloomuline kasvaja
opereeritud 2006",None,2
"CHA2DS2 VASc 5, HAS-BLED 3; paroksüsmaalne",I00-I99,2
Parempoolne nefroptoos (L2/3 > L5),N00-N99,2
Debilitas dolorum secundaria.,O00-O99,2
Gastritis chr atrophica,K00-K93,2
"Kombineeritud geneesiga aneemia: troofilised haavandid säärtel, duodeenumi haavand, neerupuudulikkus",D50-D89,2
Läbipõetud ajuinfarktid 2002 ja 2008,I00-I99,2
"Neeru (v.a neeruvaagna) pahaloomuline kasvaja
opereeritud",C00-D48,2
"Rauavaegus, krooniline haigus",D50-D89,2
"Ant. NSTEMI (1997), inf. STEMI (2008)",I00-I99,2
"1997 LAD, Cx, 2008 D",Z00-Z99,2
"CHA2DS-VASc 4, HASBLED 1, paroksüsmid",I00-I99,2
"2007, 2009, 2011",Z00-Z99,2
Diabetes gestationalis (dieet- ja metformiinravi),O00-O99,2
Juustega kaetud peanahal,L00-L99,2
"Lähianamneesis, ravitud",N00-N99,2
"Diamniaalsed, dikoriaalsed.",O00-O99,2
Opereeritud 2013,C00-D48,2
Sage ventrikulaarne ekstrasüstoolia,I00-I99,2
Mitraal(klapi) puudulikkus ( kerge),I00-I99,2
. Angina pectoris  II CCSC,I00-I99,2
Hooti tekkiv kõrge RR,I00-I99,2
DDDR tüüpi,Z00-Z99,2
"Sapiteede metallstent 1.12.2012, korduv stentimine 9.11.2013",Z00-Z99,2
2014 a.,I00-I99,2
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus II; ülikõrge kardiovaskulaarne risk),I00-I99,2
"Dementsus teistest mk haigustest, kaasuvate sümptomiteta",F00-F99,2
2004. transmuraalne inferioorne infarkt,I00-I99,2
Väga raske püsiobstruktsioon,J00-J99,2
"Primaarne skleroseeriv kolangiit, maksatsirroos, Child-Pugh A",K00-K93,2
"1992 mitraalklapi diskprotees (26), aordiklapi diskprotees (22), 2011 aordiklapi paraproteesfistli sulgemine",Z00-Z99,2
"2007 AMC dex. varustusalal, vas. spast. hemiparees",I00-I99,2
Ägeda algusega vaskulaarne dementsus,F00-F99,2
Endometroidne adenokartsinoom opereeritud 2008,C00-D48,2
"CHA2DS2-VASc 3, HAS-BLED 2",I00-I99,2
Opereeritud 2008,I00-I99,2
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II st., organkahjustus III, kõrge risk",I00-I99,2
"E pahaloomuline kasvaja
opereeritud",C00-D48,2
Koos autonoomse närvisüsteemi nähtudega,G00-G99,2
Muude luude pageti tõbi,M00-M99,2
PTKA ja stent 2005a.,Z00-Z99,2
Dieet + metformiinravi,O00-O99,2
"Unearteri- e karotiidarterisündroom (poolkeras)
2013",G00-G99,2
Coxae sin et dex,Z00-Z99,2
"C6, C7 dex, op-tud",M00-M99,2
Cicatrix uteri N I,O00-O99,2
04.12. 2015,Z00-Z99,2
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
III aste, organkahjustus III, ülikõrge risk",I00-I99,2
Seniilne nukleaarkatarakt e tuumakae OS,H00-H59,2
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste NYHA III,I00-I99,2
"Antikoagulantide (käesolev) pikaajaline kasutamine anamneesis
alates 2010a varfariiniga antikoagulantravil",Z00-Z99,2
Ajuinfarkt suvel 2015,I00-I99,2
- bilat põlveTEP,Z00-Z99,2
Valikulise keisrilõikega sünnitus 39+0 nädalal,O00-O99,2
12.01.16 vasakpoolse ureeteri stentimine.,N00-N99,2
2009: 1) Aort - veen - DIP 2) Aort - veen - OM,Z00-Z99,2
2009: Mitraalklapi plastika poolrigiidse rõngaga nr. 30; 09.01.15: Mitraalklapi plastika SJM semi rigid nr 30,Z00-Z99,2
Cicatrix uteri N I.,O00-O99,2
. Hypercholesterolaemia,E00-E90,2
Escherichia coli [e. coli] mujal klassifitseeritud haiguste tekita,None,2
. Intestinaalne metaplaasia.,K00-K93,2
Varasem müokardiinfarkt 2009,I00-I99,2
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I-II aste (organkahjustus II, ülikõrge kardiovaskulaarne risk)",I00-I99,2
- kolonoskoopia 2011,K00-K93,2
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II  st . kõrge lisarisk,I00-I99,2
Aordiklapi diskprotees,Z00-Z99,2
1994. aastal,I00-I99,2
Os  hypermetr.,H00-H59,2
In susp.,G00-G99,2
"Status post PTKA (2000, D4->2)",Z00-Z99,2
A (FGDS 28.03.13),K00-K93,2
"Contractura art. humeroscapularis sin
Contractura art. humeroscapularis sin",M00-M99,2
Düspigmentatsioon ou,H00-H59,2
22.02. 2012,Z00-Z99,2
+ aparaat,G00-G99,2
Kaela lülivaheketta haigusseisund radikulopaatiaga -ILE 2008 I/V C6/7,M00-M99,2
Op 2013,M00-M99,2
Os IOL-i luksatsioon,Z00-Z99,2
"Kodade virvendusarütmia paroksüsmid anamneesis, marevan- ravil",I00-I99,2
Hetkel ravita,E00-E90,2
Vasema põlve kõigi sidemete trauma 1992;vasema põlveliigese endoprotees op.2005,S00-T98,2
"Anamneesis bilater. neerupealiste adenoomide op.-d 1986,1987,1996 Conni sündr.",E00-E90,2
"Kahepoolne, S>D",G00-G99,2
L-Thyroxin 50 mcg,E00-E90,2
Silmasisese e intraokulaarse läätse olemasolu(vasak),Z00-Z99,2
"Vasakpoolne kubitaalkanali sündroom, opereeritud",G00-G99,2
- CT- 12.2014( kogu keha)- Tuumorit ei leita.,E00-E90,2
C.Albicans rinnanibudel,A00-B99,2
"Omandatud (mitmik-; üksik-) neerutsüst
bilateraalselt",N00-N99,2
"Oc.dex.
oc.dex.",Z00-Z99,2
L5/S1 sin.,M00-M99,2
"Menetlusjärgne adrenokortikaalne (-medullaarne) hüpofunktsioon; bilateraalne adrenalektoomia feokromotsütoomide tõttu
bilateraalne adrenalektoomia feokromotsütoomide tõttu",E00-E90,2
Holter-monitooringul 1 kodade virvenduse episood,I00-I99,2
"Atroofiline kolpiit
atroofiline kolpiit",N00-N99,2
- bilat.pöial - opereeritud 2013,M00-M99,2
"Allergiline rinokonjunktiviit
allergiline rinokonjunktiviit",J00-J99,2
Juuste hoolduse osas,Z00-Z99,2
"Kerge kulg, hilistekkeline, vahelduvate sümptomitega
kerge kulg, hilistekkeline, vahelduvate sümptomitega",J00-J99,2
Harv; perikraniaalsete lihaste pingega.,G00-G99,2
"Kristallilised ladestised klaaskehas,os",H00-H59,2
H63D homosügoot,E00-E90,2
"Silmasisese e intraokulaarse läätse olemasolu; OS
OS",Z00-Z99,2
"CHA2DS2 VASc 3, HAS-BLED 3; permanentne",I00-I99,2
Pindmiste  reiearterite oklusioon,I00-I99,2
Dextroscoliosis lumbalis,M00-M99,2
"Alajäseme, k.a puusanahk. Dermatofibroom.",C00-D48,2
"Paroxysmalis CHA2DS2 VASc 1, BLED 2",I00-I99,2
Dorsalgia e seljavalu.,M00-M99,2
. Istmikunärvipõletik e ishias,M00-M99,2
KMI 41,E00-E90,2
Syndroma canalis carpalis dex,G00-G99,2
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II (OK I, kõrge risk )",I00-I99,2
Lumb sin.,M00-M99,2
2014  PTKA+STENT,Z00-Z99,2
Esmane generaliseerunud (osteo)artroos (põlve ja puusaliigeste artroos- parema puusaliigese ja vasak,M00-M99,2
L1/2 disk vähese protrusiooniga,M00-M99,2
Algstaaadiumis CT angiograafia alusel,I00-I99,2
Verrucae planae,A00-B99,2
Seenhaigus? haudumus? erütrasm?,L00-L99,2
"Ninaneelunohu
ninaneelunohu",J00-J99,2
Post LASIK,H00-H59,2
"Korduv (13,11,2015)",I00-I99,2
Dx- op. järjekorras,M00-M99,2
: mitraal- ja aordiklapi proteesid,Z00-Z99,2
Vasak käsi,L00-L99,2
2008.a. DDDR,Z00-Z99,2
Opereeritud  2012a.,C00-D48,2
"Ühe silma pimedus,od",H00-H59,2
Neeru (v.a neeruvaagna) pahaloomuline kasvaja (2009),None,2
"Silmasisese e intraokulaarse läätse olemasolu,od",Z00-Z99,2
"Vasak põlv, 2011",M00-M99,2
Os St.post,H00-H59,2
Mittereumaatiline trikuspidaal(klapi)puudulikkus( kerge-mõõdukas),I00-I99,2
KMI 55,E00-E90,2
BMi 31.81,E00-E90,2
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega ii st . kõrge lisarisk,I00-I99,2
III-II NYHA,I00-I99,2
"Sage VES, bigeminia",I00-I99,2
Mitraal(klapi) prolaps operata ( bioprotees 2008),I00-I99,2
->sanata( anam. 2008-2009),I00-I99,2
. Killip III,I00-I99,2
Okt 2012,Z00-Z99,2
Polüartropaatia - spondüliit,L00-L99,2
Kahtlus psoriaatilisele artriidile,Z00-Z99,2
"Äge tupepõletik; Bakteriaalne vaginoos
Bakteriaalne vaginoos",N00-N99,2
Muu tür[e]otoksikoos; kordaroonist indutseeritud,E00-E90,2
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega  II aste,I00-I99,2
Op 27.03.13 (sfinkteri prot).,N00-N99,2
"Spondüloartroos L3/4 koos radikulopaatiaga. 
spondüloartroos L3/4 koos radikulopaatiaga.",M00-M99,2
"Esineb hüperlipideemia
esineb hüperlipideemia",E00-E90,2
"Oc. sin
oc. sin",H00-H59,2
S skolioos torakolumbaalosas,M00-M99,2
"Transmuraalne eesseina infarkt 2013
transmuraalne eesseina infarkt 2013",I00-I99,2
Juulis 2014,I00-I99,2
Mirena soov,Z00-Z99,2
Dextroscoliosis thoracalis et sinistroscoliosis lumbalis,M00-M99,2
PTKA+STENT 2013,Z00-Z99,2
"Osteopeenia
osteopeenia",M00-M99,2
Neovasculare os,H00-H59,2
RPE muutus os,H00-H59,2
Diabetes gestationalis. Dieetravi,O00-O99,2
Episoodid Holter-monitooringu andmetel,I00-I99,2
"Metformiinravil
metformiinravil",E00-E90,2
"IV staadium, üliraske raskusaste, suitsetaja
IV staadium, üliraske raskusaste, suitsetaja",J00-J99,2
Kerge primaarne hüpotüreoos,E00-E90,2
E põhjustatud ärritav kontaktdermatiit,L00-L99,2
II - III st.,M00-M99,2
"5,1 mmol/l",E00-E90,2
- subendok. 2007,I00-I99,2
Peamiselt suguliselt levivad muud täpsustatud haigused - ureaplasmoos.,A00-B99,2
M54.1 Dorsalgia e seljavalu.,M00-M99,2
M54.1 . Radikulopaatia,M00-M99,2
"Par, põlv",M00-M99,2
Alates 2001,C00-D48,2
Anamneesis esmane toonilis- klooniline krambihoog 05.2015,R00-R99,2
"Parem rind, opereeritud 2012",C00-D48,2
A 6-111,Z00-Z99,2
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta 2 st., ok 3, risk 3",I00-I99,2
"Uinumise ja une säilitamise häired [insomniad]
päevast väsimust.",G00-G99,2
Parema põlve- ja vasaku puusaliigese endoprotees.,Z00-Z99,2
"EKG ning ehhoKG alusel, täpne aeg teadmata",I00-I99,2
Punkteeritud 02. 2013,E00-E90,2
: 08.2014,I00-I99,2
"Vasakul, opereeritud",G00-G99,2
. Täpsustamata müokardiit,I00-I99,2
Südamehaiguse komplikatsioonid e tüsistused ja ebapiisavalt kirjeldatud haigusjuhud.,I00-I99,2
Värske meniski- [võruketta]rebend?,S00-T98,2
09.2010 ja rePTKA  05.2011,Z00-Z99,2
"CHA2 DS2-Vasc 2, HASBLED 1 EHRA 1",I00-I99,2
Silmasisese e intraokulaarse läätse olemasolu od,Z00-Z99,2
Ristivõlvi lamenemine,M00-M99,2
Krooniline neuropaatiline valu.,G00-G99,2
"2007, anteroseptaalne",I00-I99,2
Statiinravi katkestanud,E00-E90,2
"I healoomuline kasvaja
mikroadenoom, kahtlus",None,2
"Hälbeline elektrokardiogramm [ECG; EKG]
pikenenud QT",R00-R99,2
"Os  , klaaskeha muud tuhmumised",H00-H59,2
"Anamneesis KATE, praegu haigustunnusteta",I00-I99,2
"Viirustüükad [soolatüükad]
sõrmel",A00-B99,2
"Stylalgia, kahtlus",R00-R99,2
I PK,C00-D48,2
. Diabeetiline polüneuropaatia,G00-G99,2
Polüneuropaatia mujal klassifitseeritud haiguste korral.,G00-G99,2
Muude liigeste esmane artroos. Arthrasis art. acromioclavikularis dex.,M00-M99,2
St post cholecystektoomiam21.10.12,K00-K93,2
Vasak III -IV staadium,M00-M99,2
Vasemal tipus ja lingulas üksikud kaltsifikaadid ja fibrootilised väädid,A00-B99,2
Endoprotees bilater-lt,M00-M99,2
II f.cl.,I00-I99,2
"R/T, LOWN V",I00-I99,2
. Küünarvars,None,2
Paroksüsmaalne kodade virvendusarütmia.,I00-I99,2
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,III,VÄGA kõrge risk,ok",I00-I99,2
